start,finish,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2
2020/5/3 0:30,2020/5/3 1:20,CHINA,CHN,9,1,8,10,10,9,10,8,7,8,6,9,8,10,10,40,30,30,7,7,7,2,7,10,10,2,3,0,0,3,8,8,10,0,0,2,8,8,8,1,2,9,9,9,8,9,9,7,8,8,2,1,7,2,8,5,8,9,5,8,9,6,1,8,9,0,7,9,9,10,20,2,11,7,25,3,14,1,,60,3,1,5,,5,1,1,1,213,0
2020/5/3 0:32,2020/5/3 0:59,CHINA,CHN,10,1,9,9,8,9,10,10,7,10,10,5,5,10,10,0,100,0,9,8,1,10,8,10,10,1,5,1,1,5,10,9,9,1,7,5,7,9,9,5,5,10,10,10,9,7,8,8,7,9,6,6,8,3,10,9,7,8,2,9,9,3,0,6,6,0,9,8,8,0,0,5,7,9,25,3,4,2,,64,3,1,5,,5,1,1,1,213,0
2020/5/3 0:39,2020/5/3 0:59,CHINA,CHN,7,2,6,7,4,7,4,8,4,6,6,4,7,5,4,50,30,20,4,4,6,5,6,10,6,6,4,7,5,7,4,5,8,5,7,6,6,7,8,6,5,6,6,6,6,4,6,4,5,4,7,7,7,3,6,7,5,6,2,6,4,4,8,5,6,2,5,7,4,0,20,5,8,5,25,3,4,2,,27,3,0,3,,5,2,1,1,213,0
2020/5/3 0:55,2020/5/3 1:21,CHINA,CHN,10,1,9,10,8,10,8,10,5,8,10,10,8,9,10,10,80,10,8,7,5,2,8,10,9,0,1,0,1,4,9,8,9,1,2,5,8,10,6,3,3,8,9,8,8,9,7,10,7,9,2,2,6,2,9,5,7,5,4,8,9,4,2,5,5,2,7,5,6,20,50,5,9,8,25,3,7,1,,62,3,2,5,,6,1,1,1,213,0
2020/5/3 6:15,2020/5/3 6:46,CHINA,CHN,9,2,7,8,8,8,8,9,7,7,7,9,8,10,9,0,100,0,7,7,5,7,6,10,9,6,5,4,5,5,7,7,8,5,4,7,8,7,8,5,7,7,8,9,7,8,9,8,7,8,5,0,7,5,6,5,6,7,6,8,8,7,5,6,6,2,5,6,7,0,10,5,9,10,25,3,4,1,,44,3,1,1,,5,1,1,1,213,0
2020/5/3 6:20,2020/5/3 6:47,CHINA,CHN,10,3,5,10,10,10,10,10,4,10,10,10,7,10,10,100,0,0,8,7,5,5,9,10,10,1,2,3,0,0,7,8,7,0,0,5,5,8,5,1,7,10,7,7,7,7,5,8,8,7,8,3,7,4,5,6,5,5,6,5,6,5,6,5,5,3,6,6,6,30,30,5,1,8,50,300,4,1,,27,3,1,1,,2,1,1,1,213,0
2020/5/3 6:27,2020/5/3 7:00,CHINA,CHN,8,1,4,9,10,8,4,9,4,8,9,6,8,6,9,50,20,30,10,8,9,6,1,8,6,7,0,2,2,6,8,8,3,8,3,8,5,7,3,6,2,4,8,6,8,7,5,6,6,5,4,6,7,9,7,3,8,2,4,8,3,7,8,8,3,2,8,3,5,20,60,5,4,10,50,3,8,1,,50,3,1,1,,0,2,1,1,213,0
2020/5/3 6:32,2020/5/3 6:48,CHINA,CHN,9,1,10,10,10,7,10,9,10,10,10,10,7,10,10,0,50,50,10,9,8,1,3,10,10,1,1,2,2,3,10,7,9,1,2,1,2,8,1,2,2,5,7,7,8,10,3,10,8,8,1,2,8,2,7,0,7,7,2,8,7,4,1,8,7,3,7,7,4,10,40,6,10,9,50,3,8,1,,28,3,1,1,,5,1,1,1,213,0
2020/5/3 6:32,2020/5/3 6:52,CHINA,CHN,10,1,10,10,10,7,10,9,10,10,9,10,10,9,10,0,60,40,9,8,2,7,10,10,10,1,0,4,0,1,8,10,8,0,0,8,9,10,10,6,9,7,10,10,8,10,8,10,7,10,6,0,10,8,3,8,9,8,0,10,10,8,0,10,9,0,10,10,10,50,50,7,7,9,25,3,4,2,,27,2,0,1,,4,1,1,1,213,0
2020/5/3 6:34,2020/5/3 6:55,CHINA,CHN,10,1,10,10,10,9,9,9,7,9,7,10,9,10,10,75,25,0,7,7,5,4,9,10,10,0,0,0,2,4,5,6,5,4,4,6,7,9,8,6,5,8,6,6,6,6,6,7,4,4,6,6,7,5,7,6,6,5,5,6,6,5,0,5,4,1,5,6,6,0,0,5,4,5,50,3,3,1,,63,3,1,5,,5,1,1,1,213,0
2020/5/3 6:55,2020/5/3 7:41,CHINA,CHN,8,3,5,8,9,8,8,7,7,9,8,9,7,8,10,70,20,10,7,7,6,7,5,10,8,5,5,7,6,5,7,5,7,4,4,8,6,8,6,7,5,5,5,7,7,7,8,9,5,7,5,3,6,5,6,6,7,4,3,7,6,4,2,7,6,3,6,7,6,20,10,6,10,8,50,3,4,2,,45,3,1,1,,4,1,1,1,213,0
2020/5/3 6:59,2020/5/3 7:23,CHINA,CHN,10,1,9,10,10,10,10,9,7,10,10,10,7,10,10,0,50,50,8,8,1,8,10,10,10,1,2,0,0,0,4,9,10,0,0,10,10,10,8,5,8,9,9,8,8,9,10,10,8,10,4,1,9,6,10,7,10,9,1,10,9,9,0,8,9,0,10,10,9,30,40,7,5,8,25,3,2,2,,28,2,0,1,,5,1,1,1,213,0
2020/5/3 7:11,2020/5/3 7:40,CHINA,CHN,9,1,9,9,10,8,8,9,9,9,9,10,9,10,10,40,30,30,8,7,5,6,8,10,10,1,2,3,2,4,8,8,8,2,2,6,6,8,6,7,7,8,7,7,8,8,8,9,7,8,5,2,8,5,4,5,6,7,6,8,8,5,2,7,8,2,5,5,5,20,20,5,2,8,25,3,4,2,,28,3,1,1,,5,1,1,1,213,0
2020/5/3 7:27,2020/5/3 7:45,CHINA,CHN,8,3,4,8,6,7,8,8,6,9,5,8,5,7,8,30,30,40,5,7,7,5,8,9,7,7,4,2,5,4,6,7,7,2,3,4,7,8,8,4,6,7,6,7,6,4,7,6,8,8,2,2,3,2,6,2,6,7,1,4,2,4,2,3,4,7,5,4,5,50,50,7,9,5,50,30,6,1,,61,3,1,5,,5,1,1,1,213,0
2020/5/3 7:31,2020/5/3 7:47,CHINA,CHN,8,1,8,8,8,9,8,7,8,9,8,9,7,9,8,60,30,10,8,7,3,7,8,10,10,7,9,9,9,8,7,8,8,2,8,9,9,9,9,8,8,8,9,8,9,7,9,9,9,9,3,2,5,2,6,2,5,7,7,8,5,8,7,7,4,3,7,8,8,20,20,8,1,8,25,33,2,1,,66,3,1,5,,2,1,1,1,213,0
2020/5/3 7:33,2020/5/3 8:00,CHINA,CHN,9,1,6,9,10,8,8,9,9,9,8,8,8,8,10,15,70,15,6,7,5,8,6,10,10,2,3,2,1,4,8,8,9,3,2,7,9,9,8,5,8,8,8,8,8,8,8,9,9,9,1,2,8,4,8,2,8,9,3,8,8,9,2,9,8,2,8,8,9,30,30,3,7,8,50,300,4,2,,62,3,1,5,,6,2,1,1,213,0
2020/5/3 7:37,2020/5/3 8:10,CHINA,CHN,10,0,10,10,10,9,10,10,9,9,10,10,9,10,8,50,10,40,7,7,0,5,0,10,7,5,0,0,0,2,10,10,10,0,0,6,5,6,6,10,0,9,5,3,4,4,5,5,10,8,6,5,3,0,5,8,1,0,0,9,7,0,0,5,1,6,5,2,5,10,50,2,16,5,25,3,4,2,,61,3,1,5,,5,2,1,1,213,0
2020/5/3 7:37,2020/5/3 7:58,CHINA,CHN,10,0,9,8,9,10,10,9,8,9,8,8,8,9,9,60,20,20,9,8,5,7,8,10,10,6,5,4,5,5,2,7,8,1,4,5,6,8,8,5,5,5,8,9,9,7,8,8,7,8,6,4,7,5,7,10,6,6,5,7,8,7,3,5,5,3,5,6,8,20,50,5,1,10,50,300,4,1,,29,3,1,1,,5,1,1,1,213,0
2020/5/3 7:50,2020/5/3 8:35,CHINA,CHN,8,1,9,9,9,10,9,9,8,8,2,9,6,9,9,50,50,0,8,7,8,9,7,10,8,9,7,8,8,8,6,8,8,9,8,9,10,8,9,8,9,8,9,7,9,7,8,9,7,8,10,9,8,1,5,7,7,8,7,9,7,8,7,9,6,10,8,7,8,0,10,5,3,9,50,3,5,1,,52,3,1,1,,3,2,1,1,213,0
2020/5/3 7:54,2020/5/3 8:16,CHINA,CHN,9,2,8,8,7,8,7,8,8,9,9,8,6,7,8,65,25,10,8,6,7,4,6,10,8,3,2,4,2,3,9,9,8,2,4,8,7,8,7,8,8,6,9,8,9,7,7,8,7,8,3,3,7,5,8,5,7,7,4,9,7,7,3,6,5,3,6,7,6,10,20,4,10,8,25,3,7,1,,43,3,1,1,,5,1,1,1,213,0
2020/5/3 8:13,2020/5/3 8:43,CHINA,CHN,10,2,4,8,8,9,9,8,8,9,9,9,6,7,9,0,80,20,9,8,8,6,8,10,10,4,3,4,3,2,4,5,3,8,8,9,9,8,9,8,7,7,10,10,8,9,9,9,9,9,4,4,10,6,8,6,8,8,7,8,8,6,7,7,10,3,8,9,8,0,0,10,5,9,50,3,4,1,,45,3,1,1,,3,1,1,1,213,0
2020/5/3 8:13,2020/5/3 9:13,CHINA,CHN,10,0,10,10,10,6,10,10,10,10,10,10,7,10,10,30,50,20,9,8,10,9,9,10,10,0,5,0,0,0,10,6,10,0,0,6,10,10,10,0,9,5,10,10,9,10,7,10,10,10,0,0,0,0,5,0,10,8,0,10,10,0,0,6,10,0,5,10,10,0,10,5,6,9,50,3,7,2,,43,3,1,1,,5,1,1,1,213,0
2020/5/3 8:28,2020/5/3 9:16,CHINA,CHN,10,1,10,10,10,7,0,3,1,5,10,9,7,10,10,90,10,0,5,5,4,5,3,10,9,1,1,0,0,3,9,9,7,1,5,6,9,7,6,6,9,10,4,4,10,7,7,10,5,4,7,6,6,4,3,5,3,2,6,5,3,2,0,2,1,7,0,0,3,10,20,4,5,9,25,3,7,1,,41,3,1,1,,5,1,1,1,213,0
2020/5/3 8:28,2020/5/3 8:59,CHINA,CHN,9,2,10,8,9,9,8,9,8,9,9,8,10,9,9,70,15,15,8,5,9,8,9,9,9,4,1,1,1,2,6,7,7,8,7,8,8,9,9,10,9,8,7,8,7,8,8,8,8,8,4,6,6,8,8,6,8,9,9,8,9,9,9,8,9,2,9,8,9,0,0,3,6,5,50,3,7,2,,40,3,1,1,,6,1,1,1,213,0
2020/5/3 8:38,2020/5/3 9:05,CHINA,CHN,10,0,10,10,10,10,9,8,9,9,10,10,10,10,8,50,50,0,7,5,3,8,5,10,10,1,1,0,0,3,7,7,7,1,3,4,4,5,4,2,2,2,7,9,10,8,9,9,9,10,7,2,8,4,9,7,10,10,6,9,7,7,3,6,6,4,6,7,6,10,10,3,4,10,25,3,7,1,,24,2,0,1,,6,1,1,1,213,0
2020/5/3 8:50,2020/5/3 9:15,CHINA,CHN,6,1,7,8,7,8,7,7,7,8,8,7,8,9,8,50,40,10,7,7,2,2,2,9,9,1,2,3,2,8,7,8,8,8,9,5,8,7,8,7,9,8,8,7,7,8,9,8,7,7,7,2,7,3,3,2,8,8,6,7,8,5,8,5,8,3,7,6,6,10,60,7,12,7,70,3,8,2,,40,3,1,1,,5,1,1,1,213,0
2020/5/3 8:54,2020/5/3 9:14,CHINA,CHN,10,0,8,8,9,7,8,8,10,10,10,10,9,8,10,70,15,15,7,5,10,3,5,10,10,0,4,2,5,6,8,7,5,2,5,6,7,4,6,4,7,5,8,5,8,5,3,7,7,4,7,5,8,7,8,5,8,5,7,8,5,7,6,8,4,2,3,7,8,10,20,5,10,5,50,300,4,2,,65,3,1,5,,5,2,1,1,213,0
2020/5/3 9:05,2020/5/3 9:33,CHINA,CHN,9,1,10,8,10,8,10,10,6,10,9,10,8,9,9,0,100,0,8,8,5,4,9,10,10,6,5,5,4,4,10,9,10,4,5,8,8,10,8,7,5,9,7,9,10,8,9,8,7,8,4,3,9,3,8,5,7,7,5,10,10,7,0,7,7,2,9,10,10,0,20,6,11,8,25,3,4,2,,39,3,1,1,,6,1,1,1,213,0
2020/5/3 9:07,2020/5/3 9:28,CHINA,CHN,9,1,10,8,9,8,9,8,8,9,9,10,9,10,10,70,20,10,5,5,1,9,7,10,10,1,2,0,0,2,9,7,9,1,1,1,6,8,8,9,5,10,7,8,9,10,9,9,8,10,1,0,8,1,8,0,9,9,5,10,9,7,1,7,9,1,8,9,10,0,20,5,6,9,25,3,7,1,,39,3,1,1,,3,1,1,1,213,0
2020/5/3 9:10,2020/5/3 9:34,CHINA,CHN,10,1,8,6,8,9,10,9,3,5,4,9,5,8,9,100,0,0,2,3,1,3,1,10,6,5,10,5,1,8,5,6,5,5,1,7,5,9,8,5,9,10,2,3,6,4,6,3,5,5,4,6,5,3,4,6,8,5,2,6,6,4,3,3,2,2,2,5,9,20,50,0,3,5,25,3,3,1,,29,3,1,1,,2,1,1,1,213,0
2020/5/3 9:12,2020/5/3 9:42,CHINA,CHN,10,0,8,9,9,9,10,8,9,10,10,8,10,9,9,100,0,0,7,6,9,9,8,9,8,0,1,4,0,1,9,8,9,2,2,9,9,8,10,9,10,8,8,8,9,8,9,8,8,7,0,1,7,2,7,3,8,6,6,8,9,7,9,8,7,3,4,5,8,20,10,8,7,8,25,3,4,2,,47,3,1,1,,6,1,1,1,213,0
2020/5/3 9:18,2020/5/3 9:37,CHINA,CHN,10,1,10,10,10,6,7,8,6,9,10,9,8,9,10,0,80,20,8,7,5,6,6,10,10,1,1,0,0,4,9,7,6,1,2,5,8,10,9,5,6,9,9,5,8,6,6,7,5,5,7,7,8,6,5,6,5,8,5,9,7,5,0,6,5,2,6,6,6,20,20,5,11,7,25,3,7,2,,21,1,0,4,,1,2,1,1,213,0
2020/5/3 9:19,2020/5/3 9:45,CHINA,CHN,10,1,10,10,10,10,10,10,9,9,10,10,9,9,10,0,50,50,9,7,6,4,5,10,10,2,1,2,1,8,10,10,10,9,10,6,6,8,8,7,8,9,7,7,7,7,8,9,7,8,1,1,8,1,7,1,8,8,5,9,9,9,1,6,7,2,5,7,9,20,20,5,6,8,125,3,7,2,,46,3,1,1,,2,1,1,1,213,0
2020/5/3 9:19,2020/5/3 9:46,CHINA,CHN,9,1,9,9,9,8,9,10,8,9,8,10,8,9,10,50,50,0,7,7,5,7,5,10,9,3,2,3,2,4,8,8,8,1,3,8,7,9,8,7,6,6,6,6,8,8,8,9,7,8,4,3,7,5,8,7,8,8,6,9,8,6,1,7,6,3,7,8,8,10,10,6,7,8,25,3,7,1,,43,3,1,1,,5,1,1,1,213,0
2020/5/3 9:22,2020/5/3 9:44,CHINA,CHN,9,0,10,10,10,10,10,9,10,8,9,10,10,10,9,80,20,0,7,8,6,5,9,9,10,7,6,1,1,8,5,7,5,6,9,6,9,9,8,9,9,7,8,8,7,9,6,8,7,5,6,9,9,5,8,7,8,6,9,8,8,7,7,8,7,3,6,8,9,30,70,5,15,7,20,3,1,2,,55,3,2,1,,3,1,1,1,213,0
2020/5/3 9:26,2020/5/3 9:54,CHINA,CHN,8,1,9,8,10,7,8,9,10,4,6,10,8,10,8,75,20,5,7,5,4,3,6,10,9,0,1,0,2,6,10,8,10,2,0,7,9,10,8,6,7,8,8,9,8,9,8,10,8,9,5,1,7,5,7,4,8,9,3,8,8,7,0,7,8,3,7,8,10,0,10,4,5,9,50,1,4,1,,26,3,1,1,,5,1,1,1,213,0
2020/5/3 9:30,2020/5/3 9:59,CHINA,CHN,10,1,8,6,7,6,5,9,7,10,1,10,7,10,10,2,48,50,3,4,2,3,2,10,5,2,1,2,1,2,10,10,10,2,2,3,9,10,10,3,3,3,10,10,5,10,10,10,4,7,9,7,8,3,5,5,8,3,5,5,7,5,1,4,3,7,3,4,10,0,10,5,6,10,25,3,5,1,,18,1,0,3,,5,1,1,1,213,0
2020/5/3 9:30,2020/5/3 9:51,CHINA,CHN,10,0,10,10,10,10,10,10,10,5,9,10,7,10,10,10,70,20,8,5,5,10,10,10,10,1,0,0,3,0,10,10,10,0,0,10,10,10,8,7,6,8,8,9,8,9,8,9,5,6,9,9,8,5,9,8,8,10,5,10,8,6,0,7,6,2,7,8,10,50,10,5,6,9,25,3,7,2,,65,3,1,5,,1,1,1,1,213,0
2020/5/3 9:32,2020/5/3 9:53,CHINA,CHN,8,0,8,9,9,9,10,9,10,10,9,10,7,10,10,20,50,30,8,8,8,10,10,10,10,7,9,8,9,8,9,10,7,6,3,8,8,10,7,9,8,8,9,9,7,9,8,7,8,8,4,2,9,8,9,10,8,8,10,8,8,10,7,9,10,5,9,8,7,10,10,3,8,9,50,300,4,2,,65,3,1,5,,4,1,1,1,213,0
2020/5/3 9:33,2020/5/3 9:59,CHINA,CHN,10,0,10,10,10,9,10,9,10,10,10,10,7,10,10,0,50,50,10,9,8,9,8,10,10,0,0,2,0,7,10,10,10,1,0,5,7,8,8,8,3,9,10,9,10,10,10,10,10,10,0,0,9,0,9,0,8,9,0,9,9,7,0,9,8,0,8,7,10,0,10,1,6,10,25,3,7,1,,46,3,1,1,,4,1,1,1,213,0
2020/5/3 9:34,2020/5/3 9:50,CHINA,CHN,9,0,9,1,10,9,9,8,9,8,10,10,9,9,10,20,50,30,8,7,0,8,1,10,10,1,2,2,1,1,4,9,9,1,1,1,5,7,7,8,5,5,7,8,8,8,9,8,8,8,1,1,5,5,7,3,6,7,5,8,8,1,1,9,5,2,5,5,6,10,10,9,6,8,50,300,4,1,,26,1,0,1,,5,1,1,1,213,0
2020/5/3 9:38,2020/5/3 10:00,CHINA,CHN,9,3,2,10,10,9,8,10,3,7,10,10,3,10,10,50,25,25,6,9,2,6,2,10,6,1,1,2,3,3,7,7,9,2,3,7,9,7,7,1,10,2,8,7,7,7,7,10,2,3,2,9,9,2,6,2,7,9,7,7,9,2,2,7,2,1,10,10,10,10,10,1,7,7,50,300,4,2,,61,3,2,5,,6,1,1,1,213,0
2020/5/3 9:45,2020/5/3 10:13,CHINA,CHN,10,0,8,7,7,8,9,10,5,8,10,10,8,10,10,0,100,0,5,3,10,10,5,10,10,6,5,4,5,8,9,9,10,0,5,9,10,10,5,5,9,10,5,5,9,9,9,10,9,9,2,0,8,5,8,5,8,8,5,9,9,2,5,5,5,1,0,5,9,0,50,9,2,2,50,3,1.5,2,,60,3,1,5,,4,1,1,1,213,0
2020/5/3 9:48,2020/5/3 10:05,CHINA,CHN,9,1,8,9,8,9,9,8,8,9,8,9,8,9,9,100,0,0,8,7,7,8,7,10,9,2,1,2,1,2,8,8,9,1,1,3,2,8,9,5,5,7,8,7,8,9,9,8,8,9,2,1,8,3,8,5,7,8,5,8,8,6,2,7,8,2,6,6,5,30,30,5,5,9,50,3,7,1,,35,3,1,1,,5,1,1,1,213,0
2020/5/3 9:51,2020/5/3 10:23,CHINA,CHN,10,0,8,9,9,7,8,6,7,8,9,10,10,10,9,60,30,10,7,6,5,8,6,10,10,0,0,1,1,0,8,7,8,0,2,7,8,9,8,7,8,9,7,8,8,7,7,8,5,5,7,5,8,5,7,6,6,7,5,10,9,6,1,7,6,2,5,6,8,10,0,5,6,9,25,3,7,1,,28,3,1,1,,5,1,1,1,213,0
2020/5/3 9:51,2020/5/3 10:15,CHINA,CHN,8,1,8,4,8,8,1,9,7,9,8,3,8,6,8,20,60,20,8,7,7,3,8,10,4,8,3,8,5,8,4,8,5,8,4,8,4,7,5,8,6,8,9,7,7,3,9,5,7,3,8,3,7,7,3,8,4,6,6,6,4,9,3,8,3,8,3,8,3,10,30,8,12,7,100,50,2,2,,54,3,2,2,,2,1,1,1,213,0
2020/5/3 9:53,2020/5/3 10:08,CHINA,CHN,8,4,6,10,9,8,9,8,8,9,5,4,3,6,8,0,80,20,8,7,8,6,5,10,8,4,3,4,3,5,7,6,6,2,5,3,6,8,5,4,5,4,7,6,8,7,7,8,4,5,4,4,7,8,6,9,9,9,5,10,8,5,2,5,4,3,7,8,8,10,10,7,4,8,25,300,4.5,2,,32,3,2,1,,4,1,1,1,213,0
2020/5/3 9:53,2020/5/3 10:20,CHINA,CHN,10,1,10,9,10,8,10,10,9,10,10,10,8,10,10,40,30,30,8,8,5,8,8,10,10,1,1,0,0,5,10,10,9,2,5,8,8,9,7,5,8,7,9,8,9,9,10,10,9,10,2,0,8,5,7,5,9,7,4,8,7,5,2,6,7,2,6,7,9,0,10,7,5,8,25,3,2,1,,61,3,1,1,,2,1,1,1,213,0
2020/5/3 9:57,2020/5/3 10:20,CHINA,CHN,10,1,10,10,10,10,10,9,8,10,10,10,7,10,10,20,70,10,10,7,1,5,2,10,10,0,0,1,1,1,10,10,10,1,1,0,1,10,10,10,10,6,10,10,5,10,10,10,10,10,3,0,6,0,5,1,10,10,1,10,10,5,0,10,5,1,10,5,0,0,10,5,5,10,25,1,4,2,,62,3,1,5,,4,1,1,1,213,0
2020/5/3 9:58,2020/5/3 10:15,CHINA,CHN,10,0,10,10,10,10,10,8,7,10,10,10,7,10,10,40,30,30,5,5,5,10,5,10,10,6,5,4,5,0,10,10,10,0,0,0,10,10,10,5,5,10,10,7,10,10,10,10,10,9,5,2,0,0,5,0,0,5,0,10,8,0,0,5,5,0,0,5,6,20,70,3,9,10,50,100,4,2,,50,3,1,5,,2,1,1,1,213,0
2020/5/3 10:15,2020/5/3 10:47,CHINA,CHN,8,2,2,8,8,8,8,6,8,8,8,10,6,9,10,50,50,0,7,6,8,9,8,10,10,5,6,4,5,8,8,8,8,1,2,6,7,8,8,6,6,7,7,8,8,8,8,9,3,5,7,7,5,5,6,5,7,7,3,7,7,8,7,5,7,5,8,7,8,30,10,5,4,8,20,3,4,2,,61,3,1,5,,3,1,1,1,213,0
2020/5/3 10:20,2020/5/3 11:01,CHINA,CHN,9,2,9,9,9,8,9,8,9,9,9,8,9,9,8,80,15,5,8,8,9,7,9,9,8,9,9,8,8,6,9,8,9,5,5,8,8,9,9,7,6,9,9,8,9,9,9,10,9,9,6,6,9,9,8,7,9,8,8,8,8,9,8,9,9,6,9,9,8,20,80,9,1,9,25,3,7,2,,47,3,1,1,,4,1,1,1,213,0
2020/5/3 10:23,2020/5/3 10:55,CHINA,CHN,9,2,5,6,8,7,6,6,5,5,5,6,7,6,7,10,40,50,6,6,5,6,5,9,9,2,2,1,3,4,2,3,5,4,3,5,5,5,6,4,4,4,6,5,5,5,3,5,7,6,5,4,3,1,7,2,4,3,2,3,2,2,2,3,3,7,4,3,2,0,20,5,7,7,25,3,7,1,,45,3,0,1,,5,1,1,1,213,0
2020/5/3 10:25,2020/5/3 10:57,CHINA,CHN,8,1,9,8,9,9,9,7,9,9,9,8,9,8,9,0,100,0,9,9,2,2,10,10,10,1,0,2,1,8,9,8,9,8,9,8,8,9,8,9,8,9,9,9,8,9,8,8,8,9,6,5,8,9,8,8,8,9,8,8,7,9,8,9,7,3,9,8,7,20,40,5,8,5,25,3,7,2,,43,3,1,1,,4,1,1,1,213,0
2020/5/3 10:25,2020/5/3 10:53,CHINA,CHN,9,0,10,10,10,10,9,10,9,9,10,9,8,10,10,50,25,25,6,8,5,8,9,10,10,1,1,0,0,10,10,10,9,0,10,9,10,9,8,8,5,9,8,9,9,10,10,9,5,6,9,8,10,1,10,10,9,8,5,9,9,1,1,5,7,1,4,4,1,10,50,2,3,9,50,300,4,1,,40,3,0,1,,5,1,1,1,213,0
2020/5/3 10:26,2020/5/3 10:53,CHINA,CHN,10,1,9,10,10,8,9,10,8,10,7,9,5,8,9,50,20,30,8,6,6,8,7,10,8,2,4,4,5,7,8,4,7,4,4,7,6,6,6,5,5,7,8,7,7,8,9,10,7,8,8,2,6,5,8,5,5,7,4,8,5,7,3,7,5,2,6,4,3,30,50,2,5,8,25,3,4,2,,40,3,1,1,,5,1,1,1,213,0
2020/5/3 10:28,2020/5/3 11:15,CHINA,CHN,9,1,8,9,10,8,10,10,6,8,8,9,6,10,8,30,50,20,7,7,5,6,6,10,10,0,0,0,2,4,8,8,9,1,3,9,6,10,8,8,6,10,8,7,7,8,8,9,6,8,5,2,8,5,8,8,9,8,5,9,8,6,0,5,6,3,6,6,7,20,30,6,12,10,50,3,4,2,,47,3,0,1,,5,1,1,1,213,0
2020/5/3 10:36,2020/5/3 11:00,CHINA,CHN,10,0,10,10,10,8,10,9,10,10,10,10,7,10,10,0,30,70,0,2,10,10,5,10,5,5,6,4,5,5,7,9,8,10,9,8,9,10,9,7,6,8,5,6,9,8,10,10,9,9,1,1,8,5,6,3,7,8,6,6,5,7,0,9,10,3,6,7,9,20,30,5,10,5,50,100,4,1,,36,3,1,1,,6,1,1,1,213,0
2020/5/3 10:56,2020/5/3 11:28,CHINA,CHN,10,1,7,9,8,9,9,10,8,9,9,7,5,7,8,10,80,10,7,8,2,8,8,10,10,1,1,1,6,5,8,8,7,2,2,8,8,8,8,9,6,9,8,8,7,7,8,9,8,8,5,5,7,5,5,4,6,7,5,7,8,6,0,7,7,2,6,6,7,20,20,7,7,7,25,3,5,1,,55,3,1,1,,2,1,1,1,213,0
2020/5/3 11:07,2020/5/3 11:36,CHINA,CHN,9,0,9,8,7,6,5,7,6,9,10,10,7,10,9,30,50,20,4,5,7,9,8,10,10,5,5,4,4,6,7,7,8,3,4,7,8,8,9,5,5,7,7,8,7,8,7,8,3,4,5,5,6,5,6,7,6,7,7,7,8,6,6,7,7,2,5,6,7,10,10,5,5,4,25,3,7,1,,42,3,1,1,,5,1,1,1,213,0
2020/5/3 11:11,2020/5/3 11:44,CHINA,CHN,7,1,7,8,8,8,7,8,8,7,5,9,7,9,9,0,80,20,8,7,8,6,7,9,9,4,5,4,5,7,7,7,7,6,8,8,7,8,7,9,7,7,8,8,8,7,8,7,6,5,8,7,6,7,6,5,7,6,6,7,5,6,8,7,7,2,8,7,6,10,40,7,6,8,125,3,7,1,,62,3,1,1,,3,1,1,1,213,0
2020/5/3 11:12,2020/5/3 11:42,CHINA,CHN,10,0,10,10,9,9,10,8,8,10,9,10,9,8,10,80,10,10,3,5,9,9,9,10,10,1,0,2,0,0,5,7,10,0,0,0,5,7,6,8,6,6,8,8,8,7,7,8,8,8,8,2,8,8,7,1,8,7,7,7,7,8,7,7,7,3,8,8,7,20,40,9,1,5,25,3,5,1,,43,3,1,1,,5,1,1,1,213,0
2020/5/3 11:18,2020/5/3 11:51,CHINA,CHN,10,0,9,10,10,9,9,10,9,10,8,10,8,10,10,30,40,30,9,9,5,8,7,10,10,4,2,1,2,4,9,8,8,1,1,9,9,9,9,9,5,9,9,8,9,9,8,9,8,9,4,4,4,2,8,3,9,8,4,9,9,8,3,8,7,1,8,8,7,20,50,8,7,9,50,3,4,2,,28,3,1,1,,2,1,1,1,213,0
