RecordDate;Duration_sec;Country;Language;physical_contact_1;physical_contact_2;physical_contact_3;physical_contact_4;physical_contact_5;physical_hygiene_1;physical_hygiene_2;physical_hygiene_3;physical_hygiene_4;physical_hygiene_5;policy_support_1;policy_support_2;policy_support_3;policy_support_4;policy_support_5;generosity_1;generosity_2;generosity_3;psych_wellbeing1_1;psych_wellbeing2_1;collective_narcis_1;collective_narcis_2;collective_narcis_3;national_identity_1;national_identity_2;conspiracy_theories_1;conspiracy_theories_2;conspiracy_theories_3;conspiracy_theories_4;open_mindness_1;open_mindness_2;open_mindness_3;open_mindness_4;open_mindness_5;open_mindness_6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging_1;social_belonging_2;social_belonging_3;social_belonging_4;trait_self_control_1;trait_self_control_2;trait_self_control_3;trait_self_control_4;self_esteem_1;narcissism_1;narcissism_2;narcissism_3;narcissism_4;narcissism_5;narcissism_6;moral_identity_1;moral_identity_2;moral_identity_3;moral_identity_4;moral_identity_5;moral_identity_6;moral_identity_7;moral_identity_8;moral_identity_9;moral_identity_10;risk_perception_1;risk_perception_2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;ladder;urban;tested_positive;know_tested_positive;Attcheck_nobots;Attcheck2 
03/05/2020;396;TURKEY;Turkish;10;0;10;10;10;8;8;8;8;5;10;10;4;10;10;100;0;0;0;4;0;0;0;5;5;10;10;10;10;5;5;5;5;5;5;5;5;5;5;5;5;5;2;3;5;5;5;5;8;10;10;0;10;10;2;10;4;3;2;5;5;0;0;3;3;0;3;4;3;20;20;1;6;3;50;300;4;1;;64;1;2;6;kendi mesleği;9;1;1;2;213;0
03/05/2020;917;TURKEY;Turkish;8;1;8;8;8;9;9;9;9;6;10;10;10;10;10;100;0;0;6;6;8;7;5;10;10;2;2;2;2;7;8;3;8;2;2;8;8;8;8;8;8;8;8;8;9;9;8;9;8;8;3;0;10;7;9;2;8;8;2;8;8;5;3;3;1;2;0;0;7;30;30;2;13;7;50;3;6;1;;55;3;3;5;;7;1;1;1;213;0
03/05/2020;876;TURKEY;Turkish;9;0;6;8;10;10;10;10;10;10;10;10;10;9;10;100;0;0;4;4;0;10;9;10;10;0;0;0;1;0;10;10;10;0;0;2;8;10;7;0;2;9;3;4;10;10;8;9;6;8;8;4;8;1;4;0;0;2;0;10;1;0;0;0;6;0;0;0;10;70;80;6;9;6;50;300;4;1;;52;3;3;2;;5;1;1;1;213;0
03/05/2020;289;TURKEY;Turkish;10;1;9;9;10;9;9;8;9;8;10;9;10;9;9;70;30;0;6;5;8;9;8;9;9;8;8;8;8;2;8;8;8;2;2;8;7;10;7;6;4;7;2;7;9;8;8;9;8;8;2;2;8;8;7;2;7;4;2;8;8;7;3;7;6;3;7;8;5;20;50;5;3;6;50;300;4;2;;22;1;0;4;;6;1;1;2;213;0
03/05/2020;2359;TURKEY;Turkish;10;0;10;10;10;10;8;10;2;10;10;10;10;10;10;75;25;0;3;1;10;10;10;10;10;10;8;5;0;7;0;10;10;7;4;10;9;9;8;5;10;8;7;8;7;9;10;10;10;6;0;3;9;8;3;7;9;5;4;10;10;2;0;0;7;10;5;1;10;50;70;10;14;9;50;3;4;2;;23;1;0;3;;7;1;1;1;213;0
03/05/2020;1737;TURKEY;Turkish;10;7;10;10;10;10;10;10;10;10;10;10;10;10;10;80;20;0;7;7;10;10;10;10;10;5;5;10;5;0;7;2;8;0;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;8;10;0;0;3;0;10;10;0;0;1;10;1;0;0;10;60;40;10;6;10;26;3;4;2;;47;3;4;1;;10;1;1;2;213;0
03/05/2020;1373;TURKEY;Turkish;6;4;6;4;3;10;10;10;7;10;6;4;6;4;4;50;25;25;7;8;4;7;5;3;7;7;4;6;4;6;5;4;5;6;7;7;7;7;3;7;4;7;7;8;4;6;4;5;4;6;4;6;7;6;7;6;4;4;6;6;4;6;3;7;6;6;6;4;7;50;60;6;12;4;300;300;4;1;;25;1;0;4;;6;1;1;1;213;0
03/05/2020;2561;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;8;10;10;10;10;35;35;30;9;4;9;6;8;10;10;6;6;6;8;10;7;7;8;9;4;8;9;10;10;10;9;4;8;10;7;7;6;10;9;10;9;0;10;0;0;0;0;0;0;7;8;7;0;9;8;7;7;1;10;10;20;10;11;10;50;3;4;1;;27;3;0;1;;8;1;1;2;213;0
03/05/2020;2014;TURKEY;Turkish;8;1;9;10;10;10;10;10;10;10;8;10;10;10;10;50;20;30;8;8;9;10;7;10;10;10;10;10;9;8;9;8;9;1;2;9;9;10;10;10;10;9;5;10;10;9;10;10;9;10;1;9;10;6;8;2;8;7;1;10;10;10;0;10;10;0;10;8;10;70;50;5;1;8;50;3;4;2;;21;2;0;1;;6;2;1;1;213;0
03/05/2020;1358;TURKEY;Turkish;10;0;9;10;10;5;5;10;10;5;10;10;10;10;10;50;25;25;2;3;0;10;10;2;5;0;5;10;10;5;10;10;10;0;5;6;6;7;8;7;3;7;10;5;10;10;10;10;10;10;0;0;10;10;10;7;10;10;10;10;10;10;0;10;5;0;5;5;10;0;30;5;16;5;50;300;16;2;;26;2;0;4;;6;1;1;1;213;0
03/05/2020;1580;TURKEY;Turkish;5;5;9;7;8;8;9;7;7;7;7;9;8;8;7;50;35;15;4;5;6;8;5;5;5;7;5;5;7;9;8;7;7;5;7;7;9;7;8;8;5;4;6;7;5;6;6;5;8;8;3;3;8;6;5;2;7;5;5;5;5;5;0;5;5;5;5;6;6;60;50;7;9;5;50;300;4;1;;19;1;0;6;Esnaf;5;1;1;1;213;0
03/05/2020;1459;TURKEY;Turkish;10;2;10;0;10;6;6;10;10;10;10;10;10;10;10;75;0;25;8;8;0;0;0;0;0;5;5;5;;0;10;10;10;0;0;0;0;10;10;5;0;0;10;5;5;5;5;10;10;10;0;0;10;5;5;0;5;5;0;10;10;0;0;10;10;0;0;0;5;0;20;5;16;9;50;3;16;1;;27;1;0;4;;6;1;1;1;213;0
03/05/2020;1497;TURKEY;Turkish;10;0;10;10;10;7;8;10;10;8;10;10;7;10;10;30;20;50;10;7;5;1;2;10;10;7;2;6;6;9;10;10;9;2;3;6;5;5;8;6;4;9;9;6;10;10;7;10;9;7;0;10;10;0;3;2;6;7;0;9;10;7;0;10;2;3;8;7;8;0;70;3;16;10;25;30;8;1;;20;1;0;4;;8;1;1;1;213;0
03/05/2020;505;TURKEY;Turkish;10;1;9;10;10;10;10;10;10;10;4;7;7;8;10;40;50;10;7;8;10;2;2;10;9;2;2;2;2;2;1;9;8;0;1;3;5;4;4;4;4;4;8;8;8;9;6;8;8;6;2;0;8;2;8;1;8;8;0;9;8;2;2;2;0;2;1;2;9;0;20;4;16;7;30;20;1;1;;35;3;1;1;;4;1;1;1;213;0
03/05/2020;2737;TURKEY;Turkish;9;0;2;10;10;9;9;9;1;6;10;10;10;10;10;10;90;0;8;6;0;7;6;10;10;0;1;0;0;0;9;10;10;0;0;10;9;10;10;6;8;8;10;1;7;8;7;7;9;8;5;3;8;6;7;3;5;9;0;10;10;6;0;6;5;0;6;8;10;10;30;6;16;7;50;34;40;1;;19;1;0;4;;7;2;1;1;213;0
03/05/2020;1984;TURKEY;Turkish;10;2;10;10;9;9;6;10;8;10;10;9;9;10;10;50;40;10;6;4;10;6;4;10;10;10;7;3;3;0;10;10;10;0;0;9;7;9;4;7;6;6;10;5;7;7;8;8;8;10;0;0;9;0;4;0;10;6;0;10;10;0;0;0;4;0;1;2;10;0;20;7;10;6;25;300;2,5;2;;23;3;1;6;Ev kadını;7;2;1;1;213;0
03/05/2020;3223;TURKEY;Turkish;10;7;10;10;10;10;5;10;10;10;10;10;10;10;5;100;0;0;8;5;10;10;10;10;10;10;0;0;0;10;10;10;10;0;10;10;5;10;5;5;10;10;5;5;10;10;10;10;5;10;10;5;10;5;5;0;10;5;10;10;10;7;0;5;5;5;0;5;10;100;100;10;16;10;50;300;4;1;;32;3;1;1;;6;1;1;1;213;0
03/05/2020;2972;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0;7;2;0;5;2;10;5;0;0;0;7;2;7;7;8;0;0;10;10;10;10;5;5;5;2;7;10;10;10;10;10;10;10;2;10;2;2;7;7;5;0;10;10;0;0;5;5;0;0;0;5;20;40;2;16;3;25;3;5;1;;61;3;2;6;ÇALIŞAMAZ DURUMDA;1;1;1;1;213;0
03/05/2020;1722;TURKEY;Turkish;7;1;7;10;10;8;8;9;10;9;10;10;10;10;10;50;25;25;6;7;8;7;6;10;10;6;5;5;5;5;8;8;9;1;5;6;8;9;8;7;7;8;7;8;8;8;8;9;3;5;9;8;5;5;4;5;8;6;7;10;8;7;0;6;5;0;5;5;10;30;30;5;16;8;0;0;0;2;;42;3;2;1;;9;1;1;1;213;0
03/05/2020;9524;TURKEY;Turkish;10;0;10;10;10;10;10;10;5;8;10;10;10;10;10;70;30;0;5;8;10;10;7;10;10;3;0;0;0;0;0;10;10;0;0;5;1;10;10;0;3;10;10;10;10;10;10;10;10;10;0;0;8;7;10;0;10;10;0;10;10;0;0;0;8;0;5;5;10;20;40;5;7;8;25;3;7;2;;45;1;0;4;;6;1;1;1;213;0
03/05/2020;1841;TURKEY;Turkish;10;0;10;10;10;8;9;10;6;5;10;10;10;10;10;30;10;60;1;6;0;5;1;1;1;9;1;2;5;9;4;5;5;0;0;3;6;7;7;3;7;8;4;8;8;5;7;10;6;6;8;10;9;10;10;10;10;9;0;3;6;0;6;0;1;10;6;8;4;10;50;2;2;10;25;900;4;2;;18;1;0;4;;8;1;1;1;213;0
03/05/2020;3986;TURKEY;Turkish;10;0;8;9;10;10;10;10;10;10;10;10;10;10;10;100;0;0;7;5;0;0;0;1;1;10;4;2;1;10;10;10;10;0;7;7;8;10;8;7;8;7;6;8;10;9;8;10;9;8;4;0;10;8;8;0;7;9;0;10;9;6;0;6;9;3;1;8;1;80;100;2;1;9;25;300;7;1;;23;1;0;4;;5;1;1;2;213;0
03/05/2020;1403;TURKEY;Turkish;9;1;9;10;10;8;8;9;8;10;9;9;9;9;9;50;0;50;8;5;0;5;1;7;2;0;0;0;0;1;8;8;8;0;1;3;7;9;9;5;8;8;8;8;8;8;8;10;10;8;3;0;10;5;5;5;3;3;0;10;9;8;0;5;5;1;4;4;8;30;70;5;16;10;25;3;2;1;;25;1;0;1;;6;1;1;2;213;0
03/05/2020;967;TURKEY;Turkish;4;0;8;10;10;10;10;10;10;10;10;10;10;10;10;80;20;0;2;6;6;10;10;10;7;0;1;1;1;0;10;10;10;0;0;0;7;9;8;0;3;7;6;2;9;8;8;8;9;8;2;2;9;3;9;2;8;8;0;10;2;0;0;0;4;2;0;0;9;70;60;3;9;7;50;300;4;2;;28;1;0;1;;6;1;1;1;213;0
03/05/2020;599;TURKEY;Turkish;10;0;10;10;10;10;10;10;0;0;10;10;10;10;10;0;50;50;5;4;5;8;10;10;10;5;0;0;0;5;10;10;10;0;5;10;10;10;5;5;0;10;0;10;5;5;5;10;10;5;0;5;5;10;5;5;10;0;0;10;10;0;0;0;0;0;0;0;10;50;50;10;7;2;100;300;4;2;;88;1;3;6;;6;1;1;2;213;0
03/05/2020;11566;TURKEY;Turkish;9;7;8;9;9;7;8;8;6;8;3;7;7;10;8;99;0;1;3;6;0;2;5;7;6;4;4;4;4;3;8;8;8;1;3;2;5;9;6;8;5;5;8;6;2;5;6;6;7;9;1;1;8;3;2;2;6;4;5;8;6;5;2;6;6;5;7;5;6;70;60;2;6;6;25;3;7;1;;18;1;0;4;;7;2;1;1;213;0
03/05/2020;1773;TURKEY;Turkish;5;0;10;10;10;10;10;10;10;10;10;10;10;10;10;70;30;0;2;2;0;6;0;10;8;10;10;10;10;0;10;10;10;0;0;7;7;8;7;6;7;8;7;7;6;5;4;7;8;3;9;0;10;9;0;9;0;6;0;8;8;2;0;6;6;0;0;0;6;30;40;9;12;8;50;300;4;1;;54;3;4;1;;5;1;2;1;213;0
03/05/2020;8084;TURKEY;Turkish;9;3;8;2;6;8;8;7;6;7;8;7;8;8;7;50;25;25;9;7;9;8;7;10;10;7;7;7;7;1;9;6;6;1;2;8;7;9;5;3;3;8;6;10;7;9;8;10;8;6;2;3;9;9;7;7;8;7;6;8;7;7;1;6;3;1;3;6;6;80;80;10;9;9;50;300;4;1;;17;1;0;4;;8;1;1;1;213;0
03/05/2020;1437;TURKEY;Turkish;10;0;10;10;10;5;9;10;6;10;0;0;0;0;0;0;50;50;8;10;0;10;6;7;10;10;6;3;10;10;10;10;10;0;2;6;0;10;10;6;6;0;10;10;10;10;7;10;10;10;6;7;10;10;6;10;4;10;3;10;6;6;0;6;4;0;6;3;10;0;0;6;16;10;50;900;4;2;;23;1;0;4;;2;2;1;1;213;0
03/05/2020;1191;TURKEY;Turkish;7;5;5;8;10;5;5;10;0;10;10;0;0;0;10;75;25;0;0;10;3;10;10;10;10;10;10;10;10;10;0;10;10;0;0;10;10;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;10;10;0;0;10;4;0;10;5;10;0;5;5;0;0;10;10;80;30;10;16;10;50;3;4;1;;23;1;0;4;;6;1;1;1;213;0
03/05/2020;1580;TURKEY;Turkish;10;1;9;10;10;10;10;10;10;10;10;10;10;10;10;20;0;80;7;7;0;0;0;5;0;0;0;0;0;1;10;10;8;0;3;7;8;9;4;4;2;5;6;8;8;7;8;9;8;7;2;3;8;3;1;3;4;4;10;10;10;5;0;6;9;2;6;7;8;80;30;4;12;10;50;300;4;2;;26;2;0;1;;6;1;1;1;213;0
03/05/2020;2776;TURKEY;Turkish;10;0;4;8;10;10;10;10;10;10;10;10;10;10;10;25;0;75;5;4;0;0;0;5;0;0;0;0;0;10;10;10;10;0;0;6;5;4;6;5;10;10;3;10;10;10;10;10;10;10;0;3;9;9;6;7;10;2;5;10;10;7;0;6;10;0;10;7;10;50;60;0;16;5;50;300;4;1;;59;3;2;1;;4;1;1;1;213;0
03/05/2020;3121;TURKEY;Turkish;9;0;9;10;10;10;10;10;10;10;10;10;9;10;10;100;0;0;7;6;1;2;1;5;2;4;2;2;2;8;9;10;9;1;7;9;8;8;7;6;9;10;3;9;6;7;8;8;9;9;1;2;5;8;10;1;9;6;9;9;7;4;0;9;8;0;5;7;10;20;80;2;6;5;50;300;;2;;58;3;2;6;Ücretli İzinli;7;1;1;1;213;0
03/05/2020;737;TURKEY;Turkish;10;1;10;10;8;8;9;10;10;10;10;10;10;10;10;50;25;25;5;5;5;7;10;10;10;5;5;5;5;5;2;10;10;0;0;6;5;5;3;5;5;6;5;10;10;10;10;10;10;5;0;0;10;5;8;1;9;5;5;7;8;0;0;5;5;0;5;5;5;70;80;9;10;4;50;300;4;1;;42;3;6;1;;6;1;1;1;213;0
03/05/2020;1640;TURKEY;Turkish;10;0;10;10;10;10;10;10;5;10;10;10;10;10;10;100;0;0;9;2;0;0;0;10;0;6;6;2;7;10;10;10;9;0;0;7;10;10;5;10;10;10;0;10;10;10;10;10;10;0;2;10;7;10;5;7;0;10;0;10;8;5;1;4;7;3;6;6;8;100;100;0;6;7;25;3;7;1;;18;1;0;4;;6;1;1;1;213;0
03/05/2020;1343;TURKEY;Turkish;10;2;10;10;9;10;10;10;6;10;10;10;10;10;10;60;35;5;6;5;10;10;10;10;10;2;3;0;0;0;9;10;10;4;4;7;8;9;10;6;4;9;7;4;6;9;6;10;8;7;0;0;10;2;;0;10;7;0;10;10;0;0;3;7;0;3;6;9;20;40;3;5;6;25;600;4;2;;26;1;0;3;;6;1;1;1;213;0
03/05/2020;2568;TURKEY;Turkish;10;1;9;9;8;10;10;10;10;10;10;10;10;10;10;80;20;0;3;6;9;9;9;9;9;8;9;9;7;1;8;8;8;2;3;8;8;9;7;8;7;8;6;7;8;8;8;9;7;9;1;2;8;8;4;1;9;7;2;8;8;7;3;7;7;7;7;8;6;30;50;6;3;5;50;300;4;1;;26;1;0;1;;7;1;1;1;213;0
03/05/2020;1999;TURKEY;Turkish;10;1;10;10;10;10;10;10;10;10;8;10;10;10;10;50;25;25;1;8;4;0;0;0;0;5;0;0;0;5;10;10;10;2;4;5;4;0;2;3;5;4;10;10;8;10;10;10;0;10;6;0;8;10;10;3;10;8;4;10;10;10;0;8;7;0;5;10;8;0;30;5;16;8;50;3;48;2;;48;3;5;6;Ev kadını ;6;1;1;1;213;0
03/05/2020;2622;TURKEY;Turkish;10;1;8;8;10;10;10;10;3;10;7;8;8;10;10;50;25;25;8;4;4;8;4;8;8;10;10;8;10;4;10;10;8;8;4;7;9;9;9;7;3;0;3;8;9;8;9;10;10;10;9;0;10;10;6;0;9;10;10;10;10;8;2;7;10;3;10;10;10;30;30;0;15;8;50;900;320;1;;47;3;4;1;;11;1;1;1;213;0
03/05/2020;2270;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;40;10;10;5;5;5;5;10;10;5;5;5;0;0;0;10;10;5;0;10;10;10;10;10;0;0;10;10;10;10;10;10;10;10;5;0;8;10;0;0;0;0;0;10;10;5;0;0;0;0;0;0;10;50;50;5;16;10;50;1;4;1;;36;3;0;1;;7;1;1;1;213;0
03/05/2020;924;TURKEY;Turkish;10;4;10;10;10;8;7;8;8;7;10;3;10;7;10;50;40;10;0;8;7;8;7;8;8;4;3;5;7;3;10;10;9;0;3;7;7;7;7;4;7;8;10;10;8;9;7;9;5;7;10;10;8;7;10;2;10;7;7;8;10;8;2;8;10;1;7;6;7;10;60;3;5;4;25;3;7;1;;18;1;0;4;;6;1;1;1;213;0
03/05/2020;1832;TURKEY;Turkish;4;1;9;9;10;10;10;10;10;10;10;10;10;8;9;100;0;0;2;4;0;6;0;0;0;10;10;10;9;0;10;7;0;10;0;7;6;4;9;8;8;6;10;8;4;2;8;9;8;7;8;7;10;0;3;0;0;;0;10;10;10;9;10;10;8;9;10;9;0;40;;4;1;50;300;4;1;;25;3;0;3;;4;1;1;1;213;0
03/05/2020;4615;TURKEY;Turkish;10;0;9;8;10;0;0;10;10;10;10;10;10;10;10;80;20;0;10;10;0;0;0;7;0;9;9;9;9;3;10;10;10;0;0;9;9;9;9;9;8;9;10;8;8;8;8;10;9;7;4;3;9;7;0;0;0;0;10;10;9;5;0;8;8;0;0;0;7;50;80;5;16;8;25;3;7;2;;21;3;0;6;Ev hanımı ;6;1;2;1;213;0
03/05/2020;4541;TURKEY;Turkish;10;0;5;10;10;10;10;10;10;10;10;10;0;10;10;80;10;10;10;5;0;0;10;0;10;0;5;0;10;5;10;10;10;2;5;10;10;1;8;0;5;1;5;10;10;10;10;10;10;10;5;5;10;10;10;10;10;10;1;10;10;10;0;10;10;0;10;5;10;40;20;5;16;5;25;;;2;;57;1;6;6;EV HANIMI;6;1;1;2;213;0
03/05/2020;304;TURKEY;Turkish;9;1;9;9;9;10;10;9;9;9;10;10;8;9;9;50;30;20;2;4;5;5;5;4;4;8;8;8;8;3;6;7;7;3;3;9;9;9;7;6;4;7;3;3;8;8;9;9;7;7;3;9;7;8;6;3;8;8;4;8;8;6;3;7;7;8;6;7;6;40;60;3;2;6;25;300;4;2;;25;1;0;3;;7;1;1;1;213;0
03/05/2020;6198;TURKEY;Turkish;9;0;10;9;10;9;9;10;6;10;10;10;8;10;10;75;20;5;6;8;3;4;1;6;3;8;7;9;8;4;9;7;9;1;2;9;8;10;7;5;9;10;8;8;8;9;7;9;7;8;5;4;7;6;5;3;5;5;3;8;9;6;2;8;9;1;9;8;10;50;60;5;14;8;50;300;4,5;2;;25;1;0;4;;8;1;1;1;213;0
03/05/2020;1708;TURKEY;Turkish;10;0;10;10;10;10;8;10;10;10;10;10;10;10;10;0;50;50;10;7;10;10;10;10;10;6;5;10;10;0;10;10;10;0;0;6;8;10;10;5;6;10;5;5;10;10;10;10;10;10;10;0;10;0;0;0;10;0;0;10;10;6;0;8;10;0;10;10;10;20;60;10;5;9;25;3;7;1;;25;2;0;1;;4;1;1;1;213;0
03/05/2020;3587;TURKEY;Turkish;7;4;8;8;8;8;8;8;6;8;10;10;10;10;10;50;25;25;7;7;6;7;5;8;8;7;7;7;5;3;8;8;8;2;8;8;8;10;9;6;9;9;8;8;9;9;9;9;8;8;6;1;9;7;8;2;8;8;2;10;8;5;0;4;4;2;2;2;9;50;50;2;16;7;25;30;5;1;;54;3;2;5;;4;1;1;1;213;0
03/05/2020;705;TURKEY;Turkish;10;0;10;10;10;5;5;5;5;5;10;10;6;10;7;50;25;25;7;6;10;10;10;0;3;0;5;5;0;6;0;7;8;0;0;8;8;8;8;8;7;7;7;5;8;8;10;10;8;8;0;7;10;8;8;2;8;6;1;10;10;5;0;5;0;5;0;0;8;20;70;5;16;5;25;300;16;2;;48;3;6;6;Ev hanımı ;4;1;1;1;213;0
03/05/2020;1304;TURKEY;Turkish;8;6;4;5;5;10;10;10;9;10;10;10;10;10;10;97;0;3;10;5;5;4;0;10;10;7;5;6;3;5;10;8;10;3;3;10;10;0;0;10;10;7;4;5;7;10;10;8;8;9;5;2;10;5;8;5;10;7;5;10;10;10;0;10;8;10;10;9;2;50;50;5;5;7;25;3;4;1;;24;1;0;1;;6;1;1;1;213;0
03/05/2020;553;TURKEY;Turkish;0;0;5;10;10;10;10;10;10;10;10;10;10;10;10;50;50;0;10;6;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;10;10;10;9;10;10;10;10;10;0;0;10;6;5;5;10;0;0;10;10;0;0;5;5;0;0;0;10;0;40;10;1;5;50;300;4;2;;48;3;2;6;EV HANIMI;6;1;1;2;213;0
03/05/2020;2611;TURKEY;Turkish;10;0;9;8;9;8;9;9;8;7;9;10;9;9;10;70;20;10;7;7;10;10;6;10;9;0;2;0;0;8;9;8;9;2;6;5;10;10;10;1;10;10;9;6;8;6;8;9;7;8;7;1;8;8;3;9;6;10;0;9;8;3;0;6;4;0;8;7;9;70;60;10;14;7;25;3;;2;;40;3;1;2;;6;2;1;1;213;0
03/05/2020;2072;TURKEY;Turkish;8;2;5;10;10;0;0;7;0;9;10;10;10;10;10;100;0;0;5;6;0;0;0;8;2;0;0;0;0;0;10;8;10;0;0;9;8;10;8;7;7;8;8;5;7;7;10;10;7;7;5;7;10;0;5;0;5;5;0;7;8;2;0;5;8;3;0;5;7;20;60;5;6;7;25;3;7;1;;25;2;0;3;;5;1;1;1;213;0
03/05/2020;12201;TURKEY;Turkish;10;0;7;10;10;10;10;10;10;9;10;10;10;10;10;80;10;10;5;5;10;8;7;10;10;8;8;5;5;5;5;7;7;5;5;6;8;9;7;7;8;8;8;9;8;7;8;7;9;9;4;8;7;5;5;7;6;6;5;8;8;5;3;7;7;3;6;5;5;20;40;5;16;6;50;900;4;1;;26;1;0;3;;5;1;1;1;213;0
03/05/2020;1425;TURKEY;Turkish;10;2;2;4;7;8;6;4;0;10;10;10;10;10;6;90;10;0;7;8;6;5;1;5;5;10;6;7;8;3;9;9;3;8;1;10;5;10;7;6;3;0;3;0;8;7;8;9;3;10;6;3;6;5;10;5;7;6;10;7;6;6;4;10;5;1;6;7;6;100;80;5;3;7;25;3;7;1;;23;1;0;1;;8;2;1;1;213;0
03/05/2020;1241;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;75;0;25;6;8;1;1;0;9;7;0;0;0;0;10;8;7;3;1;9;2;4;9;7;6;10;10;8;5;2;6;8;8;8;8;0;2;7;9;10;6;10;6;4;9;8;6;1;8;3;6;6;3;8;70;90;2;3;8;25;300;7;2;;20;1;0;4;;6;1;2;2;213;0
03/05/2020;970;TURKEY;Turkish;10;0;10;10;10;9;10;10;10;8;10;10;8;10;4;50;40;10;4;7;8;10;10;10;10;2;0;4;0;2;10;10;9;7;0;8;9;10;6;7;9;10;3;2;9;7;9;10;10;9;1;3;9;8;6;3;8;9;0;10;9;8;0;7;8;0;6;8;9;60;90;8;5;8;25;300;4;2;;24;3;0;1;;5;1;1;1;213;0
03/05/2020;2410;TURKEY;Turkish;8;2;3;9;8;7;5;10;8;2;10;10;8;10;9;80;20;0;10;7;2;1;2;0;3;10;5;10;7;8;2;10;10;1;1;9;10;8;8;3;8;10;10;10;8;10;10;10;10;8;4;5;8;2;10;2;3;8;2;10;10;2;0;2;10;0;9;8;10;0;60;5;16;10;50;300;4;2;;28;3;3;6;EV HANIMI ;4;1;1;1;213;0
03/05/2020;671;TURKEY;Turkish;10;3;8;8;8;8;9;10;10;10;9;10;10;10;10;0;50;50;8;5;5;8;8;7;7;7;5;7;0;0;9;8;5;5;0;7;5;1;0;1;9;5;7;10;9;9;8;9;10;10;0;5;9;7;10;5;7;3;3;9;9;5;0;5;10;0;5;5;5;30;50;5;16;10;50;300;2;1;;20;1;0;4;;5;1;1;1;213;0
03/05/2020;1283;TURKEY;Turkish;10;4;9;10;10;9;8;10;10;10;10;10;7;10;10;30;60;10;3;3;10;7;1;7;5;10;6;4;10;10;7;10;4;4;8;8;8;10;6;2;0;10;6;4;10;10;8;10;4;7;10;6;10;8;8;7;10;10;1;7;10;7;0;4;9;1;9;8;7;40;50;2;16;8;25;300;4;2;;24;1;0;4;;5;1;1;1;213;0
03/05/2020;1196;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;50;50;0;7;5;7;5;7;10;10;0;0;0;0;5;10;10;10;0;5;10;10;10;10;10;10;10;8;8;10;10;10;10;10;10;0;5;10;7;5;0;10;5;0;10;10;8;0;10;10;0;5;10;10;30;30;5;14;8;50;3;;2;;43;3;2;6;Ev hanımı ;7;1;1;1;213;0
03/05/2020;3256;TURKEY;Turkish;10;1;1;0;0;7;7;10;10;10;10;10;10;10;10;50;0;50;5;7;0;5;5;10;10;5;5;5;5;5;10;10;10;1;0;10;10;10;10;5;10;10;10;10;10;10;10;10;10;10;5;10;10;5;5;5;10;7;0;9;9;5;0;9;10;3;5;6;5;60;60;1;16;10;;;;2;;55;3;1;5;;6;1;1;1;213;0
03/05/2020;2065;TURKEY;Turkish;9;2;8;2;9;8;8;10;10;10;8;10;8;10;10;0;50;50;1;2;5;10;7;10;10;5;5;7;4;8;10;10;10;1;4;10;8;10;10;10;4;10;7;8;8;9;8;7;9;2;6;2;9;5;2;1;5;5;3;9;10;1;0;6;1;0;9;5;5;50;70;6;6;8;250;300;4;2;;22;1;0;4;;6;1;1;1;213;0
03/05/2020;1397;TURKEY;Turkish;5;0;8;8;8;10;10;10;10;10;10;10;10;10;10;70;0;30;5;5;2;3;3;10;10;3;0;2;3;5;10;10;9;0;0;7;6;10;10;8;8;8;8;8;9;8;9;10;8;8;2;2;5;7;5;2;7;2;0;7;7;7;0;7;5;5;7;4;5;20;30;;16;8;25;3;7;1;;22;1;0;4;;9;1;1;1;213;0
03/05/2020;874;TURKEY;Turkish;9;6;9;10;10;10;10;10;7;10;10;10;10;10;10;50;25;25;7;7;8;8;6;8;8;7;7;3;5;5;8;8;8;3;3;8;8;8;8;3;8;8;9;9;9;9;9;9;8;8;7;5;10;8;8;2;8;8;3;9;7;3;1;1;4;2;2;2;9;70;70;2;16;9;50;3;7;2;;24;1;0;3;;4;1;1;1;213;0
03/05/2020;2197;TURKEY;Turkish;9;2;5;8;10;10;10;4;1;8;10;10;10;10;10;50;50;0;0;5;10;10;10;10;10;5;1;2;4;5;8;7;6;1;1;9;9;10;5;10;5;9;0;10;10;4;9;10;9;3;10;6;4;2;5;3;5;1;8;10;8;5;1;0;5;4;3;5;6;100;70;6;5;4;;;;2;;47;1;3;6;;4;1;1;1;213;0
