RecordDate;Duration_sec;Country;Language;physical_contact_1;physical_contact_2;physical_contact_3;physical_contact_4;physical_contact_5;physical_hygiene_1;physical_hygiene_2;physical_hygiene_3;physical_hygiene_4;physical_hygiene_5;policy_support_1;policy_support_2;policy_support_3;policy_support_4;policy_support_5;generosity_1;generosity_2;generosity_3;psych_wellbeing1_1;psych_wellbeing2_1;collective_narcis_1;collective_narcis_2;collective_narcis_3;national_identity_1;national_identity_2;conspiracy_theories_1;conspiracy_theories_2;conspiracy_theories_3;conspiracy_theories_4;open_mindness_1;open_mindness_2;open_mindness_3;open_mindness_4;open_mindness_5;open_mindness_6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging_1;social_belonging_2;social_belonging_3;social_belonging_4;trait_self_control_1;trait_self_control_2;trait_self_control_3;trait_self_control_4;self_esteem_1;narcissism_1;narcissism_2;narcissism_3;narcissism_4;narcissism_5;narcissism_6;moral_identity_1;moral_identity_2;moral_identity_3;moral_identity_4;moral_identity_5;moral_identity_6;moral_identity_7;moral_identity_8;moral_identity_9;moral_identity_10;risk_perception_1;risk_perception_2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;ladder;urban;tested_positive;know_tested_positive;Attcheck_nobots;Attcheck2
02/05/20;459;TURKEY;Turkish;10;0;7;8;7;10;10;10;10;10;10;10;10;10;10;25;25;50;8;7;9;9;9;10;10;6;7;2;10;8;8;8;8;8;9;10;10;10;10;10;10;10;7;8;10;10;10;9;7;8;8;0;10;8;8;0;10;10;5;10;10;10;10;10;10;2;10;10;10;80;80;10;16;10;250;300;16;2; ;36;3;2;3; ;1;1;1;1;213;8
02/05/20;564;TURKEY;Turkish;10;0;10;10;10;10;10;10;9;10;10;10;9;10;9;20;30;50;10;10;10;10;9;10;10;7;8;8;8;8;9;8;9;6;9;7;9;8;8;8;8;8;8;10;10;10;8;9;10;10;9;1;10;8;9;9;9;8;9;10;9;9;8;10;10;9;10;9;9;50;60;10;1;10;50;300;16;2; ;25;3;1;3; ;3;1;1;1;213;8
02/05/20;376;TURKEY;Turkish;9;4;6;7;3;9;6;10;4;8;9;9;7;3;8;60;20;20;9;8;9;4;8;9;9;8;3;9;1;9;4;7;3;7;5;9;8;7;2;8;9;1;9;3;10;3;8;4;9;5;9;4;9;9;3;7;10;7;3;3;10;7;7;8;6;7;3;8;7;20;20;10;9;9;50;300;16;1; ;20;1;0;4; ;3;2;1;2;213;8
01/05/20;580;TURKEY;Turkish;10;0;8;10;10;10;10;10;10;10;10;10;10;10;10;20;40;40;9;9;10;10;7;10;10;5;5;5;5;7;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;7;10;0;10;10;7;10;10;10;0;10;10;0;10;10;10;60;80;6;9;10;50;300;16;2; ;53;3;2;1; ;3;1;1;2;213;8
02/05/20;761;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;70;30;0;9;9;10;10;10;9;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;10;9;9;9;9;10;9;9;9;10;6;0;10;10;9;9;9;10;10;10;10;10;10;8;9;90;90;10;2;10;50;300;16;1; ;35;3;4;1; ;6;1;1;1;213;10
08/05/20;1262;TURKEY;Turkish;8;1;9;9;10;10;10;10;9;8;10;10;10;10;10;99;0;1;7;7;8;9;9;10;10;10;10;9;10;1;10;10;10;1;1;9;9;10;9;9;9;10;7;7;9;9;10;9;9;10;1;0;10;7;7;10;10;10;1;8;9;8;1;8;9;1;9;9;9;80;80;1;16;6;50;100;16;2; ;61;3;0;2; ;6;1;1;1;213;0
02/05/20;814;TURKEY;Turkish;10;2;10;10;10;10;10;10;8;10;10;10;10;10;10;70;20;10;6;7;5;9;5;10;10;5;5;0;4;10;10;10;8;0;2;10;6;9;8;8;6;10;10;10;7;9;9;10;10;10;8;5;10;9;7;3;7;7;0;10;10;9;0;9;8;6;6;7;7;50;60;2;16;8;50;100;16;2; ;41;3;2;1; ;4;1;1;1;213;0
02/05/20;459;TURKEY;Turkish;9;9;10;9;8;10;9;10;10;10;5;5;5;5;5;100;0;0;10;8;10;10;10;10;10;7;8;8;8;9;8;8;9;9;8;9;8;8;9;7;7;8;10;10;9;9;10;9;9;8;3;4;10;10;10;10;10;9;7;8;8;7;8;9;8;6;6;7;8;80;90;2;7;10;25;100;16;1; ;28;3;2;1; ;4;1;1;1;213;0
02/05/20;1197;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;80;10;9;9;9;9;10;10;10;5;5;5;5;5;10;10;9;0;2;8;8;10;7;7;7;6;9;9;9;9;9;9;9;9;1;0;8;9;9;1;10;9;0;10;10;7;0;10;10;0;10;7;10;50;50;5;13;9;50;100;16;2; ;48;3;3;1; ;3;1;1;1;213;10
02/05/20;856;TURKEY;Turkish;10;0;2;10;10;10;10;10;10;10;10;10;10;10;10;80;20;0;7;6;10;10;10;10;10;10;8;8;5;10;0;10;10;8;1;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;5;10;10;10;10;10;10;1;10;10;10;10;10;10;0;30;10;1;10;75;1;16;2; ;38;3;1;1; ;6;1;1;2;213;10
08/05/20;327;TURKEY;Turkish;2;7;8;8;7;8;8;2;7;4;0;0;0;0;0;10;80;10;8;8;7;2;8;9;8;8;3;7;3;7;3;8;8;8;8;7;3;8;3;7;7;6;8;2;8;3;7;7;8;3;3;3;7;7;8;9;2;8;7;7;7;7;6;3;7;7;8;7;7;70;80;8;9;7;50;1;16;2; ;19;1;0;2; ;6;1;1;1;213;7
08/05/20;460;TURKEY;Turkish;7;4;8;6;4;9;9;8;10;10;4;7;4;6;5;50;25;25;7;2;7;7;4;10;10;4;2;2;8;6;5;8;6;4;6;5;1;3;6;4;5;4;10;3;4;4;3;8;7;3;9;7;4;6;6;7;6;7;4;4;4;7;6;4;6;5;5;3;5;40;70;7;13;5;10;15;18;1; ;18;1;0;4; ;6;1;2;2;213;6
02/05/20;1255;TURKEY;Turkish;10;3;10;10;10;10;10;10;7;8;10;10;10;10;10;10;30;60;7;6;10;10;10;10;10;6;2;2;0;10;6;10;10;4;3;10;10;10;10;8;9;9;10;10;9;9;8;10;9;7;8;6;8;7;10;2;10;8;0;8;7;8;8;8;8;8;8;7;6;80;80;4;10;9;0;90000;2;2; ;25;1;0;2; ;6;1;1;1;213;6
02/05/20;2494;TURKEY;Turkish;5;0;10;10;10;10;10;10;10;10;10;10;10;10;10;100;0;0;3;6;0;5;4;10;10;5;0;5;0;10;10;10;10;7;0;10;10;10;10;10;10;10;3;6;6;6;9;10;10;10;0;0;6;8;8;1;9;9;9;10;10;10;0;7;10;0;10;10;10;50;50;5;16;8;25;900;2;2; ;62;1;0;5; ;6;1;1;1;213;0
01/05/20;1878;TURKEY;Turkish;10;0;9;7;10;10;8;10;2;2;10;10;10;10;10;75;0;25;3;6;9;8;6;10;10;7;0;4;0;8;1;8;9;0;1;7;7;10;8;7;8;7;6;6;8;5;7;10;7;7;6;2;8;6;7;6;9;8;6;10;8;6;0;2;7;0;6;2;8;60;60;0;6;9;25;900;2;1; ;42;3;2;1; ;6;1;1;2;213;0
08/05/20;2109;TURKEY;Turkish;9;1;2;9;10;9;9;9;9;9;9;9;9;9;9;85;0;15;6;5;7;2;7;8;10;1;1;1;1;1;9;8;8;0;1;8;6;7;6;4;4;4;7;10;7;7;7;10;7;7;7;1;10;6;7;4;9;8;4;8;7;4;1;7;8;5;8;8;8;40;40;2;15;10;50;900;2;1; ;66;3;3;5; ;6;2;1;1;213;4
03/05/20;599;TURKEY;Turkish;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;55;25;20;6;9;10;10;10;10;10;4;4;4;4;3;10;10;10;3;4;9;9;10;10;10;9;10;10;10;10;10;10;10;10;10;2;2;10;6;7;2;8;8;2;10;10;8;0;9;10;0;9;7;10;20;60;9;14;7;100;309;2;2; ;70;3;2;5; ;4;1;1;1;213;0
08/05/20;1245;TURKEY;Turkish;9;1;10;9;0;10;10;9;9;8;10;10;9;10;10;75;0;25;8;9;1;8;1;10;5;8;0;0;8;0;10;9;10;0;0;0;7;10;9;0;7;10;8;9;7;8;8;10;8;9;6;0;8;0;1;0;0;8;0;10;10;0;0;0;2;10;0;10;10;10;80;2;7;7;25;300;2;1; ;64;3;2;5; ;6;1;1;1;213;0
02/05/20;2099;TURKEY;Turkish;10;0;9;10;10;10;10;10;8;10;9;9;7;9;7;60;25;15;4;5;10;10;10;10;10;8;8;7;6;0;10;10;10;4;1;9;10;10;10;8;10;10;8;8;10;10;10;10;10;10;0;0;10;3;5;0;9;9;0;10;10;5;0;10;10;0;9;7;10;20;70;2;16;9;25;300;2;1; ;62;3;1;5; ;5;2;1;1;213;0
02/05/20;2020;TURKEY;Turkish;10;3;8;8;10;10;10;10;10;9;10;10;10;10;10;80;20;0;8;7;5;8;6;10;10;0;0;0;3;5;2;10;10;3;3;6;7;10;8;7;6;5;7;10;7;7;8;8;6;7;2;6;5;5;2;3;4;3;7;10;8;1;1;6;7;3;4;5;7;50;50;8;16;8;50;300;2;1; ;47;3;1;5; ;6;1;1;1;213;0
02/05/20;1665;TURKEY;Turkish;10;2;10;10;10;10;8;10;10;10;10;10;10;8;8;70;0;30;5;8;10;10;10;10;10;9;9;10;8;8;8;7;7;2;3;8;8;9;8;10;5;9;10;8;2;3;7;8;8;9;1;1;7;7;9;3;9;9;2;10;9;3;0;5;5;0;6;6;5;20;70;5;8;8;50;300;2;1; ;46;3;1;1; ;6;1;1;1;213;0
02/05/20;1504;TURKEY;Turkish;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;20;70;10;7;8;10;10;10;10;10;10;10;10;10;7;0;10;10;0;6;9;9;10;10;7;10;10;10;10;9;9;10;10;1;10;1;0;9;7;7;1;10;9;0;10;10;9;0;9;10;0;9;6;10;50;60;9;16;10;50;300;2;2; ;42;3;2;6;Ev hanımı;4;1;1;2;213;0
03/05/20;1113;TURKEY;Turkish;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;55;25;20;5;9;10;10;10;10;10;4;2;4;3;7;10;10;10;1;1;8;9;10;10;7;7;10;10;9;9;10;10;10;10;10;1;1;10;7;7;5;10;8;4;10;10;8;1;8;10;1;8;7;10;10;70;8;14;7;50;300;2;2; ;70;3;2;1; ;4;1;1;1;213;4
06/05/20;1468;TURKEY;Turkish;8;5;7;9;10;10;10;10;10;10;8;8;8;8;8;60;20;20;7;7;5;5;5;8;8;9;8;8;8;5;1;8;8;1;8;9;7;9;7;2;2;9;8;8;9;9;9;9;9;9;1;1;9;5;5;0;7;5;5;10;8;7;1;2;7;1;9;8;2;20;70;5;15;9;50;300;2;2; ;67;1;3;5; ;6;1;1;2;213;5
02/05/20;1683;TURKEY;Turkish;10;1;8;8;8;9;9;8;7;10;9;9;9;9;8;30;40;30;4;6;9;9;10;10;10;4;7;1;6;9;10;8;4;6;2;7;7;7;7;7;7;8;8;6;8;8;7;2;9;6;0;4;8;9;3;7;9;9;3;8;6;3;0;5;8;2;2;3;10;10;50;8;2;7;50;300;2;1; ;25;1;0;3; ;8;1;1;2;213;5
02/05/20;1321;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;0;80;20;9;7;10;10;10;10;10;0;0;0;0;10;10;10;10;10;10;9;9;10;10;10;10;10;10;7;10;10;10;10;10;10;0;0;9;7;5;3;8;7;8;10;10;8;0;10;9;0;9;10;10;10;10;9;16;10;50;300;2;2; ;38;3;1;1; ;5;1;1;1;213;9
04/30/2020 17:50:46;1008;TURKEY;Turkish;8;6;7;8;9;7;8;9;7;9;7;8;9;9;7;100;0;0;9;7;9;7;8;7;8;8;10;7;9;7;8;9;9;10;6;7;4;7;8;9;8;2;8;9;7;7;8;9;8;8;9;2;3;7;9;8;9;7;8;7;8;9;7;7;10;7;7;8;7;70;80;7;16;8;50;300;2;1; ;40;3;1;1; ;5;1;1;1;213;10
02/05/20;718;TURKEY;Turkish;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;20;30;6;7;5;5;5;5;5;0;0;0;0;5;5;5;5;5;5;6;6;6;6;7;6;6;5;5;5;5;5;5;10;10;6;0;5;5;5;5;5;5;5;6;6;5;5;5;5;5;5;5;5;60;70;4;1;10;50;3;2;2; ;46;3;1;1; ;1;1;1;1;213;0
02/05/20;929;TURKEY;Turkish;10;2;8;9;10;9;9;9;9;9;8;8;9;10;10;40;50;10;3;7;10;9;8;10;7;10;9;9;9;9;9;9;9;1;2;8;8;9;9;9;2;9;9;8;9;8;9;8;7;8;9;8;9;2;3;1;2;2;1;8;7;8;7;8;7;7;8;7;7;40;60;10;14;9;50;3;2;1; ;45;1;0;1; ;6;2;1;2;213;0
02/05/20;1157;TURKEY;Turkish;10;1;8;8;10;8;9;10;9;9;9;9;7;10;10;50;0;50;6;6;0;0;0;9;6;7;7;6;6;8;10;10;10;0;7;7;9;9;10;4;5;9;8;8;9;10;9;9;9;10;1;0;10;8;7;9;10;6;7;10;10;6;0;6;9;1;9;9;10;70;80;3;13;9;50;3;2;1; ;43;3;1;1; ;4;1;1;1;213;0
02/05/20;1544;TURKEY;Turkish;10;0;10;10;10;9;9;10;6;9;10;10;10;10;10;85;0;15;3;6;5;5;5;7;5;7;8;7;7;8;7;7;7;9;8;7;6;7;8;8;8;7;4;8;7;8;8;7;7;7;6;8;6;8;4;10;6;7;5;7;7;8;8;7;6;7;7;7;8;70;90;4;16;3;25;3;2;1; ;23;3;1;1; ;5;1;1;2;213;0
02/05/20;998;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;9;10;10;50;25;25;4;2;0;8;6;10;10;8;5;5;5;10;10;10;10;0;0;9;10;10;6;6;5;10;1;4;8;8;9;10;9;9;0;2;7;7;3;7;9;9;4;10;10;2;1;7;6;0;0;0;10;50;50;5;16;5;25;3;2;1; ;33;2;1;3; ;11;1;1;2;213;0
08/05/20;1654;TURKEY;Turkish;8;7;9;9;9;9;3;9;4;7;8;8;8;9;9;100;0;0;3;3;9;9;9;10;9;5;2;2;2;9;9;8;8;8;9;8;8;8;5;8;8;9;2;9;7;8;8;8;6;10;9;0;7;7;7;10;8;8;6;10;9;7;0;7;5;3;7;8;9;70;50;3;8;5;50;3;2;1; ;52;3;2;5; ;8;1;1;1;213;5
04/05/20;879;TURKEY;Turkish;8;7;7;8;7;8;8;8;8;8;8;6;6;7;9;20;20;60;6;7;8;7;7;7;8;8;7;7;7;7;8;8;7;7;7;8;9;7;7;7;7;7;7;6;7;7;7;6;8;6;6;6;9;7;8;8;8;6;6;7;7;7;6;7;7;7;7;7;7;90;90;7;3;7;2;2;2;1; ;65;3;2;1; ;5;1;1;2;213;8
01/05/20;752;TURKEY;Turkish;9;1;9;9;9;9;9;10;9;9;9;9;9;9;9;80;20;0;5;7;5;5;5;9;5;2;2;2;2;3;9;8;8;1;2;8;8;9;8;8;8;8;6;8;9;9;9;9;9;9;3;3;9;2;9;7;9;7;3;9;9;9;1;9;8;1;8;8;9;40;40;3;16;8;0;100;2;1; ;35;3;2;1; ;5;1;1;1;213;0
02/05/20;3819;TURKEY;Turkish;4;3;2;4;6;7;4;3;6;4;8;3;8;3;1;50;48;2;6;4;6;4;2;5;7;2;4;2;4;6;4;7;4;6;7;4;7;4;3;8;3;8;4;6;6;4;4;6;7;6;4;6;3;2;4;8;6;4;7;6;4;6;3;7;4;6;3;6;4;30;40;6;2;4;50;1;2;1; ;23;1;0;4; ;6;2;1;1;213;0
02/05/20;2394;TURKEY;Turkish;7;3;3;8;9;9;8;10;10;10;9;9;10;9;9;50;0;50;4;7;8;9;7;8;9;8;1;7;1;6;8;8;8;7;5;8;8;9;8;4;6;3;1;9;8;8;9;10;9;9;1;1;8;7;5;7;7;5;5;8;8;6;0;7;8;8;7;9;9;50;50;3;16;8;50;1;2;2; ;50;3;0;5; ;6;1;1;1;213;5
02/05/20;1275;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;0;10;10;10;10;10;25;50;25;0;5;10;10;10;10;10;10;0;0;0;0;0;10;0;0;10;10;10;0;10;10;0;10;10;0;0;10;10;0;10;0;0;0;10;10;0;10;0;0;10;0;10;10;0;10;10;0;10;10;0;100;100;5;14;0;250;900;2;1; ;20;2;0;4; ;6;1;2;1;213;8
02/05/20;1387;TURKEY;Turkish;10;0;9;9;9;10;10;10;10;10;9;10;9;10;10;34;33;33;9;10;0;5;0;10;10;10;10;8;8;5;10;10;10;0;0;7;9;9;9;10;0;5;8;10;10;10;10;10;7;9;0;0;10;5;1;0;8;5;0;10;10;8;0;10;9;0;9;8;9;10;10;5;16;10;50;300;2;2; ;32;3;2;1; ;6;1;1;1;213;0
02/05/20;2043;TURKEY;Turkish;10;0;10;9;10;10;10;10;10;5;9;10;10;10;10;90;10;0;6;9;5;5;6;9;7;9;3;3;3;4;9;9;6;10;5;5;5;10;10;5;8;10;5;7;6;6;8;5;9;9;6;6;8;2;4;2;7;6;3;7;7;7;3;5;7;6;4;4;8;50;50;5;16;8;25;300;2;2; ;43;3;2;6;ev hanımı;4;2;1;1;213;0
02/05/20;884;TURKEY;Turkish;10;1;9;9;9;9;9;9;10;10;8;9;8;9;9;60;20;20;5;8;10;9;9;10;10;7;7;8;8;9;9;9;9;2;2;9;9;9;8;8;3;8;7;9;9;9;10;10;8;9;3;1;9;2;4;0;8;9;0;9;9;9;1;8;8;9;9;10;9;50;70;5;2;7;50;300;2;2; ;24;3;1;6; ;7;1;1;1;213;0
05/05/20;506;TURKEY;Turkish;10;3;7;4;7;5;5;5;5;5;8;8;6;9;7;35;35;30;5;5;7;10;6;5;5;5;5;5;5;5;5;5;5;5;5;7;10;7;8;8;8;9;5;5;5;5;5;5;5;5;5;5;8;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;1;5;312;32;213;1; ;44;2;3;2; ;3;2;1;1;213;5
01/05/20;351;TURKEY;Turkish;8;6;6;5;5;8;5;9;6;6;8;5;7;7;9;30;0;70;8;6;7;7;6;8;7;7;6;6;6;7;5;7;6;7;6;6;7;6;6;8;6;8;6;7;8;7;9;6;7;7;5;9;6;7;5;9;7;5;7;7;5;7;7;6;7;7;4;7;6;80;70;8;9;5;230;120;220;2; ;36;3;0;1; ;3;1;1;1;Çok güzel bir;7
02/05/20;659;TURKEY;Turkish;7;4;7;7;9;5;5;8;6;6;7;8;8;10;10;90;0;10;6;8;6;6;7;4;4;3;2;2;2;6;5;6;6;6;7;6;5;5;4;7;4;6;4;6;6;6;6;4;6;6;4;6;6;6;6;9;7;8;4;5;5;5;6;8;4;6;5;4;6;20;80;2;16;4;50;900;24;1; ;38;3;1;1; ;9;1;1;1;213;7
02/05/20;475;TURKEY;Turkish;8;8;7;9;8;8;7;9;8;8;7;7;2;9;9;20;10;70;7;8;8;8;8;7;7;2;8;2;8;8;2;8;8;7;7; ; ;7;7;7;8;8;8;7;7;7;8;3;9;7;8;8;7;7;8;8;8;3;9;8;3;8;8;3;8;8;3;8;7;80;70;7;3;7;200;2;2;1; ;27;3;2;2; ;2;1;1;1;313;8
02/05/20;1145;TURKEY;Turkish;8;5;8;7;10;10;10;10;0;5;9;9;9;9;9;96;2;2;3;4;0;0;0;3;1;0;0;0;0;7;10;10;10;0;0;6;6;10;9;6;8;10;7;6;4;4;6;7;8;3;7;8;4;7;5;7;8;1;2;6;5;2;0;5;9;2;5;5;5;80;80;4;14;7;50;300;3;1; ;44;1;0;1; ;2;1;1;2;213;0
02/05/20;763;TURKEY;Turkish;1;8;2;8;6;3;5;3;3;3;3;8;3;8;3;60;17;23;8;8;3;7;3;3;8;2;2;6;2;1;8;1;1;7;2;8;2;7;8;3;2;8;8;7;9;9;1;8;7;2;3;2;8;7;2;8;4;3;8;2;3;7;3;7;3;2;7;3;7;80;20;2;7;1;25;300;3;2; ;18;1;0;4; ;7;1;1;2;213;6
02/05/20;619;TURKEY;Turkish;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;90;10;0;0;3;10;10;10;10;10;9;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;9;9;8;3;3;2;7;7;6;7;7;10;8;4;10;10;10;10;10;10;9;10;10;9;10;10;10;9;100;70;10;16;9;50;300;3;2; ;34;1;0;6;Ev hanımı;6;2;1;1;213;8
02/05/20;2766;TURKEY;Turkish;9;1;9;9;10;9;10;10;7;6;9;10;8;10;10;100;0;0;5;5;5;5;5;10;10;5;5;5;5;6;6;5;7;5;5;6;6;6;7;7;7;7;7;10;5;5;5;4;8;8;6;6;6;5;2;5;4;4;4;10;10;5;3;4;4;4;4;4;5;50;20;5;1;5;50;300;3;1; ;40;1;0;6;geçici işsiz;7;1;1;1;213;10
02/05/20;1437;TURKEY;Turkish;9;3;9;10;10;10;10;10;10;10;10;10;10;10;10;90;10;0;3;8;8;8;8;10;10;10;10;10;10;10;10;10;10;0;0;10;8;10;10;10;10;10;9;10;9;10;10;10;8;8;10;10;10;10;7;4;9;9;0;10;10;0;0;8;8;0;8;8;10;20;60;5;10;6;25;3;3;1; ;35;3;2;1; ;3;1;1;2;213;0
02/05/20;1384;TURKEY;Turkish;10;1;9;10;10;6;6;9;0;5;9;9;9;9;9;99;0;1;6;6;6;6;6;9;8;2;1;1;1;6;9;9;9;1;1;8;8;9;6;1;7;7;6;7;7;7;6;6;9;6;6;6;8;6;7;6;6;4;6;9;8;2;0;6;6;0;7;6;7;40;60;2;2;7;25;3;3;1; ;42;3;2;1; ;5;1;1;1;213;0
02/05/20;881;TURKEY;Turkish;10;1;10;10;10;8;8;8;8;7;10;10;10;10;10;90;5;5;7;6;8;8;8;10;10;6;7;6;7;6;6;7;8;4;6;7;7;9;9;8;7;8;8;7;7;6;7;8;6;7;2;3;8;6;7;5;6;6;4;6;6;6;5;6;6;5;5;6;6;50;60;3;16;7;25;3;3;1; ;46;3;1;1; ;5;1;1;1;213;0
02/05/20;294;TURKEY;Turkish;6;7;7;7;7;7;3;7;3;7;7;6;7;7;7;50;20;30;7;7;6;2;7;7;4;6;7;6;7;6;3;7;7;3;7;6;7;6;8;6;7;7;6;7;7;3;7;7;7;3;7;7;7;6;7;3;6;7;7;8;7;3;7;6;4;7;6;3;7;70;70;7;6;7;50;20;30;1; ;31;1;0;1; ;4;2;2;1;213;7
05/05/20;845;TURKEY;Turkish;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;100;0;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;5;5;5;232;323;3243;1; ;33;2;32;2; ;3;2;1;1;213;5
02/05/20;709;TURKEY;Turkish;3;8;10;10;8;10;7;9;8;10;9;7;10;7;8;100;0;0;2;0;9;8;8;10;10;10;10;10;10;10;9;9;9;10;0;10;9;8;2;8;3;8;6;6;3;8;9;9;8;8;8;3;9;0;7;3;8;9;9;8;2;10;7;8;9;9;1;10;6;100;80;9;9;8;50;90004;4;1; ;30;3;1;1; ;7;1;1;2;213;8
02/05/20;3700;TURKEY;Turkish;9;9;6;8;10;9;9;10;9;8;7;7;7;7;8;80;5;15;2;7;7;8;8;9;8;5;7;5;5;7;7;5;7;8;8;9;9;7;8;8;8;9;5;5;7;8;6;8;5;5;9;5;5;5;7;6;9;8;4;8;8;7;4;8;8;3;8;8;8;50;70;2;16;7;50;9000;4;1; ;47;2;1;1; ;5;1;1;1;213;0
01/05/20;820;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;25;25;50;0;10;10;10;10;10;10;0;0;0;0;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;0;10;0;10;10;0;10;10;10;0;10;10;0;0;0;10;0;100;1;16;10;50;9000;4;2; ;37;3;2;1; ;1;1;1;2;213;10
08/05/20;1607;TURKEY;Turkish;10;9;9;9;10;10;10;10;10;10;0;0;0;0;10;90;0;10;8;9;10;10;10;10;10;10;9;9;9;9;9;9;9;9;9;10;9;10;10;10;10;10;0;10;10;10;10;10;9;9;0;0;10;10;9;1;10;9;9;10;10;10;0;9;10;10;10;9;9;10;0;1;5;10;50;900;4;2; ;60;3;2;2; ;9;1;1;1;213;0
08/05/20;2751;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;20;40;40;9;8;10;10;8;10;10;0;0;0;0;10;10;10;10;0;0;10;9;10;9;9;5;10;10;10;10;10;10;10;10;10;0;0;10;2;10;8;10;10;0;10;10;9;0;10;9;0;10;10;10;50;50;5;1;10;50;900;4;2; ;51;3;3;1; ;5;1;1;1;213;0
06/05/20;1616;TURKEY;Turkish;10;0;10;10;10;9;9;10;10;10;10;10;10;10;10;90;0;10;7;8;2;9;2;10;10;5;5;5;5;7;10;10;10;0;0;10;7;7;10;7;10;10;9;9;10;10;9;10;10;10;0;1;10;10;10;0;10;10;0;10;10;10;0;9;0;0;10;10;10;80;90;5;1;9;50;900;4;1; ;20;1;0;4; ;8;1;1;1;213;0
02/05/20;1905;TURKEY;Turkish;10;0;10;10;10;10;10;10;10;10;10;10;9;10;10;50;50;0;7;9;10;9;10;10;10;0;0;0;0;5;1;8;8;4;8;9;9;8;7;7;7;7;10;10;10;10;9;10;10;10;0;0;10;7;7;6;6;7;8;9;8;9;4;6;6;6;7;8;6;20;40;10;12;10;50;900;4;2; ;51;3;1;2; ;1;1;1;1;213;0
02/05/20;1636;TURKEY;Turkish;10;0;9;10;10;10;10;10;10;10;10;10;10;10;10;80;10;10;5;5;5;9;1;5;0;8;8;8;5;5;8;8;8;1;7;7;10;10;10;5;10;10;2;6;10;10;10;10;8;9;0;5;10;2;7;10;9;7;3;10;9;5;0;7;9;10;9;5;10;0;30;1;16;8;25;900;4;1; ;56;3;2;1; ;6;1;1;1;213;0
02/05/20;1352;TURKEY;Turkish;9;7;10;10;9;10;10;8;5;7;10;10;10;10;10;50;30;20;7;9;7;8;6;10;10;2;2;2;2;1;10;10;10;0;0;8;9;9;9;9;5;10;8;5;5;7;9;10;10;10;0;2;10;8;5;9;8;9;0;10;10;8;0;2;4;0;4;7;10;20;50;7;16;10;50;900;4;1; ;19;1;0;4; ;6;1;1;1;213;0
02/05/20;1170;TURKEY;Turkish;10;0;10;10;10;10;10;10;3;10;10;8;8;10;10;50;25;25;8;8;4;7;4;10;10;0;0;7;0;7;10;10;10;0;0;10;10;10;10;6;6;10;8;8;10;10;10;10;10;10;0;0;7;1;7;2;7;8;6;10;10;7;0;10;10;0;10;9;10;60;70;5;16;9;0;900;4;2; ;33;3;3;1; ;7;1;1;1;213;0
02/05/20;935;TURKEY;Turkish;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;100;0;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;0;10;0;10;10;0;10;10;10;10;10;10;10;10;10;10;100;100;10;10;10;250;900;4;1; ;15;1;0;4; ;1;1;1;1;213;0
02/05/20;1741;TURKEY;Turkish;10;1;10;10;10;10;10;10;10;10;10;10;10;10;10;50;25;25;10;10;10;7;4;10;10;10;10;10;10;10;7;9;9;8;10;10;9;10;9;9;9;9;10;10;10;10;1;10;4;10;1;1;10;10;9;9;10;10;2;10;9;9;1;9;3;2;7;10;10;0;80;10;10;10;50;900;4;2; ;34;3;1;1; ;1;1;1;2;213;0
