screening,Q109,physical_contact1,physical_contact2,physical_contact3,physical_contact4,physical_contact5,physical_hygiene1,physical_hygiene2,physical_hygiene3,physical_hygiene4,physical_hygiene5,policy_support1,policy_support2,policy_support3,policy_support4,policy_support5,generosity1,generosity2,generosity3,generosity4,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity1,national_identity2,conspiracy_theories1,conspiracy_theories2,conspiracy_theories3,conspiracy_theories4,open-mindedness1,open-mindedness2,open-mindedness3,open-mindedness4,open-mindedness5,open-mindedness6,morality_as_cooperation1,morality_as_cooperation2,morality_as_cooperation3,morality_as_cooperation4,morality_as_cooperation5,morality_as_cooperation6,morality_as_cooperation7,trait_optimism1,trait_optimism2,social_belonging1,social_belonging2,social_belonging3,social_belonging4,trait_self-control1,trait_self-control2,trait_self-control3,trait_self-control4,self_esteem,Q108,narcissism1,narcissism2,narcissism3,narcissism4,narcissism5,narcissism6,moral_identity1,moral_identity2,moral_identity3,moral_identity4,moral_identity5,moral_identity6,moral_identity7,moral_identity8,moral_identity9,moral_identity10,risk_perception1,risk_perception2,political_ideology,moral_circle,moral_circle1,health,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,sex,Other (please specify),age,marital,children,employment,Other (please specify),ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q110
1,1,100,30,40,70,90,70,70,100,100,100,90,90,100,100,100,57,100,,,40,30,,7,6,10,10,7,0,0,3,3,7,8,10,2,,,,,,,,,7,7,7,2,3,6,0,,7,2,2,,,,6,0,0,6,10,6,,0,,,2,,0,6,20,40,,,3,10,50,300,4,4,26,,2,,22,1,0,1,,,,6,1,1,1,213,
1,1,90,0,100,100,100,100,100,80,70,80,100,100,100,100,100,95,5,0,,80,90,10,8,6,10,10,10,4,7,6,2,10,10,10,0,2,8,6,10,10,7,10,0,10,10,8,8,10,9,8,8,3,0,8,,8,10,2,10,8,2,10,10,3,0,10,10,0,10,8,10,70,60,8,,16,9,25,300,,,,,2,,38,1,0,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,50,100,100,100,100,50,40,10,,,,3,5,4,10,5,5,5,5,5,2,10,10,10,0,0,10,10,10,10,7,6,3,10,7,5,5,5,7,6,6,5,5,5,,7,7,5,8,5,1,,,,,,,,,,,70,70,5,,16,,,,,,,,,,,,,,,,,,,,,,
1,1,80,0,80,100,100,70,70,,20,100,80,30,30,70,70,0,100,0,,50,70,0,5,0,8,5,4,2,2,2,4,4,6,6,0,6,7,8,8,9,,,9,3,7,6,3,5,8,1,1,9,5,4,,7,1,6,7,7,10,10,5,5,0,4,2,5,2,0,6,50,50,6,,11,6,50,3,7,4,25,15,1,,31,1,0,2,,,,2,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,80,90,100,90,100,100,90,90,60,90,10,90,90,85,10,5,100,50,30,4,5,5,9,9,5,3,3,3,1,10,10,10,0,0,9,9,9,9,7,8,9,7,7,9,9,8,9,9,9,4,1,7,,2,5,2,5,3,2,10,9,1,0,7,,0,7,7,9,20,40,5,,14,6,,,,,,,,,,,,,,,,,,,,,
1,1,80,0,80,70,100,80,80,100,60,80,70,70,60,80,80,0,100,0,,70,70,3,3,3,8,7,1,1,0,1,4,8,8,7,3,2,7,7,8,7,7,8,9,6,6,7,6,7,8,6,7,7,3,4,,2,1,2,1,1,2,8,8,3,2,6,6,2,6,6,8,30,70,3,,16,9,25,3,7,4,25,15,2,,36,1,0,6,Self-employed freelancer,,,2,2,1,1,213,
1,1,,,80,70,100,100,100,100,100,50,60,100,100,100,100,0,100,,,,,,,,10,7,0,0,0,0,,,,,,,10,9,10,4,,10,10,9,8,4,5,7,10,,,,,5,,,,,,,,10,10,2,0,2,0,0,8,6,10,90,60,,,7,,,,,,,,,,,,,,,,,,,,,,
1,1,70,10,100,,100,40,30,70,20,20,90,100,100,100,100,60,30,10,100,30,40,,,,,,0,0,0,0,,10,10,9,0,3,5,,7,8,,9,10,10,10,7,7,8,7,7,8,9,3,8,,1,7,6,9,8,3,10,10,9,0,9,9,0,10,10,10,60,70,,,9,6,50,3,4,,132,20,2,,58,3,3,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,87,44,,30,90,100,0,10,5,10,10,0,0,10,10,0,10,10,10,0,0,10,10,10,10,5,10,10,10,10,1,1,2,9,5,8,2,9,8,,1,2,1,5,2,1,10,10,5,0,8,5,0,1,1,10,100,100,5,,16,8,50,3,4,,13,,2,,32,1,0,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,20,20,100,90,100,100,100,100,100,100,0,60,40,100,60,60,5,5,5,10,10,,5,5,5,2,10,10,10,0,0,5,5,5,5,5,5,5,10,8,5,5,5,10,8,8,3,3,8,,5,0,0,0,0,0,10,10,8,0,8,8,2,5,3,10,100,80,5,,16,7,25,3,7,4,25,15,2,,31,3,0,1,,,,5,1,1,2,213,
1,1,100,10,100,100,100,100,100,100,80,100,70,70,70,70,70,90,10,,100,30,80,6,6,6,10,10,7,7,7,8,2,8,8,8,1,7,8,7,8,8,7,8,7,7,8,5,4,3,3,5,10,7,3,3,,5,4,6,6,5,5,6,4,3,6,,4,8,4,4,0,80,90,5,,3,10,50,,,,,,1,,31,1,0,1,,,,3,1,1,1,213,
1,1,100,10,90,90,100,40,60,80,0,100,70,70,70,70,100,31,39,30,100,100,100,5,5,5,0,0,0,0,0,0,0,10,9,9,0,0,5,5,5,5,5,5,5,5,5,10,9,5,5,4,3,3,2,10,,2,5,0,0,1,0,5,5,5,4,5,5,0,0,6,5,50,50,2,,16,8,0,100,1,4,26,15,1,,33,3,0,3,,,,8,1,1,1,213,
1,1,80,40,90,60,90,100,100,70,100,100,100,100,100,100,100,50,100,0,,40,60,6,8,8,10,10,5,3,1,5,2,10,10,10,0,2,9,9,8,8,8,8,2,4,0,8,9,8,8,0,2,7,8,3,,9,9,1,6,6,0,10,6,3,0,2,7,0,0,0,10,70,90,6,,16,8,50,300,4,16,14,20,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,60,40,100,100,100,100,100,,100,100,0,100,,,100,100,,10,,10,10,0,0,0,0,1,10,10,10,0,0,10,10,10,9,10,0,0,10,10,10,10,10,10,9,10,7,0,10,,0,0,0,3,0,0,10,9,4,0,10,9,0,,10,0,0,60,,,16,10,50,3,4,4,1,20,2,,39,3,2,1,,,,6,1,1,1,213,
1,1,90,20,100,100,100,60,80,100,80,80,80,80,80,80,80,20,60,20,100,40,70,4,6,4,10,10,2,2,2,2,4,9,10,10,0,0,8,8,7,7,,7,7,9,9,,7,7,7,8,8,4,5,7,,,,2,5,,2,9,8,,0,6,6,2,6,5,7,0,0,5,,1,7,25,300,4,4,13,15,2,,33,1,0,1,,,,4,1,1,1,213,
1,1,,,,,,10,50,100,90,100,100,100,100,100,90,,60,40,,,,5,5,5,10,10,,,,,3,10,10,10,0,0,5,5,5,5,5,8,8,,,,,,,,,,,,,5,5,0,5,5,5,,,,,,,,,,,100,80,,,16,,,,,,,,,,,,,,,,,,,,,,
1,1,100,20,100,100,100,100,100,,100,100,,100,100,100,0,100,,,,30,60,,10,10,10,,10,,,10,0,10,10,10,10,0,,10,10,10,10,10,,6,7,,10,,,10,10,10,,,,7,6,,10,3,0,10,7,10,,10,,,,0,8,30,100,,,2,10,50,1,4,4,26,,2,,24,2,0,4,,,,6,1,1,1,213,
1,1,100,0,80,100,100,90,100,100,100,90,100,100,40,100,100,0,100,100,,10,40,2,5,5,8,6,0,0,0,0,4,10,10,10,0,6,6,7,6,8,6,7,10,3,3,8,8,7,9,7,6,4,3,4,,6,5,6,7,6,6,10,10,7,0,10,10,0,7,7,10,60,60,0,,16,6,250,300,4,4,26,,3,Agender,26,1,0,4,,,,5,1,1,1,213,
1,1,,40,,,60,100,100,100,100,100,0,,0,,0,,100,,1000,70,80,8,8,8,9,10,8,8,5,,,7,8,,8,8,8,8,8,9,,5,3,7,8,6,,,7,9,10,0,10,9,,,8,3,8,,,,8,7,3,8,6,8,7,,,,,10,,16,9,50,900,,,1,,2,,60,3,2,5,,,,6,1,1,1,213,
1,1,,,,,,,,,,,100,100,100,100,100,100,85,50,,,,0,7,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3,2,10,7,,0,,,10,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,20,100,100,70,80,100,50,100,100,90,0,100,80,90,11,,,70,70,6,,,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,6,9,10,9,8,10,,,8,7,10,6,6,7,,3,4,0,,,0,10,10,10,0,10,10,0,10,5,10,40,40,,,16,10,50,300,4,4,26,20,2,,42,2,0,1,,,,5,1,1,1,213,
1,1,90,10,100,100,90,100,90,100,100,100,100,100,100,100,100,,100,100,,100,100,,10,,10,10,10,5,10,10,0,9,10,10,10,1,,,,,,,,9,10,10,10,10,10,10,10,9,5,9,,,,,,,,10,10,10,0,10,10,10,10,10,,20,20,,,1,8,50,300,81,8,13,15,2,,27,3,1,1,,,,10,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,100,90,100,100,100,30,50,20,100,30,50,10,10,10,10,10,0,0,0,0,1,10,10,10,0,0,9,9,9,9,8,4,7,10,10,2,9,8,10,10,10,0,2,8,,2,2,2,2,3,2,10,10,,0,10,10,0,10,10,9,50,80,2,,12,7,50,300,4,8,26,15,2,,40,1,2,1,,,,5,1,1,1,213,
1,1,100,0,100,100,100,80,80,100,30,30,100,100,100,100,100,50,50,0,100,60,50,5,5,5,10,10,10,3,10,2,0,10,10,10,0,0,0,0,0,0,0,0,0,10,10,8,8,8,10,8,8,2,7,8,,2,5,0,6,6,0,10,10,0,0,10,10,0,10,8,10,50,70,8,,10,7,50,300,4,4,25,40,2,,25,1,0,3,,,,7,1,1,1,213,
1,1,50,50,50,50,50,50,40,50,50,50,50,50,50,50,50,91,95,89,,50,50,5,5,5,5,5,9,9,9,9,5,5,5,5,5,5,5,5,5,0,0,5,5,5,10,5,1,5,8,10,10,10,10,10,,5,5,5,5,9,5,9,1,5,5,5,,,,,,100,100,9,,16,,150,300,24,11,7,2,1,,78,3,7,3,,,,5,2,2,2,123,
1,1,100,0,100,100,100,100,100,100,80,100,0,0,100,100,100,90,10,,10,60,80,7,8,8,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,5,10,10,10,10,10,7,8,10,10,5,0,,,3,0,0,5,4,0,10,10,,8,10,8,0,10,10,10,50,80,5,,16,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,100,100,100,100,100,100,100,100,100,100,100,100,100,0,98,0,100,80,80,10,10,7,10,10,5,5,5,6,2,10,9,10,0,0,7,5,8,8,5,2,1,8,10,9,7,8,10,5,7,2,7,9,,6,5,1,7,5,0,10,10,5,0,6,10,0,5,5,10,50,70,4,,7,5,25,3,7,4,26,15,1,,51,3,2,1,,,,6,1,1,1,213,
1,1,100,0,90,90,100,60,70,80,10,60,100,100,60,100,70,80,20,0,100,70,70,3,8,8,10,10,10,4,4,6,1,9,10,10,0,0,6,5,7,6,5,6,4,8,8,8,8,6,9,7,6,8,4,7,,5,10,2,7,5,0,10,7,8,0,6,7,0,7,7,10,60,80,8,,9,6,50,900,4,4,1330,30,2,,35,2,2,1,,,,6,1,1,1,213,
1,1,100,20,100,40,100,80,80,100,70,80,0,100,100,100,100,0,100,0,100,40,40,3,5,5,10,10,0,0,0,0,3,8,8,8,2,1,6,7,0,6,7,0,0,7,7,3,7,8,9,10,10,,0,7,,3,0,0,0,0,0,10,7,5,0,7,5,0,0,8,9,80,80,6,,7,7,25,3,7,4,26,20,2,,36,3,2,6,Stay at home ,,,3,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,7,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,70,10,50,100,100,80,80,100,100,100,100,100,100,100,100,70,30,0,30,80,60,6,4,3,10,8,0,1,0,0,5,10,10,10,1,1,5,5,6,5,5,5,8,9,7,10,10,10,10,4,8,8,5,6,,4,2,2,5,4,0,10,7,1,0,8,5,1,2,6,6,80,80,5,,11,7,50,300,4,4,25,20,2,,28,2,0,1,,,,6,1,1,1,213,
1,1,80,70,70,80,90,90,90,80,80,80,80,,90,90,90,80,20,,,80,90,,,,,,3,2,3,2,,9,8,9,2,,,,,,,,,8,8,9,8,9,9,,,,,8,,8,8,4,7,,4,9,10,8,2,9,8,,8,9,9,20,20,,,12,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,50,100,100,100,100,90,100,100,100,100,100,100,100,50,50,50,,70,70,7,7,7,10,7,5,2,0,3,6,8,10,10,0,0,5,,9,10,10,5,0,8,8,7,7,7,7,5,8,7,2,6,,3,7,2,6,3,0,7,6,5,2,5,5,2,5,4,8,50,,5,,16,5,25,3,7,4,25,15,2,,36,3,2,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,80,100,100,100,40,100,90,90,100,100,45,40,15,100,80,90,7,8,,9,7,1,0,0,1,6,10,10,8,1,0,6,7,9,7,6,7,7,9,9,8,8,7,9,8,8,3,1,7,,7,7,1,9,7,0,10,10,7,0,8,9,0,8,9,10,30,80,5,,16,8,50,,,,,,2,,33,3,,2,,,,3,1,1,2,213,
1,1,80,0,100,80,100,100,100,100,30,100,100,0,50,100,100,80,20,,,30,40,10,10,,10,8,5,3,2,3,2,10,10,10,0,0,0,1,3,7,3,3,1,4,4,5,5,5,6,6,3,9,7,6,,1,0,0,1,1,0,8,6,4,1,6,6,0,7,6,10,10,60,4,,2,5,50,300,16,16,13,20,,,,,,,,,,,,,,,
1,1,80,0,70,100,100,60,,100,60,90,0,,0,70,100,70,30,,,70,40,,8,,10,,,0,0,0,,10,10,10,0,0,10,0,10,10,7,10,2,10,10,3,3,3,7,10,10,0,4,,,0,,0,,,0,10,10,0,0,,0,0,10,8,10,0,50,3,,1,8,50,300,4,8,,,2,,22,2,0,2,,,,6,1,1,1,213,
1,1,90,10,20,100,100,30,30,100,20,100,100,100,50,100,70,50,50,,,60,80,5,,,10,10,0,2,0,0,6,10,10,10,0,10,10,10,10,8,8,8,,10,10,8,4,,6,7,10,6,,,,6,5,0,9,0,0,9,10,10,0,7,8,0,10,,10,40,40,,,16,10,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,90,100,100,90,90,,,,,100,100,1,10,2,,,1,1,1,1,,,,,,,,,,,,,,9,9,,,,,1,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,80,30,20,20,100,70,80,20,10,10,20,20,0,20,30,90,10,,100,70,80,0,0,0,2,2,1,0,0,0,6,8,8,9,2,2,5,,8,7,,,8,9,9,8,6,7,8,8,10,3,0,10,,2,2,1,,2,0,9,8,6,,7,6,4,7,7,,20,20,,,8,10,50,300,4,4,26,20,2,,52,1,1,1,,,,3,1,1,1,213,
1,1,100,20,100,100,100,100,100,100,100,100,50,0,0,100,0,60,40,,100,40,40,3,7,4,10,10,0,0,0,0,0,10,10,10,0,0,7,7,10,7,3,6,3,6,6,6,6,6,7,3,8,3,3,7,,3,6,0,3,0,0,10,10,8,0,7,7,0,,7,10,80,20,3,,14,7,50,300,4,4,1,20,2,,21,2,0,4,,,,4,1,1,2,213,
1,1,100,0,100,100,100,100,100,100,100,,80,100,40,70,80,0,100,0,,30,60,7,7,3,10,6,0,0,0,3,3,10,8,9,2,3,6,6,7,7,0,4,3,6,7,7,7,7,10,7,7,7,7,7,,3,7,3,7,6,3,7,7,7,3,7,3,2,10,7,7,80,80,,,9,6,50,300,7,4,25,20,2,,31,3,0,1,,,,2,1,1,1,213,
1,1,100,0,10,100,100,50,50,30,20,70,70,70,100,100,60,25,75,0,100,50,60,1,5,5,10,6,4,5,1,1,1,10,10,9,0,0,6,6,6,6,6,4,10,9,6,6,4,5,9,6,5,9,5,7,,0,0,1,5,1,5,9,9,5,1,6,6,0,5,5,5,10,50,4,,1,6,25,3,7,4,27,15,1,,32,2,0,1,,,,4,1,1,1,213,
1,1,100,0,100,100,100,80,100,100,90,100,100,100,100,100,100,30,40,30,,40,60,5,6,0,10,10,5,0,0,0,3,8,9,7,1,2,7,7,5,7,5,8,4,7,5,5,5,5,6,8,7,5,1,5,,0,5,0,5,0,0,6,6,5,0,7,5,5,5,7,5,50,50,5,,14,8,503,300,4,8,,20,2,,21,1,0,4,,,,6,1,1,1,,
1,1,100,50,70,100,100,100,100,100,100,100,100,100,90,100,0,60,39,1,,50,50,5,10,5,10,10,10,10,10,10,0,10,10,10,0,0,10,10,6,,,,,10,10,5,10,10,10,7,10,0,0,9,,2,5,0,10,10,0,10,10,10,0,10,10,0,,,10,10,10,,,16,8,50,3004,4,4,25,20,1,,I am 24,1,0,2,,,,6,1,1,1,213,
1,1,100,0,100,80,100,90,100,100,100,100,100,100,100,100,100,50,50,0,100,80,70,5,5,5,10,8,10,6,7,5,8,10,10,10,0,3,7,10,8,9,9,8,9,10,10,8,6,7,8,8,8,7,4,8,,5,5,5,5,5,5,10,10,8,0,10,10,0,5,7,10,70,100,5,,14,9,,3,,8,,,2,,29,3,2,1,,,,5,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,2,7,,,,,,,6,6,6,7,6,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,90,100,100,40,90,70,70,70,90,90,20,100,100,90,10,1,,90,70,5,8,5,8,8,5,0,1,1,5,9,8,8,2,7,8,6,9,9,8,7,2,8,8,4,4,4,8,5,7,4,3,8,,3,3,3,7,3,3,7,7,5,2,5,7,7,7,7,7,0,20,5,,11,6,25,25,7,7,26,15,1,,72,3,3,5,,,,4,1,1,1,213,
1,1,100,10,100,100,100,20,70,80,80,50,40,60,80,70,70,90,10,0,,100,70,0,2,0,8,7,9,7,7,5,8,10,10,10,0,5,10,9,9,9,5,10,8,9,9,5,1,9,9,6,7,9,6,10,,5,10,1,8,3,3,9,10,2,0,6,7,2,9,7,8,100,100,7,,1,10,50,300,4,8,26,40,2,,36,3,2,4,,,,4,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,70,80,80,100,100,100,100,70,30,,,60,70,10,10,10,10,10,7,,7,7,2,10,10,10,0,0,4,4,3,7,7,7,2,8,8,8,8,6,8,3,8,8,0,8,,3,5,0,6,4,0,7,7,,0,,,4,,,,60,70,,,12,9,25,300,4,425,25,15,2,,32,1,1,1,,,,4,1,1,1,213,
1,1,100,0,100,90,100,50,50,90,30,100,100,100,80,100,90,0,70,30,100,70,80,5,7,4,3,3,3,0,0,0,1,10,9,10,1,2,8,9,8,6,5,9,10,3,5,3,3,8,9,3,2,7,10,3,,2,5,1,5,4,0,7,5,6,0,0,,2,0,0,6,40,60,5,,5,9,25,3,7,4,25,15,1,,27,1,0,1,,,,4,1,1,1,213,
1,1,100,0,90,90,100,50,60,70,60,70,70,80,80,70,70,0,100,0,100,40,60,0,0,0,10,10,0,0,0,0,1,10,10,10,0,0,0,0,0,0,0,0,0,7,5,8,8,9,10,2,7,8,7,8,,0,0,0,0,0,0,10,5,0,0,7,0,0,6,6,10,90,90,4,,16,8,25,3,7,4,25,15,1,,33,3,0,1,,,,3,1,1,2,213,
1,1,80,30,0,100,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,10,90,80,90,80,80,70,,80,40,80,70,80,70,70,25,5,100,,20,8,,,10,8,5,,,,0,10,10,10,0,0,10,10,10,10,10,10,10,10,7,7,7,8,8,8,8,7,8,7,,2,7,7,7,7,,10,10,10,0,9,10,0,10,7,10,20,20,7,,16,9,50,600,6,8,13,15,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,100,100,100,100,100,,,,,80,60,,,,10,,,,,,2,10,10,10,0,0,2,0,0,0,0,0,0,8,8,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,,100,100,100,100,100,100,50,50,,100,10,30,10,10,,10,8,10,8,8,8,10,10,10,10,1,1,1,1,1,1,1,1,1,7,10,7,,6,10,10,10,6,0,,,1,1,1,1,0,1,10,10,10,1,6,,1,0,10,10,50,100,5,,4,4,50,300,16,4,26,0,2,,39,2,1,1,,,,6,1,1,2,213,
1,1,100,20,100,100,100,100,100,100,100,90,,100,100,100,100,0,100,0,,70,80,,,0,10,3,3,0,0,0,5,10,10,10,0,0,10,10,10,10,7,,0,10,10,6,7,8,7,8,10,3,3,10,,0,10,0,10,0,0,10,10,0,0,8,8,0,4,,10,50,50,1,,16,8,,,,,,,,,,,,,,,,,,,,,
1,1,80,0,,100,100,,80,,,,0,30,30,100,30,70,29,1,,80,80,,,,10,10,5,5,,,,7,9,8,0,0,7,9,9,10,,6,7,10,7,,,7,7,,7,7,7,,,10,10,0,8,7,0,10,,,,,,,,,,,70,,,9,,,,,,,,,,,,,,,,,,,,,,
1,1,100,50,100,100,100,100,100,100,50,100,100,100,100,100,50,60,20,10,10,50,60,10,10,10,10,10,5,5,5,5,0,10,10,10,10,5,10,5,10,5,9,5,0,10,9,10,5,5,10,5,10,10,5,10,,6,0,0,5,5,0,10,10,5,5,5,10,5,5,5,10,20,20,10,,7,,503,3,8,1,13,10,1,,41,2,2,1,,,,6,1,1,1,,
1,1,100,0,100,100,100,100,100,100,100,70,,,,,,,,,,50,,,7,7,8,8,,,,,,10,10,10,0,,8,,,,8,,,,,,,,8,,,,,7,,,,,,,,10,7,,0,,,0,0,3,10,,,,,16,7,50,3,7,4,25,15,1,,54,3,1,6,Self employed ,,,5,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,20,60,20,100,100,70,0,10,5,10,10,,,1,,10,10,10,10,0,0,5,,10,,,0,1,10,10,10,,10,10,5,7,5,0,10,,0,0,0,0,0,0,10,10,0,0,0,,10,0,0,,20,80,5,,16,4,503,3,4,4,26,15,1,,49,3,2,1,,,,6,1,1,1,Two hundred and thirteen,
1,1,70,20,80,80,100,80,80,90,90,80,70,70,20,70,100,0,100,0,,60,60,4,3,3,8,8,9,8,2,2,4,8,8,8,2,2,8,8,9,10,8,2,2,9,9,8,8,8,9,8,10,2,2,9,,2,2,2,5,2,1,8,7,5,1,7,7,1,8,8,8,80,80,5,,16,9,50,300,3,4,13,20,2,,66,1,2,1,,,,3,1,1,1,213,
1,1,,,,,,,,,,,100,100,100,100,100,,,,,,,,,,6,6,,,,,0,10,10,10,0,0,,,,,,,,,,,,,,8,4,2,1,4,,0,3,0,,0,0,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,0,,,,100,100,100,90,100,,,,,,,,,,,,5,5,10,,9,10,10,10,0,0,,,,,,,,,,,,,,,,,,,,3,5,0,2,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,100,100,100,100,70,100,100,70,50,100,70,100,100,100,22,78,0,,30,30,5,5,5,10,7,0,0,0,0,3,10,10,3,0,3,7,7,7,7,5,7,7,3,5,5,3,3,10,3,3,7,7,0,,7,3,5,1,0,5,10,10,10,0,5,5,0,0,0,10,70,60,2,,12,6,50,3,4,4,26,15,2,,,1,0,3,,,,5,1,1,1,213,
1,1,90,10,80,70,100,80,80,100,70,100,100,50,,80,80,22,80,,,100,80,6,6,,10,10,2,2,0,2,0,10,10,10,0,0,10,10,10,10,,0,10,8,8,9,10,10,10,8,10,0,0,10,,0,0,0,0,0,0,9,10,,0,10,10,0,10,10,5,80,80,,,16,8,25,300,4,8,26,20,2,,,3,3,2,,,,4,1,1,2,213,
1,1,60,,90,100,100,90,90,100,80,100,100,100,100,100,100,50,40,10,100,70,80,7,8,8,10,10,10,1,10,5,5,10,10,10,0,0,7,7,8,8,7,7,10,8,8,8,10,8,10,8,8,3,7,6,,2,5,3,5,3,3,10,10,5,0,9,5,2,1,2,9,20,20,10,,8,7,50,3,4,4,1,15,2,,34,1,1,2,,,,6,1,1,1,213,
1,1,100,0,100,100,100,100,70,100,100,100,100,100,0,80,100,20,80,,,70,60,2,10,5,10,10,2,6,4,2,4,10,10,10,0,2,8,7,10,10,8,2,1,7,10,7,8,8,9,10,9,8,2,7,,6,8,0,7,,2,10,10,8,0,4,10,0,10,7,10,60,80,3,,16,7,50,300,7,4,26,40,1,,29,3,0,1,,,,4,1,1,1,213,
1,1,50,100,60,50,100,100,100,100,100,100,100,100,0,100,100,50,50,0,100,60,60,10,10,,10,10,10,10,10,9,5,10,10,10,0,0,10,10,10,10,9,10,10,9,10,10,10,10,10,6,10,3,0,7,,10,10,5,10,10,0,10,10,6,0,10,10,10,10,10,10,100,100,6,,2,10,0,300,4,8,14,0,2,,38,3,5,1,,,,4,1,1,1,213,
1,1,100,10,100,100,100,100,100,100,50,100,100,100,50,100,100,50,40,10,100,50,50,5,10,5,10,10,8,9,10,10,3,10,10,10,0,0,10,10,10,10,5,10,1,,5,10,10,10,10,7,7,3,5,5,,10,9,5,9,5,5,10,10,5,1,6,5,0,6,6,5,60,90,7,,16,5,25,300,8,8,13,20,2,,28,1,2,3,,,,8,1,1,1,213,
1,1,100,0,100,100,100,,100,100,100,100,70,70,70,70,100,10,50,40,100,70,70,,6,,10,10,8,6,6,7,,10,10,10,0,0,10,,,10,,10,10,10,10,10,10,10,10,10,10,2,0,10,,1,7,0,7,,0,10,8,10,0,10,10,0,10,10,10,60,70,6,,16,10,50,300,4,8,1,20,2,,30,3,3,6,Self employed ,,,6,2,1,1,213,
1,1,90,0,100,100,100,100,100,100,100,100,90,100,,100,90,50,40,10,,60,60,0,0,1,8,,1,0,0,0,4,10,9,10,0,1,,6,8,7,4,4,1,7,9,7,7,7,10,6,8,6,1,6,,1,1,0,1,0,0,10,10,0,0,,,0,,,5,50,50,,,16,7,50,3,7,4,25,15,2,,31,2,0,6,student looking for work,,,6,1,1,2,213,
1,1,70,40,40,40,80,100,100,100,30,80,70,80,30,100,100,20,50,30,,70,60,1,1,3,8,7,0,0,1,0,1,10,10,10,1,0,0,7,7,7,3,3,4,9,10,9,10,8,9,6,10,3,0,8,,7,5,0,4,4,0,10,10,5,1,7,8,2,6,7,7,80,70,5,,16,10,50,300,7,4,26,15,2,,29,2,0,1,,,,2,1,1,1,213,
