screening,Q109,physical_contact1,physical_contact2,physical_contact3,physical_contact4,physical_contact5,physical_hygiene1,physical_hygiene2,physical_hygiene3,physical_hygiene4,physical_hygiene5,policy_support1,policy_support2,policy_support3,policy_support4,policy_support5,generosity1,generosity2,generosity3,generosity4,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity1,national_identity2,conspiracy_theories1,conspiracy_theories2,conspiracy_theories3,conspiracy_theories4,open-mindedness1,open-mindedness2,open-mindedness3,open-mindedness4,open-mindedness5,open-mindedness6,morality_as_cooperation1,morality_as_cooperation2,morality_as_cooperation3,morality_as_cooperation4,morality_as_cooperation5,morality_as_cooperation6,morality_as_cooperation7,trait_optimism1,trait_optimism2,social_belonging1,social_belonging2,social_belonging3,social_belonging4,trait_self-control1,trait_self-control2,trait_self-control3,trait_self-control4,self_esteem,Q108,narcissism1,narcissism2,narcissism3,narcissism4,narcissism5,narcissism6,moral_identity1,moral_identity2,moral_identity3,moral_identity4,moral_identity5,moral_identity6,moral_identity7,moral_identity8,moral_identity9,moral_identity10,risk_perception1,risk_perception2,political_ideology,moral_circle,moral_circle1,health,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,sex,Other (please specify),age,marital,children,employment,Other (please specify),ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q110
1,1,90,0,100,100,100,100,100,40,0,100,100,70,70,100,70,50,50,0,,80,80,0,8,5,10,8,8,0,0,0,7,10,10,10,0,0,7,8,10,10,5,8,10,10,8,7,8,8,10,6,8,8,6,8,,8,,0,5,0,0,10,10,,0,5,5,0,8,8,8,0,60,,,16,6,50,900,2,4,13,20,1,,22,1,0,1,,,,4,1,2,1,213,
1,1,100,0,100,100,100,70,70,100,30,80,50,100,50,70,60,0,80,20,100,30,40,3,3,4,6,6,0,0,0,0,0,10,10,8,0,0,6,7,8,9,7,8,3,8,6,7,7,8,9,6,7,4,6,4,,0,0,0,7,5,0,10,10,4,0,7,8,0,5,8,10,50,70,5,,11,8,25,3,7,4,25,20,1,,21,1,0,1,,,,4,1,1,2,213,
1,1,90,0,90,100,100,100,100,100,100,100,70,70,40,100,90,52,25,25,100,100,70,5,5,5,10,10,5,5,5,2,2,10,10,8,2,2,9,10,9,10,6,4,2,8,8,9,4,4,3,3,8,4,9,6,,3,2,0,5,2,2,8,6,4,1,5,5,2,7,7,10,20,60,3,,7,7,50,300,4,4,26,20,2,,46,3,3,6,Self employed,,,4,1,1,1,213,
1,1,100,0,100,100,100,100,80,100,80,100,100,100,100,100,100,80,17,3,20,30,30,10,7,10,10,10,10,10,10,10,0,10,10,10,0,0,10,10,10,10,8,10,10,10,7,7,8,8,10,7,10,3,0,10,,10,10,,,,0,10,10,7,0,4,7,0,0,2,10,0,20,7,,8,8,50,3,4,8,13,20,1,,35,1,1,1,,,,8,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,,100,60,80,10,100,0,50,50,,100,10,50,,,,9,9,1,0,0,0,1,10,10,10,0,1,10,8,10,10,,10,10,,8,9,8,10,10,8,9,8,0,9,,,1,0,6,1,0,10,10,,0,,,0,0,4,10,70,70,0,,14,9,25,3,7,4,25,15,2,,31,1,0,1,,,,3,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,30,100,100,100,100,100,60,40,,,40,50,0,7,0,10,10,0,0,0,0,5,10,10,10,1,1,2,3,6,8,6,7,8,10,10,7,8,8,10,5,6,6,7,10,,1,8,2,6,8,4,10,10,6,1,9,10,1,10,10,10,50,50,7,,5,4,,,,,,,2,,40,3,3,6,Self employed ,,,5,1,1,1,213,
1,1,100,10,80,100,100,90,100,100,100,90,80,100,90,100,100,50,25,25,100,80,80,,,1,10,10,1,1,1,5,0,10,10,10,0,0,9,9,9,9,,8,8,9,9,9,8,8,10,7,8,7,1,8,,1,1,0,,2,0,10,10,7,0,8,8,0,8,7,10,40,30,3,,11,9,50,300,4,4,26,40,2,,34,3,2,1,,,,3,1,1,1,213,
1,1,50,10,100,50,100,100,100,100,100,100,100,100,100,100,100,,,,,30,30,5,5,5,10,10,5,4,0,3,5,10,10,10,0,0,3,3,3,5,0,,0,5,5,5,7,7,5,4,4,4,10,5,,0,0,0,0,0,0,10,10,4,0,5,5,0,0,0,10,,100,5,,11,5,25,3,4,4,26,15,2,,25,1,0,1,,,,6,1,1,1,213,
1,1,70,70,80,90,100,90,90,,20,100,70,40,20,100,20,,90,10,,20,30,3,,,10,10,4,1,0,,3,10,10,7,0,2,8,8,8,7,,2,0,1,3,1,2,,2,8,7,5,7,2,,1,,7,,0,0,10,7,,0,7,,0,0,1,10,20,40,,,12,7,25,3,7,4,25,15,1,,33,1,0,1,,,,5,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,80,30,100,90,100,100,100,100,60,100,100,100,100,100,100,20,40,1,,90,80,8,8,7,10,10,8,8,2,2,1,10,10,10,10,1,9,9,10,9,10,10,10,10,8,10,10,9,10,10,7,2,6,8,,1,1,1,1,4,9,10,10,9,1,9,9,1,9,9,10,20,80,9,,16,9,50,300,4,8,13,0,2,,33,2,0,1,,,,6,2,1,1,213,
1,1,100,0,100,100,100,100,100,80,0,60,90,70,0,100,100,75,20,5,,20,30,0,5,7,7,7,1,2,1,1,2,0,10,9,1,6,6,6,10,8,10,9,10,1,8,6,6,8,7,9,8,6,1,7,,7,8,2,10,6,9,10,10,6,0,7,7,0,10,8,10,10,10,7,,15,2,50,3,4,4,25,15,1,,56,3,3,3,,,,3,1,1,1,213,
1,1,,,,,,100,100,100,70,80,50,30,0,50,0,90,10,0,,,,5,5,5,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,90,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,80,30,100,100,90,100,100,100,100,90,80,80,50,70,100,60,30,0,100,80,80,5,8,5,9,8,5,5,5,5,5,10,10,10,0,5,6,6,6,5,5,5,5,8,5,8,10,8,10,5,8,1,0,8,,3,5,3,5,3,2,8,8,7,0,8,5,5,7,7,7,20,80,5,,16,9,50,1,163,4,26,30,2,,21,2,0,4,,,,4,1,1,1,213,
1,1,100,0,100,100,100,80,90,100,100,40,90,90,20,80,20,12,11,7,,60,60,2,,6,10,10,1,1,1,1,1,10,9,9,0,0,7,7,7,7,7,7,7,8,8,8,8,8,8,3,8,7,1,8,,2,8,3,7,5,0,8,8,,0,8,,2,2,8,8,70,90,,,7,6,,,,,,,,,,,,,,,,,,,,,
1,1,100,20,100,80,100,0,,100,70,,30,70,80,100,100,0,100,,100,70,70,,6,0,10,,0,0,0,0,0,10,8,8,0,0,10,7,7,7,3,8,8,7,7,7,5,7,10,,7,,,,,,3,2,3,2,0,10,10,,0,10,7,0,,10,10,70,100,,,14,,25,5896536966,58,868,9966,8696,2,,36,2,0,6,Self employed,,,4,1,2,2,213,
1,1,30,0,40,40,100,80,80,90,60,60,80,100,30,70,100,80,10,5,80,70,50,3,3,8,10,10,9,10,10,10,2,10,10,10,0,0,7,5,5,5,6,5,8,7,7,4,3,5,8,5,6,10,8,,,3,4,0,8,4,0,10,9,4,0,8,10,2,5,4,9,90,90,4,,5,8,50,300,4,4,26,20,1,,29,1,0,1,,,,6,1,1,1,213,
1,1,100,10,100,80,100,,,80,,,30,,20,,,100,,,,80,,0,,,9,8,,,,,8,10,9,9,0,0,8,8,9,9,8,9,9,,9,,3,,,9,7,2,3,7,,2,,0,,6,0,10,9,9,0,6,9,0,6,7,9,100,100,,,16,7,50,300,4,8,13,20,2,,45,2,0,6,Self,,,5,1,1,2,213,
1,1,100,0,100,100,100,100,100,80,,80,,,,,,100,10,0,10,70,70,5,7,10,,,0,0,0,0,,,,,,,,,,,,,,,,7,8,8,10,,,,,,,8,,2,5,5,0,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,90,100,80,80,100,0,80,80,70,40,70,70,100,0,0,,40,60,4,4,0,10,3,0,0,0,0,3,10,10,10,0,4,6,7,,7,,4,2,8,9,7,9,8,10,2,2,8,10,8,,10,3,7,,4,2,8,5,5,0,5,5,8,0,4,4,90,70,4,,3,8,25,3,7,4,25,15,1,,31,2,0,3,,,,3,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,,90,90,90,90,90,60,40,,,40,50,5,4,4,10,7,2,2,0,0,7,10,7,7,2,7,10,0,0,10,0,10,10,7,7,3,8,6,7,10,8,6,,6,,,7,3,6,6,1,10,9,8,0,8,8,0,9,8,9,50,60,8,,7,8,25,300,4,4,25,20,2,,23,1,0,1,,,,5,1,1,1,213,
1,1,100,10,100,100,100,80,80,100,90,70,0,40,70,60,60,59,41,0,100,100,40,3,10,1,10,5,6,8,0,2,2,10,10,10,0,3,7,6,9,8,5,10,10,7,5,8,8,7,10,5,6,8,0,6,,1,1,1,1,5,5,9,9,5,0,7,6,0,3,5,6,50,70,7,,16,9,,300,4,8,12,20,2,,42,1,0,1,,,,6,1,1,1,213,
1,1,,,,,,,,,,,90,100,100,100,100,,,,,90,100,,,,10,10,,,,,,10,10,10,0,0,,,,,,,,10,10,10,10,5,10,5,10,0,0,10,,1,1,1,,1,0,,,,,,,,,,,,,,,16,10,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,100,100,100,100,80,,,,,,53,47,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,70,70,100,100,100,100,100,50,25,26,,40,10,0,1,10,10,10,8,0,0,0,7,10,10,10,0,2,8,7,7,7,3,4,7,10,10,3,7,7,10,10,10,0,,8,,0,,,7,4,1,10,10,7,0,6,7,0,8,7,10,100,100,,,16,7,50,300,8,4,13,0,2,,41,1,2,3,,,,5,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,0,,100,80,0,5,0,3,3,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,8,8,7,8,8,9,10,10,2,1,8,,7,3,2,1,,0,10,8,0,0,7,5,3,5,8,8,80,100,4,,16,7,25,3,7,4,26,15,1,,52,3,1,6,Self employed,,,3,1,1,1,213,
1,1,100,0,100,100,100,60,80,100,70,70,30,70,0,100,80,60,40,,,70,60,10,10,6,7,8,8,6,7,5,3,10,10,9,0,5,9,7,10,8,7,,8,8,8,6,6,8,10,3,10,7,0,6,,,7,6,,3,0,10,10,3,0,7,,0,0,0,10,50,80,5,,11,7,,,,,,,2,,35,3,0,1,,,,4,1,1,1,213,
1,1,100,0,100,90,100,,,,,,100,100,0,100,100,,,,,0,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,10,10,,,,,,,,,,,,,,,,,,,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,90,90,80,70,60,70,30,100,100,0,,96,100,90,80,3,2,5,10,10,1,1,1,1,2,9,9,9,1,1,8,8,9,9,6,10,8,9,10,8,8,8,7,9,9,2,1,9,,5,6,2,6,7,1,9,9,4,1,8,7,3,5,8,9,70,70,5,,9,9,25,3,7,4,25,15,1,,66,3,4,1,,,,2,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,80,90,80,100,80,80,100,80,80,100,100,50,80,80,70,20,10,,70,70,1,8,8,10,10,2,2,2,2,2,9,9,9,1,1,8,8,9,9,9,4,4,8,8,8,9,9,9,8,8,8,8,8,,1,1,1,5,5,1,9,9,5,5,5,5,8,5,9,7,70,60,,,16,7,,,,,,,,,,,,,,,,,,,,,
1,1,100,20,100,,100,100,100,100,60,100,50,50,50,90,90,70,20,10,30,80,100,10,10,10,10,10,5,0,5,,9,10,10,10,,,9,9,9,10,10,10,0,10,10,10,10,10,10,,10,6,1,10,,3,8,0,10,10,0,10,10,7,0,5,5,0,10,10,10,20,30,8,,16,10,,,,,,,,,,,,,,,,,,,,,
1,1,90,20,80,80,100,60,60,70,60,40,70,70,50,70,70,30,35,35,,60,50,6,6,5,9,7,3,3,3,3,1,9,8,8,0,1,7,5,6,9,5,6,4,8,5,2,5,5,6,4,7,4,3,2,,3,4,2,6,4,0,10,8,5,,6,8,0,5,7,8,50,50,2,,16,7,50,1,4,4,26,20,2,,24,1,0,6,Just finished my honours in psychology looking for a job but I do work occassionally at a family retail shop but I'm not officially employed.,,,3,1,1,1,213,
1,1,100,0,100,100,100,60,90,100,100,80,70,60,100,100,100,0,100,0,,70,40,10,8,3,10,8,0,0,0,0,0,10,10,3,0,3,8,3,7,7,3,7,7,4,4,7,7,6,7,2,2,10,7,4,,2,3,2,7,2,2,10,10,3,0,0,2,0,2,5,10,70,70,3,,4,5,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,80,100,100,,100,0,100,80,70,8,7,,10,10,3,0,0,0,3,10,10,10,0,3,8,8,8,8,8,7,7,10,10,10,8,8,10,7,8,6,3,9,,3,6,0,6,6,0,10,10,7,0,7,8,0,6,7,10,60,60,4,,9,10,25,3002,7,4,261,15,2,,27,3,0,2,,,,4,1,2,1,213,
1,1,,,,,,100,100,0,0,100,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,80,100,100,20,100,100,100,30,100,100,30,50,20,100,80,70,,5,,10,10,0,0,0,0,4,10,10,10,0,2,9,8,10,10,6,10,8,8,8,8,7,7,9,7,9,6,6,7,,2,5,2,8,3,4,10,10,2,0,5,3,0,2,8,10,70,70,4,,16,7,50,3,7,4,25,15,1,,57,3,3,1,,,,1,1,1,2,213,
1,1,100,0,100,100,100,100,100,100,100,100,70,100,0,100,100,100,100,,,40,70,3,3,3,8,8,,,,,0,10,10,10,0,0,7,7,7,7,7,7,8,7,7,4,8,10,10,10,10,0,0,10,,0,7,0,7,7,0,10,10,10,0,10,10,10,10,10,10,100,100,7,,3,8,25,100,,,,,2,,30,1,0,1,,,,3,1,1,2,213,
1,1,80,0,100,100,100,80,80,100,70,,70,90,40,80,90,33,50,17,,60,50,3,7,5,10,8,,4,3,2,4,10,9,9,0,2,6,5,8,8,,6,9,8,8,7,7,7,8,9,7,3,3,6,,4,7,0,,3,,10,9,,0,6,6,4,,,7,40,70,6,,16,10,25,3,7,4,25,15,1,,31,3,0,1,,,,4,1,1,2,213,
1,1,100,10,100,100,100,100,100,100,70,100,80,100,100,100,100,10,90,,,80,70,3,3,0,10,10,0,0,0,0,0,10,10,10,0,0,7,7,,4,7,,,8,7,6,10,10,10,7,10,7,3,6,,0,6,8,6,3,0,8,8,2,0,5,4,6,,,,50,50,3,,12,7,50,300,4,8,26,15,2,,26,3,0,1,,,,4,1,1,1,213,
1,1,80,30,70,80,100,100,100,60,80,90,80,80,80,100,100,60,30,10,,80,80,7,7,6,6,6,4,0,0,0,0,10,10,10,0,0,9,9,10,8,8,9,8,10,10,7,4,4,9,7,7,8,2,3,,8,10,9,3,3,0,10,10,0,0,0,0,0,7,5,10,0,20,3,,11,9,125,3,7,4,25,15,1,,36,2,0,1,,,,2,1,1,1,213,
1,1,80,30,30,90,100,70,70,10,10,100,100,10,30,100,70,,,,,,,,,,10,10,,,,,8,10,10,10,0,0,,,,,,,,,,10,10,9,10,3,10,5,1,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,
1,1,80,10,30,100,100,100,80,100,0,100,30,50,0,70,70,20,70,10,100,40,40,3,8,7,10,10,0,0,0,0,0,10,10,10,0,0,8,8,8,8,4,10,0,10,10,4,7,3,3,6,8,8,5,7,,0,3,4,7,2,0,10,10,7,0,6,6,0,7,7,10,50,90,6,,14,7,25,300,4,8,26,15,2,,28,2,0,1,,,,6,1,1,1,213,
1,1,100,0,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,60,60,40,80,100,,60,50,30,40,40,40,40,70,10,30,70,0,,70,50,2,5,5,10,7,5,7,5,5,4,10,10,10,0,1,6,6,9,7,5,5,3,7,7,5,6,8,9,4,4,7,6,6,,3,3,0,6,3,0,7,8,3,3,8,5,2,7,9,7,60,70,5,,16,7,50,300,4,4,26,5,2,,29,2,0,1,,,,5,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,40,30,3,5,5,,,3,1,0,2,1,10,10,10,0,10,,,,,,,,,,7,7,7,10,,,,,3,,7,7,2,7,2,0,,,,,,,,,,,60,60,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,20,80,80,80,,,,,,,,,,,,,,,70,60,,,,,,,,,,0,9,9,9,0,0,,,,,,,,8,4,,,,,4,7,8,4,,,3,3,2,6,4,0,,,,,,,,,,,50,50,,,16,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,80,100,100,70,70,100,100,70,90,90,70,100,100,0,100,0,,80,70,5,2,5,10,5,0,0,0,0,5,10,10,10,0,0,5,5,5,5,5,7,8,6,7,9,9,9,9,7,7,5,2,10,,6,5,4,5,5,0,8,8,5,0,5,7,3,5,7,7,20,20,4,,9,9,25,3,7,4,25,20,1,,30,2,0,1,,,,4,1,1,1,213,
1,1,100,30,70,0,100,70,100,40,20,60,100,40,80,70,100,0,100,0,100,40,40,10,10,5,10,10,3,0,0,0,10,10,10,10,0,3,3,3,3,3,3,3,3,8,8,7,7,7,10,6,10,8,3,2,,7,7,6,10,4,7,8,8,3,0,2,4,0,7,5,5,50,70,5,,7,3,50,900,4,4,13,20,2,,36,1,0,1,,,,5,1,1,1,213,
1,1,100,0,100,100,100,70,80,70,,70,60,80,40,100,100,10,60,30,100,70,70,6,6,6,10,10,1,0,0,0,1,10,10,10,0,0,2,10,10,10,10,0,0,8,8,9,8,7,8,3,9,8,,7,,6,4,4,,4,3,10,10,,1,0,8,1,7,7,6,60,70,5,,16,6,50,3,7,4,25,15,2,,56,3,3,1,,,,1,1,1,2,213,
1,1,90,0,90,90,100,90,90,100,70,100,80,100,90,100,100,,60,40,,90,50,5,5,6,10,8,6,0,0,3,1,10,10,10,0,0,6,5,9,6,5,7,7,7,7,7,7,7,7,9,10,7,5,5,,3,6,0,5,1,0,9,9,6,1,7,6,1,2,4,8,50,70,5,,16,8,50,300,4,4,13,20,2,,25,1,0,4,,,,7,1,1,1,213,
1,1,80,0,90,70,100,80,90,100,70,80,100,100,60,100,100,50,,,,60,60,10,10,10,9,10,10,10,2,2,7,10,10,9,6,0,9,8,6,6,7,7,3,10,7,8,8,9,10,3,7,10,2,10,,1,1,0,7,1,2,10,10,3,0,8,8,0,0,2,10,50,50,8,,4,8,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,90,90,90,80,80,40,30,60,90,100,30,90,100,31,10,5,,40,80,3,3,3,9,9,7,6,5,3,3,9,9,10,0,1,8,8,8,8,7,8,2,8,8,6,6,9,8,3,3,3,7,7,,3,3,2,2,3,3,10,8,,2,8,2,3,3,3,8,20,60,2,,16,3,50,1,8,16,1,33,1,,41,3,2,3,,,,6,1,1,1,213,
1,1,90,0,80,100,100,80,90,100,70,40,80,90,70,100,70,40,60,,,70,70,6,6,4,8,8,3,0,0,2,1,1,9,9,0,0,8,8,7,9,4,1,2,9,7,8,8,8,8,8,7,4,3,6,,3,1,0,2,3,0,9,9,6,0,7,8,2,7,8,10,70,70,3,,12,8,25,300,7,4,25,20,2,,26,1,0,1,,,,5,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,20,80,80,100,60,60,100,60,100,100,100,80,100,100,60,20,20,,70,50,5,5,2,7,6,0,0,0,0,5,10,10,8,0,1,8,8,8,8,8,8,10,7,7,7,7,7,10,4,7,7,,7,,2,5,1,5,5,0,8,8,5,1,5,5,2,5,6,7,100,100,1,,14,10,50,3,4,4,25,20,2,,26,1,0,1,,,,3,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,,,,,,55,45,0,45,0,50,0,5,5,10,5,,,,,2,10,10,10,0,0,,,,,,,,7,9,8,9,9,9,9,9,10,1,5,,10,5,0,5,5,5,10,10,7,8,5,6,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,20,70,80,60,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,20,100,100,100,100,100,100,100,100,90,40,20,90,90,71,31,,30,70,70,2,3,2,10,8,0,1,1,0,7,10,10,10,0,0,5,7,4,8,,,6,8,9,9,9,8,10,6,9,6,1,9,,2,1,1,1,,9,10,10,,0,6,7,0,,6,8,70,90,2,,16,6,50,300,4,4,1,20,2,,40,1,2,1,,,,4,1,1,2,Two hundred and thirteen,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,,100,100,100,100,100,100,100,100,,100,100,,40,30,4,3,,10,5,,10,,6,0,10,10,10,0,0,4,5,10,5,9,,9,10,10,10,10,10,10,10,10,7,0,4,,4,9,0,,7,0,7,8,8,0,10,10,0,1,6,7,30,80,,,10,10,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,90,90,100,60,70,100,50,100,100,100,80,100,100,50,40,10,,40,50,3,8,5,10,10,2,5,0,3,3,10,7,10,0,3,7,7,6,8,6,4,2,5,7,6,6,4,4,6,5,7,6,6,,7,6,2,2,4,2,8,7,7,0,7,4,10,7,6,5,80,70,5,,16,5,25,300,7,4,13,30,2,,24,2,0,6,Self employed freelance ,,,6,1,1,1,213,
1,1,100,0,70,100,100,100,100,100,,100,100,100,100,100,100,0,100,,100,50,,,10,,10,,,0,1,0,,10,9,10,0,0,10,9,8,8,8,8,8,9,9,10,9,9,10,3,,9,9,2,,,,0,,2,1,10,10,,0,1,5,2,0,3,10,0,100,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,60,50,100,70,100,100,100,10,100,80,40,10,80,70,0,100,,,60,60,6,7,,6,,1,0,0,1,3,8,8,9,1,1,8,10,6,8,4,2,0,8,8,10,10,10,10,5,6,6,8,6,,1,6,1,6,1,1,10,10,6,1,8,10,0,9,8,10,40,40,2,,16,9,25,3,7,4,25,15,2,,28,1,0,1,,,,2,1,1,1,213,
1,1,90,10,90,60,100,100,100,100,100,100,70,70,30,90,70,50,50,0,,50,40,5,5,5,9,8,0,0,0,0,2,10,9,9,0,1,5,7,5,8,5,8,8,9,9,8,8,10,10,4,7,4,3,8,,2,5,3,7,4,0,8,9,5,0,5,6,2,5,5,8,90,80,4,,16,9,50,300,7,4,26,15,2,,27,2,0,1,,,,5,1,1,1,213,
1,1,90,0,90,100,100,100,100,100,100,100,100,100,100,100,100,25,80,50,80,50,50,10,10,5,9,10,10,1,0,1,10,10,10,10,0,5,5,5,5,10,5,5,5,10,9,7,7,5,5,5,9,7,1,10,,10,10,10,10,10,5,10,10,1,0,10,10,0,1,0,0,80,80,5,,10,4,50,300,4,8,13,6,2,,35,2,1,6,Self employed,,,6,1,1,1,213,
1,1,90,0,90,80,100,60,60,100,90,90,90,90,50,90,90,90,10,10,,40,40,,,,10,10,0,0,0,0,0,10,10,10,0,0,8,8,9,9,,,9,7,5,7,7,6,9,,8,,3,,,0,0,0,,0,0,9,9,,1,,,1,6,7,9,80,80,,,14,7,50,3,7,4,25,15,2,,26,2,0,1,,,,2,1,2,2,213,
1,1,100,20,90,80,100,80,90,90,70,100,90,100,100,90,90,20,70,10,100,90,70,4,7,3,8,6,3,2,0,3,8,10,9,10,0,3,1,2,2,2,2,3,6,9,10,8,7,8,6,3,4,3,6,4,,7,3,1,6,6,2,10,10,7,0,7,7,0,8,6,10,50,90,,,14,7,50,3,4,4,25,20,1,,33,3,2,1,,,,4,2,1,1,213,
1,1,90,0,90,90,80,100,100,100,40,100,100,100,0,100,100,,100,,,30,80,0,0,0,8,,,,0,,1,10,10,10,0,0,10,10,10,8,6,10,10,8,4,10,9,10,10,9,9,2,2,,,2,5,1,8,5,7,10,9,,0,7,10,0,3,8,7,30,60,3,,14,10,50,3,7,4,26,45,2,,32,2,0,4,,,,6,1,1,1,213,
1,1,80,20,40,80,100,100,100,100,60,60,70,80,60,90,70,70,30,,100,,60,6,,,6,6,0,0,0,0,7,7,8,7,0,6,6,6,5,6,,10,10,7,7,8,8,7,10,4,6,6,3,7,,7,6,8,,4,3,10,7,0,0,1,0,1,1,1,9,60,80,2,,11,9,,,,,,,2,,44,2,0,1,,,,3,1,1,1,213,
1,1,100,0,100,100,100,50,50,100,60,100,60,80,50,100,70,20,60,20,100,50,70,5,5,5,7,6,8,0,0,0,4,10,10,10,0,5,10,10,7,5,8,5,10,5,8,6,10,8,10,5,8,6,6,6,,3,5,3,8,5,0,10,10,10,0,8,8,0,9,9,10,50,70,5,,14,8,50,3,4,4,26,20,2,,22,1,0,4,,,,5,1,1,1,213,
1,1,70,0,100,80,100,50,50,100,50,100,100,100,50,100,100,50,36,13,,50,20,10,10,10,10,10,6,6,6,5,6,10,10,10,0,0,5,8,9,8,5,2,0,10,10,7,7,8,9,4,7,6,4,8,,0,5,0,5,5,0,9,10,5,0,10,10,0,5,7,8,50,60,6,,5,8,50,300,,,,,1,,33,2,2,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,90,100,100,100,100,80,80,50,100,100,50,50,,100,50,50,5,5,5,5,5,0,0,0,0,2,10,10,10,1,0,5,5,5,5,5,5,10,7,5,5,5,5,7,5,7,5,,5,,2,5,2,7,5,5,7,9,7,1,9,8,1,7,8,8,50,50,5,,12,9,50,300,4,4,1,20,2,,51,1,1,1,,,,6,1,1,1,213,
1,1,100,0,100,100,100,80,80,100,70,100,100,100,100,100,100,90,10,,,60,70,7,7,6,10,10,0,0,0,0,3,10,10,10,0,3,1,0,9,0,1,0,1,10,10,8,10,8,8,7,8,0,1,7,,0,5,0,5,5,0,10,10,5,0,5,10,0,5,5,10,30,50,0,,16,8,50,300,4,8,26,15,2,,39,1,1,1,,,,7,1,1,1,213,
1,1,90,0,80,100,100,100,100,100,80,100,80,100,100,100,100,80,20,,100,70,60,0,3,0,10,3,2,0,0,0,1,10,10,8,0,2,6,6,7,7,3,6,6,7,6,1,3,4,2,4,10,10,0,4,,3,0,0,1,0,0,9,9,3,0,9,9,1,7,6,7,100,100,3,,16,10,25,300,4,4,26,15,2,,39,1,2,1,,,,6,1,1,1,213,
