RecordDate,Duration_sec,Country,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self.control__1,trait_self.control__2,trait_self.control__3,trait_self.control__4,Self.esteem,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marit_status,marit_status_other,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,AttCheck2
28.04.2020 18:55:18,2326,CROATIA,HR,10,0,10,10,0,10,10,10,7,10,10,10,10,10,10,0,100,0,7,7,5,5,5,10,10,0,0,0,0,10,10,10,10,0,0,10,10,10,10,8,10,10,10,7,10,9,8,10,10,8,7,0,7,5,5,0,5,10,0,10,9,0,0,10,5,5,9,10,5,10,10,6,5,0,50,3,4,NA,NA,60,3,,3,5,,3,1,1,1,213,0
28.04.2020 19:03:20,1762,CROATIA,HR,0,1,0,10,10,8,10,10,7,10,10,10,10,10,10,60,30,10,1,5,1,8,3,10,3,10,0,8,3,8,10,10,10,0,0,9,10,10,10,10,10,10,3,3,5,2,2,8,9,8,2,2,3,9,2,3,1,2,2,9,8,3,1,7,9,2,3,8,9,20,30,5,16,10,25,300,4,2,,25,1,,0,3,,5,1,1,1,213,0
28.04.2020 19:07:34,847,CROATIA,HR,10,7,8,7,10,8,8,7,4,6,8,8,8,8,8,60,30,10,9,7,5,5,5,6,6,9,6,9,8,6,6,8,6,3,5,6,10,10,6,6,6,10,10,10,8,6,7,8,4,10,10,4,8,5,5,5,5,5,5,9,6,6,0,6,7,4,8,6,6,70,80,4,9,8,25,3,7,1,,28,2,,0,1,,2,1,1,2,213,0
28.04.2020 19:09:58,1462,CROATIA,HR,9,1,9,8,10,10,10,10,10,10,10,7,7,9,9,50,50,0,5,5,5,3,7,10,10,3,2,4,4,1,10,10,10,1,5,5,6,6,6,5,5,6,7,7,7,7,7,7,4,5,7,2,3,1,2,1,1,1,0,8,8,2,0,8,1,5,1,5,8,10,30,5,16,7,25,3,4,2,,42,3,,3,1,,8,1,1,2,213,0
28.04.2020 19:10:29,1085,CROATIA,HR,9,8,10,10,10,10,10,10,10,10,10,10,5,10,10,20,40,40,5,5,5,7,5,10,10,10,0,10,10,10,10,10,10,5,5,10,10,10,10,5,10,10,5,10,5,8,8,8,0,10,0,2,10,8,7,0,8,10,7,10,10,5,10,10,5,5,0,8,10,50,50,5,4,8,25,3,8,2,,44,3,,2,1,,4,1,1,1,213,0
28.04.2020 19:15:07,1281,CROATIA,HR,10,0,10,8,10,10,10,10,5,10,10,10,10,10,10,30,40,30,5,8,10,10,10,10,10,9,9,9,9,9,10,10,10,10,10,10,10,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,7,5,10,8,8,10,8,10,8,8,8,10,0,30,10,9,9,50,3,7,2,,41,3,,1,6,,3,2,1,1,213,10
28.04.2020 19:29:08,704,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,100,0,0,5,5,5,5,5,3,0,5,0,0,0,10,10,10,10,10,0,10,10,10,10,10,10,10,6,6,10,10,10,10,10,10,0,0,6,5,0,0,5,7,0,5,5,5,0,5,5,10,0,5,5,0,20,3,9,5,50,300,64,2,,55,3,,2,1,,6,1,1,1,213,0
28.04.2020 19:40:16,948,CROATIA,HR,2,2,9,5,0,10,5,10,10,10,5,0,0,0,5,90,9,1,5,2,5,5,5,5,5,10,10,10,10,5,10,10,10,0,5,10,9,10,10,5,10,5,0,5,5,5,5,9,5,5,0,5,8,10,5,5,5,5,5,9,9,5,5,6,5,5,5,4,5,10,50,0,16,5,50,3,4,1,,62,1,,1,5,,8,1,1,1,213,0
28.04.2020 19:42:51,1035,CROATIA,HR,9,0,9,10,10,10,10,10,8,10,10,10,9,10,10,0,100,0,9,8,1,1,2,10,5,0,0,0,0,5,10,10,10,5,0,10,10,10,10,3,3,10,8,8,9,10,10,10,8,9,2,8,8,2,8,0,9,7,2,9,7,7,9,9,9,1,2,9,8,10,20,3,3,8,50,3,64,2,,65,3,,2,5,,5,1,1,1,213,0
28.04.2020 19:59:40,1175,CROATIA,HR,10,9,9,8,10,10,10,10,10,10,5,5,0,10,10,50,50,0,5,5,0,0,0,10,0,5,5,5,5,0,10,10,10,0,0,10,10,10,10,8,10,10,10,5,10,10,8,10,9,10,0,0,9,0,5,0,10,5,5,10,10,10,0,10,10,0,5,10,10,10,20,5,16,10,50,300,4,2,,56,3,,2,1,,4,1,1,1,213,0
28.04.2020 19:59:53,4905,CROATIA,HR,10,0,10,10,10,5,5,10,10,10,5,10,5,10,10,0,100,0,9,9,5,5,5,10,10,0,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,10,7,10,10,10,10,9,10,5,10,9,0,5,0,5,5,0,7,7,2,0,10,5,0,5,5,7,0,10,5,16,9,25,3,7,1,,53,3,,3,1,,4,1,1,1,213,0
28.04.2020 20:03:35,955,CROATIA,HR,10,10,10,10,10,10,10,10,0,10,5,10,10,10,10,100,100,100,5,5,10,10,10,10,10,5,0,0,0,0,10,10,10,0,5,10,10,10,10,10,10,10,10,10,10,5,5,10,0,0,10,0,0,0,0,0,10,0,0,10,10,5,0,10,10,0,5,5,10,50,50,5,16,5,50,300,16,2,,51,3,,2,1,,6,2,1,1,213,0
28.04.2020 20:09:42,735,CROATIA,HR,5,0,10,10,10,10,10,10,10,10,10,0,5,10,5,0,100,0,0,5,5,5,5,10,10,10,10,10,7,10,10,10,10,0,10,10,5,10,5,5,5,5,10,10,10,10,5,10,5,10,5,0,10,5,0,0,0,0,0,5,6,10,5,5,5,5,5,5,5,50,50,5,16,10,50,5,4,2,,23,2,,0,3,,9,1,1,2,213,0
28.04.2020 20:11:13,924,CROATIA,HR,7,6,7,6,6,7,8,6,6,8,6,8,5,6,6,90,10,0,7,4,6,6,5,10,10,10,8,10,10,9,8,6,10,7,6,6,6,8,7,6,6,8,9,8,7,9,6,10,8,6,2,3,9,4,6,0,6,7,4,5,6,4,5,6,5,6,7,5,6,0,10,10,6,8,25,3,6,1,,55,3,,4,1,,7,1,1,1,213,0
28.04.2020 20:11:29,942,CROATIA,HR,8,1,9,8,10,9,9,10,7,10,9,9,9,10,9,10,50,40,3,3,1,2,2,9,2,6,2,2,2,5,9,8,9,1,4,8,8,9,9,6,6,9,7,6,8,7,8,8,2,9,4,3,8,4,8,9,7,3,3,9,7,4,2,2,7,2,1,7,8,40,60,3,4,6,25,3,7,1,,54,2,,0,1,,4,1,1,1,213,0
28.04.2020 20:21:47,1548,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,7,5,5,10,10,0,80,20,8,7,8,10,10,10,10,5,0,0,0,10,10,10,10,0,5,10,8,10,10,10,5,10,10,10,8,2,10,10,10,9,4,5,6,5,5,0,10,5,7,10,9,4,0,8,0,0,0,6,10,0,20,10,10,7,50,3,7,1,,76,3,,2,5,,4,1,1,1,213,0
28.04.2020 20:23:58,1172,CROATIA,HR,10,1,10,8,10,10,10,10,5,10,10,10,10,10,10,50,50,0,7,5,8,8,8,10,10,10,8,10,8,5,10,10,10,0,0,10,7,10,10,5,5,8,10,10,7,8,7,10,8,9,9,2,6,0,5,1,5,5,0,10,10,0,0,8,5,0,5,4,10,50,50,5,10,9,25,3,7,2,,37,3,,3,1,,6,2,1,1,213,0
28.04.2020 20:29:08,1014,CROATIA,HR,10,0,10,10,10,9,9,10,5,9,10,10,10,10,10,80,10,10,8,6,0,0,0,8,1,2,0,0,0,0,10,10,10,0,0,8,8,8,8,8,8,8,7,7,8,8,8,8,9,10,2,2,8,1,5,0,5,7,0,10,10,5,0,8,5,1,2,10,10,10,10,3,3,7,25,3,7,1,,61,3,,NA,3,,5,2,1,1,213,0
28.04.2020 20:32:40,1792,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,9,10,10,0,80,20,8,8,1,5,3,10,1,7,1,1,1,10,10,10,10,0,5,10,10,10,10,10,10,10,9,9,10,10,10,10,9,10,4,0,5,0,0,0,8,7,0,10,10,10,0,10,9,0,6,9,10,10,40,5,9,7,50,300,32,2,,65,3,,2,5,,5,1,1,1,213,0
28.04.2020 20:53:32,1924,CROATIA,HR,7,2,10,10,10,9,10,10,9,8,10,8,7,10,10,60,30,10,6,8,7,7,8,10,9,7,8,5,8,4,8,9,10,3,5,10,9,10,10,5,5,10,8,9,6,8,7,8,7,9,NA,4,9,9,9,9,8,9,9,7,8,6,6,9,9,6,9,8,7,10,20,6,3,8,100,300,4,1,,33,2,,1,1,,3,1,1,1,213,0
28.04.2020 21:06:33,1176,CROATIA,HR,5,6,10,10,10,10,10,10,10,10,10,10,8,10,10,30,60,10,8,8,0,5,5,6,0,7,0,1,0,10,10,10,10,0,0,7,7,9,8,1,6,9,10,10,9,9,9,8,6,6,6,5,9,4,7,5,7,5,8,5,6,6,5,5,5,5,5,5,7,0,10,4,1,8,0,0,0,1,,50,3,,2,1,,4,2,1,1,213,0
28.04.2020 21:07:28,2727,CROATIA,HR,10,0,10,10,10,5,7,9,3,10,10,10,8,9,10,29,36,36,9,7,5,5,5,5,5,5,4,4,4,5,9,6,9,2,2,8,8,7,8,6,2,4,8,9,9,8,9,8,7,6,6,2,7,2,2,2,2,2,2,9,8,8,4,9,9,4,8,9,9,10,30,2,16,5,25,300,4,2,,71,1,,2,5,,4,1,1,1,213,0
28.04.2020 22:17:16,992,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,100,0,10,10,10,5,10,10,10,10,0,0,0,10,10,10,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,50,50,10,16,10,50,300,16,2,,51,3,,2,1,,1,NA,1,2,21,0
28.04.2020 22:23:43,1381,CROATIA,HR,9,0,10,7,10,10,10,10,3,9,8,8,3,10,9,80,20,0,5,6,4,5,5,10,2,6,0,0,0,4,10,9,7,3,3,9,10,9,10,4,8,8,8,9,6,7,8,7,5,8,7,6,5,5,2,5,4,3,6,7,5,3,5,2,5,5,3,3,5,50,40,3,3,7,50,3,3,1,,60,3,,2,5,,7,1,1,1,213,0
28.04.2020 22:40:56,1742,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,8,10,10,0,20,80,8,5,0,0,0,10,5,2,0,0,0,3,10,10,10,10,10,10,5,5,8,5,10,10,8,5,8,8,5,10,9,10,5,5,9,10,0,0,5,5,5,10,10,5,0,5,5,0,0,5,10,50,50,5,14,8,25,3,7,2,,57,3,,3,1,,5,1,1,1,213,0
28.04.2020 22:54:57,1342,CROATIA,HR,5,3,9,8,9,5,8,10,5,10,8,6,8,8,8,80,10,10,5,4,1,5,5,8,8,8,7,7,8,1,10,10,10,0,1,6,6,8,6,2,6,6,8,8,6,6,7,6,8,6,4,3,6,3,3,1,4,5,3,10,9,5,0,3,4,1,3,4,10,80,80,5,16,7,50,300,8,2,,40,4,divorced,2,2,,8,2,1,1,213,0
28.04.2020 23:56:23,1582,CROATIA,HR,6,3,7,9,10,10,10,10,10,9,10,10,7,10,10,30,50,20,4,6,5,8,9,10,8,5,0,0,2,8,10,9,10,0,2,8,10,10,10,7,8,10,9,8,8,6,8,8,5,10,9,2,7,1,2,4,0,1,0,10,9,2,0,1,5,0,1,7,8,50,50,6,16,7,50,300,7,1,,52,3,,2,1,,5,1,1,1,213,0
29.04.2020 00:34:28,1820,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,80,20,5,8,5,5,5,10,5,5,5,5,5,2,10,10,10,0,0,8,8,10,8,10,10,10,10,0,10,10,10,10,10,10,8,0,8,0,5,0,8,0,0,10,10,9,0,8,9,0,8,9,NA,50,10,5,1,7,50,300,4,2,,70,3,,2,5,,6,1,1,1,213,0
29.04.2020 02:17:10,1378,CROATIA,HR,10,2,9,9,10,10,10,9,9,9,9,9,8,10,9,60,40,0,8,8,5,5,5,9,8,3,4,4,9,5,10,10,10,0,1,8,9,10,9,9,7,10,10,10,9,9,8,10,9,9,1,1,9,5,5,1,6,7,2,9,9,7,0,8,7,0,6,7,9,20,20,7,14,8,50,300,7,1,,63,3,,3,5,,4,1,1,1,213,0
29.04.2020 02:45:23,1100,CROATIA,HR,5,5,10,10,10,10,10,10,10,5,5,5,5,5,5,10,10,30,5,5,10,10,10,10,10,5,5,5,5,5,5,5,5,5,10,10,5,5,5,5,5,10,10,10,5,5,5,10,5,10,0,0,10,5,5,5,10,5,5,10,10,10,5,5,10,10,5,10,10,0,0,0,16,10,50,300,4,1,,25,1,,0,3,,6,2,1,1,213,0
29.04.2020 06:57:02,1109,CROATIA,HR,7,0,6,8,10,5,5,10,5,10,10,10,10,10,10,50,50,0,4,5,0,0,5,10,10,5,0,5,0,5,10,10,10,0,5,10,10,10,10,10,8,10,4,5,5,5,5,10,5,5,9,5,5,2,0,0,0,0,5,5,5,5,5,5,5,10,5,5,5,80,80,5,10,8,50,300,4,1,,53,3,,0,1,,8,1,1,2,213,0
29.04.2020 07:37:10,1067,CROATIA,HR,10,2,9,10,10,5,5,10,7,10,8,8,0,8,5,80,10,10,5,5,5,5,5,10,10,6,5,5,5,5,10,8,10,0,0,7,8,7,8,3,5,7,7,7,7,7,5,7,7,10,7,3,7,2,5,5,5,5,7,10,10,5,0,5,5,0,5,5,10,30,30,8,6,4,50,3,7,1,,63,4,NA,2,5,,8,1,1,1,213,0
29.04.2020 07:41:46,1187,CROATIA,HR,10,8,10,10,10,7,9,10,7,10,10,7,5,10,7,80,20,0,8,7,5,5,5,10,10,5,5,5,5,5,7,7,7,5,5,10,7,7,7,6,7,3,8,8,7,7,7,10,7,7,5,2,7,7,7,0,5,5,5,8,7,5,2,5,5,5,5,5,7,10,20,4,7,7,50,3,4,1,,67,3,,5,5,,5,1,1,1,213,10
29.04.2020 08:43:26,3108,CROATIA,HR,9,9,8,8,9,9,9,9,9,9,8,10,8,10,10,0,50,50,7,7,1,2,2,6,5,1,1,1,1,2,9,9,8,1,3,9,9,9,8,4,6,9,8,8,9,8,9,9,9,9,5,6,8,1,1,2,3,1,2,9,9,7,1,9,6,1,5,8,9,70,70,2,16,7,50,3,4,2,,59,3,,2,1,,6,1,1,2,213,0
29.04.2020 08:45:40,1851,CROATIA,HR,10,0,10,10,10,7,8,10,5,10,10,10,9,10,10,50,40,10,6,5,5,4,5,10,7,0,0,0,0,0,8,8,8,0,0,8,7,9,8,1,10,10,8,8,8,8,6,7,7,5,5,2,7,3,2,1,2,4,6,5,7,5,7,5,3,5,3,3,7,50,50,7,16,7,25,1,8,1,,63,3,,0,5,,5,1,1,1,213,10
29.04.2020 09:12:50,959,CROATIA,HR,9,0,9,7,10,9,10,10,9,10,9,10,9,10,10,30,35,35,7,7,2,3,5,9,5,2,1,1,2,1,10,9,10,0,1,10,10,10,9,7,10,10,8,7,5,5,5,4,6,6,8,5,3,6,9,4,5,2,3,5,7,4,0,5,1,2,0,1,8,100,50,2,16,8,25,3,7,2,,42,2,,0,1,,4,1,1,1,213,0
29.04.2020 09:31:28,748,CROATIA,HR,10,0,10,10,10,10,10,10,0,5,10,10,10,10,10,50,40,10,5,7,1,1,5,10,8,0,0,0,0,5,10,10,10,0,10,10,10,10,10,10,10,10,8,8,2,2,7,3,9,10,5,5,8,0,3,0,8,7,0,10,10,5,0,6,5,0,7,7,10,20,80,8,11,7,25,3,7,1,,51,1,,1,5,,4,1,1,1,213,0
29.04.2020 09:33:52,663,CROATIA,HR,10,0,8,10,10,5,7,10,3,4,0,0,0,0,0,90,2,8,1,7,5,0,0,7,0,10,9,10,9,9,10,10,10,0,0,5,5,10,9,10,0,0,0,0,10,9,5,10,9,10,8,1,5,1,5,2,5,1,6,5,0,5,1,0,1,10,0,1,8,20,0,2,4,5,50,3,192,1,,66,3,,2,5,,8,1,1,1,213,0
29.04.2020 09:49:50,897,CROATIA,HR,10,0,10,10,10,10,10,10,5,10,10,10,5,10,10,0,80,20,6,6,0,5,5,10,5,5,5,5,5,10,10,10,10,0,0,10,10,5,10,5,10,10,1,6,0,8,6,5,10,10,0,0,9,5,0,0,0,0,0,10,10,0,0,10,5,10,5,5,0,80,80,1,1,8,50,3,4,2,,52,3,,1,1,,8,1,1,1,213,0
29.04.2020 10:10:12,2134,CROATIA,HR,10,10,5,8,10,10,10,10,5,10,10,8,5,10,10,100,0,0,2,4,5,4,6,10,6,8,8,9,9,1,10,5,10,1,6,10,5,10,10,0,0,0,7,6,10,10,8,5,10,10,9,5,5,5,4,10,1,4,4,5,9,0,0,5,0,10,0,0,9,30,30,5,4,8,50,3,8,1,,82,4,widower,2,5,,6,1,1,1,213,10
29.04.2020 10:12:40,997,CROATIA,HR,9,0,10,10,10,10,10,10,10,10,10,10,8,10,10,70,20,10,6,5,5,5,6,5,5,9,8,8,8,3,10,9,9,1,7,10,8,10,9,8,7,9,9,7,7,7,7,9,9,8,1,0,9,6,5,1,5,6,1,10,10,7,0,10,10,0,10,10,10,50,50,5,10,7,50,300,4,2,,44,1,,1,1,,4,1,1,1,213,0
29.04.2020 10:26:26,1137,CROATIA,HR,10,0,10,10,10,10,10,10,5,10,10,10,10,10,10,0,100,100,5,7,0,2,5,10,5,5,5,5,5,2,10,10,10,1,5,7,8,9,10,1,1,0,9,10,8,8,7,7,8,9,4,5,8,5,5,2,8,3,5,9,8,5,1,5,5,5,5,7,8,50,50,5,16,6,50,3,4,1,,55,1,,0,1,,6,1,1,1,213,10
29.04.2020 11:13:55,875,CROATIA,HR,10,0,9,9,10,10,10,10,9,10,10,8,10,9,9,10,80,10,2,6,5,5,5,10,8,4,0,0,0,8,10,10,10,0,1,2,7,7,2,6,5,5,9,8,9,8,9,10,6,7,6,5,8,6,6,2,8,5,0,10,9,5,0,9,5,0,7,8,9,10,10,4,16,6,25,300,7,2,,31,1,,0,1,,7,1,1,1,213,0
29.04.2020 12:15:52,1630,CROATIA,HR,10,3,10,10,10,5,5,10,5,10,10,10,5,10,10,80,10,10,5,5,5,5,10,10,10,8,5,8,5,5,10,10,10,0,5,10,5,10,5,5,5,5,10,10,10,10,10,10,10,10,5,5,10,2,5,0,8,5,2,10,10,5,0,5,5,5,5,5,5,50,50,5,16,8,25,3,7,2,,53,3,,2,1,,6,1,1,1,213,10
29.04.2020 13:05:54,777,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,30,20,8,6,8,7,8,7,7,0,0,0,0,10,10,10,10,0,8,10,8,10,9,10,10,10,10,10,10,10,10,10,10,10,0,0,8,8,8,2,8,7,2,1,10,0,6,10,10,0,10,9,9,0,10,5,9,8,50,300,4,1,,60,2,,0,2,,4,1,1,1,213,0
29.04.2020 13:27:04,1419,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,0,70,30,7,7,4,4,7,8,7,3,0,1,1,2,10,9,9,0,3,10,9,10,10,9,6,10,8,9,9,8,9,8,8,9,4,4,9,1,7,2,5,7,2,1,8,7,0,7,9,1,6,8,10,30,30,4,16,6,25,3,7,1,,49,1,,0,1,,5,1,1,1,213,0
29.04.2020 13:54:00,890,CROATIA,HR,10,1,10,10,10,8,10,10,5,10,10,7,7,7,10,0,100,0,5,5,10,10,10,10,10,10,10,10,10,7,10,10,10,2,7,10,10,10,10,5,10,10,10,10,10,10,10,10,8,10,7,3,10,7,5,5,5,5,7,10,8,7,0,5,8,0,5,8,10,50,50,5,16,10,50,3,4,1,,50,3,,3,1,,7,1,1,1,213,0
29.04.2020 13:58:30,1670,CROATIA,HR,5,5,7,7,5,5,9,10,5,10,5,10,0,5,7,80,20,0,2,3,4,4,6,6,6,7,5,7,5,5,10,8,7,2,5,8,8,7,8,5,7,9,7,8,8,7,7,8,7,7,6,4,7,4,5,5,6,5,5,10,9,2,0,6,5,2,5,5,10,0,10,6,16,7,50,300,4,2,,55,3,,2,1,,9,1,1,1,213,8
29.04.2020 14:18:50,1218,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,5,10,5,10,10,80,10,10,5,5,5,5,5,5,7,5,5,5,5,10,10,10,10,0,0,10,10,10,10,10,10,10,5,10,5,5,5,5,10,10,0,5,7,0,5,3,5,3,0,10,8,5,0,10,8,0,7,6,10,0,50,5,16,7,50,3,4,2,,51,3,,3,3,,6,2,1,1,213,0
29.04.2020 15:33:24,1306,CROATIA,HR,7,8,6,6,10,8,6,9,3,7,3,5,2,6,6,80,10,10,9,5,5,5,5,10,5,10,10,10,10,7,9,8,8,8,5,1,7,9,8,9,7,9,10,10,7,9,8,9,7,6,6,2,8,8,7,5,7,5,2,9,9,4,0,8,6,1,7,8,10,0,10,5,16,8,50,100,8,2,,40,3,,2,1,,6,1,1,1,213,0
29.04.2020 15:34:02,1915,CROATIA,HR,8,0,8,10,0,8,9,10,8,10,7,3,2,10,10,70,30,0,2,3,5,5,5,5,5,1,1,1,1,6,9,9,9,1,8,5,5,9,7,5,5,5,3,3,7,6,6,7,6,8,5,2,7,7,4,5,7,4,5,5,5,5,5,5,5,5,5,5,5,20,70,1,9,6,50,3,7,1,,75,4,widower,2,5,,7,1,2,1,213,10
29.04.2020 15:35:50,758,CROATIA,HR,10,1,5,10,10,10,10,10,10,10,9,10,8,9,10,60,20,29,5,2,8,8,8,10,10,7,5,5,5,9,10,10,10,2,5,10,7,10,9,9,9,10,5,10,6,8,9,8,8,8,9,8,4,8,5,5,5,5,2,10,10,7,1,6,8,0,8,8,10,70,50,5,2,7,50,300,4,2,,28,3,,2,3,,6,2,1,1,213,0
29.04.2020 15:36:39,1122,CROATIA,HR,0,5,0,0,0,0,0,0,0,0,5,5,5,5,10,50,25,25,0,3,0,0,5,10,6,10,10,10,10,0,10,10,10,0,0,10,5,10,6,5,10,10,10,10,10,10,10,10,10,5,5,6,5,0,0,0,10,2,0,NA,10,5,0,8,0,0,5,8,10,0,0,5,16,10,50,900,4,2,,31,3,,3,1,,8,2,1,1,213,0
29.04.2020 15:37:15,1480,CROATIA,HR,9,6,10,7,7,9,8,9,5,10,0,10,8,10,5,90,5,5,4,3,5,9,10,10,10,8,3,5,5,6,10,7,10,0,2,10,9,10,5,7,3,5,5,4,7,6,8,10,5,6,10,5,4,2,0,6,8,5,1,10,10,10,0,8,7,1,9,10,10,10,60,5,3,5,110,300,4,2,,21,1,,1,6,,9,1,1,1,213,0
29.04.2020 15:37:23,926,CROATIA,HR,1,1,1,1,1,10,10,10,10,10,5,1,1,1,1,30,30,30,1,5,10,5,5,10,5,5,0,0,0,0,10,10,10,0,0,0,5,5,5,5,5,10,0,10,10,10,5,10,0,10,10,0,10,0,0,0,0,0,0,5,10,0,0,5,4,10,10,5,5,10,50,3,3,8,50,300,4,1,,39,1,,0,3,,8,2,1,1,213,5
29.04.2020 15:37:35,2046,CROATIA,HR,9,1,10,7,10,8,7,10,6,10,9,8,3,7,9,70,20,10,7,5,5,8,5,10,10,10,10,10,10,5,10,7,10,5,3,8,8,10,9,8,9,9,7,9,8,8,8,10,9,6,6,5,5,0,3,5,5,5,1,10,10,8,0,1,5,0,0,1,10,50,50,5,16,7,25,3,7,2,,21,2,,0,1,,6,2,1,1,213,0
29.04.2020 15:37:49,789,CROATIA,HR,5,0,10,10,10,5,10,10,0,5,10,10,10,10,10,100,0,0,10,5,10,10,10,10,10,10,7,10,10,0,10,10,10,10,0,10,0,10,10,0,10,10,10,10,6,8,9,10,0,10,10,10,10,0,3,4,10,0,0,10,10,10,0,3,0,6,0,5,10,10,40,10,16,10,50,0,0,2,,31,2,,0,3,,6,2,1,1,213,0
29.04.2020 15:38:39,817,CROATIA,HR,10,0,10,8,10,0,10,10,5,5,10,10,10,10,5,50,40,10,10,5,10,10,10,10,10,10,0,0,0,0,10,10,10,0,10,10,10,10,10,5,10,10,10,10,10,5,10,10,10,10,5,5,5,10,5,0,10,5,0,8,7,10,0,0,5,5,5,0,10,0,50,6,6,10,50,300,4,2,,38,3,,2,1,,3,1,1,1,213,10
29.04.2020 15:38:41,1458,CROATIA,HR,10,2,9,NA,8,5,5,8,NA,6,10,10,10,10,10,0,100,0,8,8,5,7,7,10,8,1,0,2,0,6,10,10,10,0,7,10,NA,10,10,7,7,10,7,3,6,8,9,8,2,6,8,7,5,2,7,3,6,7,4,10,10,6,0,0,0,7,7,5,5,0,30,4,3,8,50,300,4,2,,21,1,,0,4,,6,2,2,1,213,0
29.04.2020 15:38:45,7896,CROATIA,HR,5,8,6,8,2,2,4,8,5,8,6,7,8,7,8,90,10,0,6,8,6,5,5,9,9,8,7,9,7,8,7,5,5,3,5,7,7,7,2,8,8,7,6,5,5,4,4,5,5,4,8,7,5,8,5,5,6,5,4,5,6,6,1,8,8,0,6,6,7,20,50,5,16,8,50,3,4,2,,24,3,,2,6,,6,2,1,1,213,0
29.04.2020 15:39:07,1052,CROATIA,HR,10,1,10,10,10,10,10,10,5,10,10,10,10,10,10,20,80,0,8,9,2,5,5,10,5,5,0,0,5,0,10,10,10,0,0,10,10,10,5,5,6,7,5,10,5,10,7,10,5,10,5,7,10,5,5,5,6,5,5,10,10,5,0,8,0,0,0,5,10,0,10,5,3,5,50,300,4,2,,19,2,,0,4,,6,2,1,1,213,0
29.04.2020 15:41:00,656,CROATIA,HR,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,20,40,40,6,4,5,10,5,10,8,5,5,7,5,10,10,10,10,10,10,10,10,10,10,10,8,10,7,7,10,10,10,10,0,10,5,0,10,6,4,1,7,5,0,10,10,10,6,10,7,5,10,10,10,80,90,5,9,8,50,900,8,NA,NA,33,3,,2,1,,7,2,1,1,213,10
29.04.2020 15:41:18,1007,CROATIA,HR,8,1,9,4,10,2,9,10,9,9,10,10,4,10,10,50,25,25,6,6,0,2,0,9,1,7,1,3,3,0,10,9,10,0,1,10,7,10,9,5,NA,9,6,6,8,7,5,8,6,6,6,4,2,3,4,1,1,4,0,9,8,6,0,5,4,1,5,6,9,80,70,5,5,7,NA,NA,NA,2,,19,2,,0,1,,6,2,1,1,213,0
29.04.2020 15:42:38,855,CROATIA,HR,5,10,7,10,10,10,10,10,10,10,8,9,9,9,10,50,25,25,8,5,10,5,10,10,5,5,5,5,5,10,8,5,5,5,5,5,5,5,5,5,5,5,7,8,5,8,7,10,8,5,0,0,10,0,5,5,10,5,5,5,5,5,5,5,5,5,7,5,5,10,0,5,2,10,50,300,4,2,,35,3,,3,1,,5,2,1,1,213,0
