"RecordDate","Duration_sec","Country","Language","physical_contact__1","physical_contact__2","physical_contact__3","physical_contact__4","physical_contact__5","physical_hygiene__1","physical_hygiene__2","physical_hygiene__3","physical_hygiene__4","physical_hygiene__5","policy_support__1","policy_support__2","policy_support__3","policy_support__4","policy_support__5","generosity__1","generosity__2","generosity__3","psych_wellbeing1","psych_wellbeing2","collective_narcis__1","collective_narcis__2","collective_narcis__3","national_identity__1","national_identity__2","Conspiracy_theories__1","Conspiracy_theories__2","Conspiracy_theories__3","Conspiracy_theories__4","open_mindedness__1","open_mindedness__2","open_mindedness__3","open_mindedness__4","open_mindedness__5","open_mindedness__6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging__1","social_belonging__2","social_belonging__3","social_belonging__4","trait_self.control__1","trait_self.control__2","trait_self.control__3","trait_self.control__4","Self.esteem","Narcissism__1","Narcissism__2","Narcissism__3","Narcissism__4","Narcissism__5","Narcissism__6","Moral_ID__1","Moral_ID__2","Moral_ID__3","Moral_ID__4","Moral_ID__5","Moral_ID__6","Moral_ID__7","Moral_ID__8","Moral_ID__9","Moral_ID__10","risk_perception__1","risk_perception__2","political_ideology","moral_circle","health_cond","CRT1","CRT2","CRT3","sex","sex_other","age","marit_status","children","employ_status","employ_status_other","Ladder","urban","tested_positive","know_tested_positive","AttCheck_nobots","AttCheck2"
"2020-05-05 10:54:24","1183","USA","EN","7","3","8","7","9","7","7","3","2","6","2","2","0","0","3","86","8","6","5","6","2","8","5","8","6","4","3","2","2","4","8","7","7","0","1","5","5","8","8","5","4","2","4","6","7","5","6","4","6","6","4","3","6","4","3","6","5","1","2","8","8","3","1","8","5","2","7","6","7","20","30","9","5","5","25","3","7","1","","69","1","0","5","","7","2","1","1","213","0"
"2020-05-05 10:54:53","473","USA","EN","9","10","9","8","7","9","9","9","7","9","9","9","9","9","10","20","30","50","9","9","8","10","9","9","9","9","10","9","9","9","10","9","8","9","9","10","10","8","8","9","10","9","10","10","9","9","9","9","10","9","9","10","8","9","8","8","9","9","7","10","10","9","8","9","8","8","10","9","9","100","90","8","3","9","37","30","5","1","","35","3","2","1","","1","1","1","2","213","9"
"2020-05-05 10:56:18","463","USA","EN","10","2","10","9","10","10","10","9","9","9","9","9","8","9","8","80","20","0","7","7","5","5","5","9","9","6","3","4","3","10","7","9","8","1","1","8","10","9","7","7","7","7","9","8","10","10","10","9","8","7","3","2","8","2","3","1","2","2","2","6","5","6","5","5","5","5","5","5","5","10","20","6","4","7","50","300","4","1","","49","1","0","1","","5","1","1","1","213","0"
"2020-05-05 10:56:39","850","USA","EN","10","3","8","10","10","10","10","10","10","6","10","10","7","10","6","100","0","0","3","6","9","6","5","7","9","10","1","0","0","10","10","10","10","1","0","10","10","8","9","8","8","7","10","10","6","4","8","9","8","7","10","9","9","8","10","6","10","7","1","8","9","8","0","1","1","4","8","9","10","70","90","7","4","8","50","300","4","2","","20","1","0","2","","6","1","1","2","213","0"
"2020-05-05 10:57:30","1384","USA","EN","8","3","8","10","9","9","9","9","9","9","9","9","8","9","9","80","20","0","6","9","7","7","5","9","9","5","4","4","4","8","9","9","9","5","2","5","5","8","8","7","8","0","7","7","4","6","6","6","7","8","6","6","7","3","9","5","9","6","5","8","8","7","2","6","6","2","4","8","9","30","30","5","16","8","50","3","4","2","","75","1","0","5","","5","1","1","1","213","0"
"2020-05-05 10:57:42","1414","USA","EN","10","0","10","10","10","10","10","10","10","10","10","10","10","10","10","0","100","0","8","8","2","5","0","10","10","5","0","0","0","0","10","10","10","0","0","10","10","10","10","10","0","0","9","8","8","9","9","10","9","9","5","0","9","0","0","0","5","0","0","10","10","5","0","9","10","0","10","10","10","60","60","10","9","9","50","3","5","2","","74","3","3","5","","5","2","1","2","213","0"
"2020-05-05 10:58:17","669","USA","EN","9","1","9","9","9","9","10","10","9","10","9","9","8","8","8","1","69","30","6","5","5","2","4","10","9","1","1","1","1","2","9","9","9","1","2","8","8","8","8","7","7","7","8","8","1","7","7","5","1","9","4","1","8","1","7","4","8","7","1","8","8","3","3","5","7","1","8","8","9","90","10","3","4","6","50","300","4","1","","32","1","1","1","","5","1","1","2","213","0"
"2020-05-05 10:58:19","859","USA","EN","3","7","6","3","5","8","8","5","5","5","8","8","3","7","5","80","10","10","4","4","0","0","0","10","7","0","0","0","0","0","10","10","10","0","0","10","10","10","10","10","10","10","9","8","5","4","4","6","5","8","5","4","3","6","3","6","6","5","5","10","8","5","0","3","0","0","6","8","10","10","40","5","4","9","50 cents","300 minutes","7 hours","1","","20","1","0","2","","6","2","1","1","213","0"
"2020-05-05 10:58:36","693","USA","EN","10","0","10","10","10","8","8","9","8","10","10","10","10","10","10","25","75","0","8","6","0","1","4","5","2","0","0","0","5","1","0","9","8","0","2","9","7","9","7","5","7","7","8","10","7","7","7","8","8","10","1","0","8","3","5","2","5","5","0","7","7","5","0","6","5","2","5","5","8","30","50","5","14","8","50","300","7","2","","28","3","0","1","","8","1","1","1","213","0"
"2020-05-05 11:00:13","973","USA","EN","7","10","7","2","10","10","10","8","1","3","9","10","10","10","10","93","2","5","9","9","0","0","0","10","7","7","0","0","0","1","10","10","10","0","0","7","6","6","1","5","8","9","8","8","10","7","6","9","6","3","10","6","10","0","1","0","0","0","6","10","10","1","0","6","1","0","6","6","10","30","50","4","14","7","25","3","7","2","","19","1","0","4","","1","1","1","1","213","0"
