sex;age;children;education;household_size;marital_RO;physical_contact1;physical_contact2;physical_contact3;physical_contact4;physical_contact5;physical_hygiene1;physical_hygiene2;physical_hygiene3;physical_hygiene4;physical_hygiene5;policy_support1;policy_support2;policy_support3;policy_support4;policy_support5;generosity1;generosity2;generosity3;psych_wellbeing1;psych_wellbeing2;collective_narcis1;collective_narcis2;collective_narcis3;national_identity1;national_identity2;conspiracy_theories1;conspiracy_theories2;conspiracy_theories3;conspiracy_theories4;open_mindness1;open_mindness2;open_mindness3;open_mindness4;open_mindness5;open_mindness6;morality_as_cooperat1;morality_as_cooperat2;morality_as_cooperat3;morality_as_cooperat4;morality_as_cooperat5;morality_as_cooperat6;morality_as_cooperat7;trait_optimism1;trait_optimism2;social_belonging1;social_belonging2;social_belonging3;social_belonging4;trait_self_control1;trait_self_control2;trait_self_control3;trait_self_control4;self_esteem;narcissism1;narcissism2;narcissism3;narcissism4;narcissism5;narcissism6;moral_identity1;moral_identity2;moral_identity3;moral_identity4;moral_identity5;moral_identity6;moral_identity7;moral_identity8;moral_identity9;moral_identity10;risk_perception1;risk_perception2;political_ideology;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;moral_circle1;health;employment;employment_other;ladder_answer;urban;tested_positive;know_tested_positive;marital
2;55;0;7;2;6;98;0;88;93;100;94;100;100;96;100;100;100;77;100;86;100;70;0;3;6;5;5;7;10;9;5;1;1;2;0;10;10;10;0;0;10;9;10;8;7;9;10;7;9;9;9;10;10;4;8;9;6;5;7;0;0;3;5;1;10;9;5;0;8;8;0;9;9;10;75;70;6;5;5;24;4;29;15;14;8;1; ;6;1;1;1;1
1;51;1;7;3;3;82;93;92;100;100;100;100;100;82;100;100;100;56;97;100;0;150;20;6;7;6;7;10;10;10;10;6;2;8;2;10;10;10;1;1;10;10;10;10;10;8;8;10;10;10;10;10;10;10;10;7;7;10;4;2;2;4;2;2;10;10;10;1;7;8;2;10;9;10;16;23;8;105;5;47;4;30;15;16;8;1; ;6;1;1;1;3
1;57;0;7;4;3;100;30;100;100;100;98;100;100;99;50;100;100;0;100;50;170;0;0;5;4;5;5;5;0;0;10;8;10;5;5;10;0;10;0;5;10;5;10;5;5;5;10;8;8;9;5;10;10;10;10;4;5;8;8;5;3;5;5;0;10;10;5;0;5;5;5;0;2;5;20;50;6;100;5;47;4;1;15;1;4;1; ;5;1;1;1;3
1;34;0;5;2;1;85;0;100;74;100;66;53;80;54;83;67;68;62;72;100;0;100;70;7;5;5;7;6;3;2;8;5;3;3;3;10;9;10;3;3;7;9;9;8;9;7;9;9;9;7;8;10;9;8;8;7;7;6;4;4;6;6;5;8;8;9;5;2;7;5;3;2;7;10;80;89;5;100;5;24;4;15;20;16;7;1; ;1;1;1;1;1
1;20;2;2;5;1;100;44;100;32;22;100;42;72;20;21;100;100;31;67;36;50;60;60;8;9;2;6;3;10;7;2;1;0;0;0;10;10;10;9;1;7;7;8;10;5;4;7;10;4;7;7;8;10;4;7;10;8;3;3;2;7;4;1;0;7;8;10;4;4;0;4;6;9;7;28;55;1;10;100;20;4;30;20;1;6;4; ;5;2;1;1;1
2;19;1;5;4;1;100;10;74;100;76;72;60;100;5;100;0;0;0;0;60;50;60;60;3;4;5;6;4;10;6;10;8;4;10;3;10;10;10;0;0;3;10;7;8;4;5;9;7;8;10;9;10;9;7;10;9;0;9;1;3;0;7;9;0;10;10;6;0;10;2;0;8;8;9;36;36;2;100;5;24;4;1;20;6;8;4; ;6;1;1;1;1
1;34;2;7;4;3;100;4;97;90;85;100;100;100;100;98;100;100;80;100;97;70;50;50;10;9;6;7;5;10;6;0;0;0;2;1;9;8;9;0;2;8;9;10;9;8;6;7;9;8;8;7;7;10;7;8;6;6;7;2;1;1;0;1;0;7;8;8;0;8;2;1;1;8;10;25;76;7;100;100;47;4;31;15;14;8;1; ;5;2;1;1;3
1;40;0;7;2;3;98;7;96;97;100;99;99;99;90;100;99;98;89;100;100;100;70;0;8;5;5;2;3;6;5;0;0;0;0;0;10;10;10;0;0;5;1;8;1;6;3;8;5;7;5;6;7;8;7;6;3;4;7;4;1;2;4;4;2;6;6;5;2;5;5;5;5;8;5;50;40;5;100;5;47;4;31;15;11;9;3; ;4;1;1;1;3
1;61;0;7;2;3;96;3;99;89;97;97;97;92;98;99;96;91;91;95;90;40;100;30;6;6;7;8;9;9;9;9;10;9;10;9;9;9;10;9;9;9;9;10;10;10;9;10;10;9;10;10;9;9;10;9;9;10;9;9;10;10;10;9;10;10;9;10;9;9;9;10;10;10;10;90;86;7;10;50;5;5;5;5;2;5;5; ;5;1;1;1;3
1;38;0;6;3;1;95;0;85;91;94;94;98;90;80;87;82;31;37;31;61;20;100;50;4;3;5;4;6;6;5;9;7;7;8;7;6;5;7;7;8;8;7;7;8;7;5;7;7;6;6;6;4;6;7;6;6;8;6;5;5;6;6;6;6;6;6;6;6;6;8;7;7;5;6;37;49;6;100;5;24;8;30;20;1;5;1; ;3;1;1;1;1
2;23;0;7;4;1;79;31;32;77;66;77;77;76;81;77;77;83;73;78;83;50;100;20;8;7;8;8;8;8;8;8;7;7;9;9;8;7;8;8;8;8;8;8;8;8;9;8;9;8;9;6;7;8;8;5;4;5;7;7;0;6;0;4;4;6;4;3;3;3;3;6;0;6;6;23;29;6;100;100;48;10;5;10;1;7;1; ;3;1;1;1;1
1;57;0;5;2;2;86;1;100;99;100;100;100;100;98;100;75;100;100;100;100;80;70;20;4;3;8;9;9;10;10;5;3;3;2;5;10;10;10;10;5;10;10;10;10;10;1;2;5;4;9;9;10;10;5;4;9;0;5;10;4;0;2;8;0;9;9;5;0;9;5;2;0;9;10;51;96;0;105;1;24;4;15;20;14;2;1; ;3;2;1;1;2
2;26;1;6;4;3;100;0;91;100;100;100;87;100;100;100;90;100;100;100;100;120;40;10;2;4;10;8;6;10;10;6;0;4;2;2;10;10;10;0;0;10;10;9;9;10;7;10;10;8;8;10;10;8;7;10;8;2;10;1;5;0;7;1;0;10;10;6;0;10;10;0;3;4;10;10;52;5;105;100;24;8;30;15;5;9;1; ;7;1;1;1;3
1;33;0;7;2;1;69;13;72;76;64;95;80;80;74;71;73;76;96;73;73;50;100;20;3;2;3;3;8;9;9;6;9;7;8;5;8;8;9;2;3;8;8;8;8;8;8;8;7;6;6;6;6;6;6;6;4;4;4;0;1;1;1;1;1;6;7;7;6;6;6;6;6;6;6;51;57;10;109;10;5;12;15;5;1;6;1; ;4;1;1;1;1
2;67;0;6;1;5;96;2;98;98;98;97;99;99;98;99;99;99;99;99;98;0;120;50;9;9;7;8;6;8;8;2;5;5;5;1;9;9;9;1;1;9;9;9;9;10;2;9;10;10;9;9;9;9;9;9;1;1;5;1;1;1;5;5;1;9;9;8;1;9;9;1;9;9;10;50;91;9;105;100;24;8;15;20;16;7;5; ;5;1;1;1;1
1;27;0;7;1;1;90;11;87;100;100;100;100;100;74;100;100;100;100;100;100;100;70;0;3;8;2;0;4;10;8;0;0;0;0;2;8;9;10;0;1;8;6;8;9;7;8;9;3;7;8;7;6;9;1;2;9;9;6;7;6;4;5;4;1;8;7;0;0;4;6;2;0;0;9;25;20;7;100;5;24;4;14;20;10;4;1; ;8;1;1;1;1
2;28;0;6;2;2;100;0;100;100;100;100;100;100;100;100;30;100;100;100;100;170;0;0;4;2;0;7;8;10;3;7;3;10;5;10;10;10;10;0;0;1;6;9;10;10;5;6;7;3;4;2;4;10;6;8;10;10;5;8;4;4;8;3;1;10;10;6;0;6;7;0;0;8;8;35;81;5;100;1;47;4;1;12;10;3;1; ;0;1;1;1;2
2;55;1;7;4;3;96;0;92;98;100;88;89;100;86;100;92;100;61;88;93;150;15;5;6;5;4;6;5;9;7;1;6;3;6;4;8;9;8;0;2;10;7;10;7;5;4;2;5;6;6;8;6;8;9;9;9;4;6;5;6;4;5;5;1;6;6;4;0;5;4;4;6;6;6;64;20;7;100;5;24;4;31;20;1;6;1; ;7;1;1;1;3
1;31;0;7;1;1;100;100;100;100;100;100;100;100;50;50;30;22;23;27;5;170;0;0;5;5;5;5;5;9;10;9;9;7;8;0;10;10;10;0;0;10;5;10;8;10;10;1;10;10;10;10;10;10;10;10;8;3;10;0;4;0;5;5;6;10;10;9;10;10;10;5;10;8;10;83;88;10;10;5;24;4;30;20;1;8;1; ;0;1;1;1;1
2;55;0;6;4;3;0;96;89;22;96;98;50;98;5;1;0;0;0;0;0;0;70;100;0;1;0;0;8;10;5;10;8;10;8;0;10;10;10;0;0;10;6;10;5;2;5;5;5;5;5;5;10;10;5;5;5;0;8;0;5;9;5;5;5;9;7;5;0;5;5;3;5;5;5;4;4;9;105;5;47;4;15;20;1;9;1; ;3;1;1;1;3
1;30;0;7;2;1;96;2;95;93;100;98;95;97;94;74;100;100;98;98;100;0;100;70;6;7;0;7;2;10;5;5;0;5;3;1;10;8;7;0;4;9;8;9;9;9;9;10;9;7;7;7;8;8;8;8;5;9;9;2;3;6;1;3;0;8;7;6;0;6;1;8;8;7;7;73;100;5;105;5;24;16;15;15;1;9;1; ;5;1;1;1;1
1;44;1;7;4;3;99;2;98;96;99;72;69;71;99;99;98;98;59;99;98;0;150;20;9;9;10;10;10;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;10;10;10;10;10;10;10;10;10;0;0;10;0;5;0;5;5;0;10;10;5;0;10;10;0;5;7;10;0;4;5;105;5;47;4;15;15;16;9;1; ;8;1;1;1;3
1;22;0;5;4;1;58;34;38;45;57;82;81;90;80;69;62;58;66;70;62;0;170;0;6;7;7;6;7;10;10;7;8;4;5;5;6;6;5;6;4;6;6;6;5;5;4;6;7;6;6;6;5;5;6;6;7;2;6;1;1;1;2;3;0;4;6;5;5;5;2;6;6;6;6;0;100;5;100;100;48;8;15;60;6;5;2; ;5;1;1;1;1
1;59;0;5;2;3;100;0;100;93;100;100;100;100;92;100;100;100;100;100;100;70;70;30;7;8;5;5;5;10;10;5;5;5;5;3;9;4;10;2;3;5;5;10;8;8;4;1;4;6;6;5;5;9;7;7;5;3;7;5;5;4;5;4;0;9;8;8;2;6;5;4;4;4;7;10;60;10;105;5;47;4;29;15;11;4;1; ;4;2;1;1;3
1;43;0;7;1;1;90;100;100;100;100;100;100;100;89;100;70;100;70;100;100;0;150;20;8;6;0;0;0;10;2;3;0;0;0;7;10;8;8;0;0;10;8;10;8;2;3;1;10;10;0;0;0;8;10;10;3;0;8;0;0;0;0;0;0;10;10;0;1;10;10;0;0;0;10;80;80;5;100;100;24;8;15;20;1;8;1; ;5;2;1;1;1
1;44;0;3;2;3;82;89;86;90;95;85;77;72;62;75;58;100;80;93;82;150;10;10;5;5;6;5;6;10;9;4;6;6;5;5;7;7;7;5;4;8;8;8;7;6;6;3;5;6;7;7;7;7;6;6;5;4;8;6;6;5;5;5;3;5;5;5;5;5;5;5;5;5;5;68;79;5;100;5;96;4;15;20;2;7;1; ;5;1;1;1;3
2;24;0;5;2;2;83;48;66;79;85;87;77;100;100;100;41;71;63;49;58;0;100;70;2;4;3;5;2;7;7;0;0;0;0;1;10;10;10;0;0;7;7;7;8;7;7;8;0;4;5;3;4;9;8;8;3;7;7;5;3;0;0;5;0;7;8;7;1;7;7;3;7;7;6;42;62;5;105;5;24;4;30;20;10;4;1; ;4;1;1;1;2
2;25;0;7;2;1;100;82;100;99;100;50;68;99;71;98;79;50;2;55;79;136;17;17;5;3;7;3;3;10;10;6;6;4;4;2;2;7;9;0;0;10;8;7;8;7;6;10;5;7;2;7;7;7;5;7;7;4;9;3;3;2;3;6;3;10;8;7;0;7;6;0;8;9;10;22;75;4;100;5;24;4;30;15;14;10;6;liber profesionist;3;1;1;1;1
2;40;1;7;3;3;74;23;78;86;81;93;96;95;99;91;50;61;27;40;76;0;100;70;9;7;5;5;5;6;7;8;7;10;8;5;9;8;7;2;2;8;5;10;8;4;5;7;9;9;5;5;6;6;5;7;5;5;8;6;6;5;6;8;5;6;8;7;2;5;6;2;5;5;6;25;50;5;100;5;47;4;30;20;16;5;1; ;4;1;1;1;3
2;20;0;5;4;1;100;39;100;100;100;23;15;63;90;84;0;57;64;55;34;50;50;70;3;2;0;7;4;10;4;6;4;6;6;4;10;10;7;3;4;7;4;9;7;7;5;7;4;4;4;5;4;2;7;6;6;8;7;6;4;4;5;2;7;7;4;4;2;0;0;4;1;0;6;7;20;1;105;5;47;4;29;15;16;8;4; ;4;2;1;1;1
2;52;0;7;3;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;20;5;5;0;0;5;10;5;7;7;8;0;0;10;10;10;0;0;5;5;10;10;5;5;10;5;6;5;4;7;7;5;9;0;0;5;5;0;5;5;10;0;10;10;5;0;10;5;0;0;0;10;51;100;5;100;5;7;4;30;20;1;8;1; ;5;1;1;1;3
2;49;0;4;3;3;97;7;94;98;95;95;95;95;96;93;93;98;95;96;96;50;70;50;9;10;9;10;10;9;10;10;10;10;10;1;9;10;9;10;4;10;10;10;10;10;10;9;10;10;10;10;10;10;9;10;10;0;10;9;10;9;9;9;10;10;9;9;10;9;9;10;10;10;9;7;5;10;10;100;24;4;15;20;10;10;3; ;5;1;1;1;3
1;34;0;7;1;1;100;7;100;100;100;100;100;100;100;100;50;50;50;100;100;100;70;0;6;5;0;0;0;10;0;2;0;0;0;0;0;10;10;0;5;9;5;10;9;5;5;10;1;4;3;9;5;7;0;4;10;10;7;0;0;0;0;0;0;5;7;5;0;5;2;0;5;0;7;100;100;5;105;5;47;4;31;15;5;5;3; ;5;1;1;1;1
2;29;0;7;1;1;92;5;86;93;95;92;98;94;95;94;99;100;100;100;100;0;85;85;6;5;6;6;6;0;1;10;0;10;10;0;10;10;10;0;0;10;10;10;10;4;10;0;10;9;9;9;9;10;0;9;9;9;10;10;6;0;9;9;0;10;10;10;0;10;10;0;10;7;9;0;31;5;10;100;48;4;15;60;1;10;1; ;3;1;1;1;1
2;55;0;5;4;3;100;100;100;100;99;100;100;100;100;100;100;50;30;100;100;0;85;85;5;4;5;5;10;10;10;8;5;0;0;0;10;10;10;0;0;10;10;10;10;10;5;0;7;8;8;8;8;7;5;5;5;0;7;5;5;0;5;3;0;10;10;5;0;5;5;0;0;5;10;50;50;0;100;100;24;8;30;20;10;8;1; ;5;1;1;1;3
1;47;0;7;3;2;100;0;100;100;100;100;100;100;61;69;100;100;100;100;100;166;2;2;1;2;10;10;10;10;10;3;3;3;3;5;5;7;7;3;5;10;10;10;10;10;10;10;7;7;7;7;7;7;7;8;6;5;7;6;6;4;6;6;7;8;7;7;1;8;6;2;7;8;9;61;60;7;100;100;24;16;30;20;1;4;1; ;5;1;1;1;2
1;43;0;5;3;2;99;26;17;14;6;97;90;97;77;74;73;27;68;73;100;100;69;1;7;4;4;3;4;8;4;9;10;10;10;2;10;10;10;1;8;7;4;8;8;8;4;0;2;7;7;7;7;7;3;7;2;4;8;3;2;7;2;1;3;7;7;7;4;7;7;7;3;4;8;92;96;6;100;5;24;4;30;15;16;1;1; ;3;1;1;1;2
1;48;0;3;1;1;0;100;0;100;100;100;0;100;0;0;100;100;0;100;0;70;50;50;5;4;10;10;10;10;10;10;10;10;10;0;10;10;10;0;0;10;10;10;10;10;0;0;2;2;1;2;2;5;10;10;0;0;8;7;0;0;0;0;6;10;0;0;0;1;3;0;1;2;9;79;74;0;10;100;24;2;15;20;1;3;1; ;5;1;1;1;1
2;50;0;6;3;3;100;100;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;70;5;8;5;5;3;5;4;1;2;2;2;2;9;8;9;1;1;2;3;10;10;9;9;10;3;7;5;7;7;8;8;5;8;5;5;1;1;1;2;1;1;9;8;2;0;7;7;0;1;7;10;50;50;8;105;5;47;4;15;15;16;6;1; ;5;1;1;1;3
2;49;0;3;2;3;97;3;97;98;96;85;88;98;100;96;50;50;55;82;39;120;25;25;5;5;5;5;5;5;5;5;5;5;5;4;10;10;9;0;5;9;5;10;5;5;4;8;7;3;4;5;5;10;8;7;3;1;8;5;4;4;5;5;2;7;10;7;0;8;6;0;0;4;5;0;3;5;105;5;24;4;30;15;1;8;6;casnic;0;1;1;1;3
1;36;0;4;1;1;38;0;100;100;100;100;100;100;83;100;100;100;100;100;100;70;50;50;10;9;8;8;10;10;10;7;8;8;7;6;10;10;10;0;0;10;10;10;10;10;0;0;10;10;10;10;10;10;9;10;6;0;10;1;0;1;4;8;0;10;10;7;0;10;10;0;7;8;8;77;32;10;100;5;24;4;15;0;16;10;2; ;5;1;1;1;1
1;41;0;7;2;3;76;28;77;85;77;86;68;72;89;75;76;65;78;84;85;150;10;10;6;6;3;5;4;5;4;6;6;7;7;4;6;6;7;3;4;6;6;9;7;8;7;4;7;7;6;4;5;7;3;5;7;5;7;4;3;4;2;2;3;7;6;7;8;3;6;8;6;3;6;37;66;5;100;100;47;4;0;3;5;6;1; ;6;1;2;2;3
1;38;0;4;2;3;100;0;100;100;100;100;96;92;100;100;49;39;0;54;100;0;170;0;6;4;5;5;5;10;10;0;0;0;0;0;10;10;10;2;0;10;10;10;10;10;10;10;8;10;6;6;6;6;6;6;6;6;5;6;6;6;6;6;6;10;0;5;6;6;6;6;6;6;6;52;55;6;100;5;24;4;1;3;1;3;1; ;5;1;1;1;3
1;31;0;7;5;2;75;22;35;100;100;77;73;84;82;74;13;100;55;34;37;0;100;70;10;6;7;10;10;10;10;10;10;10;10;6;10;10;10;0;10;10;10;7;7;7;7;8;9;9;10;10;10;0;10;8;7;3;5;4;1;1;1;2;0;3;10;8;0;8;7;8;9;8;8;0;0;10;100;100;3;8;30;3;1;9;2; ;10;1;1;1;2
2;58;0;7;3;3;85;0;10;90;100;100;75;100;15;17;74;93;51;95;10;100;35;35;1;2;0;0;0;10;5;0;0;0;0;5;10;10;10;0;0;5;5;10;10;1;2;10;1;5;6;8;10;10;9;9;5;1;5;2;0;1;1;1;1;5;5;0;1;6;7;2;0;5;2;50;50;8;100;5;24;4;30;20;16;9;1; ;8;1;1;1;3
2;22;0;7;3;1;94;58;100;100;100;54;100;100;66;100;48;52;6;17;14;150;20;0;4;5;5;7;4;7;10;8;5;7;7;3;8;9;9;1;1;9;8;9;8;5;8;8;7;7;8;6;7;8;6;8;6;7;8;2;5;1;1;2;1;7;7;7;6;6;7;6;8;6;7;39;67;5;10;100;24;4;30;10;11;6;4; ;5;1;1;1;1
1;41;0;6;4;3;100;9;100;100;100;75;80;100;89;100;50;100;75;100;50;80;70;20;0;1;5;5;0;10;0;8;8;10;10;5;0;10;10;0;0;10;5;10;9;9;8;10;3;1;5;1;5;10;5;4;3;1;6;1;0;5;4;2;0;9;8;0;0;9;5;0;5;5;10;10;35;5;105;5;24;4;1;20;1;3;6;Casnic-bolnav;0;2;1;1;3
2;28;1;5;3;3;100;100;100;100;95;93;100;100;100;95;80;100;81;100;100;0;100;70;10;8;9;9;7;9;9;9;9;7;8;9;9;9;8;6;8;8;10;10;9;10;10;8;7;8;9;8;8;10;8;10;9;3;6;7;10;10;8;9;8;8;7;10;8;8;8;7;8;8;9;8;0;7;10;100;24;4;15;20;1;7;3; ;0;2;1;1;3
2;61;0;7;2;3;0;100;100;100;100;100;100;100;94;0;100;100;65;100;100;0;170;0;6;6;6;3;4;10;5;7;0;0;0;7;7;10;9;0;0;7;8;10;9;10;10;2;7;8;10;10;10;10;8;8;10;0;7;6;8;0;6;7;0;8;7;8;5;7;7;6;8;7;6;50;50;0;10;100;24;8;30;20;1;8;5; ;5;1;1;2;3
2;60;0;7;2;2;96;3;97;76;98;99;99;99;98;74;100;50;50;75;0;100;40;30;9;7;0;5;5;10;10;0;0;0;0;8;10;10;10;0;0;10;8;10;10;10;0;10;10;10;7;9;9;10;7;10;5;6;9;0;0;0;5;5;5;10;10;0;0;9;0;0;0;9;5;10;50;10;10;5;47;4;15;15;7;10;1; ;6;1;1;1;2
1;64;0;7;3;3;98;1;50;89;100;98;99;99;73;76;99;77;80;100;99;10;100;60;5;5;5;5;3;10;9;10;0;5;0;4;10;10;10;0;0;8;8;10;7;5;8;10;9;9;5;4;6;4;5;7;9;10;7;5;4;9;6;1;5;10;7;5;1;2;9;0;7;6;9;10;33;5;105;100;12;4;15;15;16;3;5; ;5;1;1;1;3
1;58;0;7;2;3;100;0;100;100;100;100;100;100;100;100;100;100;50;100;100;120;40;10;8;4;5;5;5;10;8;0;0;0;0;4;10;10;10;0;0;10;10;10;10;10;10;10;8;8;10;10;10;10;9;9;7;2;8;2;2;0;4;3;1;1;4;2;1;4;9;1;1;6;2;70;60;8;100;5;47;4;30;15;12;8;5; ;5;1;1;1;3
2;36;0;7;2;2;52;64;91;87;98;81;82;96;96;95;54;30;65;72;62;170;0;0;4;2;2;3;2;4;5;9;10;8;7;5;5;3;6;6;6;7;6;9;7;8;7;7;7;6;6;6;7;7;7;7;6;7;7;6;6;6;7;6;7;6;7;6;6;6;6;6;6;7;6;50;50;5;100;5;1;4;30;20;1;5;1; ;4;1;1;1;2
1;36;0;6;8;1;90;100;100;100;95;89;88;76;0;100;100;100;100;100;100;50;60;60;0;4;10;10;10;10;10;10;10;10;10;0;0;0;0;5;5;10;10;10;10;10;10;10;5;8;6;3;3;9;2;9;9;7;7;10;7;10;8;5;10;10;9;2;4;1;1;1;1;0;10;100;100;5;100;100;24;8;15;20;16;3;1; ;2;1;1;1;1
2;28;1;6;5;3;62;66;19;93;100;100;100;100;90;88;55;93;57;100;100;70;50;50;0;8;6;7;6;9;10;5;5;0;0;4;10;0;10;0;6;7;5;9;8;9;0;0;10;10;8;9;6;5;4;1;5;1;10;8;4;0;2;6;10;10;6;10;10;8;5;6;6;9;9;80;38;5;109;100;24;4;15;20;1;6;3; ;5;1;1;1;3
2;60;0;5;7;3;100;0;100;100;100;100;100;100;59;73;100;100;100;100;100;70;100;0;8;8;6;0;0;10;10;10;8;8;10;0;10;0;10;0;10;0;3;10;10;10;0;10;10;10;10;6;8;10;10;10;9;8;0;0;0;0;0;2;0;5;6;8;0;9;5;5;0;7;10;0;100;5;100;5;24;4;30;20;14;7;1; ;5;2;1;1;3
1;32;0;7;3;1;82;12;82;93;95;77;63;89;57;92;50;50;40;54;66;100;50;20;5;6;5;5;5;10;6;0;5;4;5;2;9;10;9;0;1;10;8;9;9;7;6;3;7;6;4;5;6;7;5;7;4;1;2;5;5;2;5;5;1;8;7;6;0;8;5;0;5;6;8;9;55;5;100;5;24;4;15;20;3;9;1; ;5;1;1;1;1
2;33;1;6;5;3;100;0;100;53;50;100;100;100;51;51;100;100;100;100;53;150;10;10;5;5;2;4;0;5;5;10;10;7;10;2;9;8;8;0;3;9;7;9;8;10;2;9;10;10;10;10;10;8;7;10;3;1;10;5;8;10;6;8;5;10;10;7;0;5;2;1;0;2;10;10;22;5;100;100;24;2;29;20;5;8;1; ;8;1;1;1;3
2;55;1;7;2;5;96;14;93;93;100;50;63;100;37;100;100;100;100;100;100;100;70;0;4;5;9;9;5;10;10;5;5;5;5;2;9;10;10;0;0;10;6;10;10;10;9;10;4;10;9;10;9;10;8;5;8;1;5;9;3;0;7;2;0;10;10;10;0;10;10;0;10;10;10;0;15;2;105;100;47;4;31;15;5;3;5; ;4;1;1;1;1
2;51;0;7;4;3;100;3;98;100;100;73;99;99;98;97;100;99;88;100;100;70;70;30;9;5;1;4;5;10;9;5;5;5;5;3;8;8;6;2;4;5;3;4;7;7;5;1;5;7;5;4;6;9;7;5;5;5;8;5;5;8;6;6;5;7;5;5;1;5;6;4;5;4;5;1;99;5;100;5;47;4;30;20;1;5;1; ;1;1;1;1;3
2;42;0;5;3;1;96;93;86;94;94;93;96;98;95;95;91;92;95;81;99;0;70;100;10;9;10;7;9;9;9;10;9;9;9;9;9;9;8;9;8;8;9;9;9;9;9;9;10;7;9;9;8;8;8;9;9;9;4;8;8;9;9;9;9;4;7;6;7;8;9;8;9;9;9;90;72;9;51;36;2;1;12;18;10;10;5; ;10;1;2;1;1
1;59;0;7;2;3;100;0;100;100;100;100;100;100;100;100;86;100;100;100;100;90;40;40;8;8;10;10;10;10;10;5;5;5;5;0;10;10;10;0;0;5;6;10;10;8;3;9;9;9;9;8;9;9;10;10;5;5;10;5;7;5;5;5;3;10;10;5;0;9;9;0;4;5;10;31;30;2;105;5;47;4;15;15;16;8;1; ;7;1;1;1;3
1;65;0;7;2;3;1;0;53;100;100;0;100;100;53;55;100;100;100;100;100;100;70;0;5;10;0;5;10;10;10;10;1;1;1;10;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;10;10;10;10;10;0;10;10;10;0;10;10;0;10;10;10;0;52;0;105;5;47;4;30;15;1;10;1; ;5;1;1;1;3
1;61;1;5;3;3;27;66;79;76;100;50;50;50;28;18;22;22;10;86;93;170;0;0;2;5;2;8;2;3;3;10;10;10;9;5;10;10;5;2;2;5;5;9;8;8;9;9;5;5;2;2;3;4;9;5;7;3;5;5;2;5;2;2;4;5;4;1;1;5;1;5;2;2;3;71;3;5;105;5;47;4;29;15;1;5;1; ;4;1;1;2;3
1;38;2;7;4;3;86;24;98;100;100;100;100;100;100;100;100;100;100;100;100;100;70;0;7;8;10;8;0;10;7;5;2;10;0;10;10;10;10;0;0;10;10;10;7;8;4;10;10;10;10;10;10;10;10;10;0;0;10;0;0;1;5;4;0;10;10;9;0;10;7;1;5;5;0;50;50;5;105;5;24;4;15;20;14;10;1; ;5;1;1;1;3
1;53;0;5;1;1;94;1;95;95;94;95;97;92;92;96;96;95;98;95;99;0;140;30;4;2;5;9;9;10;10;5;1;1;2;3;6;2;7;1;1;7;9;9;9;8;2;8;8;8;8;9;9;9;6;9;7;4;7;1;2;1;2;3;0;9;9;9;0;9;9;0;9;9;9;21;57;9;100;100;24;4;1;0;1;9;1; ;5;1;1;1;1
1;45;0;6;3;2;52;72;73;89;100;100;100;100;95;100;17;70;1;21;14;100;35;35;1;1;1;2;1;10;10;10;2;10;10;2;10;10;10;2;2;10;10;10;10;10;5;10;10;10;10;10;10;10;1;10;2;1;8;2;5;2;2;2;1;10;10;10;1;10;10;1;8;10;10;3;5;10;100;5;24;4;30;20;1;7;1; ;4;1;1;1;2
1;63;0;7;2;3;88;87;88;90;100;87;89;98;96;99;82;94;87;99;96;30;100;40;4;4;3;6;5;9;9;2;2;2;3;8;10;9;9;1;3;9;9;8;8;8;6;7;6;7;8;8;8;9;9;8;6;4;6;3;3;1;1;2;0;9;8;3;2;3;4;6;6;7;8;40;70;3;100;150;1;4;15;20;12;7;1; ;4;1;1;1;3
1;27;0;7;4;1;100;31;100;100;100;100;100;100;100;100;100;100;0;100;100;100;60;10;0;6;10;6;5;10;10;10;10;10;10;0;2;6;7;0;0;10;10;9;10;6;10;8;4;7;9;7;3;0;3;5;7;1;10;5;6;3;2;8;1;9;2;7;5;1;6;7;2;5;5;2;100;5;10;5;6;8;15;2;1;10;1; ;5;2;1;1;1
1;24;1;5;3;3;92;16;83;80;83;90;87;89;88;88;92;92;95;90;90;150;15;5;6;7;7;7;7;10;8;6;6;7;6;1;9;9;8;9;1;8;8;8;8;8;8;8;7;8;6;6;7;8;6;7;7;8;8;7;7;1;6;7;1;9;8;9;0;9;8;1;7;8;8;70;84;4;105;5;47;4;15;15;5;8;1; ;7;1;1;1;3
1;39;1;7;3;3;100;10;94;98;100;98;96;100;96;94;84;99;80;84;83;100;50;20;4;4;5;5;5;5;5;5;5;5;5;5;9;9;5;3;5;5;5;5;5;5;5;5;7;9;5;6;7;7;5;7;3;2;7;5;5;5;5;5;6;6;6;6;0;6;5;2;3;6;5;50;51;5;100;5;47;4;15;20;5;8;1; ;3;1;1;1;3
