sex;age;children;education;household_size;marital_RO;physical_contact1;physical_contact2;physical_contact3;physical_contact4;physical_contact5;physical_hygiene1;physical_hygiene2;physical_hygiene3;physical_hygiene4;physical_hygiene5;policy_support1;policy_support2;policy_support3;policy_support4;policy_support5;generosity1;generosity2;generosity3;psych_wellbeing1;psych_wellbeing2;collective_narcis1;collective_narcis2;collective_narcis3;national_identity1;national_identity2;conspiracy_theories1;conspiracy_theories2;conspiracy_theories3;conspiracy_theories4;open_mindness1;open_mindness2;open_mindness3;open_mindness4;open_mindness5;open_mindness6;morality_as_cooperat1;morality_as_cooperat2;morality_as_cooperat3;morality_as_cooperat4;morality_as_cooperat5;morality_as_cooperat6;morality_as_cooperat7;trait_optimism1;trait_optimism2;social_belonging1;social_belonging2;social_belonging3;social_belonging4;trait_self_control1;trait_self_control2;trait_self_control3;trait_self_control4;self_esteem;narcissism1;narcissism2;narcissism3;narcissism4;narcissism5;narcissism6;moral_identity1;moral_identity2;moral_identity3;moral_identity4;moral_identity5;moral_identity6;moral_identity7;moral_identity8;moral_identity9;moral_identity10;risk_perception1;risk_perception2;political_ideology;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;moral_circle1;health;employment;employment_other;ladder_answer;urban;tested_positive;know_tested_positive;marital
2;40;0;7;3;1;97;0;90;100;100;100;99;100;54;100;24;20;12;100;87;100;35;35;3;2;0;1;0;0;0;10;10;10;6;2;10;10;10;0;0;7;5;10;6;7;5;10;9;9;6;7;9;7;4;7;4;8;7;5;6;3;8;4;1;10;8;1;1;9;8;2;7;7;10;2;16;5;100;100;1;8;31;15;15;8;3; ;5;1;1;2;1
2;24;0;5;2;2;80;0;70;80;80;80;80;80;80;0;100;100;100;100;100;0;85;85;5;5;5;5;5;5;6;5;0;0;0;5;6;6;5;0;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;1;1;1;1;1;1;5;5;5;0;5;0;0;5;5;5;10;10;5;10;10;24;8;15;20;16;5;2; ;5;1;1;1;2
1;41;2;7;4;3;26;10;88;24;93;81;74;90;27;75;72;88;78;79;85;150;20;0;7;6;2;4;3;10;9;10;6;3;3;1;9;9;8;0;2;8;7;7;8;3;7;3;7;3;7;3;7;7;8;7;3;7;7;7;7;7;6;6;4;7;3;6;6;6;6;6;6;6;7;58;54;8;10;5;47;4;29;20;1;9;1; ;4;1;1;2;3
2;33;1;7;4;1;100;0;100;75;93;100;100;100;88;52;100;96;96;100;98;150;20;0;3;5;8;8;9;10;10;7;5;3;5;4;10;10;10;0;0;8;7;10;8;8;5;9;10;5;4;6;6;8;4;8;5;2;9;5;5;1;5;7;2;5;7;8;1;8;3;2;5;2;5;50;90;5;105;5;47;4;30;15;1;10;1; ;5;2;1;1;1
1;38;1;7;3;3;77;100;100;100;100;100;95;98;90;89;100;68;20;61;58;100;50;20;8;8;5;4;0;4;2;8;2;1;1;2;9;8;2;0;0;1;1;10;5;8;2;10;8;9;8;10;9;7;3;3;4;4;6;6;1;0;4;0;1;6;8;4;1;1;1;2;4;1;5;6;18;0;5;5;24;4;15;10;1;8;3; ;5;1;1;2;3
2;35;0;7;1;1;100;10;100;100;100;100;100;100;100;70;0;70;40;75;85;100;50;20;8;8;8;7;8;7;7;10;2;10;3;5;10;10;10;0;0;10;10;10;10;8;9;10;9;10;7;10;10;10;10;10;7;2;9;8;10;5;10;10;0;10;10;10;0;8;8;0;9;10;10;10;50;10;100;5;24;4;31;20;16;9;6;Liber profesionist;6;1;1;1;1
1;34;2;5;4;3;100;18;90;100;100;100;100;100;99;94;98;94;9;79;63;0;120;50;10;8;10;10;9;10;6;5;5;5;5;5;5;5;5;5;5;5;5;10;5;5;5;5;5;5;5;5;5;5;5;6;5;5;6;6;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;53;5;100;100;24;4;15;15;16;8;1; ;5;1;2;2;3
1;31;0;7;5;1;90;20;90;80;90;50;50;50;50;50;55;50;50;50;49;70;50;50;1;2;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;4;5;5;50;41;5;100;5;24;4;15;60;10;4;3; ;5;1;1;1;1
2;38;1;7;3;3;100;0;100;100;100;100;100;100;100;100;100;100;25;100;100;100;70;0;3;7;0;0;0;4;5;0;0;0;0;0;10;10;10;0;0;5;8;9;6;5;6;7;7;8;5;7;7;10;6;8;5;4;7;5;5;0;0;5;0;7;8;3;2;3;0;5;0;0;5;50;80;8;105;5;47;4;15;15;4;8;1; ;8;1;1;1;3
1;52;0;7;1;5;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;160;10;0;6;4;0;0;0;10;3;6;0;0;0;1;10;10;10;0;0;8;6;10;7;8;6;6;7;9;7;10;9;8;2;10;10;10;7;8;6;6;6;7;6;8;7;8;1;8;9;1;7;8;7;24;33;8;100;5;47;4;14;15;16;3;3; ;4;1;1;1;1
2;41;0;7;2;2;100;0;100;94;100;100;100;100;86;65;100;100;100;100;100;50;100;20;4;7;6;9;7;10;10;9;6;5;5;2;10;10;9;0;3;10;8;10;9;9;7;7;7;8;7;9;9;9;9;8;10;8;8;6;4;1;5;5;0;10;9;7;0;4;5;2;0;4;9;50;75;6;100;1;24;4;15;10;1;6;1; ;4;1;1;1;2
2;56;0;7;2;3;50;39;55;66;73;74;81;77;83;86;59;64;50;63;72;150;20;0;7;6;2;9;5;6;4;5;5;5;5;6;6;6;6;4;4;6;6;6;6;6;6;4;7;7;6;6;6;6;6;6;4;4;5;5;5;4;5;5;5;5;5;5;2;5;5;4;5;5;6;71;88;5;100;5;24;4;30;20;10;7;1; ;5;1;1;2;3
1;40;2;7;4;3;90;16;87;94;91;93;93;91;92;91;95;96;19;92;92;100;70;0;7;7;9;9;7;9;8;6;4;6;4;4;9;9;9;2;3;9;8;8;8;6;5;2;10;9;8;8;8;9;9;9;2;2;9;3;9;7;8;9;2;9;9;9;1;9;6;1;8;8;7;0;40;3;105;5;24;4;15;15;1;9;1; ;5;1;1;2;3
2;35;0;7;2;3;100;0;84;92;100;100;57;100;100;46;74;79;46;52;20;120;50;0;8;10;7;6;5;3;1;10;10;10;8;0;10;10;10;1;1;10;10;8;7;5;2;0;7;10;4;5;3;8;10;10;0;0;8;1;3;1;4;3;0;10;10;6;0;6;2;0;2;9;10;94;100;5;110;100;150;150;150;22;1;6;1; ;5;1;1;2;3
1;63;0;7;2;3;94;44;42;39;100;98;92;89;58;64;82;73;58;93;61;150;20;0;5;5;6;6;6;7;7;7;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;6;6;6;6;6;6;6;6;6;6;6;7;6;6;6;9;6;5;6;5;5;5;5;5;6;6;55;56;5;100;5;5;4;15;20;1;5;1; ;5;1;1;1;3
2;53;0;7;2;3;100;1;100;100;100;99;100;100;100;0;100;100;100;100;100;0;150;20;8;8;10;10;10;10;10;7;4;4;3;4;10;10;4;4;6;6;6;9;10;10;8;8;10;10;10;10;10;10;10;10;9;4;10;6;7;4;9;10;0;7;9;9;7;8;7;5;7;7;7;0;66;5;10;150;24;8;15;1;1;10;1; ;2;2;1;1;3
2;36;3;7;5;3;100;6;100;100;100;100;97;100;55;100;52;51;53;49;48;100;35;35;7;6;4;4;4;7;6;5;5;5;5;3;10;10;10;0;0;0;0;4;4;9;10;10;9;9;5;7;7;10;9;9;8;8;6;4;4;2;1;0;0;9;7;5;0;3;1;0;0;0;10;50;50;8;10;5;24;8;30;15;10;8;6;Angajat ?i antreprenor;4;2;1;1;3
1;38;1;7;5;3;100;10;100;100;100;100;100;100;100;10;100;100;100;100;100;100;50;20;3;3;0;3;0;10;10;5;0;0;0;3;10;10;10;0;0;10;4;10;4;5;3;5;0;4;5;5;6;5;10;7;6;0;5;5;0;0;0;0;0;5;5;0;0;3;3;0;0;0;5;50;100;5;100;5;24;4;30;15;5;5;4; ;4;2;1;1;3
1;51;0;7;2;3;50;50;68;65;28;16;16;37;50;53;79;100;61;60;68;70;100;0;8;8;10;10;10;10;10;10;10;10;5;0;10;10;10;0;0;9;9;10;7;2;0;0;10;10;10;9;10;10;10;10;1;0;8;4;3;1;5;5;2;9;8;9;1;8;9;0;8;8;9;8;11;9;100;5;24;4;15;15;1;7;1; ;8;2;1;1;3
1;61;2;7;6;3;88;25;87;89;91;79;95;81;63;71;86;100;100;100;94;100;70;0;6;5;5;6;6;10;10;9;5;7;7;0;10;10;10;0;0;10;10;10;10;10;7;10;8;8;9;8;9;10;8;9;4;3;7;5;2;6;5;5;0;10;8;3;0;8;8;0;5;5;10;58;70;5;105;5;47;4;30;15;4;7;1; ;5;2;1;1;3
2;53;0;3;5;3;17;0;100;100;100;100;100;100;100;100;100;100;100;100;100;70;100;0;7;7;7;5;6;10;10;4;5;5;6;6;7;7;5;5;5;7;6;7;6;9;7;5;9;10;7;7;8;9;10;9;9;2;10;7;4;5;6;7;8;7;7;4;6;7;4;8;7;5;9;0;18;5;100;100;24;8;15;18;16;6;1; ;5;1;1;1;3
2;63;0;7;2;3;98;0;99;99;99;99;99;100;99;100;99;98;99;99;99;0;170;0;7;5;5;5;5;10;10;1;0;0;0;6;10;10;10;0;0;7;8;10;10;9;5;10;0;5;5;5;10;5;5;10;7;7;5;5;0;0;5;0;5;10;10;10;0;10;5;1;0;5;10;1;4;5;105;5;47;4;29;15;15;4;5; ;5;1;1;1;3
1;24;0;7;2;2;83;0;16;72;93;100;100;100;100;58;100;100;74;100;100;70;50;50;5;4;5;5;5;7;5;1;3;2;0;0;4;5;4;6;2;3;3;2;3;5;5;0;5;5;5;4;5;4;4;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;6;6;46;51;5;105;5;48;4;30;2;1;6;1; ;7;1;1;2;2
1;58;0;7;3;3;95;33;100;100;100;100;100;100;100;100;100;100;100;100;100;100;70;0;8;8;9;8;8;10;8;8;1;1;0;5;10;10;10;0;5;10;7;10;10;7;5;6;9;9;8;8;8;10;9;10;3;1;10;6;2;7;8;9;0;10;10;6;0;9;5;2;5;8;10;15;50;9;105;1;47;4;29;15;1;8;1; ;6;1;1;1;3
1;29;0;7;2;2;80;98;70;89;100;100;100;100;100;100;100;69;69;100;92;100;50;20;2;2;10;9;8;7;8;10;10;10;10;1;1;7;2;0;0;6;8;10;9;9;7;3;6;0;6;6;6;8;6;7;8;10;9;7;7;3;8;8;6;7;7;2;7;2;8;7;8;7;7;57;30;5;100;100;24;4;15;20;16;7;1; ;4;1;1;1;2
2;52;0;7;3;3;100;0;100;100;100;100;100;100;100;50;100;100;50;100;99;70;100;0;9;8;8;8;10;10;10;2;2;2;2;3;10;10;8;0;0;10;10;10;10;10;5;10;10;10;10;8;8;10;10;10;6;2;10;5;0;0;8;5;2;10;10;9;0;10;10;0;10;10;10;50;50;9;105;20;47;1;29;15;16;9;1; ;7;1;1;1;3
1;34;0;7;2;1;100;0;89;100;100;100;100;100;6;100;100;100;0;100;100;100;20;50;7;5;7;5;5;9;10;10;1;5;0;1;10;10;8;0;6;8;10;10;10;8;3;9;9;10;9;6;9;8;9;4;3;9;8;6;5;1;9;7;3;9;9;6;0;9;9;0;8;6;10;20;70;9;100;100;24;4;15;20;11;9;1; ;6;1;1;1;1
2;27;2;6;6;3;100;91;100;98;100;100;100;100;100;100;93;100;87;100;100;100;60;10;7;7;5;5;7;10;10;5;5;5;8;5;6;6;6;5;5;6;5;5;6;6;6;5;7;8;5;5;5;7;8;7;4;4;6;5;5;3;5;5;1;10;9;6;2;5;5;0;2;4;10;56;56;5;100;100;24;4;30;40;6;7;6;Concediu cre?tere copil;5;2;1;1;3
1;46;0;5;2;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;50;70;50;6;6;8;8;10;10;10;7;5;8;6;2;10;10;10;0;0;10;7;6;9;9;2;0;10;10;9;9;10;10;8;9;3;6;7;7;0;0;5;4;0;5;6;4;0;3;4;10;6;7;10;100;100;0;100;5;24;4;30;20;1;6;1; ;6;1;1;1;3
1;39;1;7;3;3;97;4;100;95;100;64;94;95;23;78;64;98;100;100;95;0;170;0;9;6;8;9;7;10;10;2;1;0;3;3;10;10;10;0;0;10;10;10;10;10;10;10;10;10;9;10;10;7;10;10;0;0;7;10;3;10;8;7;0;9;10;4;0;10;6;0;6;9;10;73;100;5;100;5;47;4;15;20;5;8;1; ;5;1;1;1;3
1;42;2;7;4;3;92;1;96;98;99;99;97;95;98;92;100;100;73;100;85;160;5;5;8;8;8;7;9;7;7;10;9;9;9;3;10;9;10;0;3;10;6;10;9;10;8;3;9;9;9;9;9;10;9;10;6;2;8;4;3;5;8;7;2;10;10;7;0;8;8;0;9;9;10;9;99;8;105;5;6;4;28;15;1;8;1; ;3;1;1;1;3
1;37;1;7;3;3;100;0;37;32;100;99;100;97;100;69;55;76;87;78;70;170;0;0;10;6;1;5;5;10;6;9;3;8;6;6;6;6;6;4;6;6;5;5;6;6;6;6;6;7;6;6;6;7;6;5;6;0;4;4;4;4;5;5;4;5;5;6;6;6;6;6;6;6;6;18;17;7;105;100;24;4;15;30;5;7;1; ;4;1;1;1;3
1;45;0;5;2;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;70;50;50;1;3;10;10;10;10;10;0;0;0;0;10;0;0;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;0;0;0;0;0;0;10;10;10;0;10;10;0;10;10;10;51;52;10;100;100;48;16;15;15;1;4;1; ;5;1;1;1;3
2;47;1;7;3;3;100;0;100;99;100;100;100;100;100;100;100;100;27;100;98;150;20;0;2;5;5;5;5;10;10;10;10;10;10;0;10;10;10;0;0;10;10;10;10;10;10;10;8;7;5;7;8;8;10;10;7;0;9;5;2;0;5;2;0;10;10;10;0;10;10;0;0;10;10;84;94;5;105;100;47;8;29;15;1;10;1; ;5;1;1;1;3
1;30;0;5;4;1;95;1;70;90;100;100;86;95;10;50;100;98;70;100;90;170;0;0;7;7;0;4;1;5;3;5;3;3;0;7;10;9;10;2;3;7;3;8;6;6;5;7;4;3;5;4;5;6;7;7;2;5;5;5;0;5;0;1;2;7;5;0;1;5;5;5;1;0;6;50;70;6;10;100;24;4;30;15;10;6;3; ;2;1;1;1;1
1;34;0;7;2;2;100;0;82;82;83;92;94;100;80;25;100;100;68;100;100;150;10;10;5;7;0;0;0;10;5;1;5;6;7;4;10;7;8;0;4;5;5;10;7;8;4;8;5;7;2;1;3;3;5;5;6;8;4;6;5;8;5;2;5;8;7;2;0;2;7;1;1;1;8;2;11;6;105;5;47;4;30;15;5;7;1; ;5;1;1;1;2
2;56;0;7;2;3;16;6;96;98;97;99;99;99;86;98;97;99;99;100;99;70;50;50;5;5;5;4;5;9;9;0;0;1;0;0;10;10;10;0;3;8;0;8;6;7;7;10;1;5;4;2;2;10;6;4;5;5;2;0;1;1;1;1;1;6;6;5;0;8;1;7;1;1;5;92;99;5;100;100;24;4;30;15;1;8;3; ;5;1;1;1;3
1;51;1;7;3;3;100;0;90;10;100;100;100;100;100;90;100;100;100;100;100;1;69;100;9;8;8;8;8;10;10;10;0;5;5;5;0;10;10;0;5;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;0;10;8;7;2;7;5;1;7;7;7;3;7;7;5;7;7;7;10;15;10;10;5;47;4;29;15;10;8;1; ;9;1;1;1;3
1;43;2;7;4;3;89;16;79;70;73;88;87;99;3;62;76;89;28;56;89;140;10;20;4;6;3;3;2;7;6;8;3;8;5;3;9;9;6;3;3;10;9;10;6;6;4;2;7;6;7;9;7;7;7;6;7;6;6;7;4;4;6;5;3;9;9;5;1;6;4;4;7;5;8;14;38;6;105;100;24;8;31;15;11;6;2; ;4;1;1;1;3
2;38;2;7;3;2;100;16;93;100;100;87;81;100;56;100;49;51;50;52;100;0;170;0;6;6;5;5;5;10;10;8;8;7;8;3;4;10;9;0;0;8;3;10;10;6;6;8;10;10;8;10;10;10;8;10;4;0;10;2;1;1;4;3;0;3;10;6;1;10;6;1;9;8;10;0;49;5;100;100;48;8;15;0;1;6;1; ;5;1;1;1;2
2;48;0;7;2;3;82;49;100;100;100;100;100;100;100;100;100;100;0;100;100;85;50;35;1;9;10;7;10;10;10;5;6;8;7;2;10;10;10;0;0;10;10;10;10;5;7;10;8;8;8;9;9;10;5;9;5;0;7;6;5;0;5;5;0;10;10;5;0;8;10;2;6;4;10;100;100;5;100;100;24;4;31;40;16;10;1; ;5;1;1;2;3
1;36;1;5;3;3;66;90;98;73;96;69;65;63;5;59;76;98;98;100;99;150;20;0;8;6;1;2;1;6;5;9;9;9;9;2;9;9;8;0;3;8;6;10;10;7;10;2;9;8;5;8;9;4;8;10;6;1;8;1;5;7;8;7;4;9;9;9;1;10;9;0;1;6;9;5;7;10;105;5;47;4;30;15;1;10;2; ;4;1;1;1;3
2;52;0;7;2;3;100;0;100;100;100;70;62;100;65;70;69;59;40;100;100;150;20;0;3;4;3;3;3;10;7;5;3;0;2;6;10;10;10;2;2;7;5;8;6;10;5;2;7;8;6;7;6;7;6;6;6;8;7;7;5;6;5;5;3;8;8;8;0;7;5;2;3;2;7;50;54;7;100;5;24;4;15;0;1;2;1; ;4;1;1;1;3
1;67;0;6;2;3;100;51;100;100;100;100;100;100;75;87;100;100;91;100;96;0;170;0;9;7;3;3;3;10;9;1;0;1;0;0;10;10;10;0;0;5;5;9;10;10;5;9;8;7;10;10;10;10;6;8;5;4;5;2;0;0;0;0;0;10;10;6;0;6;5;0;3;9;10;32;33;8;100;5;47;4;15;15;10;3;5; ;5;2;1;1;3
1;53;2;7;4;3;98;1;90;96;96;98;99;97;96;97;98;100;97;98;100;100;50;20;7;6;10;8;8;10;10;10;10;7;7;1;10;10;10;0;1;10;10;10;10;10;3;10;7;7;8;7;8;10;8;8;8;8;8;6;3;3;5;5;1;7;7;6;10;5;6;2;6;6;10;50;77;0;100;5;24;4;30;20;4;9;1; ;7;1;1;1;3
2;27;1;7;3;3;100;0;100;77;100;100;100;100;68;68;85;83;0;100;100;170;0;0;3;5;7;7;4;4;3;5;9;7;8;5;10;10;10;0;1;5;3;9;3;3;8;9;9;8;7;8;8;8;3;10;5;1;6;2;2;1;1;5;6;9;9;7;1;5;5;1;3;2;9;0;15;5;105;5;24;4;29;0;1;9;6;În concediu de cre?tere a copilului;5;2;1;1;3
2;36;2;7;4;3;50;3;100;73;100;100;100;100;90;100;81;50;21;95;50;160;5;5;9;7;2;5;5;10;8;9;8;8;8;2;9;9;8;1;1;10;5;9;8;8;5;9;10;10;10;10;10;10;8;6;3;0;7;3;1;0;3;2;0;9;9;7;0;3;1;0;3;4;10;10;93;5;115;5;12;16;16;15;1;9;1; ;6;1;1;1;3
1;50;0;7;4;3;100;0;100;99;100;100;100;100;0;0;100;100;100;100;100;170;0;0;1;2;5;5;5;10;5;9;0;7;3;3;10;7;7;0;5;2;10;10;9;10;0;10;0;0;0;1;1;5;10;10;4;1;6;6;7;5;3;3;8;10;10;10;0;7;5;0;0;5;10;79;70;8;105;5;47;4;15;15;16;0;1; ;2;1;1;1;3
2;36;1;7;3;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;170;0;10;10;0;0;10;10;10;0;0;0;0;0;10;10;10;0;0;5;5;10;7;10;5;10;10;10;6;7;7;10;5;8;5;0;9;6;4;7;5;7;0;6;7;5;0;5;5;0;0;7;9;10;10;0;110;5;47;4;1;0;1;10;1; ;5;1;1;1;3
1;33;0;7;2;2;100;0;100;100;87;100;100;100;100;70;100;100;61;100;78;170;0;0;10;10;0;5;5;10;10;0;0;0;0;0;10;10;10;0;0;5;6;10;7;5;2;10;10;8;8;7;8;8;7;7;8;5;8;5;3;9;5;5;1;5;5;5;5;6;6;6;4;6;6;86;86;7;105;5;47;4;29;20;16;9;1; ;5;1;1;2;2
2;25;0;5;2;2;65;91;61;60;20;100;100;100;100;100;100;100;100;100;100;150;10;10;6;8;6;10;10;10;4;5;4;5;6;0;10;10;10;0;0;10;3;10;10;6;0;0;7;7;10;3;10;10;2;10;10;0;8;10;10;10;10;10;0;10;10;0;0;6;6;0;0;1;10;77;83;4;100;5;47;4;15;20;14;8;4; ;5;1;1;1;2
1;62;0;7;2;3;90;97;90;98;100;86;82;93;68;50;96;100;51;99;90;85;85;0;3;6;5;7;7;10;10;5;5;5;6;2;10;9;9;1;2;9;6;9;9;9;6;9;8;7;8;9;9;9;7;6;7;5;8;2;2;0;7;6;2;10;10;8;0;8;5;0;8;7;10;11;17;5;105;5;47;4;30;15;16;8;5; ;7;1;1;1;3
1;27;1;6;3;3;100;7;79;87;91;81;90;100;73;72;93;66;69;82;82;70;60;40;6;7;8;8;8;8;9;1;1;1;1;2;1;8;9;1;1;7;8;8;9;8;8;8;7;8;8;8;8;9;8;8;1;0;7;3;8;4;7;7;1;7;8;7;0;7;3;0;7;8;7;88;79;7;105;5;47;4;29;15;12;8;1; ;4;1;1;2;3
1;45;1;5;3;3;100;0;100;100;100;100;100;100;100;100;100;100;68;100;100;100;50;20;6;4;7;7;7;10;9;10;0;6;0;0;10;10;10;0;0;8;8;10;8;10;5;8;7;5;7;6;9;9;9;10;5;1;9;8;5;2;8;8;0;10;8;9;0;0;5;0;8;5;9;75;100;5;100;100;12;4;29;20;16;8;1; ;5;1;1;2;3
2;41;4;7;6;3;99;1;100;100;100;100;100;100;20;100;84;93;27;44;98;100;70;0;8;0;0;0;0;0;0;10;10;10;10;0;10;10;10;0;0;10;6;10;10;9;4;2;9;10;0;0;5;10;4;10;10;0;8;0;4;0;8;4;0;10;10;0;0;10;10;0;0;10;10;19;34;5;105;100;24;8;31;20;16;10;3; ;5;1;1;1;3
1;24;0;7;1;1;96;0;86;100;100;72;95;86;99;82;96;100;100;100;95;120;40;10;5;6;0;5;5;10;5;4;2;2;3;3;8;10;10;1;0;6;3;7;4;4;6;7;5;5;8;4;6;6;6;6;7;6;4;4;4;7;4;5;8;7;4;4;1;4;3;7;3;4;3;78;88;5;10;5;24;4;30;10;4;4;1; ;6;1;1;1;1
2;20;0;5;4;1;61;23;27;19;100;100;49;92;55;100;100;59;48;73;37;70;50;50;5;5;10;10;10;10;10;2;4;2;0;3;7;5;6;0;3;4;6;8;6;6;7;5;6;6;3;4;4;4;0;3;10;9;5;3;4;1;6;3;0;8;6;4;2;4;0;3;6;9;9;0;12;10;10;100;24;16;30;20;1;5;3; ;2;2;1;1;1
2;35;2;7;3;2;100;12;100;100;100;100;100;100;23;100;100;100;65;100;67;100;50;20;0;2;5;5;9;5;6;5;5;2;4;4;1;1;9;0;2;9;6;10;10;9;4;10;2;7;6;10;10;7;3;7;10;0;6;4;8;3;9;9;2;9;10;1;0;1;1;1;1;6;3;13;52;4;105;100;24;4;29;15;8;7;1; ;4;1;1;1;2
1;68;0;7;3;3;99;2;92;91;99;67;87;98;86;76;99;97;82;99;87;0;150;20;5;3;8;9;10;10;9;8;7;8;8;8;10;9;8;7;5;9;6;8;9;9;4;4;8;8;7;7;9;10;7;8;6;5;7;6;6;4;7;5;2;8;8;9;1;8;8;1;7;9;9;9;50;0;100;5;24;4;15;20;6;7;5; ;5;1;1;1;3
1;49;1;7;3;3;88;0;100;99;100;97;100;100;50;100;50;66;50;100;99;100;50;20;5;4;0;5;6;10;5;5;4;5;5;0;10;10;10;0;0;10;5;10;7;7;5;5;4;4;5;5;6;6;6;6;4;0;5;3;3;3;4;4;0;10;9;3;3;10;7;2;7;10;5;65;65;4;10;5;24;4;30;15;1;8;1; ;6;1;1;1;3
2;46;0;5;2;3;96;2;98;98;99;98;100;98;99;97;98;98;97;99;100;100;40;30;5;2;5;5;5;10;8;5;5;0;5;0;10;10;10;0;0;10;10;10;10;10;5;0;8;8;8;9;10;10;5;10;5;3;8;0;0;0;7;8;0;10;10;10;0;10;10;0;5;8;10;50;50;10;100;100;24;4;15;20;1;8;2; ;5;1;1;1;3
2;28;2;7;6;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;70;4;4;5;5;5;6;5;0;0;0;0;5;10;10;10;0;0;10;10;10;10;10;5;10;6;6;7;7;10;8;4;10;5;0;7;6;5;5;5;6;0;10;8;8;0;8;9;0;5;7;10;50;61;5;100;100;24;4;15;20;1;5;1; ;5;2;1;1;3
1;45;1;5;3;3;100;2;100;100;100;100;100;100;61;100;100;100;100;100;100;170;0;0;10;10;5;5;1;10;10;5;0;0;0;0;10;5;6;0;6;10;10;10;10;10;0;0;10;10;10;10;10;10;5;3;4;0;10;0;6;0;5;0;0;8;5;8;1;7;0;0;0;0;10;0;100;10;100;100;24;4;15;20;5;6;1; ;5;1;1;1;3
1;40;0;7;3;7;59;4;22;100;100;100;100;100;100;100;100;100;100;100;100;100;35;35;7;5;5;5;5;10;10;5;5;5;5;2;9;10;10;0;0;9;10;10;8;5;5;7;8;9;7;7;8;9;4;8;2;8;3;6;5;3;3;3;3;6;7;7;7;6;7;5;3;6;3;0;0;5;100;100;24;4;15;20;1;5;1; ;5;1;1;1;2
1;35;1;7;3;3;100;0;100;100;100;51;54;100;100;55;0;0;0;0;0;170;0;0;5;5;0;5;0;10;5;0;10;10;10;5;0;10;10;0;0;10;10;10;10;0;0;0;8;7;5;10;10;10;5;6;10;8;6;6;6;7;6;6;2;9;9;6;1;2;1;0;1;2;10;51;100;7;100;5;47;47;30;20;1;9;1; ;5;1;1;1;3
1;31;1;7;3;3;100;0;100;100;100;50;50;100;100;100;52;35;45;0;72;170;0;0;10;9;5;5;0;0;0;10;10;10;4;0;10;10;10;0;0;5;5;10;1;0;0;0;6;6;1;1;1;1;10;10;0;2;1;0;5;2;4;3;0;5;5;0;0;5;10;1;0;0;2;0;14;5;101;150;24;4;16;20;1;8;1; ;8;1;1;1;3
2;40;2;7;5;3;93;2;95;71;91;88;92;100;63;74;82;79;55;68;91;150;20;0;8;9;6;6;9;9;9;4;2;4;3;3;9;9;9;3;2;8;7;8;8;7;4;2;8;8;8;8;8;8;8;7;4;2;7;6;6;6;9;8;2;9;9;6;2;7;8;3;7;8;9;7;37;5;105;5;47;4;29;15;5;9;1; ;8;1;1;1;3
2;51;0;6;2;6;98;1;98;97;96;98;98;100;100;100;98;76;3;100;42;50;60;60;9;8;10;10;9;10;9;8;10;9;9;6;8;10;9;2;1;10;10;10;10;10;3;10;7;7;8;2;8;7;7;7;8;4;7;2;5;3;5;5;3;9;9;8;0;8;9;1;2;8;7;10;84;0;10;20;12;4;30;20;1;8;1; ;5;1;1;1;1
1;51;0;6;2;2;99;45;54;35;34;50;77;67;19;27;29;57;28;33;24;0;90;80;6;7;9;8;8;10;8;10;2;1;6;8;10;8;7;1;1;9;8;7;7;8;9;8;9;9;8;8;9;8;7;6;7;4;9;9;9;8;9;8;9;8;8;8;9;8;8;9;7;8;8;0;6;5;100;5;24;4;30;20;1;7;1; ;5;1;1;1;2
2;25;1;5;3;2;100;5;100;100;100;100;100;100;36;100;77;60;100;78;95;80;90;0;1;2;4;10;1;10;5;8;10;10;5;1;1;10;10;1;1;10;10;10;7;1;4;5;2;3;3;9;10;10;5;6;3;3;3;2;5;3;7;5;1;8;8;1;1;5;1;3;1;7;6;9;100;5;100;100;24;8;30;20;2;3;4; ;5;1;1;2;2
1;21;0;7;2;2;100;50;75;100;100;75;85;100;100;100;100;100;100;100;100;50;60;60;6;6;10;7;9;10;7;6;3;4;2;0;10;10;10;0;0;7;7;10;8;9;5;2;9;9;10;7;7;8;8;8;8;10;7;1;3;1;4;3;0;8;9;7;0;3;3;7;2;3;10;30;70;8;105;100;24;4;15;15;16;9;4; ;4;1;1;1;2
