,RecordDate,Duration_sec,Language,Country,physical_contact_1,physical_contact_2,physical_contact_3,physical_contact_4,physical_contact_5,physical_hygiene_1,physical_hygiene_2,physical_hygiene_3,physical_hygiene_4,physical_hygiene_5,policy_support_1,policy_support_2,policy_support_3,policy_support_4,policy_support_5,generosity_1,generosity_2,generosity_3,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity_1,national_identity_2,Conspiracy_theories_1,Conspiracy_theories_2,Conspiracy_theories_3,Conspiracy_theories_4,open_mindness_1,open_mindness_2,open_mindness_3,open_mindness_4,open_mindness_5,open_mindness_6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging_1,social_belonging_2,social_belonging_3,social_belonging_4,trait_self_control_1,trait_self_control_2,trait_self_control_3,trait_self_control_4,Self.esteem,AttCheck2,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,MORAL_ID_1,MORAL_ID_2,MORAL_ID_3,MORAL_ID_4,MORAL_ID_5,MORAL_ID_6,MORAL_ID_7,MORAL_ID_8,MORAL_ID_9,MORAL_ID_10,risk_perception_1,risk_perception_2,political_ideology_1,moral_circle,health_cond,CRT1,CRT2,CRT3,sex,sex_other,age,marital,children,employment_status,employment_status_other,Ladder,urban,tested_positive,know_tested_positive,education_status,education_status_other,region,latest_vote,latest_vote_other,AttCheck_nobots
363,4/30/2020 22:09,14,MK,North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,
364,4/30/2020 22:06,746,MK,North Macedonia,10,1,10,10,10,10,10,10,10,10,10,10,9,10,100,50,40,10,6,8,0,100,80,10,5,0,0,0,0,1,10,10,10,0,0,10,10,10,9,6,10,10,75,100,6,1,10,10,7,8,8,7,9,NA,1,8,0,5,9,2,10,10,10,0,10,10,0,10,8,10,80,50,8,16,10,50,3,8,2,,29,1,0,1,,3,1,1,1,6,,9,12,,213
365,4/30/2020 22:13,1117,MK,North Macedonia,10,3,10,0,10,10,10,10,7,10,10,10,4,10,70,60,25,15,6,10,50,50,50,5,5,50,50,50,50,6,10,4,10,0,0,5,5,9,6,5,5,5,60,88,6,8,10,10,7,10,1,6,9,0,1,9,5,9,9,0,7,7,1,0,4,4,7,1,3,3,10,10,5,12,9,25,3,7,1,,22,1,0,4,,2,1,1,1,6,,7,13,,213
366,4/30/2020 22:19,1591,MK,North Macedonia,10,0,10,10,10,7,7,10,7,10,10,10,9,10,100,70,10,20,9,8,0,0,50,0,0,20,20,0,20,2,10,10,10,0,0,8,0,9,2,7,5,5,90,90,6,10,10,10,7,10,6,3,9,0,5,5,5,4,5,0,9,9,0,0,5,5,0,3,0,9,0,50,5,1,10,25,1,4,2,,22,1,0,4,,7,1,1,1,5,,7,10,,213
367,4/30/2020 22:07,2710,MK,North Macedonia,10,0,10,10,10,8,8,10,10,8,9,9,8,10,100,0,100,0,7,7,0,50,0,4,3,10,10,10,10,3,10,10,10,0,1,4,9,8,10,8,9,9,89,57,8,4,8,10,8,9,2,3,8,0,2,5,1,5,7,6,7,8,0,0,7,6,1,3,7,9,30,50,3,11,6,NA,NA,7,1,,32,3,1,1,,4,1,1,1,8,,7,4,,213
368,4/30/2020 22:44,1095,MK,North Macedonia,10,6,10,10,10,10,10,10,10,10,10,8,0,10,100,0,100,0,6,4,60,70,70,10,7,80,20,30,40,6,10,10,10,3,0,10,7,10,7,4,4,6,100,100,7,7,10,10,0,10,9,2,4,0,1,6,4,10,6,2,10,10,6,0,9,6,1,7,2,6,30,80,3,16,2,25,3,4,2,,36,2,1,1,,6,1,1,1,6,,7,11,Шкртав,213
369,4/30/2020 22:53,876,MK,North Macedonia,7,9,4,8,10,7,7,5,1,10,10,10,10,10,100,70,15,15,7,8,10,20,10,9,6,NA,NA,70,40,0,10,10,10,0,0,10,8,8,9,8,8,8,75,80,7,7,8,10,5,5,8,5,8,10,5,7,1,7,8,0,10,9,4,0,8,8,2,0,0,5,70,80,8,6,8,50,300,4,2,,25,1,0,1,,7,1,1,1,5,,7,11,Ne glasav,213
370,4/30/2020 22:51,1551,MK,North Macedonia,9,1,10,10,10,8,8,10,9,10,10,10,10,10,100,15,42,43,5,5,0,20,20,10,8,10,0,0,0,8,10,10,10,0,0,5,10,5,5,5,3,5,21,50,5,4,5,5,5,6,8,8,2,0,5,4,2,1,3,4,1,8,1,1,3,0,2,6,8,7,20,50,4,12,4,50,300,4,2,,18,1,0,4,,8,1,1,2,5,,1,12,,213
371,4/30/2020 22:54,1492,MK,North Macedonia,10,0,10,10,10,8,9,9,10,10,10,10,3,10,100,20,70,10,6,3,70,70,30,2,3,20,0,0,0,7,9,10,10,8,3,8,9,9,9,10,6,10,71,82,2,4,8,9,6,6,7,4,8,1,7,5,3,6,6,3,9,9,3,3,4,4,3,5,5,7,100,100,5,14,10,50,300,NA,2,,36,3,1,1,,4,1,2,1,8,,7,4,,213
372,4/30/2020 20:52,8912,MK,North Macedonia,10,0,10,10,10,5,6,8,5,7,2,2,0,1,23,100,0,0,5,3,40,40,40,4,3,20,20,20,20,5,6,6,6,4,5,5,4,6,5,5,5,6,36,NA,3,7,7,3,8,5,8,9,5,0,5,5,4,4,5,6,8,6,3,3,2,2,5,2,2,5,50,50,4,16,7,25,3,4,2,,34,1,0,1,,5,1,1,2,7,,7,12,,213
373,4/30/2020 22:50,2483,MK,North Macedonia,10,4,10,7,10,10,10,10,10,10,7,9,2,6,20,60,30,10,4,7,20,80,20,6,8,20,0,0,0,8,10,10,10,0,0,9,6,9,6,9,8,9,80,80,9,8,9,10,7,8,4,4,6,0,2,1,0,2,1,0,10,10,0,0,7,6,0,2,9,10,30,40,3,16,9,49,3,7,2,,30,1,0,1,,5,1,1,1,6,,7,11,Го поништив ливчето,213
374,4/30/2020 23:22,883,MK,North Macedonia,10,5,6,10,10,5,5,10,8,10,3,10,2,10,100,80,20,0,6,5,50,50,0,0,1,60,50,NA,NA,5,10,10,10,0,0,10,1,10,7,10,7,8,78,79,8,9,9,9,8,10,9,7,10,6,3,7,6,7,10,5,8,7,2,3,6,1,5,2,5,5,20,70,5,4,8,50,3,7,2,,22,1,0,4,,6,1,1,1,5,,7,13,,213
375,4/30/2020 23:18,2145,MK,North Macedonia,10,2,10,10,10,8,8,10,0,8,0,0,0,5,100,80,20,0,10,6,0,0,0,8,7,10,10,10,10,0,10,10,10,0,0,2,1,5,8,10,8,10,30,51,3,10,5,7,5,7,8,2,8,0,0,2,7,10,9,8,10,8,5,0,5,5,2,5,5,6,90,90,3,9,7,25,3,7,1,,22,2,0,4,,3,1,1,2,5,,7,4,,213
376,4/30/2020 23:58,602,MK,North Macedonia,10,0,10,9,7,0,0,10,0,8,5,7,4,5,100,70,30,0,4,7,0,0,0,7,7,0,0,0,0,3,4,4,5,1,3,5,5,7,7,5,5,5,20,30,7,7,7,9,10,8,1,2,3,0,5,1,5,1,2,2,8,5,1,1,4,1,1,1,3,6,30,50,3,4,9,25,3,7,1,,22,1,0,4,,6,1,1,1,5,,7,4,,213
377,5/1/2020 0:07,1272,MK,North Macedonia,9,1,6,8,10,3,6,8,1,8,10,8,4,10,90,20,70,10,4,7,0,60,60,2,3,0,0,10,0,2,8,10,7,1,1,6,7,10,10,2,10,8,75,90,4,4,7,9,6,10,7,5,3,0,7,7,1,4,5,4,9,10,3,0,6,7,0,7,7,10,30,50,2,14,6,50,3,7,2,,40,1,1,1,,3,1,1,1,6,,7,4,,213
378,5/1/2020 0:49,742,MK,North Macedonia,10,10,10,7,9,8,6,10,6,10,10,10,8,10,100,80,20,0,7,NA,20,90,30,8,8,10,10,10,10,3,10,10,10,2,2,3,3,4,3,3,3,3,100,30,10,8,8,10,10,10,3,2,8,0,4,1,0,0,7,0,10,9,5,0,6,10,0,3,10,10,30,60,NA,6,8,50,300,4,2,,19,1,0,4,,5,1,2,2,5,,7,13,,213
379,5/1/2020 0:52,847,MK,North Macedonia,3,0,2,0,5,10,10,10,10,3,8,10,3,10,100,100,0,0,6,3,50,50,80,10,10,0,0,20,0,2,7,9,10,0,10,NA,NA,7,NA,NA,NA,NA,0,66,10,5,10,10,7,8,8,10,2,5,2,1,NA,1,0,7,10,5,2,0,0,6,6,0,0,10,60,90,5,14,5,50,3,NA,2,,27,3,1,1,,6,1,1,1,5,,8,5,,213
380,5/1/2020 0:46,1767,MK,North Macedonia,9,6,8,8,10,9,9,10,10,10,9,9,5,10,100,30,40,30,4,7,10,20,10,5,3,50,20,10,20,1,9,10,10,0,1,8,8,8,6,5,7,7,50,70,8,8,9,9,5,7,5,7,7,0,2,5,1,5,3,0,9,9,5,0,7,7,0,4,4,9,80,80,3,14,10,25,300,4,2,,21,2,0,4,,5,1,1,1,5,,1,10,,213
381,5/1/2020 0:55,1302,MK,North Macedonia,10,1,9,9,7,8,10,10,8,10,6,9,0,9,100,70,20,10,2,8,10,0,0,5,0,10,0,0,0,2,10,10,10,0,0,6,6,8,6,6,6,7,79,50,5,7,8,8,7,7,4,8,7,0,3,2,0,0,5,0,8,8,5,0,2,1,3,6,9,6,20,30,2,14,9,25,NA,7,2,,19,1,0,4,,8,1,1,1,5,,NA,13,,213
382,5/1/2020 0:56,1615,MK,North Macedonia,10,0,10,10,10,10,10,10,7,5,1,9,2,10,51,0,60,40,7,7,0,10,0,4,5,0,0,0,0,2,10,10,10,0,0,5,7,8,7,9,6,7,40,70,7,5,5,7,4,7,5,6,6,0,7,2,3,5,6,0,10,8,2,0,7,6,1,3,5,8,80,80,4,14,5,50,3,7,1,,37,3,1,1,,6,1,1,1,6,,7,4,,213
383,5/1/2020 3:16,1160,MK,North Macedonia,10,0,10,8,10,7,10,9,2,10,5,5,5,2,50,100,0,0,5,8,0,0,0,5,5,30,0,50,30,0,10,10,10,0,0,8,2,10,7,6,2,2,70,100,2,9,10,10,5,5,7,10,6,0,6,1,0,0,0,0,10,10,0,0,4,1,0,2,7,0,80,80,2,14,5,50,NA,4,2,,24,2,0,4,,6,1,1,1,5,,7,4,,213
384,5/1/2020 3:23,820,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,8,10,100,70,30,0,7,5,20,60,70,10,10,0,0,0,0,6,10,10,10,0,0,6,10,10,7,10,10,10,60,63,7,5,6,8,2,4,7,6,4,0,0,0,0,3,0,6,10,6,0,0,7,0,3,0,0,5,10,10,0,14,7,25,3,7,2,,24,2,0,4,,7,1,2,1,6,,7,10,,213
385,5/1/2020 3:37,10132,MK,North Macedonia,7,1,8,9,9,8,10,9,9,7,10,10,2,10,90,90,10,0,3,5,0,0,0,5,5,0,0,0,0,2,8,8,6,2,2,7,1,8,9,8,2,2,50,65,7,7,7,9,9,9,2,4,7,0,5,7,3,6,6,5,9,9,5,2,8,8,2,8,8,8,10,20,3,6,8,25,3,7,1,,29,3,0,1,,3,1,1,1,7,,7,4,,213
386,5/1/2020 6:52,975,MK,North Macedonia,10,0,8,10,10,10,10,10,10,10,10,10,5,10,100,70,20,10,7,7,0,30,30,10,10,0,0,0,0,2,10,10,10,0,0,10,9,10,6,6,5,10,80,81,8,8,6,9,9,10,9,0,8,0,5,5,0,5,5,5,10,7,0,0,5,5,0,5,5,5,50,50,2,14,5,50,NA,4,2,,61,3,2,1,,3,1,1,1,8,,7,4,,213
387,5/1/2020 7:02,1623,MK,North Macedonia,10,0,10,10,10,6,6,10,10,2,10,10,10,10,100,100,0,0,9,7,10,10,0,7,7,50,50,50,50,5,10,10,10,0,0,10,8,10,8,1,9,10,98,100,9,8,9,10,8,10,2,8,9,0,1,2,0,9,9,0,10,10,5,0,10,10,0,8,8,10,50,50,NA,12,9,50,NA,NA,2,,39,3,2,1,,3,1,1,1,7,,7,12,,213
388,4/30/2020 20:45,43833,MK,North Macedonia,10,1,10,10,10,10,10,10,8,10,10,10,5,10,100,50,35,15,5,6,0,10,20,2,0,0,0,0,0,2,8,10,10,0,0,4,8,8,8,5,8,8,79,100,8,7,8,7,7,7,2,5,9,0,1,2,0,0,4,0,10,10,8,0,10,10,0,7,6,5,50,70,3,16,10,NA,NA,NA,1,,18,2,0,4,,6,1,1,1,5,,6,11,Сеуште немав право на глас.,213
389,5/1/2020 9:42,1603,MK,North Macedonia,5,3,8,10,10,5,9,9,5,7,10,8,0,10,80,0,80,20,8,8,10,10,30,5,5,70,30,30,20,8,10,10,10,0,1,10,9,9,5,5,7,9,100,100,6,9,8,10,5,7,6,6,8,0,3,2,4,2,3,3,10,10,2,1,7,2,1,5,5,10,20,20,5,11,10,25,NA,NA,2,,45,3,1,1,,3,1,1,1,6,,7,13,,213
390,5/1/2020 10:32,674,MK,North Macedonia,9,1,9,9,10,8,9,10,10,10,10,10,7,10,99,30,70,0,5,4,40,40,40,8,8,0,0,0,0,5,9,9,9,5,5,6,7,9,5,7,9,5,60,60,5,5,5,7,3,8,5,3,6,0,5,5,2,5,5,1,9,9,5,5,5,6,2,5,5,8,50,50,4,6,5,50,3,4,1,,38,2,0,1,,4,1,1,2,7,,7,4,,213
391,5/1/2020 10:33,752,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,3,10,50,60,0,40,1,5,0,10,0,0,0,30,70,10,0,8,10,10,10,0,0,9,8,10,10,1,8,8,80,70,0,1,1,2,0,3,10,7,3,0,8,10,0,7,3,8,10,10,0,0,8,1,0,0,5,5,90,90,5,14,1,25,3,7,1,,25,1,0,1,,1,1,1,1,5,,7,13,,213
392,5/1/2020 10:28,1261,MK,North Macedonia,10,0,10,9,10,10,10,10,10,10,10,10,5,10,81,0,50,50,7,8,60,70,80,10,10,50,50,50,50,7,7,7,7,2,5,8,8,8,8,8,8,8,100,99,5,8,9,10,8,8,5,1,7,0,5,1,5,7,5,5,8,8,5,0,9,9,8,1,8,7,10,20,5,16,5,50,300,4,2,,56,3,2,3,,5,1,1,1,5,,4,13,,213
393,5/1/2020 10:29,1310,MK,North Macedonia,8,6,2,4,5,5,5,10,5,8,10,10,2,10,100,0,50,50,NA,7,50,50,50,5,5,NA,0,0,0,8,10,10,10,0,0,8,8,9,9,9,9,9,94,85,8,8,9,10,10,6,8,3,8,10,0,7,0,5,6,0,10,10,5,0,6,8,0,8,8,9,50,50,1,16,7,50,3,4,2,,35,3,1,2,,6,1,1,1,6,,7,4,,213
394,5/1/2020 10:41,989,MK,North Macedonia,10,0,10,10,10,10,10,10,10,7,5,9,0,9,97,60,20,20,0,2,50,90,50,5,6,10,20,50,40,5,10,10,10,0,5,10,10,10,10,10,10,10,50,50,2,4,4,3,3,5,10,10,2,0,8,5,1,5,5,10,10,8,6,0,10,7,0,10,10,10,0,70,5,14,5,NA,NA,NA,1,,35,1,0,1,,6,1,1,2,5,,7,4,,213
395,5/1/2020 10:46,815,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,5,10,0,10,100,70,30,0,5,6,50,10,70,5,5,50,30,50,20,3,9,9,9,0,0,10,7,9,8,2,5,1,100,100,9,8,6,10,5,9,5,1,8,0,3,5,1,5,7,0,10,10,3,0,10,6,0,5,8,5,50,50,0,1,8,50,900,4,1,,33,1,0,1,,6,1,1,2,6,,7,4,,213
396,5/1/2020 10:45,883,MK,North Macedonia,7,2,2,8,9,9,9,10,4,4,10,10,8,10,100,96,2,2,3,3,20,60,60,3,6,20,30,20,20,8,8,8,9,0,7,8,6,7,7,3,7,3,23,25,3,6,6,4,3,7,6,3,9,0,6,8,2,7,7,2,7,6,3,3,2,6,2,2,3,7,10,10,2,14,8,25,300,7,1,,42,1,0,1,,2,1,1,1,8,,7,4,,213
397,5/1/2020 10:41,1190,MK,North Macedonia,10,0,10,10,10,8,9,10,10,10,10,10,7,10,100,100,0,0,7,3,0,0,30,8,8,10,0,0,0,3,10,9,8,0,3,8,4,9,9,8,9,9,90,80,2,2,2,3,8,8,9,9,3,0,8,7,9,9,4,10,6,8,8,1,9,9,1,10,10,7,50,50,2,1,9,1,NA,4,2,,46,1,0,3,,8,1,1,2,6,,7,13,,213
398,5/1/2020 11:10,11,MK,North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,
399,5/1/2020 11:00,1539,MK,North Macedonia,9,1,8,9,9,9,9,9,7,8,9,7,2,5,40,90,10,0,6,7,0,0,0,1,0,0,20,0,0,4,10,9,10,0,1,3,0,10,7,8,2,9,38,79,4,7,6,3,4,8,6,6,4,0,3,5,4,1,7,8,4,6,1,5,1,0,10,7,6,0,30,30,5,3,NA,25,NA,NA,1,,27,2,0,1,,8,1,1,1,6,,7,11,Неважечко ливче,213
400,5/1/2020 11:10,1129,MK,North Macedonia,9,1,10,10,10,7,7,10,10,10,10,7,8,10,100,10,45,45,6,6,10,50,30,8,9,50,50,50,50,5,10,10,10,0,1,6,8,10,5,0,0,9,36,34,8,8,8,9,3,5,4,7,3,5,5,2,9,7,5,0,10,10,5,0,6,7,0,7,5,10,50,60,5,16,5,50,3,4,2,,36,3,2,1,,6,1,1,2,6,,4,13,,213
401,5/1/2020 11:24,896,MK,North Macedonia,8,3,10,10,10,10,10,10,10,10,10,10,8,10,100,95,5,0,8,7,30,40,40,3,6,0,0,0,0,1,10,10,9,0,2,7,7,8,7,2,3,7,36,37,4,3,4,9,5,5,5,7,2,0,6,5,0,6,6,7,8,8,5,0,7,5,1,6,5,7,80,90,5,14,8,50,300,4,2,,27,2,0,4,,3,1,1,1,7,,7,13,,213
402,5/1/2020 11:17,2158,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,50,25,25,6,5,0,0,0,3,6,0,0,0,0,6,10,10,10,0,2,6,6,10,9,0,0,0,34,52,8,8,8,10,8,10,9,2,7,0,0,1,5,10,10,2,10,10,0,0,1,8,0,0,0,10,50,90,2,14,8,25,NA,NA,2,,46,3,0,1,,6,1,1,1,6,,7,4,,213
403,5/1/2020 11:37,1514,MK,North Macedonia,10,1,10,8,10,7,8,10,2,8,9,1,0,5,10,80,10,10,1,6,100,100,100,10,10,80,100,100,100,7,8,7,7,8,9,5,5,5,6,6,5,6,22,22,2,5,2,3,4,4,9,7,0,0,5,7,10,7,1,5,5,5,5,0,5,5,0,5,5,0,0,20,10,16,9,50,3,4,1,,40,1,0,1,,6,1,1,1,6,,7,13,,213
404,5/1/2020 12:05,55,MK,North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,
405,5/1/2020 11:59,1113,MK,North Macedonia,10,2,10,10,10,5,5,10,10,5,7,7,7,9,90,100,0,0,5,2,50,100,50,5,5,100,20,100,20,7,8,8,6,2,5,8,5,10,9,5,8,8,50,18,5,5,5,8,5,8,8,8,5,0,5,8,9,5,5,5,5,5,5,1,5,5,5,5,5,5,90,90,5,3,5,50,3,7,2,,38,1,0,1,,6,1,1,1,6,,7,13,,213
406,5/1/2020 12:25,916,MK,North Macedonia,10,1,9,10,10,7,9,10,9,8,10,10,10,10,100,100,0,0,8,6,10,20,0,1,1,0,0,0,0,1,10,10,10,0,0,8,3,10,10,8,8,8,90,90,8,8,4,6,8,8,2,2,7,0,4,4,2,5,3,3,8,4,1,1,3,2,2,2,0,NA,80,80,4,5,4,50,3,7,1,,32,2,0,1,,3,1,1,1,7,,7,4,,213
407,5/1/2020 11:50,3238,MK,North Macedonia,10,7,9,10,10,4,8,10,10,9,3,4,1,6,20,80,15,5,8,7,0,0,0,0,0,30,0,0,0,3,9,8,10,0,0,7,4,9,5,2,2,7,75,75,3,6,3,8,6,10,1,6,8,0,4,10,1,8,1,5,7,7,3,0,7,8,3,0,1,5,20,30,5,14,9,50,3,7,1,,36,2,0,1,,4,1,1,1,6,,7,4,,213
408,5/1/2020 12:28,1076,MK,North Macedonia,9,7,10,10,10,9,9,10,2,10,9,10,3,10,90,70,30,0,6,7,20,20,30,5,5,10,0,0,0,2,9,9,10,1,1,10,9,10,9,9,9,10,80,85,7,9,7,9,1,7,8,8,3,0,0,1,0,8,6,0,10,9,0,0,8,8,0,7,8,10,30,40,4,12,5,25,3,7,1,,35,1,0,1,,2,1,1,1,7,,7,4,,213
409,5/1/2020 12:02,3841,MK,North Macedonia,10,0,8,10,10,6,6,10,7,0,10,10,3,10,100,65,30,5,8,6,30,50,20,0,0,0,0,0,0,3,10,7,10,0,2,8,7,10,10,0,0,0,80,73,6,3,5,2,8,8,3,0,10,0,2,5,3,7,1,2,8,9,2,2,7,5,3,5,3,5,70,70,2,16,6,25,3,7,1,,44,3,0,1,,4,1,1,1,8,,7,4,,213
410,5/1/2020 12:56,867,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,1,10,100,80,20,0,6,7,50,50,50,8,7,100,100,50,50,10,10,10,10,0,3,10,10,10,7,1,10,2,100,100,5,5,7,10,6,6,4,0,10,8,7,8,3,9,8,6,10,9,10,1,10,8,2,10,10,9,40,60,NA,10,6,50,900,NA,2,,32,3,1,1,,6,1,1,2,6,,4,13,,213
411,5/1/2020 12:52,1288,MK,North Macedonia,10,5,10,10,10,10,10,10,10,10,5,5,0,5,50,80,10,10,8,5,50,80,100,1,1,50,50,50,50,5,10,10,10,10,5,9,9,9,8,9,5,5,100,100,1,1,1,1,5,10,5,5,10,5,4,10,1,5,8,0,1,1,3,3,1,1,4,4,4,5,10,30,5,2,10,50,300,4,2,,42,3,1,6,Honorarno,6,1,1,1,7,,4,13,,213
412,5/1/2020 12:59,951,MK,North Macedonia,3,0,7,9,9,3,5,9,8,10,3,3,0,2,24,100,0,0,8,8,20,90,100,10,10,60,50,60,60,1,9,9,10,0,0,9,7,10,10,8,3,9,92,21,10,10,10,10,8,7,1,7,10,0,3,3,0,7,7,0,8,9,5,5,5,5,5,5,5,5,80,80,9,1,9,NA,NA,NA,1,,44,3,1,1,,6,1,1,1,7,,NA,13,,213
413,5/1/2020 13:21,7,MK,North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,
414,5/1/2020 12:44,2223,MK,North Macedonia,3,3,9,10,10,7,6,9,2,9,10,10,3,10,100,0,70,30,3,4,0,0,0,0,0,0,0,0,0,7,10,10,10,0,2,9,7,10,10,5,7,0,10,20,3,5,5,4,7,6,4,2,7,0,5,4,4,2,3,8,8,6,3,1,6,6,5,3,3,7,80,90,2,12,4,25,NA,7,1,,23,1,0,1,,5,1,1,1,6,,7,4,,213
415,5/1/2020 13:21,3,MK,North Macedonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,NA,,NA,NA,NA,NA,NA,,NA,NA,,
416,5/1/2020 13:12,710,MK,North Macedonia,10,10,0,7,10,10,10,10,0,0,10,10,0,10,100,0,50,50,10,7,70,80,0,10,10,100,100,100,0,0,10,10,10,0,0,10,0,10,10,0,10,10,35,36,10,6,10,10,0,10,7,6,6,8,10,7,0,8,10,4,10,10,0,0,10,0,0,10,0,10,70,100,10,7,10,0,300,4,2,,21,1,0,4,,6,1,1,2,5,,4,12,,213
417,5/1/2020 13:08,1004,MK,North Macedonia,10,3,10,10,10,10,10,10,10,10,1,1,0,1,12,50,25,25,4,4,20,20,50,5,5,0,0,0,0,2,10,10,9,0,0,8,8,8,9,5,9,9,100,100,10,10,10,10,9,7,2,1,10,0,1,3,3,2,5,0,10,10,0,0,7,9,6,1,6,6,50,50,5,14,10,50,300,4,2,,45,2,0,1,,6,1,1,2,7,,4,13,,312
418,5/1/2020 13:11,989,MK,North Macedonia,10,0,10,10,10,10,10,10,10,10,10,10,10,10,100,0,50,50,5,7,0,60,0,1,1,0,0,0,0,3,10,10,10,0,0,6,6,9,9,4,1,1,70,70,6,6,7,10,8,9,1,1,7,0,1,NA,10,NA,NA,2,10,10,3,0,7,7,0,6,3,10,60,70,1,16,8,50,NA,NA,1,,38,1,0,1,,4,1,1,1,6,,4,13,,213
419,5/1/2020 13:06,1702,MK,North Macedonia,10,2,8,10,10,10,10,10,10,5,10,5,2,10,100,50,40,10,7,7,50,50,50,10,8,80,0,50,0,5,10,10,10,0,0,8,5,10,10,5,8,8,100,100,8,8,10,10,8,8,2,0,10,0,2,0,0,5,5,0,10,10,8,0,10,8,0,8,8,10,50,50,5,4,8,25,3,7,1,,44,1,0,1,,4,1,1,2,6,,7,4,,213
420,5/1/2020 13:11,2028,MK,North Macedonia,10,1,3,10,10,8,4,8,9,9,10,10,6,6,100,50,40,10,7,7,100,70,100,6,10,100,50,80,70,5,10,10,10,0,5,10,8,10,8,8,8,8,50,100,8,8,8,10,5,8,5,0,4,0,6,2,0,4,8,4,8,8,9,3,7,10,7,9,9,10,20,30,5,2,8,50,1,NA,2,,45,3,1,1,,6,1,1,2,7,,4,13,,213
421,5/1/2020 13:35,1018,MK,North Macedonia,10,0,10,10,10,8,8,10,3,8,6,6,2,6,73,50,50,0,5,8,10,10,10,3,3,60,60,60,60,2,10,10,10,0,0,4,5,5,7,8,8,8,81,78,4,5,5,6,8,8,5,1,8,0,4,5,1,5,6,6,10,10,10,0,8,8,10,5,5,10,10,20,5,9,5,25,3,7,2,,53,3,2,1,,3,1,1,2,6,,7,4,,213
