caseid,q1_1,q1_2,q1_3,q1_4,q1_5,q2_1,q2_2,q2_3,q2_4,q2_5,q3_1,q3_2,q3_3,q3_4,q3_5,q4_1_1,q4_2_1,q4_3_1,q5_1,q6_1,q7_1,q7_2,q7_3,q8_1,q8_2,q9_1,q9_2,q9_3,q9_4,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12_1,q12_2,q13_1,q13_2,q13_3,q13_4,q14_1,q14_2,q14_3,q14_4,q15_1,q16_1,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q19_1,q19_2,q20_1,q21,q22_1,q23,q24,q25,civilstatus,children,jobsituation,jobsituation_other,q26,q27,q28,q29,q30,gender,age,profile_age1,profile_age2,profile_age3,region,household_income,profile_education,tot_time,endtime
1299758286,50,70,90,100,100,7,7,8,6,10,10,10,10,10,10,100,0,0,3,5,5,5,5,10,10,1,1,1,1,4,9,7,10,1,1,8,9,8,8,7,2,7,8,8,5,6,8,10,4,4,5,3,5,0,7,5,5,6,4,1,10,10,7,1,7,5,1,5,5,10,70,70,8,6,10,25,3,7,3,1,1,"",7,1,1,1,213,1,27,1,2,1,3,9,6,1626.304,2020-04-27 17:27:19
1299946436,80,60,50,50,80,5,8,8,9,10,5,9,5,10,9,0,40,60,5,6,1,2,0,5,3,0,0,0,0,1,9,10,10,0,2,2,5,7,6,5,6,6,5,5,5,6,6,5,5,5,4,5,4,0,2,5,0,3,1,5,10,8,3,0,5,5,1,0,1,8,50,50,5,14,7,25,300,3,1,0,4,"",6,1,1,1,213,1,23,1,2,1,1,13,2,778.956,2020-04-27 17:28:33
1299947138,100,20,50,70,100,10,10,10,10,10,10,10,7,10,10,80,20,0,6,6,8,10,5,10,10,4,4,4,5,4,10,10,10,1,2,8,8,10,1,5,5,5,5,7,5,8,5,10,2,7,8,2,5,5,5,10,10,10,10,5,10,10,10,0,8,5,0,5,10,10,80,70,6,16,5,50,900,4,2,1,1,"",5,1,1,1,213,1,34,1,4,2,1,5,4,775.885,2020-04-27 17:31:49
1299946442,1,1,1,1,1,10,10,10,10,10,10,10,10,10,10,80,10,10,8,8,8,10,6,10,10,10,10,8,10,10,10,10,10,8,10,10,10,10,10,10,10,8,10,10,1,10,10,8,7,8,8,0,10,10,10,8,10,10,8,5,8,10,10,6,6,6,8,5,2,5,10,10,8,16,10,50,300,4,1,0,4,"",5,2,1,1,213,2,20,1,1,1,3,13,2,761.646,2020-04-27 17:33:14
1299954044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,3,"",5,2,2,2,213,1,31,1,3,2,2,4,4,350.588,2020-04-27 17:35:29
1299947096,100,20,50,100,100,10,5,10,10,10,10,10,7,10,10,50,10,40,6,8,0,0,0,10,1,0,0,0,0,1,10,10,10,0,1,5,5,3,3,7,6,6,8,7,2,1,7,6,2,5,5,4,5,0,1,0,1,1,0,1,10,9,5,0,1,2,0,5,1,8,50,50,3,12,6,25,3,7,2,0,4,"",5,1,1,1,213,1,25,1,2,1,1,3,2,1373.334,2020-04-27 17:41:44
1299955020,100,25,100,100,95,5,5,10,5,8,10,10,10,10,10,100,0,0,5,8,0,10,5,10,10,5,5,0,0,5,10,10,10,10,5,10,10,10,10,10,10,10,5,10,10,10,10,10,5,10,10,0,5,0,5,5,10,5,5,10,10,10,10,0,10,5,0,10,5,10,100,100,6,16,8,50,300,4,1,0,4,"",5,1,1,1,213,2,20,1,1,1,1,12,3,510.123,2020-04-27 17:42:26
1299942822,70,100,0,70,100,10,10,10,7,0,10,10,3,10,10,100,0,0,5,5,0,0,0,10,8,0,0,0,0,0,10,10,10,0,0,5,5,10,5,4,6,6,6,3,8,3,3,5,7,6,5,5,7,0,8,0,8,6,0,7,5,5,5,0,5,5,3,5,4,5,80,90,3,5,6,125,180,7,1,0,1,"",5,1,1,2,213,2,24,1,2,1,1,12,4,1867.738,2020-04-27 17:43:01
1299908192,80,50,80,90,100,10,10,8,5,8,10,10,6,10,10,10,50,40,8,6,5,5,1,10,10,1,1,1,1,1,10,10,10,10,1,5,5,5,5,5,5,5,8,8,10,9,8,10,5,5,8,8,4,0,2,2,2,2,1,8,8,6,5,1,5,5,2,5,2,7,50,50,5,16,8,50,3,7,3,3,5,"",3,2,1,2,213,2,70,4,11,6,5,8,6,1224.644,2020-04-27 17:44:12
1295505118,90,70,100,90,100,10,10,9,5,8,7,9,9,8,10,100,0,0,8,6,4,6,5,10,10,1,0,0,0,5,9,8,10,0,5,7,6,8,6,5,5,5,8,8,8,7,7,10,2,6,6,4,6,0,4,5,3,6,4,0,8,8,6,5,8,5,5,5,7,7,10,10,5,3,8,125,3,4,2,0,3,"",4,2,1,1,213,1,22,1,1,1,1,5,1,1383.926,2020-04-27 17:44:51
1299964206,50,50,50,40,50,5,5,5,5,5,5,6,5,5,5,1,47,52,5,5,5,5,5,5,5,6,5,5,5,5,5,5,10,5,5,5,5,10,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,50,50,4,6,5,0,0,0,2,0,5,"",6,3,1,1,213,1,34,1,4,2,1,12,6,263.204,2020-04-27 17:46:53
1299954974,90,10,30,70,100,8,9,9,9,10,0,0,0,0,1,70,0,30,5,7,0,0,0,2,2,0,0,0,0,5,10,10,10,0,0,6,7,5,6,5,5,5,4,7,5,7,8,9,9,10,1,1,7,5,1,2,2,2,3,0,5,7,5,1,5,5,5,6,5,5,70,60,6,11,10,50,100,7,2,0,4,"",5,1,1,1,213,2,24,1,2,1,5,1,2,912.984,2020-04-27 17:48:42
1299961480,0,0,10,0,0,2,3,2,3,2,0,0,0,0,0,0,100,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,99,125,1,7,3,2,1,"",6,2,1,1,213,2,31,1,3,2,4,7,6,827.934,2020-04-27 17:52:27
1299963242,80,10,20,100,100,7,7,4,1,8,1,8,1,8,8,100,0,0,4,6,5,5,5,8,7,5,1,1,1,5,9,9,9,2,1,5,1,5,3,3,7,7,6,6,6,6,6,5,3,8,5,1,6,0,5,5,1,2,2,1,9,8,5,1,5,5,5,1,1,6,90,90,7,7,8,25,3,7,2,2,1,"",8,1,1,1,213,2,34,1,4,2,5,11,7,762.231,2020-04-27 17:53:19
1299853594,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,4,99,25,3,7,1,0,4,"",7,2,99,99,214,2,19,1,1,1,3,11,1,1279.006,2020-04-30 12:14:26
1299742524,80,0,90,70,100,10,10,9,7,8,7,7,3,10,9,1,64,35,8,8,5,2,2,10,8,5,0,0,0,5,8,7,8,0,3,5,5,5,5,5,5,5,5,7,7,7,8,9,7,6,5,8,5,0,1,2,1,2,2,0,9,9,8,0,8,8,0,8,9,8,50,50,1,5,5,50,300,0,1,0,1,"",5,1,1,1,213,2,33,1,4,2,4,4,6,2977.738,2020-04-27 17:55:23
1299951912,80,60,100,80,70,6,6,7,2,5,10,8,7,10,10,70,25,5,3,4,3,3,3,8,7,8,5,5,6,4,8,2,4,2,6,7,6,10,6,5,7,7,3,4,6,4,6,8,9,5,7,9,3,0,6,5,1,3,7,2,6,6,8,3,3,3,4,4,3,7,50,60,5,2,10,25,300,7,2,0,4,"",5,1,1,1,213,1,21,1,1,1,3,1,3,1695.1,2020-04-27 18:00:39
1299972340,60,40,60,50,40,6,4,5,4,6,4,7,6,6,4,91,6,3,6,7,6,4,6,6,6,1,2,2,1,5,6,4,4,6,6,6,4,4,6,5,6,4,6,6,6,4,6,6,7,4,6,5,6,6,6,6,4,4,4,4,6,4,5,5,4,6,5,6,6,5,20,30,5,5,5,25,3,7,2,1,1,"",5,1,1,1,213,1,29,1,3,1,1,10,6,457.641,2020-04-27 18:05:48
1299879666,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,25,3,4,1,0,1,"",8,1,1,1,213,2,25,1,2,1,3,4,5,1161.91,2020-04-27 18:05:50
1299908568,10,2,10,10,10,8,9,10,9,10,10,10,10,10,10,25,50,25,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,7,8,8,10,3,5,5,2,0,0,5,5,3,5,5,0,7,5,0,5,0,0,10,0,0,0,0,0,5,2,0,150,900,0,3,2,1,"",5,1,1,1,213,1,36,2,4,2,5,12,6,716.601,2020-04-27 18:17:03
1299975672,60,60,10,80,90,7,7,7,6,7,9,6,2,8,8,90,10,0,8,7,5,8,3,8,7,1,0,0,0,5,8,8,8,1,3,6,6,7,7,5,8,8,6,7,7,5,5,9,8,8,5,2,6,0,1,1,2,2,3,1,8,7,5,1,8,6,2,1,6,8,50,50,8,11,6,25,3,7,2,0,1,"",6,1,1,1,213,1,27,1,2,1,1,6,7,624.681,2020-04-27 18:18:07
1299789742,90,30,50,100,100,10,10,10,10,10,10,10,10,10,10,50,50,0,7,8,2,2,1,10,10,7,7,1,10,9,10,9,8,0,0,7,5,5,6,5,7,6,10,8,8,8,7,10,8,10,0,10,10,0,5,6,1,10,8,0,5,5,5,5,5,5,5,5,5,5,50,50,4,13,10,50,900,8,2,4,1,"",7,2,1,1,213,1,47,2,6,3,3,12,7,1120.434,2020-04-27 18:22:57
1299928230,80,10,90,90,100,10,10,10,8,10,1,1,1,1,1,25,37,38,5,5,6,6,5,10,10,5,5,5,5,7,7,7,7,5,6,7,7,7,7,5,4,7,2,5,7,6,7,7,5,7,5,1,6,1,5,5,6,6,5,3,5,5,5,5,5,5,5,5,5,5,10,20,5,3,6,50,300,4,3,3,5,"",5,1,1,1,213,1,73,4,12,6,4,12,4,1478.466,2020-04-27 18:24:01
1299908172,80,0,50,30,100,10,10,10,10,10,5,10,10,3,10,49,40,11,5,6,5,5,5,8,8,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,7,7,6,7,7,7,5,7,5,3,7,7,5,5,5,5,5,5,5,5,5,4,5,6,6,5,5,5,50,60,5,14,7,50,1,4,3,2,1,"",7,1,1,1,213,2,52,2,7,4,1,13,6,883.017,2020-04-27 18:25:30
1299766888,90,0,70,90,100,5,5,10,6,7,7,9,6,7,10,80,20,0,10,9,6,8,5,10,10,0,0,0,0,1,10,9,9,10,0,1,1,10,6,2,1,0,7,9,2,9,9,10,10,9,5,0,8,0,3,1,2,2,5,5,6,6,2,1,8,5,9,5,1,7,0,10,1,5,9,50,3,7,3,1,1,"",8,2,1,1,213,2,31,1,3,2,5,7,4,889.854,2020-04-27 18:25:49
1299985126,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,100,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,50,1,4,1,3,1,"",5,1,1,1,213,1,28,1,3,1,1,3,4,481.819,2020-04-27 18:27:36
1299980792,60,80,80,90,100,9,5,10,7,9,4,8,6,8,9,95,5,0,6,2,2,7,5,10,10,4,0,0,1,5,9,8,10,0,0,5,5,8,8,5,8,8,3,5,7,7,8,9,4,7,7,5,1,0,0,0,2,1,0,1,6,8,7,1,5,5,3,3,5,7,80,90,8,3,5,50,3,4,1,0,1,"",4,2,1,1,213,2,32,1,3,2,2,3,3,1067.917,2020-04-27 18:27:52
1299979030,70,20,50,100,100,9,9,10,5,10,10,10,10,10,10,100,0,0,5,4,10,8,10,10,10,5,5,5,5,5,8,5,9,1,2,9,9,5,5,6,8,8,1,1,5,8,8,8,1,1,10,3,1,5,5,5,8,5,5,1,5,5,5,3,9,3,5,5,6,5,50,50,5,5,3,50,3,2,3,1,1,"",5,2,2,1,213,1,31,1,3,2,3,12,4,559.017,2020-04-27 18:27:53
1299505214,90,30,90,90,100,10,10,10,8,10,10,10,7,10,10,60,25,15,7,7,5,8,5,10,10,3,2,1,0,1,10,10,10,0,0,8,7,7,5,6,8,8,8,8,5,7,8,10,8,10,6,3,5,0,5,2,0,0,2,5,10,10,6,1,5,1,7,3,1,10,50,70,6,9,9,50,3,4,3,3,5,"",6,1,1,1,213,1,73,4,12,6,5,4,5,1712.73,2020-04-27 18:30:59
1299989992,7,2,6,2,1,7,1,5,8,4,7,6,2,4,1,60,31,9,6,1,6,9,2,6,2,6,9,4,6,7,4,2,8,8,5,1,7,6,0,6,1,6,5,5,7,5,9,4,6,3,8,6,7,5,6,6,6,5,6,4,3,9,6,7,8,5,4,9,3,6,1,1,5,16,99,50,300,4,1,0,1,"",7,1,99,99,213,1,27,1,2,1,1,5,7,395.242,2020-04-27 18:32:11
1299983956,8,2,3,9,10,3,3,7,1,7,8,8,2,8,8,100,0,0,9,8,7,5,5,10,10,0,0,0,0,4,4,5,4,1,4,3,3,7,5,2,3,9,6,7,9,7,8,8,2,8,5,6,6,0,5,1,6,1,2,8,9,9,8,0,5,5,0,1,1,9,10,70,7,3,5,25,3,7,3,1,1,"",8,1,1,1,213,2,33,1,4,2,4,11,7,1055.436,2020-04-27 18:35:08
1299985276,100,30,100,100,100,10,10,10,7,10,10,10,10,10,10,54,46,0,10,7,5,5,2,10,10,1,1,1,1,1,10,10,10,1,1,7,5,5,5,6,6,6,5,3,9,10,10,10,5,7,5,3,5,0,1,1,1,5,10,1,7,5,2,1,7,2,1,3,7,7,50,50,5,10,5,25,3,4,3,0,2,"",5,1,1,1,213,1,27,1,2,1,3,12,7,864.087,2020-04-27 18:37:04
1299995358,100,60,50,60,80,3,3,3,3,6,7,7,4,6,7,100,0,0,1,3,4,5,3,10,10,5,4,3,3,4,6,6,6,3,3,3,3,5,2,4,3,4,1,1,3,2,1,2,6,5,9,10,1,0,1,1,3,2,2,1,8,7,6,1,3,3,2,1,1,7,20,30,5,4,3,50,3,4,1,0,4,"",3,2,1,1,213,1,21,1,1,1,3,7,2,474.883,2020-04-27 18:44:51
1299898692,80,0,50,0,100,5,5,5,1,7,6,6,1,1,1,21,0,79,5,6,5,5,0,9,0,0,0,0,0,5,8,7,7,0,3,5,5,9,5,0,0,7,3,5,5,3,3,6,5,9,6,5,1,5,3,0,3,0,0,5,10,3,5,0,5,0,6,0,0,7,30,30,2,12,7,100,3,4,3,3,5,"",10,1,1,1,777,2,77,4,12,6,1,11,7,1054.16,2020-04-27 18:46:37
1299994032,80,70,90,100,100,9,9,10,6,10,5,5,1,8,10,60,30,10,8,7,1,3,0,10,8,5,1,1,1,5,10,9,9,0,0,7,5,9,7,7,7,9,7,8,7,5,6,9,7,7,0,2,8,0,3,1,3,1,1,3,8,6,5,1,5,4,2,1,1,5,50,70,7,5,9,50,3,4,2,1,1,"",4,1,1,1,213,1,26,1,2,1,2,4,5,1299.487,2020-04-27 18:53:30
1300007102,100,0,100,100,100,10,10,8,1,8,10,10,10,10,10,100,0,0,2,6,6,5,5,10,10,2,0,0,0,4,7,8,6,2,1,6,7,8,6,6,6,4,6,8,5,8,6,4,6,7,2,1,6,0,6,6,8,5,7,5,5,4,5,6,5,5,4,5,5,5,80,100,8,2,7,125,300,4,3,2,1,"",7,1,1,1,213,2,30,1,3,2,1,5,6,488.29,2020-04-27 19:01:13
1300002190,100,0,80,90,100,8,8,10,1,7,8,10,1,9,9,80,20,0,3,4,0,1,0,3,9,0,0,0,0,5,0,10,10,0,0,7,6,8,2,8,2,1,7,9,4,6,5,7,2,2,9,8,4,0,6,3,6,7,2,0,8,7,1,0,7,7,0,2,4,10,80,40,0,10,8,50,300,7,1,0,1,"",7,1,1,2,213,1,28,1,3,1,1,5,7,1219.354,2020-04-27 19:02:57
1299989954,25,3,2,1,1,8,10,10,10,10,0,0,0,0,0,43,50,7,5,8,0,0,0,10,6,0,0,0,0,5,9,9,8,0,9,6,6,6,6,6,5,5,8,8,5,5,10,6,10,10,5,5,10,0,5,7,5,8,6,0,8,8,4,5,8,3,5,4,3,8,9,8,0,1,9,50,300,16,3,2,1,"",4,1,1,1,213,1,30,1,3,2,1,12,6,1359.935,2020-04-27 19:19:28
1299916808,30,20,10,60,90,9,9,8,4,10,5,4,1,4,5,50,20,30,9,9,1,1,3,7,8,1,1,1,1,4,9,9,9,1,1,1,6,1,9,6,4,1,8,9,7,9,8,9,8,9,1,8,8,0,2,1,1,1,1,1,8,4,1,1,1,1,8,5,2,1,40,30,7,5,9,50,3,4,3,1,5,"",8,1,1,1,213,2,77,4,12,6,2,8,6,996.098,2020-04-27 19:20:30
1299508836,90,10,90,100,100,9,9,7,8,9,7,9,4,9,10,50,38,12,5,5,2,2,3,8,6,4,2,1,2,7,6,5,5,6,6,6,7,6,7,7,6,6,8,6,8,8,9,9,4,10,6,2,8,5,2,7,4,7,7,2,6,4,6,5,6,6,5,5,6,4,50,60,4,1,7,50,3000,4,1,0,3,"",6,2,1,2,213,1,29,1,3,1,3,8,7,1329.412,2020-04-27 19:25:41
1300062998,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,100,0,0,8,5,4,5,3,3,4,4,4,3,4,3,4,2,2,5,2,3,3,3,4,4,4,5,2,4,3,4,3,3,2,4,3,4,5,2,2,4,3,2,2,4,7,3,3,3,3,4,4,2,3,3,3,5,3,16,7,50,300,4,3,0,2,"",5,1,1,1,213,1,27,1,2,1,3,13,6,203.432,2020-04-27 20:04:15
1300062924,100,0,60,90,100,4,2,4,1,6,10,10,0,5,7,36,32,32,7,7,7,6,6,6,7,8,7,7,7,6,6,7,7,7,7,6,6,7,6,7,7,6,2,7,7,6,6,6,7,7,7,2,7,7,8,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,70,70,7,11,7,50,300,4,2,0,4,"",7,1,1,2,213,1,22,1,1,1,2,13,2,494.263,2020-04-27 20:08:14
1300060072,70,30,30,90,100,9,8,9,9,7,5,4,4,4,4,92,0,8,6,4,0,1,0,5,3,3,2,2,2,2,9,10,10,5,7,0,1,10,9,6,1,7,8,8,7,7,8,9,2,3,9,10,9,0,1,1,5,1,1,6,10,10,5,0,5,1,1,1,1,10,70,90,2,4,4,25,3,7,1,0,4,"",2,1,1,2,213,2,22,1,1,1,1,1,2,727.882,2020-04-27 20:09:21
1300073058,100,50,50,80,100,5,5,8,2,10,9,8,5,10,10,20,40,40,4,5,0,0,0,10,5,0,0,0,0,0,8,7,10,0,0,4,4,5,4,4,4,3,5,5,5,5,5,5,0,0,0,0,5,0,0,0,0,0,0,0,10,5,5,0,0,0,0,7,7,7,80,100,0,12,6,50,3,2,2,0,4,"",4,1,1,1,213,1,23,1,2,1,2,13,2,835.904,2020-04-27 20:28:40
1300084298,50,50,60,50,50,6,5,5,4,5,5,4,6,6,5,53,35,12,6,6,6,5,4,5,5,6,6,6,6,7,5,4,6,5,5,6,6,4,5,6,5,5,6,5,6,5,4,6,7,5,4,6,5,5,6,5,5,6,5,4,5,4,6,6,5,5,6,4,5,6,50,40,5,12,6,60,1,4,1,0,1,"",7,1,1,2,213,2,28,1,3,1,4,3,6,356.791,2020-04-27 20:31:27
1300083876,90,10,50,60,90,9,8,8,4,10,9,4,9,9,9,65,31,4,1,1,5,7,3,8,8,0,0,0,0,1,8,10,9,0,3,2,2,4,1,0,1,5,1,3,7,7,9,8,1,8,8,6,2,0,2,1,7,6,1,1,10,8,3,0,7,5,0,0,7,7,70,20,6,8,2,25,3,7,2,0,4,"",3,1,1,2,213,2,24,1,2,1,4,2,2,587.353,2020-04-27 20:33:13
1300015020,100,0,90,100,100,7,1,10,0,10,10,10,8,10,10,70,10,20,5,6,5,5,5,10,8,5,5,5,5,0,6,6,5,5,5,7,5,6,6,5,7,7,6,7,2,3,5,10,6,4,7,8,5,0,6,4,4,6,6,6,6,6,5,0,3,5,3,0,1,6,20,20,6,16,7,25,3,7,2,1,1,"",4,2,1,1,213,1,26,1,2,1,3,7,5,4931.433,2020-04-27 20:35:11
1300084436,6,7,9,6,7,7,8,5,9,9,5,6,5,6,4,80,20,0,8,4,7,8,7,9,7,2,0,0,0,5,6,5,4,7,8,7,5,7,6,7,6,3,6,7,4,7,8,2,5,5,6,7,5,0,4,5,8,7,5,7,6,6,4,4,5,4,2,8,6,8,80,80,8,4,10,25,3,7,2,2,1,"",7,1,1,2,213,2,29,1,3,1,3,8,6,597.027,2020-04-27 20:39:24
1300084502,80,60,80,100,100,10,10,10,10,10,10,10,4,10,10,100,0,0,1,2,9,5,5,10,10,0,0,0,0,8,8,9,8,0,5,1,5,10,5,6,5,10,1,1,5,5,4,5,1,5,8,7,2,0,6,5,1,3,0,0,10,8,5,0,5,7,0,5,5,7,20,30,1,5,4,50,0,0,1,1,1,"",3,1,1,1,213,1,32,1,3,2,1,6,6,579.229,2020-04-27 20:40:10
1299505118,80,30,90,90,100,9,9,10,5,6,4,8,1,5,10,10,70,20,7,8,6,6,5,10,10,4,1,0,0,8,8,9,10,0,5,5,5,6,6,6,5,5,6,8,7,7,7,8,2,2,6,5,7,0,4,1,3,5,7,1,6,6,5,2,7,5,6,5,5,5,50,60,8,5,5,50,3,7,1,2,5,"",7,2,1,1,213,2,64,3,10,5,2,2,4,2912.131,2020-04-27 20:50:13
1300091334,8,8,8,8,8,10,10,10,8,8,8,8,8,9,8,87,0,13,7,7,5,5,5,5,4,1,1,1,1,6,7,5,7,5,4,5,5,5,5,5,5,5,7,5,5,5,5,5,6,7,8,6,6,6,4,4,5,3,4,4,5,5,6,4,5,6,5,6,5,4,5,5,6,9,10,50,3,7,2,0,1,"",7,1,1,1,213,1,30,1,3,2,1,6,7,615.492,2020-04-27 20:50:58
1299731842,100,100,0,80,100,10,10,10,5,10,10,3,1,10,10,60,25,15,6,7,1,5,1,10,10,2,2,2,2,1,10,10,10,1,1,5,7,9,7,5,1,10,6,8,10,10,10,7,3,8,8,5,5,0,1,1,8,5,3,1,10,10,7,0,6,9,0,7,9,10,10,10,4,14,5,50,300,7,1,0,1,"",7,2,1,1,213,2,46,2,6,3,2,6,4,1806.698,2020-04-28 16:09:22
1300103102,50,50,50,50,50,5,5,5,5,5,4,5,1,2,1,33,34,33,5,5,0,5,1,1,0,0,0,1,0,1,8,9,9,0,5,5,5,5,5,5,5,5,5,5,5,5,3,4,7,7,6,4,4,5,5,5,5,5,5,7,5,5,5,5,5,5,5,5,5,5,20,30,3,10,10,25,300,4,1,0,3,"",5,1,1,1,213,2,28,1,3,1,1,2,7,371.567,2020-04-27 20:55:43
1300114708,60,60,40,40,60,4,4,6,5,6,4,6,5,5,6,92,3,5,7,7,3,5,6,8,8,1,2,1,1,4,4,6,5,4,5,5,4,5,4,6,5,5,5,5,5,5,6,5,4,4,5,4,4,5,5,4,6,4,5,4,6,4,6,4,5,5,5,6,6,5,40,40,5,4,5,25,3,7,2,1,1,"",5,1,1,1,213,2,24,1,2,1,1,11,7,160.96,2020-04-27 21:07:41
1300119396,0,90,80,100,100,10,10,10,10,10,5,5,6,5,6,26,38,36,5,5,6,6,6,6,6,5,7,5,6,6,6,6,6,6,5,5,5,5,6,5,6,6,5,6,5,5,7,10,5,6,5,6,4,3,6,6,6,5,6,5,5,5,6,5,5,6,5,7,5,7,60,60,5,1,5,50,600,0,3,2,1,"",8,1,1,1,213,2,19,1,1,1,2,13,5,373.803,2020-04-27 21:11:54
1300109638,80,20,40,90,100,3,3,9,2,10,10,10,10,10,10,80,15,5,6,4,5,5,6,7,1,1,1,1,1,4,10,10,10,1,1,6,3,6,6,4,8,8,2,1,4,7,7,5,6,2,7,9,1,0,1,1,1,1,1,1,5,4,3,4,3,3,8,3,1,1,30,60,5,3,7,28,3,4,1,0,1,"",5,2,2,2,213,2,22,1,1,1,3,5,3,747.25,2020-04-27 21:17:19
1300134084,70,60,70,40,70,7,4,6,4,7,6,8,5,7,4,44,35,21,6,7,3,7,5,3,7,3,6,6,6,6,6,7,4,6,7,4,7,3,6,3,6,4,4,7,3,7,3,7,4,3,6,7,6,7,7,7,7,5,7,7,6,7,6,7,6,4,7,4,7,5,40,70,6,11,7,2,3,2,3,1,1,"",8,1,2,2,3,1,31,1,3,2,1,12,7,164.408,2020-04-27 21:26:13
1300127168,50,50,50,50,50,5,5,5,5,5,5,5,5,5,5,54,46,0,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,3,7,5,9,4,8,5,5,5,5,5,5,5,5,50,50,5,4,99,50,30,2,1,0,4,"",10,1,99,1,213,2,22,1,1,1,1,11,4,281.582,2020-04-27 21:26:31
1300122930,70,40,60,40,60,4,4,6,5,8,3,1,9,7,7,21,41,38,4,6,7,4,6,4,5,5,5,6,6,6,6,5,2,4,5,5,7,6,6,7,7,8,6,6,6,6,6,6,2,5,7,6,5,5,4,7,5,6,5,5,5,5,4,4,5,5,5,5,5,6,60,50,5,8,3,1,3,4,3,3,2,"",5,2,2,2,2,2,20,1,1,1,3,3,3,958.869,2020-04-27 21:26:42
1300134120,40,60,40,60,40,6,3,6,6,4,5,7,7,5,3,100,0,0,10,8,10,10,3,4,5,0,0,0,0,2,4,5,3,6,3,5,5,6,4,7,7,7,5,4,3,6,4,6,6,2,3,4,3,0,5,7,6,4,6,4,5,3,6,3,7,3,7,4,7,5,50,50,5,1,10,100,300,4,2,0,4,"",10,1,1,1,213,2,22,1,1,1,4,5,5,149.031,2020-04-27 21:27:35
1299917048,100,40,60,100,100,5,6,5,5,9,5,5,5,5,5,99,1,0,8,8,5,0,5,10,10,0,0,0,0,0,10,0,5,0,0,0,0,0,0,0,0,0,10,10,5,5,5,10,10,10,8,0,10,10,0,0,0,0,0,0,5,5,5,1,5,5,5,5,5,5,0,0,2,10,2,50,300,4,1,2,5,"",4,1,1,1,213,2,73,4,12,6,2,3,1,1599.408,2020-04-27 21:40:50
1300067354,100,30,100,100,100,10,10,7,0,10,5,10,5,5,10,100,0,0,2,3,0,5,0,7,5,0,0,0,0,10,10,10,10,0,5,9,8,7,10,5,5,7,3,6,5,9,9,9,5,8,8,8,5,0,0,0,0,2,0,5,10,10,7,0,7,5,1,8,7,10,30,80,5,4,5,25,300,4,1,0,1,"",7,2,1,1,213,2,28,1,3,1,2,12,6,654.01,2020-04-27 21:43:00
1300027474,60,40,50,70,100,4,4,5,1,7,8,6,6,7,7,80,6,14,8,7,1,1,0,6,7,3,0,0,0,5,10,10,10,1,9,3,3,6,6,5,3,8,7,7,9,8,8,6,5,7,2,1,6,0,1,1,0,1,1,1,9,9,6,1,5,2,2,1,1,7,10,0,4,4,10,50,300,4,2,0,1,"",7,1,1,1,213,2,33,1,4,2,1,9,7,1259.179,2020-04-27 21:44:35
