Duration_sec,RecordedDate,Language,physical_contact__1,physical_contact__2,physical_contact__3,physical_contact__4,physical_contact__5,physical_hygiene__1,physical_hygiene__2,physical_hygiene__3,physical_hygiene__4,physical_hygiene__5,policy_support__1,policy_support__2,policy_support__3,policy_support__4,policy_support__5,generosity__1,generosity__2,generosity__3,psych_wellbeing1,psych_wellbeing2,collective_narcis__1,collective_narcis__2,collective_narcis__3,national_identity__1,national_identity__2,Conspiracy_theories__1,Conspiracy_theories__2,Conspiracy_theories__3,Conspiracy_theories__4,open_mindedness__1,open_mindedness__2,open_mindedness__3,open_mindedness__4,open_mindedness__5,open_mindedness__6,morality_as_cooperat_1,morality_as_cooperat_2,morality_as_cooperat_3,morality_as_cooperat_4,morality_as_cooperat_5,morality_as_cooperat_6,morality_as_cooperat_7,trait_optimism_1,trait_optimism_2,social_belonging__1,social_belonging__2,social_belonging__3,social_belonging__4,trait_self_control__1,trait_self_control__2,trait_self_control__3,trait_self_control__4,Self_esteem,AttCheck2,Narcissism__1,Narcissism__2,Narcissism__3,Narcissism__4,Narcissism__5,Narcissism__6,Moral_ID__1,Moral_ID__2,Moral_ID__3,Moral_ID__4,Moral_ID__5,Moral_ID__6,Moral_ID__7,Moral_ID__8,Moral_ID__9,Moral_ID__10,risk_perception__1,risk_perception__2,political_ideology,moral_circle,health_cond,sex,sex_other,age,marit_status,children,employ_status,employ_status_other,Ladder,urban,tested_positive,know_tested_positive,AttCheck_nobots,CRT1,CRT2,CRT3,Country
1270,  5/11/2020 3:26,PL,7,2,7,6,9,6,7,6,6,4,5,5,5,6,6,0,100,0,7,7,5,5,5,10,9,5,4,4,4,1,8,8,8,1,1,7,5,6,5,5,5,5,6,7,5,5,5,7,4,6,5,2,7,0,6,3,4,6,4,1,10,9,4,2,7,5,8,4,3,1,50,50,5,5,6,2,,49,2,4,1,,6,1,1,1,213,50,3,1,Poland
768,  5/11/2020 3:27,PL,9,9,3,4,8,8,9,9,7,3,8,8,6,7,8,40,20,40,8,7,7,4,8,4,4,9,9,10,7,4,4,7,7,7,3,7,1,1,10,10,8,3,7,8,9,9,9,9,8,9,4,9,2,8,8,9,10,10,3,7,7,3,4,10,10,10,1,7,8,8,80,0,4,15,7,1,,32,1,0,1,,6,1,1,1,213,50,3,4,Poland
1131,  5/11/2020 3:29,PL,10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,60,30,10,7,4,7,10,6,10,10,0,8,9,9,9,6,7,6,2,5,6,9,10,10,10,4,10,3,2,10,10,10,10,4,9,6,0,4,0,5,4,7,10,7,10,10,9,6,6,6,6,0,6,6,10,60,90,5,16,10,2,,37,1,5,3,,7,1,1,1,213,50,900,4,Poland
2982,  5/11/2020 3:30,PL,8,0,10,10,10,10,10,10,8,10,8,10,10,10,10,80,15,5,8,8,9,9,10,10,10,0,0,5,1,10,10,8,8,0,6,8,9,10,10,9,6,0,9,10,7,5,8,10,9,10,2,0,5,0,5,6,6,8,7,6,10,10,8,0,8,9,8,10,10,9,30,30,8,7,4,1,,84,3,2,5,,5,1,1,1,213,50,100,4,Poland
1565,  5/11/2020 3:30,PL,10,0,10,10,10,6,6,10,1,4,10,10,9,10,10,99,1,0,10,8,5,5,4,10,9,5,0,0,0,5,10,10,10,0,0,6,6,8,8,5,7,8,10,10,10,10,10,10,5,10,5,5,5,0,0,0,0,0,0,0,10,10,0,0,2,5,0,0,0,5,50,50,10,9,5,1,,47,1,0,6,,7,1,1,1,213,50,1,,Poland
1791,  5/11/2020 3:33,PL,8,7,7,8,9,10,9,10,8,7,8,7,6,5,5,90,10,0,7,7,4,9,6,9,9,9,0,0,0,6,9,9,9,1,1,7,7,8,7,1,5,0,6,6,6,6,6,8,6,9,4,6,8,0,2,2,5,7,7,5,8,8,5,1,7,6,4,2,3,9,30,40,1,2,8,1,,57,3,2,1,,7,1,1,1,213,50,3,2,Poland
7329,  5/11/2020 3:35,PL,10,0,10,10,10,6,8,10,10,2,10,10,7,10,10,85,10,5,2,4,2,7,4,8,9,7,7,10,3,2,8,8,10,0,4,7,7,7,9,8,5,5,4,8,10,4,5,10,7,5,7,7,2,0,6,3,2,6,4,3,10,8,5,0,7,2,0,7,8,7,50,100,3,5,0,2,,18,1,0,4,,4,1,1,1,213,25,300,4,Poland
2952,  5/11/2020 3:37,PL,0,0,10,10,10,10,10,10,10,10,10,10,6,1,10,50,40,10,6,6,9,9,5,10,10,5,0,0,0,5,10,10,10,1,1,10,10,10,10,9,10,10,5,7,7,7,8,10,6,6,5,0,5,0,7,5,9,6,5,4,10,10,8,0,9,10,9,5,7,9,50,50,1,16,7,2,,46,3,1,1,,6,1,1,1,213,25,3,32,Poland
1589,  5/11/2020 3:40,PL,10,0,10,6,10,6,8,10,6,6,8,8,6,10,7,60,30,10,3,4,4,4,4,10,6,7,4,4,4,3,8,10,7,2,2,6,3,6,4,4,3,3,6,0,4,6,4,7,8,6,4,7,3,4,0,0,0,10,1,4,10,7,10,0,4,1,10,3,2,10,80,80,1,1,6,2,,35,1,1,1,,6,4,1,1,213,50,300,8,Poland
1453,  5/11/2020 3:46,PL,10,0,10,10,10,4,4,10,2,10,10,10,3,1,4,0,70,30,9,8,0,1,0,10,10,3,0,0,0,2,10,10,10,0,1,10,10,10,10,10,10,10,9,10,9,7,7,10,7,8,4,7,4,0,4,0,0,1,1,1,10,8,0,0,2,2,2,2,1,9,30,30,5,16,7,1,,68,1,2,5,,6,1,1,1,213,25,3,7,Poland
1632,  5/11/2020 3:47,PL,10,10,10,10,10,9,9,8,8,8,10,10,10,9,8,50,40,10,10,10,10,9,10,10,10,10,10,10,10,8,10,8,8,10,9,10,10,9,9,9,8,8,10,10,10,10,8,8,9,10,9,1,10,7,8,9,10,8,9,10,10,10,10,0,10,10,10,10,10,10,60,70,5,10,8,1,,66,3,2,5,,1,1,1,1,213,50,300,4,Poland
2204,  5/11/2020 3:48,PL,9,0,10,9,10,9,9,10,9,6,8,8,5,8,6,0,50,50,3,3,7,9,9,8,8,8,8,3,5,6,7,7,7,2,2,8,8,9,9,0,0,0,7,7,7,8,8,8,7,8,4,3,8,0,3,3,5,6,7,4,8,8,3,3,8,8,2,8,8,8,50,70,1,16,8,1,,49,3,4,1,,6,1,1,1,213,50,3,4,Poland
1666,  5/11/2020 3:49,PL,4,7,5,5,7,0,0,9,0,2,2,2,0,1,8,70,20,10,8,5,3,7,5,10,9,8,7,3,5,0,10,10,10,0,0,6,7,7,10,1,0,0,8,5,7,9,9,10,2,8,9,0,0,0,1,0,0,7,2,6,6,6,2,1,7,5,2,4,1,4,50,50,5,1,8,2,,32,3,3,3,,6,4,1,1,213,50,3,4,Poland
1638,  5/11/2020 3:50,PL,10,3,10,10,10,9,9,10,8,10,10,10,5,10,8,0,100,0,5,7,5,5,5,10,10,5,5,5,5,5,8,10,10,2,1,10,7,10,5,10,7,10,3,5,6,4,6,9,5,7,7,6,6,0,0,0,0,1,0,5,10,7,3,2,6,4,3,3,1,7,50,50,3,1,7,2,,67,3,1,5,,6,1,1,1,213,50,900,4,Poland
1003,  5/11/2020 3:51,PL,6,2,7,9,10,7,8,2,2,8,9,9,6,7,7,20,60,20,9,7,9,1,3,10,10,1,0,2,1,2,8,8,9,2,2,7,2,8,8,7,3,2,8,9,9,9,10,10,3,7,7,2,7,0,8,1,0,8,3,0,6,8,6,2,3,7,8,7,3,4,20,70,8,2,10,2,,36,3,3,6,Housewife,3,4,1,2,213,50,300,16,Poland
5129,  5/11/2020 3:52,PL,10,1,10,10,10,8,7,10,7,8,10,10,10,10,10,50,49,1,1,3,6,6,4,10,10,6,4,4,4,4,8,7,8,2,1,8,5,10,8,9,7,10,3,2,6,6,5,4,10,10,8,7,2,0,10,3,8,8,3,4,7,9,6,2,8,6,2,6,6,7,20,80,6,1,2,2,,34,1,0,3,,9,1,1,1,213,50,300,4,Poland
1757,  5/11/2020 3:53,PL,0,10,0,8,0,5,5,5,0,0,0,0,0,5,5,50,50,0,9,9,10,10,10,10,10,10,10,10,10,0,10,5,9,0,0,5,5,5,5,5,5,5,10,10,10,10,10,10,3,10,8,5,10,10,0,0,0,0,0,0,5,5,5,5,5,5,5,5,5,5,0,0,9,16,8,1,,53,3,5,1,,6,1,1,1,213,50,3,4,Poland
1075,  5/11/2020 3:54,PL,8,0,9,10,10,6,6,6,1,3,9,10,0,6,7,100,0,0,4,5,3,3,3,10,10,8,8,9,8,6,9,8,7,0,2,7,7,7,7,7,7,7,5,9,6,6,6,7,6,7,9,3,6,0,3,1,6,2,1,5,10,6,3,0,3,3,3,1,0,9,30,50,7,16,6,1,,35,3,2,1,,4,1,1,1,213,50,300,30,Poland
1832,  5/11/2020 3:56,PL,10,3,9,10,10,10,10,10,5,9,10,10,7,10,10,50,25,25,5,5,5,5,0,10,10,10,1,5,5,5,10,10,10,0,5,9,8,10,8,9,6,3,8,8,8,5,8,10,8,6,6,6,5,0,5,0,5,0,1,8,10,10,5,0,5,5,1,1,0,8,50,20,8,9,4,1,,51,1,1,5,,6,1,1,1,213,50,300,4,Poland
764,  5/11/2020 3:57,PL,10,6,6,10,10,10,10,10,10,3,6,6,5,7,10,50,25,25,6,5,10,10,9,10,10,10,10,10,8,5,5,5,5,9,3,6,7,7,6,5,5,5,9,5,9,10,10,10,9,10,7,2,6,8,7,8,5,7,7,9,7,8,5,6,6,5,6,6,7,7,100,100,5,1,7,1,,50,1,3,1,,6,1,1,1,213,50,300,4,Poland
824,  5/11/2020 3:59,PL,4,4,7,4,7,10,10,10,1,6,9,7,2,4,4,20,80,0,8,8,2,2,0,8,6,10,10,9,8,3,9,8,10,0,0,9,6,10,6,1,8,1,10,10,10,9,9,10,7,8,4,1,9,0,6,6,4,8,6,2,10,10,6,0,3,8,0,1,3,10,10,10,4,11,9,2,,42,2,1,1,,6,1,1,1,213,50,300,4,Poland
3009,  5/11/2020 4:00,PL,10,0,8,10,10,10,10,10,10,10,10,10,10,10,10,50,25,25,8,8,8,8,8,9,9,2,2,2,2,10,10,10,10,8,7,10,10,10,10,0,0,0,10,10,9,9,8,10,9,10,3,2,5,0,6,7,7,9,7,6,10,10,10,0,10,10,0,10,10,10,40,30,8,1,8,2,,46,1,2,3,,5,1,1,1,213,50,3600,4,Poland
2070,  5/11/2020 4:00,PL,10,2,10,10,10,10,10,10,10,10,7,7,0,10,10,30,35,35,7,6,5,8,3,10,10,5,5,2,2,0,10,10,10,0,0,6,3,6,5,2,3,10,10,10,7,7,9,10,4,10,6,3,5,5,0,2,2,6,5,0,10,6,1,0,5,5,8,5,4,6,20,100,5,11,9,2,,18,2,0,4,,6,1,1,1,213,50,300,4,Poland
1469,  5/11/2020 4:01,PL,10,0,10,10,10,6,7,10,9,10,10,10,10,10,10,25,75,0,6,7,0,2,3,10,10,7,4,4,3,6,8,10,10,0,5,6,8,8,6,9,9,10,6,8,7,8,9,10,6,6,8,7,4,0,4,7,3,8,8,6,10,10,2,0,3,5,0,0,4,5,80,90,5,14,8,2,,40,3,0,6,Free profession,4,1,1,1,213,.,.,.,Poland
1863,  5/11/2020 4:07,PL,10,0,10,10,10,10,10,10,2,9,10,10,4,10,10,10,70,20,4,7,5,5,5,10,10,7,7,2,5,1,10,2,10,1,2,5,7,7,7,7,7,5,6,6,7,7,7,10,2,10,3,0,0,0,5,5,2,5,5,6,10,10,5,0,8,8,10,2,2,10,70,70,5,16,7,2,,33,3,1,1,,6,1,1,2,213,50,300,16,Poland
1168,  5/11/2020 4:10,PL,4,6,9,7,7,8,10,10,6,7,7,7,5,10,10,0,100,0,3,3,5,8,5,10,10,8,7,7,8,0,10,10,10,0,0,5,5,8,10,7,0,0,10,10,7,8,8,7,5,9,6,4,3,7,6,1,0,8,5,0,10,10,0,0,7,7,0,5,5,10,50,50,1,16,7,2,,19,1,0,4,,6,4,1,1,213,50,900,9,Poland
2372,  5/11/2020 4:10,PL,0,10,0,0,0,1,0,4,0,0,0,0,0,0,0,100,0,0,9,7,3,3,4,10,9,3,7,8,8,3,10,8,8,3,2,10,3,10,10,10,7,10,9,9,8,5,6,7,8,4,5,6,6,0,1,1,6,6,2,4,10,8,4,3,7,6,4,4,6,6,0,10,10,9,8,1,,56,3,2,6,,4,1,1,2,213,25,3,7,Poland
2347,  5/11/2020 4:12,PL,9,5,9,10,10,10,10,10,9,10,10,10,0,10,10,20,60,20,5,6,0,5,5,10,8,5,0,0,0,2,8,8,8,0,0,8,8,9,8,8,5,10,7,7,6,6,8,10,7,7,4,4,8,0,1,1,3,4,4,4,10,8,7,0,8,7,0,5,6,8,40,50,3,16,7,2,,60,3,2,1,,5,1,1,1,213,50,900,4,Poland
1633,  5/11/2020 4:12,PL,10,0,10,10,10,10,10,10,5,5,10,10,10,10,10,50,50,0,7,6,10,10,10,10,10,5,5,5,10,5,10,10,10,5,10,5,5,5,5,5,5,5,9,5,5,5,5,10,5,5,1,5,10,0,5,10,10,10,5,10,5,5,5,5,5,5,5,5,5,5,50,50,10,1,8,1,,48,3,1,1,,6,1,1,1,213,50,3,4,Poland
2372,  5/11/2020 4:13,PL,10,0,10,10,10,5,5,10,10,10,10,5,10,10,10,100,0,0,2,2,7,0,0,2,2,10,0,0,5,0,10,10,10,0,0,10,0,8,8,10,10,10,0,0,10,0,10,10,10,10,5,0,5,5,0,0,0,6,5,10,10,4,0,0,5,5,5,5,5,5,100,100,5,16,3,2,,48,1,1,1,,9,1,1,1,213,50,3,4,Poland
1611,  5/11/2020 4:15,PL,10,0,10,10,10,0,0,10,10,0,10,10,0,10,10,80,15,5,7,7,5,8,5,8,5,10,3,10,0,4,10,9,10,3,0,8,9,10,5,5,5,1,9,9,2,8,6,1,9,7,1,5,7,0,5,3,10,10,5,0,10,10,2,10,8,5,4,0,0,5,80,90,6,16,10,1,,40,2,0,1,,5,1,1,1,213,50,3,7,Poland
2733,  5/11/2020 4:17,PL,10,2,10,10,10,10,10,10,6,8,10,10,0,10,10,50,25,25,6,6,3,3,2,8,8,0,0,0,0,2,9,10,10,0,5,6,6,8,9,5,10,10,4,4,7,7,9,6,6,6,6,6,3,0,10,3,3,5,5,8,8,8,1,0,7,9,9,1,4,4,70,50,3,11,6,1,,42,3,1,1,,7,1,1,1,213,25,3,4,Poland
1875,  5/11/2020 4:18,PL,1,4,3,0,0,0,0,5,0,0,0,0,0,0,0,100,0,0,5,5,3,7,5,10,10,6,10,10,10,2,8,8,10,0,3,8,5,6,4,2,2,5,4,5,4,5,6,5,7,9,7,8,4,0,0,3,10,2,5,3,3,2,1,5,0,0,10,5,5,0,40,70,10,1,6,1,,42,1,0,1,,4,4,1,1,213,25,1,,Poland
1962,  5/11/2020 4:20,PL,9,2,10,10,10,10,10,10,4,10,9,6,4,8,9,50,50,0,9,8,6,8,9,10,10,4,2,2,3,2,9,10,8,3,2,7,8,10,9,8,8,7,7,9,8,7,9,10,9,4,9,4,10,0,9,4,4,7,6,9,10,9,6,1,4,3,0,8,7,9,40,60,1,5,6,2,,74,1,2,5,,4,1,1,1,213,50,300,4,Poland
1835,  5/11/2020 4:22,PL,7,2,6,7,10,9,9,9,3,8,6,6,1,8,7,50,50,0,7,8,6,6,3,10,9,9,8,3,4,4,9,8,7,3,4,8,8,9,9,8,3,0,6,6,8,8,6,7,6,8,4,3,8,0,7,7,8,7,7,6,9,9,6,0,7,9,1,8,8,8,10,60,3,9,7,1,,65,2,2,5,,4,1,1,1,213,50,300,4,Poland
1084,  5/11/2020 4:27,PL,3,8,10,10,9,8,8,7,3,5,7,8,4,7,6,100,0,0,6,7,2,2,1,6,4,2,0,2,3,1,7,8,9,2,4,8,6,9,6,4,4,6,4,6,8,8,9,7,4,5,6,8,5,0,7,8,6,8,4,3,8,7,3,2,5,4,2,2,5,7,50,50,2,6,6,1,,18,1,0,4,,6,1,1,2,213,25,300,4,Poland
928,  5/11/2020 4:28,PL,10,0,10,10,10,10,10,10,10,10,10,10,2,10,10,50,50,0,9,8,10,10,10,10,10,6,9,7,7,1,10,10,10,0,0,8,0,9,9,10,10,7,9,10,9,7,8,10,9,9,9,7,8,0,9,9,9,9,7,7,10,10,2,1,9,8,1,8,8,9,60,100,7,10,10,2,,39,2,3,1,,6,1,1,1,213,50,3,4,Poland
3123,  5/11/2020 4:28,PL,8,2,8,8,10,5,5,7,1,7,10,10,6,8,10,20,60,20,2,2,8,6,1,8,8,10,7,3,5,3,8,6,7,2,5,6,7,9,9,3,4,1,5,2,6,6,7,8,0,1,10,10,3,5,5,2,10,2,3,7,8,6,2,1,3,0,1,3,0,6,10,20,6,16,5,1,,35,1,0,3,,8,4,1,1,213,50,300,4,Poland
592,  5/11/2020 4:29,PL,9,5,5,5,5,7,7,9,5,5,5,5,5,5,5,50,50,0,8,9,5,5,5,10,9,5,5,5,5,2,7,3,7,2,3,5,5,5,5,5,6,5,8,8,8,9,10,9,5,6,3,5,5,0,5,3,5,6,5,2,5,5,5,5,5,5,5,5,6,5,50,50,4,10,7,1,,56,3,2,5,,3,1,1,1,213,50,3,4,Poland
887,  5/11/2020 4:29,PL,4,4,5,10,10,6,10,10,10,10,3,3,0,0,4,30,25,45,6,5,4,5,5,4,2,10,10,10,10,6,10,8,10,0,4,9,5,10,10,6,10,2,10,10,5,8,9,5,7,10,8,5,3,5,3,4,5,8,3,5,10,10,7,0,10,8,3,3,7,10,0,0,5,14,5,2,,18,1,0,4,,3,1,1,1,213,50,900,4,Poland
9317,  5/11/2020 4:30,PL,8,1,7,9,10,8,9,10,7,9,7,6,4,7,5,40,50,10,4,6,5,7,4,9,10,3,3,5,1,4,9,5,7,2,1,8,4,3,4,5,7,3,4,6,5,4,5,8,9,8,5,4,7,0,3,4,2,5,6,7,9,7,1,1,7,9,4,0,2,2,40,50,8,16,6,1,,77,1,0,5,,4,1,1,1,213,25,300,2,Poland
2005,  5/11/2020 4:31,PL,10,0,10,9,10,10,0,10,10,10,10,10,10,10,10,5,50,45,8,7,10,9,5,10,8,9,9,10,9,5,8,7,7,5,7,7,6,6,7,6,7,7,10,8,5,8,9,9,4,6,2,2,7,0,4,7,5,7,6,7,10,10,7,5,7,7,3,3,7,3,20,90,5,3,10,2,,18,3,1,4,,5,4,1,1,213,50,900,4,Poland
1446,  5/11/2020 4:31,PL,10,0,10,10,10,10,10,10,7,7,10,10,4,10,10,50,25,25,6,7,0,0,0,6,4,0,0,0,0,3,10,10,10,0,9,9,4,9,8,0,0,0,7,8,7,7,8,9,10,10,2,3,9,0,1,0,0,0,0,3,8,7,1,1,1,1,9,0,1,7,50,80,5,1,6,1,,65,3,3,5,,4,1,1,1,213,25,300,7,Poland
3109,  5/11/2020 4:37,PL,7,2,8,8,10,10,10,10,10,10,5,5,5,6,8,0,100,0,5,5,2,8,4,10,10,5,5,5,5,0,10,10,10,0,0,10,10,10,10,10,10,10,9,10,10,10,10,10,5,9,7,3,5,9,5,5,5,5,5,5,9,9,5,3,7,7,5,5,6,8,50,50,10,16,5,2,,45,3,2,1,,8,1,1,1,213,25,900,4,Poland
2176,  5/11/2020 4:38,PL,10,0,10,10,10,5,5,5,5,10,10,10,10,10,10,30,40,30,5,7,5,10,10,10,10,5,0,0,0,0,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,0,0,10,0,10,5,0,8,5,5,10,10,5,0,9,10,0,5,6,10,50,50,5,16,5,2,,66,2,1,5,,6,1,1,1,213,50,1,4,Poland
1888,  5/11/2020 4:39,PL,10,0,10,10,10,10,10,10,7,10,10,10,10,10,10,0,50,50,7,5,8,10,10,10,10,7,8,2,8,3,10,10,10,0,2,7,10,10,10,10,8,10,9,10,8,10,8,10,8,10,2,8,3,0,3,7,7,10,5,5,10,10,10,0,5,8,0,10,10,10,50,50,8,14,8,2,,56,3,2,1,,6,1,1,1,213,50,300,4,Poland
3608,  5/11/2020 4:44,PL,9,2,9,8,6,8,7,10,8,5,5,5,3,5,6,50,25,25,2,5,2,3,2,7,6,4,2,2,3,5,6,6,6,3,4,6,6,6,6,4,4,5,3,5,5,5,4,6,3,5,5,3,3,0,5,2,2,4,4,5,6,6,5,3,5,6,3,3,3,6,50,60,3,2,5,2,,69,3,2,5,,7,1,1,1,213,25,3,4,Poland
983,  5/11/2020 4:51,PL,0,0,0,2,0,0,0,0,0,0,2,0,0,2,2,100,0,0,1,2,0,5,0,2,2,10,10,4,4,5,10,10,10,0,5,8,6,8,7,8,7,7,0,0,0,0,0,0,0,0,7,5,0,0,5,0,0,0,0,5,9,7,5,5,5,5,5,5,5,3,20,50,2,1,5,1,,51,1,0,1,,7,1,1,1,213,50,300,4,Poland
1462,  5/11/2020 4:54,PL,10,0,8,7,10,10,10,10,10,7,10,10,6,10,8,50,50,0,6,6,5,5,3,10,10,2,3,3,5,10,10,10,10,0,5,5,3,7,8,8,8,8,8,9,8,8,8,7,3,8,7,6,4,0,7,1,3,5,7,2,10,8,0,1,2,4,2,0,0,6,30,10,5,11,8,1,,32,3,1,6,,4,1,1,1,213,25,3,7,Poland
1720,  5/11/2020 4:57,PL,10,0,10,10,10,9,9,10,9,10,10,10,10,10,10,70,15,15,6,8,4,6,5,10,10,5,5,5,5,2,10,10,10,0,2,8,8,8,8,2,4,0,10,8,9,9,9,10,10,10,7,1,8,0,8,5,6,8,7,1,10,9,9,0,10,10,0,1,9,10,50,50,5,16,8,2,,40,3,2,1,,7,1,1,1,213,50,300,0.5,Poland
1213,  5/11/2020 4:57,PL,7,2,8,2,2,2,2,6,0,5,1,0,0,7,4,80,20,0,8,9,0,1,1,10,10,1,0,0,0,1,9,9,10,0,0,1,8,6,9,7,5,2,5,8,9,5,7,6,3,3,7,8,5,0,6,2,4,2,2,0,6,3,0,0,0,1,4,0,1,4,20,30,5,9,8,1,,18,1,0,4,,7,1,1,1,213,25,3,7,Poland
2788,  5/11/2020 5:02,PL,10,0,10,10,10,10,10,10,8,10,0,0,0,0,0,97,2,1,5,5,5,9,6,10,10,5,5,5,8,8,8,10,10,0,0,8,8,8,10,8,8,8,8,8,10,8,8,10,5,8,5,5,8,0,8,8,8,8,8,4,10,10,5,0,8,8,0,0,10,10,50,50,8,16,2,2,,52,3,2,4,,6,1,1,1,213,25,3,4,Poland
1328,  5/11/2020 5:05,PL,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,90,0,8,6,10,10,10,10,10,9,9,10,7,3,8,8,10,1,2,8,8,10,9,6,6,10,5,5,7,8,9,10,9,10,4,4,5,0,6,6,5,6,6,5,10,10,9,2,9,8,2,5,5,10,50,80,10,10,5,2,,45,3,3,1,,6,4,1,1,213,50,300,1,Poland
1438,  5/11/2020 5:07,PL,10,0,10,10,10,10,10,10,10,10,4,9,1,9,10,50,50,0,10,10,10,9,8,10,10,10,2,1,2,3,10,10,9,0,1,4,9,9,9,4,4,2,10,10,10,10,10,10,8,10,0,0,10,9,5,8,1,9,9,1,8,8,9,1,9,8,1,8,9,8,20,30,9,16,10,2,,68,3,1,5,,6,1,1,1,213,25,300,4,Poland
6938,  5/11/2020 5:12,PL,9,2,8,8,9,9,9,9,7,5,9,8,6,9,7,20,50,30,7,8,6,7,5,9,8,2,1,2,2,8,9,8,7,3,4,7,6,8,7,3,2,1,7,6,9,7,8,8,8,9,7,4,8,0,3,5,9,6,3,8,9,7,4,1,7,6,2,6,7,9,10,20,4,11,6,1,,82,1,1,5,,5,4,1,1,213,25,3,7,Poland
1171,  5/11/2020 5:23,PL,10,0,10,10,10,6,6,10,3,0,10,10,0,10,10,10,90,0,6,6,0,8,6,10,10,6,6,6,6,0,10,10,10,0,0,7,7,8,8,6,0,0,8,7,7,7,9,9,2,10,7,0,8,0,0,0,0,6,3,0,8,8,7,0,8,7,7,8,7,9,100,100,6,12,7,1,,33,2,0,2,,4,1,1,1,213,50,300,4,Poland
2591,  5/11/2020 5:26,PL,10,0,9,9,10,5,6,10,9,9,10,10,7,10,10,20,50,30,5,5,6,6,4,10,10,6,7,7,5,3,8,8,8,3,2,9,9,10,10,6,7,10,8,7,10,7,8,7,7,7,7,7,7,0,3,3,3,2,6,5,10,9,3,0,7,8,1,2,2,10,50,50,9,10,8,2,,66,3,2,5,,4,1,1,1,213,50,300,4,Poland
354,  5/11/2020 5:26,PL,9,7,8,8,9,8,8,7,9,8,7,8,7,7,8,50,40,10,7,7,4,6,7,7,3,7,6,6,4,8,7,7,7,7,6,4,5,7,5,5,7,8,4,7,6,8,6,3,9,9,8,7,6,7,7,7,6,6,7,7,4,3,8,4,3,8,10,7,3,3,80,70,7,7,7,1,,18,1,0,4,,6,4,1,1,213,50,300,30,Poland
1626,  5/11/2020 5:31,PL,10,0,10,10,10,10,10,10,9,8,9,9,2,9,9,40,40,20,6,6,9,9,8,10,10,6,1,6,2,7,10,10,10,2,1,6,6,7,7,4,6,1,9,7,7,7,7,7,8,10,8,0,8,0,7,8,6,9,8,4,9,9,5,0,9,8,9,4,7,8,30,40,6,10,6,1,,65,3,3,1,,4,1,1,1,213,50,3,7,Poland
2648,  5/11/2020 5:32,PL,10,0,10,10,10,10,10,10,10,5,10,10,9,10,10,50,50,0,3,4,0,0,0,10,10,6,0,0,0,2,10,10,9,0,2,10,10,10,10,5,7,10,5,6,8,8,6,9,5,5,1,0,7,5,6,5,6,5,0,0,10,6,5,0,6,6,0,5,5,7,20,20,5,12,6,1,,70,3,0,5,,6,1,1,1,213,50,3,4,Poland
12934,  5/11/2020 5:48,PL,10,0,10,10,10,10,10,10,10,5,10,10,10,10,10,0,100,0,7,7,5,7,5,9,8,7,5,4,5,5,8,8,8,2,2,5,10,5,5,5,5,3,7,7,5,6,7,8,7,6,3,3,5,0,3,5,3,7,5,3,10,10,5,1,5,5,3,5,5,6,50,50,7,2,7,2,,31,3,2,2,,5,1,1,1,213,5,5,4,Poland
1924,  5/11/2020 5:51,PL,9,0,9,10,10,5,5,4,3,4,10,10,10,10,10,50,40,10,6,4,0,0,0,9,8,0,0,0,0,1,9,8,9,2,1,10,8,9,9,1,4,1,5,5,8,6,7,5,8,6,7,6,2,4,3,1,0,5,1,0,9,8,4,0,5,4,2,1,1,5,50,50,4,12,5,1,,58,3,1,1,,6,1,1,1,213,25,3,1,Poland
1296,  5/11/2020 5:51,PL,4,7,2,2,0,2,2,6,0,3,10,8,4,4,8,100,0,0,6,5,5,7,5,10,8,4,0,0,2,3,8,6,7,1,5,6,4,8,5,3,4,3,8,7,8,7,9,9,2,5,6,7,9,0,6,5,6,8,6,7,7,5,3,2,5,0,4,1,3,5,20,20,5,9,7,1,,18,2,0,4,,6,4,1,1,213,50,300,4,Poland
1259,  5/11/2020 5:55,PL,10,8,10,8,9,10,10,10,7,4,0,8,0,7,2,70,20,10,6,7,0,10,3,9,8,7,0,0,9,3,4,3,6,0,2,7,3,10,6,10,8,10,7,8,10,10,8,8,4,7,10,10,4,0,8,2,6,8,7,5,9,8,7,1,4,4,4,7,5,3,90,80,7,7,8,2,,40,3,2,1,,7,4,1,1,123,25,300,16,Poland
4394,  5/11/2020 5:55,PL,7,2,10,2,10,6,6,10,0,2,0,0,0,0,0,90,10,0,3,2,10,10,10,10,10,10,10,10,10,6,10,10,10,0,2,10,10,10,10,0,3,0,0,0,6,8,8,3,9,9,1,6,10,0,2,8,8,10,3,10,10,10,10,0,7,7,2,1,3,8,0,0,6,14,10,1,,55,1,0,1,,6,4,1,1,213,50,1,3,Poland
1734,  5/11/2020 6:02,PL,3,7,4,3,6,8,9,10,8,1,7,7,3,7,7,90,5,5,6,4,2,5,0,2,1,8,6,7,7,0,9,10,10,0,1,7,4,10,9,8,9,7,3,3,3,3,5,6,2,2,7,9,1,0,3,1,6,3,2,7,3,1,0,0,2,6,9,10,6,2,40,50,2,4,5,2,,19,2,0,4,,5,4,1,1,213,25,900,7,Poland
