condition,labID,exclude,BL_adhere_1,BL_avoid_1,BL_avoid_2,BL_avoid_3,motiv_1,motiv_2,motiv_3,motiv_4,motiv_5,motiv_6,motiv_7,motiv_8,defy_1,defy_2,defy_3,defy_4,intention_1w,avoid_1w_1,avoid_1w_2,avoid_1w_3,intention_6m,avoid_6m_1,avoid_6m_2,avoid_6m_3,avoid_6m_4,avoid_6m_5,avoid_6m_6,avoid_6m_7,manip_1,r_manip_2,r_manip_3,age,gender,educ,essen_job,COUNID,month
2,13,0,5,2,5,1,7,7,7,7,7,1,7,7,1,4,1,1,7,7,1,1,NA,24,24,24,24,24,24,24,7,7,1,33,1,3,2,ITA,May
1,13,0,1,1,7,7,4,7,4,4,1,7,7,4,4,7,4,1,3,3,3,7,6,12,0,24,0,24,0,24,1,1,1,22,1,4,1,ITA,May
3,13,0,5,4,5,2,4,7,7,7,4,4,4,4,4,4,7,7,6,5,1,1,3,24,0,3,24,24,3,24,4,4,7,24,1,9,2,ITA,May
2,13,0,6,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITA,May
1,13,0,5,3,7,6,3,3,3,5,6,3,6,5,7,7,7,7,2,2,5,5,4,15,0,15,24,15,24,24,6,1,1,27,1,9,2,ITA,May
1,13,0,7,6,7,7,3,7,7,7,5,2,7,7,2,5,2,4,7,6,7,7,24,24,1,24,24,24,24,24,7,5,3,27,2,5,2,ITA,May
3,13,0,7,7,7,7,4,7,7,7,1,4,7,7,1,1,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITA,May
2,13,0,3,5,2,1,1,2,1,4,1,1,3,5,3,4,3,3,4,5,1,1,6,24,6,24,24,24,24,24,NA,NA,NA,NA,NA,NA,NA,ITA,May
3,13,0,5,6,1,1,2,6,3,7,3,2,7,6,1,1,1,1,7,2,1,6,24,24,8,12,24,16,8,12,5,7,7,41,2,11,2,ITA,May
3,13,0,5,3,6,7,2,4,3,4,2,4,5,5,1,3,2,2,6,2,6,7,24,24,0,24,23,24,3,24,5,6,5,24,1,8,2,ITA,May
1,13,0,6,5,5,5,4,7,6,7,5,5,7,7,3,4,4,4,6,6,6,6,24,24,24,24,24,24,24,24,4,4,4,28,1,8,2,ITA,May
2,13,0,5,4,7,5,6,6,6,7,2,1,7,7,1,1,1,1,6,3,6,4,15,20,0,24,24,5,5,24,1,4,6,30,1,10,2,ITA,June
2,13,0,6,6,6,7,7,7,7,7,4,4,7,7,1,4,4,4,7,6,7,7,24,24,12,24,24,24,1,24,4,4,7,31,1,10,2,ITA,June
1,13,0,5,4,6,7,1,6,5,5,2,1,7,7,2,6,1,2,6,1,7,7,18,12,0,24,24,24,24,4,7,6,5,24,1,9,2,ITA,June
1,13,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ITA,July
1,14,0,6,6,7,6,5,4,6,6,1,5,6,7,1,5,3,1,6,6,7,6,7,24,5,5,20,10,10,24,4,6,6,40,2,5,2,NLD,May
2,14,0,6,5,6,6,5,4,2,5,5,2,6,7,5,7,2,7,7,5,7,7,24,24,0,24,24,0,24,24,1,1,1,46,2,5,2,NLD,May
1,14,0,6,6,7,7,5,7,5,7,6,6,7,7,1,1,1,1,7,1,1,1,24,24,16,10,24,24,16,24,3,6,2,54,2,4,2,NLD,May
3,14,0,6,6,7,6,3,6,3,5,5,3,6,7,1,4,2,4,7,7,7,7,24,24,4,24,24,8,8,24,5,2,2,51,2,4,2,NLD,May
1,14,0,6,7,7,7,6,6,6,6,4,3,6,7,2,5,1,3,6,6,7,7,3,4,3,8,24,24,4,24,4,2,6,32,2,4,1,NLD,May
2,14,0,6,6,7,7,2,2,2,2,1,2,1,1,6,7,4,6,6,2,2,2,0,0,0,0,0,0,24,24,2,1,1,34,2,5,2,NLD,May
2,14,0,5,3,4,4,6,6,6,7,6,5,7,7,1,1,4,1,7,5,6,6,24,24,20,24,24,20,24,24,1,6,7,29,2,4,1,NLD,May
3,14,0,7,7,7,6,6,7,7,7,1,5,7,7,1,1,1,1,7,7,7,6,24,24,4,8,24,8,8,24,6,7,7,30,2,5,2,NLD,May
2,14,0,6,6,2,2,6,5,5,7,1,6,7,7,1,1,1,1,6,5,1,5,6,1,1,0,6,1,1,24,2,7,4,32,1,2,1,NLD,May
3,14,0,5,6,7,4,6,7,7,7,6,4,7,7,1,2,1,4,6,6,7,5,24,24,8,12,NA,24,24,24,7,7,7,20,2,3,2,NLD,May
3,14,0,6,6,7,7,5,7,1,4,5,5,7,7,1,1,1,2,6,6,7,7,24,14,12,24,24,24,8,24,5,2,2,38,1,4,1,NLD,May
3,14,0,6,1,1,1,2,7,7,7,1,1,7,7,1,3,1,2,7,1,1,1,24,24,24,24,24,24,8,24,2,2,6,63,1,4,1,NLD,May
1,14,0,6,7,7,7,5,5,5,4,4,4,6,7,1,2,2,2,6,2,2,1,24,0,12,0,24,24,24,24,5,5,3,40,1,5,2,NLD,May
1,14,0,3,5,2,1,3,4,2,5,1,3,6,6,2,2,1,2,5,1,6,7,2,3,0,2,4,6,6,24,2,2,4,23,2,2,2,NLD,May
2,14,0,5,5,7,7,4,6,4,4,3,3,5,7,2,5,2,2,6,3,7,7,24,24,8,24,21,8,24,24,3,2,4,31,2,5,2,NLD,May
1,14,0,7,2,1,1,5,7,6,7,1,4,7,7,1,1,1,2,7,5,7,7,24,24,12,24,24,24,24,24,4,7,6,55,1,4,2,NLD,May
1,14,0,4,1,5,2,3,6,5,5,4,3,7,7,1,3,3,3,3,7,7,7,NA,24,16,20,24,12,6,10,2,5,2,60,2,3,1,NLD,May
3,14,0,5,5,5,5,5,2,5,1,2,5,5,6,2,3,2,4,6,6,6,6,4,4,4,24,4,4,24,0,3,3,2,20,2,4,2,NLD,May
1,14,0,6,6,7,7,5,2,2,1,5,5,3,3,5,5,6,4,7,6,7,7,8,12,8,12,16,12,8,16,2,2,2,49,2,4,2,NLD,May
3,14,0,7,1,1,1,5,5,5,5,6,5,5,6,3,6,6,5,6,7,7,6,4,6,4,8,10,2,24,24,7,2,1,36,1,5,2,NLD,May
2,14,0,6,4,2,1,6,6,6,5,7,6,7,6,5,7,6,5,5,5,6,7,10,20,2,24,20,10,24,24,1,1,2,37,2,5,2,NLD,May
3,14,0,5,2,1,1,4,6,4,7,1,1,7,7,2,6,1,1,6,6,1,7,24,24,6,18,24,24,24,24,5,7,2,42,1,4,2,NLD,May
3,14,0,7,6,7,7,3,7,4,6,6,1,7,7,1,5,1,2,7,6,7,7,24,24,16,24,24,24,24,24,2,3,6,38,2,4,1,NLD,May
1,14,0,5,5,6,4,4,2,6,6,2,2,6,5,4,3,2,3,5,3,6,5,12,24,12,12,24,12,24,24,4,3,3,40,1,5,2,NLD,May
1,14,0,4,4,1,2,5,6,6,6,6,5,7,7,1,6,3,4,4,3,1,1,4,8,0,8,12,4,4,10,4,7,7,58,2,4,2,NLD,May
2,14,0,7,1,1,1,4,7,6,4,4,5,7,7,1,4,1,1,7,1,1,1,24,24,10,24,24,24,24,24,1,4,7,40,1,5,2,NLD,May
2,14,0,5,6,7,6,6,5,5,5,6,5,5,5,1,5,1,3,5,5,7,3,4,24,0,4,24,0,24,24,6,2,4,42,2,5,2,NLD,May
3,14,0,5,4,7,6,7,7,7,7,5,6,7,7,1,2,1,1,5,2,7,7,24,24,3,10,24,14,24,24,7,6,6,39,2,5,2,NLD,May
3,14,0,6,3,3,2,6,2,4,1,6,3,2,5,6,6,7,7,3,3,3,5,4,4,2,2,4,2,4,4,3,4,2,40,1,4,2,NLD,May
2,14,0,6,6,5,1,6,6,6,6,4,5,6,7,2,5,2,2,6,6,6,6,24,10,10,24,10,10,6,24,4,2,2,40,1,5,2,NLD,May
2,14,0,5,4,1,2,7,6,7,7,1,6,7,7,1,1,1,7,6,2,1,1,24,24,0,24,24,24,3,24,1,2,2,55,2,NA,2,NLD,May
2,14,0,6,1,1,2,5,7,5,7,6,5,7,7,3,2,1,4,4,1,1,2,NA,24,24,24,24,24,24,24,4,4,4,40,1,4,2,NLD,May
3,14,0,6,6,6,6,5,6,7,7,2,6,6,7,2,5,5,5,6,2,1,3,24,24,24,24,24,24,24,24,4,7,4,45,2,2,1,NLD,May
2,14,0,7,2,1,1,7,6,7,7,2,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,1,7,7,65,2,4,2,NLD,May
2,14,0,7,1,7,6,7,6,6,4,6,6,6,7,2,5,2,4,6,2,1,2,12,16,12,16,18,10,24,24,7,3,2,39,1,4,2,NLD,May
2,14,0,6,2,1,4,5,6,6,4,6,4,6,7,1,5,4,1,6,2,7,3,4,10,0,24,24,4,24,24,2,2,3,59,1,5,2,NLD,May
2,14,0,6,7,7,7,2,1,3,1,3,3,1,1,7,5,5,4,6,2,1,1,20,24,18,24,24,24,24,24,2,2,4,34,1,4,1,NLD,May
2,14,0,6,6,7,5,6,6,5,5,5,3,5,6,1,2,1,1,6,5,6,6,24,12,6,24,24,12,12,24,7,2,1,44,1,4,2,NLD,May
3,14,0,6,2,1,2,5,5,6,3,3,5,7,7,1,3,1,2,7,3,1,2,12,18,12,24,24,12,12,24,7,7,6,36,1,4,2,NLD,May
2,14,0,5,1,6,4,6,7,6,7,5,4,6,7,1,2,1,2,6,6,7,6,20,24,24,24,24,1,24,24,6,5,4,33,1,4,2,NLD,May
1,14,0,6,6,7,7,7,6,6,2,3,2,2,7,1,3,1,2,7,6,7,7,24,24,4,24,24,24,24,24,7,4,7,31,1,5,2,NLD,May
2,14,0,6,1,1,1,2,4,5,5,7,5,6,5,2,4,1,4,6,3,1,2,24,24,16,24,24,24,24,24,3,2,2,42,1,4,2,NLD,May
3,14,0,5,3,1,3,2,6,6,7,1,2,7,6,1,2,2,1,6,2,1,1,24,24,24,24,24,24,24,24,6,6,5,68,1,4,2,NLD,May
2,14,0,6,1,7,1,4,7,7,7,7,NA,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,4,7,7,63,2,4,2,NLD,May
2,14,0,6,4,7,4,7,7,5,5,2,4,7,7,1,2,2,1,7,7,7,7,24,24,2,24,24,24,24,24,7,6,7,64,1,5,2,NLD,May
2,14,0,6,4,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
2,14,0,6,6,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
2,14,0,7,7,7,7,5,5,5,4,7,5,4,5,4,6,6,5,6,7,7,7,8,16,8,24,24,10,8,10,1,1,1,49,2,3,1,NLD,May
2,14,0,4,2,1,2,6,4,2,2,6,3,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
2,14,0,7,7,7,6,1,7,7,7,1,5,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,1,7,7,47,2,4,2,NLD,May
1,14,0,4,6,6,6,4,6,2,5,3,5,6,7,1,1,3,2,6,6,5,7,24,24,10,24,12,24,12,24,7,6,7,34,1,5,2,NLD,May
1,14,0,7,7,7,7,7,7,7,7,1,7,7,7,1,2,2,1,7,7,7,7,24,24,24,24,24,24,24,24,3,7,6,67,1,4,2,NLD,May
2,14,0,6,6,6,7,5,7,2,2,5,1,7,7,5,6,4,5,6,5,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
3,14,0,6,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
3,14,0,6,2,2,1,7,7,7,7,1,1,7,7,1,1,1,6,7,7,7,7,24,24,24,24,24,24,24,24,6,7,NA,62,2,3,1,NLD,May
1,14,0,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
1,14,0,6,2,1,1,7,7,7,7,1,2,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
1,14,0,5,7,7,6,6,7,7,7,2,1,1,7,1,1,1,1,7,7,7,6,24,24,21,24,24,23,24,24,1,7,7,46,2,3,1,NLD,May
3,14,0,3,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
3,14,0,6,1,1,2,2,5,5,5,7,6,6,5,1,6,2,2,6,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
3,14,0,6,3,1,6,7,6,7,7,1,6,7,7,1,2,1,2,7,5,1,6,24,20,12,24,24,16,16,24,5,7,5,32,2,3,1,NLD,May
3,14,0,5,7,7,7,2,4,5,7,2,1,7,6,1,6,1,1,6,6,6,6,NA,16,8,24,16,16,16,16,6,5,4,NA,2,3,2,NLD,May
2,14,0,3,3,6,4,6,6,5,6,6,6,7,7,1,5,1,2,5,5,7,6,5,24,4,24,20,4,12,NA,5,6,2,23,1,4,2,NLD,May
3,14,0,6,6,7,7,4,6,4,6,5,3,6,7,1,4,3,1,6,4,5,6,20,12,3,24,15,20,3,1,5,6,4,19,2,3,2,NLD,May
2,14,0,6,5,7,6,2,7,3,7,1,1,7,7,1,5,5,4,6,2,7,7,12,12,2,24,24,18,6,8,4,1,3,25,1,4,2,NLD,May
3,14,0,5,6,5,7,3,5,6,1,3,5,5,7,1,5,1,1,7,6,6,7,24,12,5,0,20,20,22,24,1,2,7,19,2,3,2,NLD,May
1,14,0,4,3,7,5,6,7,6,4,6,7,7,7,1,1,1,2,6,3,6,4,8,0,0,4,8,4,0,24,7,4,6,21,2,4,2,NLD,May
3,14,0,6,5,7,7,6,6,5,6,4,4,5,6,4,5,1,4,7,6,7,7,24,24,24,24,24,24,24,24,7,3,6,20,2,3,2,NLD,May
3,14,0,6,6,6,5,6,4,7,7,6,6,6,7,2,6,2,4,7,6,7,7,23,24,18,24,24,18,12,24,1,1,6,21,3,3,2,NLD,May
1,14,0,4,4,2,2,5,4,5,5,4,2,4,6,2,2,1,2,5,5,3,4,0,24,1,0,4,2,6,0,6,7,7,20,2,3,2,NLD,May
1,14,0,2,6,7,7,2,4,1,5,3,1,7,7,5,5,1,1,6,7,7,7,4,24,0,24,8,24,12,0,5,7,2,20,2,3,2,NLD,May
3,14,0,6,5,7,7,6,7,5,7,2,5,6,7,2,2,1,4,7,6,7,6,6,10,2,16,16,12,4,6,7,6,4,23,2,4,2,NLD,May
1,14,0,5,4,3,6,5,6,5,5,6,7,7,7,3,4,1,4,3,2,3,7,4,4,0,24,1,14,1,12,5,4,1,24,2,3,2,NLD,May
1,14,0,4,5,4,7,7,5,6,6,5,5,4,6,2,4,1,2,3,5,6,7,8,20,6,24,13,12,2,24,2,2,3,20,1,3,1,NLD,May
1,14,0,6,5,7,6,2,6,5,4,3,5,6,7,1,3,1,2,6,5,6,7,8,17,0,8,21,4,19,12,5,3,3,21,2,3,2,NLD,May
3,14,0,6,6,7,7,6,7,7,7,6,6,7,7,1,2,1,2,6,5,6,6,24,24,8,12,24,12,24,24,2,5,3,20,2,3,2,NLD,May
3,14,0,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
1,14,0,5,4,7,6,2,7,5,4,2,5,7,7,1,1,1,1,5,3,5,5,24,24,10,15,24,20,24,24,6,7,7,22,2,4,2,NLD,May
3,14,0,5,5,6,5,5,4,2,1,7,2,2,5,3,5,2,4,5,5,7,5,8,12,2,24,6,18,24,24,1,1,3,24,2,4,2,NLD,May
3,14,0,5,6,6,3,2,7,5,7,5,4,7,7,2,6,1,4,6,3,1,2,12,12,0,24,12,2,4,0,5,4,6,23,1,4,2,NLD,May
2,15,0,6,5,6,6,5,7,6,6,5,6,6,6,1,2,1,1,6,5,7,6,24,24,24,24,24,24,24,24,1,2,4,29,1,5,2,NLD,May
3,15,0,7,6,7,7,2,6,7,7,2,2,7,7,1,3,6,1,7,7,7,7,24,24,24,24,24,24,24,24,5,3,3,66,1,3,2,NLD,May
2,15,0,6,6,7,7,4,7,7,7,7,4,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,20,24,24,2,2,3,64,1,5,2,NLD,May
2,15,0,7,1,1,1,2,7,7,7,3,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,5,7,6,35,2,5,2,NLD,May
1,15,0,7,5,6,6,5,6,7,7,5,5,5,7,3,1,2,2,7,6,6,6,24,8,8,8,12,8,4,4,4,6,4,25,2,5,2,NLD,May
3,15,0,6,2,1,2,6,6,6,7,6,7,6,7,1,4,6,1,7,3,7,3,24,24,12,24,24,24,12,24,4,6,7,61,2,3,1,NLD,May
3,15,0,6,7,7,7,5,7,7,5,4,2,7,7,1,6,1,1,7,6,7,7,24,24,20,24,24,20,20,24,6,3,7,35,1,5,2,NLD,May
1,15,0,7,5,5,6,7,6,6,7,6,6,5,5,1,3,5,4,7,5,7,6,24,24,0,23,20,23,24,24,1,2,3,25,2,5,2,NLD,May
2,15,0,7,7,7,7,4,7,6,7,2,4,7,7,1,2,1,1,7,7,7,7,24,24,20,24,24,24,24,24,1,3,6,60,2,4,2,NLD,May
1,15,0,5,6,7,6,6,3,7,5,4,5,7,7,1,1,1,3,6,5,7,6,10,20,10,24,24,10,24,24,3,7,6,30,2,5,2,NLD,May
3,15,0,6,4,7,6,5,6,5,6,3,4,5,7,1,3,1,4,6,2,7,6,24,24,0,24,24,5,24,24,7,4,6,42,2,4,1,NLD,May
3,15,0,6,6,6,6,6,4,6,5,3,6,7,7,1,2,1,1,7,7,7,7,20,24,20,24,20,20,20,24,6,6,4,30,1,5,2,NLD,May
1,15,0,6,1,1,2,4,7,7,7,1,5,7,7,1,1,5,6,7,3,1,1,24,24,12,24,24,NA,24,24,3,7,4,53,2,5,2,NLD,May
1,15,0,6,5,1,1,1,7,7,7,1,1,7,7,1,1,1,1,7,6,7,7,24,24,18,24,24,24,24,24,4,4,4,49,2,4,2,NLD,May
1,15,0,3,4,1,2,6,5,5,4,6,6,5,6,1,5,4,4,5,2,7,7,NA,10,1,24,24,15,16,4,2,3,2,27,2,4,1,NLD,May
3,15,0,6,6,7,6,3,5,5,1,3,5,6,6,5,2,1,1,6,1,7,5,24,24,12,24,24,20,24,24,2,7,3,25,2,5,2,NLD,May
3,15,0,7,6,7,7,5,7,7,7,1,5,7,7,1,2,1,1,7,6,7,7,24,24,12,24,24,24,6,6,4,6,7,35,2,5,1,NLD,May
1,15,0,6,6,6,7,3,2,3,2,3,2,5,6,1,6,3,6,7,6,6,5,24,12,2,24,24,24,24,24,3,6,6,32,1,5,2,NLD,May
2,15,0,5,5,6,6,3,3,4,5,6,5,5,5,5,7,1,5,6,6,6,6,12,0,0,24,24,8,2,0,2,1,1,45,2,5,2,NLD,May
1,15,0,5,7,7,6,6,6,6,5,4,6,6,6,2,4,4,2,3,7,7,6,12,20,12,24,20,12,12,NA,6,4,4,49,2,3,2,NLD,May
3,15,0,5,1,1,2,2,5,5,7,4,2,7,7,2,5,5,5,5,3,2,5,12,12,10,24,24,12,12,12,6,3,2,31,2,5,1,NLD,May
2,15,0,6,3,2,3,2,6,6,6,2,2,6,7,1,1,1,1,6,2,1,2,24,24,2,24,24,2,2,13,4,4,3,62,1,4,2,NLD,May
3,15,0,7,1,2,7,7,7,7,7,1,7,7,7,1,1,1,1,7,1,1,1,NA,24,20,24,24,24,24,24,2,6,6,NA,2,3,2,NLD,May
3,15,0,6,7,7,6,4,7,5,6,1,4,7,7,1,2,1,1,7,7,7,6,24,24,24,24,24,13,13,24,5,4,7,63,2,3,2,NLD,May
2,15,0,5,6,7,5,3,2,3,4,5,4,2,6,7,6,6,7,3,5,6,2,6,2,2,24,24,0,0,10,7,1,1,60,2,4,2,NLD,May
1,15,0,5,4,1,1,4,6,6,4,5,5,4,6,1,1,1,6,5,5,7,6,NA,8,6,24,8,20,3,24,5,4,4,64,2,3,2,NLD,May
3,15,0,5,6,7,6,6,6,6,5,4,5,6,7,2,5,1,2,7,6,7,7,24,24,4,24,24,20,0,24,6,6,5,27,1,5,2,NLD,May
2,15,0,1,4,5,1,1,1,1,1,7,1,1,1,7,7,7,4,1,7,7,7,NA,0,0,0,0,0,0,24,7,1,1,39,1,4,1,NLD,May
2,15,0,5,7,7,6,6,6,5,6,5,5,7,7,1,4,1,2,6,7,7,6,16,24,24,24,24,16,4,24,7,3,3,65,2,3,2,NLD,May
1,15,0,7,7,7,7,5,7,7,7,1,7,7,7,1,1,1,1,7,6,7,6,12,10,2,24,24,8,2,24,2,7,6,53,1,3,1,NLD,May
1,15,0,6,6,7,6,5,6,6,6,4,1,7,7,1,2,1,2,6,6,7,6,24,19,12,20,24,16,16,24,6,7,6,55,1,5,2,NLD,May
3,15,0,5,1,6,2,5,7,7,6,1,6,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,12,24,5,7,6,39,2,4,1,NLD,May
2,15,0,6,6,7,7,5,7,6,5,5,6,7,7,1,2,1,1,6,3,6,6,18,23,12,24,24,24,12,24,3,7,4,30,4,4,2,NLD,May
2,15,0,6,7,7,7,5,6,6,4,6,5,7,7,2,5,2,2,6,7,7,7,24,24,8,24,24,24,12,24,1,2,2,40,2,5,2,NLD,May
1,15,0,6,6,7,6,4,7,7,6,2,2,7,7,1,1,2,1,7,4,7,6,24,16,8,24,24,12,24,12,6,7,3,32,2,5,1,NLD,May
2,15,0,7,7,7,7,7,7,6,7,4,4,5,6,2,7,1,4,6,6,7,7,24,24,20,24,24,15,20,20,4,1,3,29,2,5,2,NLD,May
1,15,0,7,7,7,7,7,7,7,7,4,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,10,24,6,6,7,68,2,4,2,NLD,May
3,15,0,6,5,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
2,15,0,6,4,1,1,1,1,1,7,7,1,6,6,5,7,7,6,7,3,7,7,24,24,0,24,24,24,24,24,1,1,1,66,1,5,2,NLD,May
2,15,0,6,6,7,6,5,7,7,7,6,5,7,7,1,3,4,4,7,7,7,6,24,0,0,24,24,0,0,24,3,5,2,25,2,5,1,NLD,May
3,15,0,5,4,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
2,15,0,6,6,6,6,1,6,5,4,2,2,5,5,3,4,4,4,4,6,6,6,24,4,4,8,4,4,4,24,7,1,7,35,2,5,2,NLD,May
3,15,0,7,7,7,7,2,7,7,7,1,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,7,6,65,2,5,1,NLD,May
1,15,0,7,7,7,7,7,7,6,7,6,7,7,7,1,1,1,2,7,7,7,7,12,12,12,24,24,24,12,19,6,6,2,51,2,4,2,NLD,May
2,15,0,7,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
1,15,0,5,7,7,3,6,4,6,2,6,6,5,7,6,6,1,6,6,7,7,2,24,NA,NA,NA,NA,NA,NA,NA,1,1,2,52,2,5,2,NLD,May
3,15,0,7,7,7,7,1,7,6,4,1,1,7,7,1,1,1,1,7,6,6,6,24,4,10,4,24,24,1,24,6,6,2,73,1,4,2,NLD,May
1,15,0,6,6,7,6,7,6,7,6,2,7,7,7,2,1,1,2,5,5,7,5,24,6,2,24,24,6,24,24,1,4,7,29,2,5,2,NLD,May
3,15,0,4,6,7,6,7,6,4,6,7,4,6,6,1,5,7,5,5,5,7,6,4,4,2,3,8,4,6,8,2,4,1,60,2,4,1,NLD,May
3,15,0,6,2,1,2,3,6,7,6,5,5,7,6,2,5,1,1,6,5,7,7,23,24,16,24,24,24,24,24,6,3,6,32,2,5,2,NLD,May
3,15,0,6,2,1,2,5,7,6,3,2,5,6,7,2,2,1,1,6,6,7,6,20,24,12,24,24,12,12,24,7,7,7,36,2,5,2,NLD,May
3,15,0,6,1,2,2,6,7,1,6,1,1,7,7,1,6,1,1,7,1,1,2,24,24,12,12,24,12,12,24,6,2,2,40,1,4,2,NLD,May
2,15,0,6,7,7,7,6,7,6,7,5,6,7,7,1,2,2,1,6,7,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
2,15,0,5,6,7,6,7,6,6,3,5,6,4,7,2,2,1,2,3,3,7,6,16,24,2,10,24,20,10,24,4,5,3,35,2,5,1,NLD,May
2,15,0,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
1,15,0,3,2,6,7,4,5,5,3,4,5,6,7,6,5,2,2,4,4,5,5,12,12,1,24,12,12,24,12,5,3,3,22,2,4,2,NLD,May
2,15,0,6,6,7,6,4,6,7,4,6,5,5,7,1,5,2,1,7,5,1,1,24,24,6,24,20,24,20,24,3,3,4,19,2,3,2,NLD,May
1,15,0,3,6,7,5,1,6,4,5,1,1,6,7,2,2,1,4,5,5,1,6,12,12,12,24,24,2,5,16,5,6,4,34,1,5,2,NLD,May
3,15,0,6,5,5,4,5,6,6,6,5,5,6,6,2,2,2,2,5,6,6,5,12,12,10,24,24,12,24,24,5,3,5,19,2,3,2,NLD,May
3,15,0,5,6,7,7,6,6,6,6,6,6,7,7,2,4,3,4,7,7,7,7,12,24,4,24,24,24,20,24,5,2,3,37,2,5,2,NLD,May
3,15,0,7,6,7,7,5,7,5,6,2,3,6,7,1,1,1,1,7,5,1,3,24,3,1,5,24,24,1,24,2,7,6,35,2,5,2,NLD,May
3,15,0,7,7,7,7,1,7,7,7,1,1,7,7,1,1,1,1,7,6,7,7,24,24,24,24,24,24,24,24,7,7,1,67,1,4,2,NLD,May
1,15,0,5,6,6,5,4,6,6,6,3,4,6,6,1,2,2,1,6,6,6,6,8,8,8,8,24,8,2,24,6,6,5,39,1,5,2,NLD,May
3,15,0,5,6,6,7,2,6,5,2,1,3,7,7,1,1,1,NA,7,6,7,7,NA,20,1,24,23,10,10,24,3,3,2,33,1,5,2,NLD,May
3,15,0,5,6,6,5,6,5,4,5,6,6,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NLD,May
