RecordDate;Duration_sec;ISO-3;Language;physical_contact__1;physical_contact__2;physical_contact__3;physical_contact__4;physical_contact__5;physical_hygiene__1;physical_hygiene__2;physical_hygiene__3;physical_hygiene__4;physical_hygiene__5;policy_support__1;policy_support__2;policy_support__3;policy_support__4;policy_support__5;generosity__1;generosity__2;generosity__3;SUM_GEN;psych_wellbeing1;psych_wellbeing2;collective_narcis__1;collective_narcis__2;collective_narcis__3;national_identity__1;national_identity__2;Conspiracy_theories__1;Conspiracy_theories__2;Conspiracy_theories__3;Conspiracy_theories__4;open_mindedness__1;open_mindedness__2;open_mindedness__3;open_mindedness__4;open_mindedness__5;open_mindedness__6;morality_as_cooperat_1;morality_as_cooperat_2;morality_as_cooperat_3;morality_as_cooperat_4;morality_as_cooperat_5;morality_as_cooperat_6;morality_as_cooperat_7;trait_optimism_1;trait_optimism_2;social_belonging__1;social_belonging__2;social_belonging__3;social_belonging__4;trait_self.control__1;trait_self.control__2;trait_self.control__3;trait_self.control__4;Self.esteem;Narcissism__1;Narcissism__2;Narcissism__3;Narcissism__4;Narcissism__5;Narcissism__6;Moral_ID__1;Moral_ID__2;Moral_ID__3;Moral_ID__4;Moral_ID__5;Moral_ID__6;Moral_ID__7;Moral_ID__8;Moral_ID__9;Moral_ID__10;risk_perception__1;risk_perception__2;political_ideology;moral_circle;health_cond;CRT1;CRT2;CRT3;sex;sex_other;age;marit_status;children;employ_status;employ_status_other;Ladder;urban;tested_positive;know_tested_positive;AttCheck_nobots;AttCheck2
24/05/2020 09:44;5221;ARE;EN;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;80;10;10;;9;8;5;5;5;5;5;10;0;0;0;5;10;10;10;0;0;8;8;10;9;5;5;8;10;10;10;10;10;10;8;8;2;0;10;2;2;0;10;0;0;10;10;10;0;10;5;0;5;8;10;100;100;5;4;10;10;3 minutes;4 hours;2;;45;3;2;1;;4;1;1;1;213;0
24/05/2020 09:54;488;ARE;EN;10;10;10;10;10;NA;NA;NA;NA;NA;10;10;10;10;10;60;20;20;;10;8;6;7;7;10;10;6;6;7;8;9;10;10;10;6;10;7;8;8;10;9;10;10;10;10;10;10;10;10;10;10;2;0;10;NA;NA;NA;NA;NA;NA;8;8;9;8;9;9;9;9;10;10;60;90;10;NA;7;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;10
24/05/2020 11:47;6;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
24/05/2020 12:54;1751;ARE;EN;9;1;0;10;10;10;9;9;10;10;2;10;5;6;10;60;30;10;;10;9;1;1;1;NA;NA;1;1;1;1;10;10;1;0;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;9;8;10;9;9;8;5;1;5;2;9;2;8;7;1;10;10;5;1;5;7;2;8;8;6;50;30;6;NA;10;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
24/05/2020 14:38;18;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
24/05/2020 18:56;869;ARE;EN;10;0;10;10;10;5;5;10;4;10;10;10;10;10;10;10;50;40;;7;7;5;5;5;10;10;5;5;5;5;5;10;10;10;0;0;7;10;10;10;5;10;5;7;7;5;5;3;10;10;10;7;0;10;0;0;0;0;0;0;10;10;10;0;10;8;0;8;7;NA;50;50;5;5;7;50;300 minutes;16;2;;31;1;0;3;;6;2;1;1;213;0
25/05/2020 00:15;56919;ARE;EN;8;0;8;10;10;10;10;10;3;10;10;10;6;10;10;95;2;3;;4;6;1;8;1;5;2;2;2;2;2;1;1;6;10;0;2;10;10;10;8;9;5;1;7;7;8;8;8;8;6;10;7;2;9;10;7;10;3;4;10;10;10;3;0;8;1;0;0;0;6;30;30;3;12;8;25;3;7;1;;50;3;1;1;;3;1;1;1;two hundred thirteen;7
25/05/2020 03:42;1493;ARE;EN;10;0;10;10;10;9;10;10;7;10;6;6;3;4;5;99;1;0;;5;9;0;0;0;8;2;10;8;10;10;10;10;2;10;1;8;6;4;2;2;5;5;5;10;10;3;5;6;6;8;9;0;0;10;4;0;7;1;0;7;3;4;1;2;0;5;8;1;0;3;70;80;5;9;10;50;300;4;1;;37;3;2;1;;5;1;1;1;213;0
25/05/2020 07:02;16;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
25/05/2020 07:05;2744;ARE;EN;10;2;9;10;10;10;7;10;9;8;9;9;9;10;9;5;50;45;;6;7;2;5;2;7;6;1;1;1;1;5;10;10;10;0;5;5;5;10;5;10;5;10;6;6;7;7;9;9;8;8;4;2;8;6;6;5;5;5;3;10;10;5;0;7;5;10;5;7;10;20;20;5;9;8;50;3;7;1;;50;3;1;1;;4;1;1;1;213;0
25/05/2020 14:39;45;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
25/05/2020 14:39;175;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
25/05/2020 14:58;1652;ARE;EN;10;1;0;9;9;10;10;9;1;10;5;5;5;5;5;NA;NA;NA;;10;7;10;10;10;10;10;0;0;10;10;1;10;10;10;10;10;2;2;6;10;10;1;2;NA;NA;10;10;10;10;NA;10;1;0;10;10;10;10;10;10;10;10;10;10;0;10;10;1;10;10;10;0;100;10;1;10;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;0
26/05/2020 03:21;625;ARE;EN;NA;NA;NA;NA;NA;9;9;9;7;9;10;10;10;10;10;NA;NA;NA;;6;6;0;0;0;2;2;0;0;3;3;2;10;9;10;0;7;NA;NA;NA;NA;NA;NA;NA;9;7;9;10;10;8;8;8;6;3;NA;6;6;2;8;7;1;10;10;7;2;7;3;4;4;6;10;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;0
26/05/2020 03:44;133;ARE;EN;0;7;5;2;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 03:51;545;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;6;8;10;10;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;7;6;6;7;8;5;NA;NA;7;8;7;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;80;90;4;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;7
26/05/2020 04:17;58;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;1
26/05/2020 05:17;127;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 05:43;1555;ARE;EN;8;6;6;6;6;9;9;9;9;9;2;3;3;3;3;60;30;10;;5;9;9;8;8;10;10;9;9;8;8;10;10;8;10;8;9;9;9;9;9;9;9;9;10;9;9;8;7;9;6;9;7;3;9;9;8;0;8;2;4;9;9;5;2;6;8;2;7;8;10;80;70;5;8;8;50;900;4;1;;27;2;1;1;;5;1;1;1;213;7
26/05/2020 05:47;333;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;10;10;5;60;30;10;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;10;9;9;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;8;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 05:53;190;ARE;EN;NA;NA;NA;NA;NA;10;10;5;2;0;5;5;5;5;5;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;5;5;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;NA;10;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 06:36;259166;ARE;EN;10;0;10;10;10;10;10;10;10;10;10;10;10;10;10;40;40;20;;5;10;10;10;10;10;10;5;0;5;5;10;10;0;10;10;10;NA;NA;NA;NA;NA;NA;NA;10;10;10;10;10;10;10;10;9;0;10;0;10;8;10;10;5;10;10;0;0;10;5;0;5;8;10;0;50;5;16;10;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;10
26/05/2020 07:09;4548;ARE;EN;10;0;10;9;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;10;10;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;8;9;9;NA;NA;NA;NA;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 07:46;203;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;10;10;10;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;5;5;5;5;10;10;10;10;8;7;10;10;10;10;10;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 07:57;182;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;0;0;0;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 10:40;128;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;90;5;5;;NA;NA;7;5;7;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;6;5;6;6;3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 11:30;1724;ARE;EN;9;0;9;9;10;7;7;7;2;5;0;0;0;0;0;100;0;0;;7;7;0;0;0;2;2;5;5;2;5;0;10;10;10;0;3;5;5;5;5;5;5;5;10;10;8;7;8;6;6;7;5;3;6;8;5;5;5;5;0;9;9;9;0;8;5;2;0;5;5;0;10;3;16;6;25;300;7;1;;37;1;0;1;;3;1;1;1;213;0
26/05/2020 12:08;42;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 12:14;74;ARE;EN;9;1;10;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;10;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;50;7;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 13:18;14;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 14:57;200;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 15:45;21;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
26/05/2020 16:20;1803;ARE;EN;9;1;9;3;10;6;8;6;4;2;6;8;8;10;6;85;5;10;;6;6;5;5;5;5;2;5;5;0;4;5;10;10;10;0;5;6;4;10;8;5;5;6;6;6;4;4;4;6;7;6;6;2;6;1;3;1;6;1;1;10;9;3;0;6;5;0;5;7;9;10;10;5;14;5;25;3 min;3 hours;1;;45;3;3;1;;4;1;1;1;213;0
26/05/2020 17:09;19;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 02:03;806;ARE;EN;6;2;6;8;8;7;7;7;6;8;7;8;1;7;4;80;20;0;;8;6;3;8;5;8;8;5;4;6;7;1;10;10;10;0;0;7;6;5;7;5;8;5;10;10;10;7;7;10;7;10;6;4;6;3;7;1;7;5;0;10;10;6;0;7;7;0;7;7;10;50;70;2;16;6;25;3 minutes;7;2;;27;1;0;4;;4;1;1;2;213;8
27/05/2020 05:55;13017;ARE;EN;9;0;7;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;9;7;NA;7;5;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4;6;9;3;8;4;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;16;5;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 07:40;8;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 07:40;20;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 08:01;76;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8;8;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 08:18;38;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 08:26;72;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;60;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 08:39;1034;ARE;EN;NA;NA;NA;NA;NA;9;9;9;6;10;NA;NA;NA;NA;NA;25;50;25;;6;6;NA;NA;NA;8;10;NA;NA;NA;NA;8;10;10;10;5;8;8;7;6;9;6;9;8;9;10;NA;NA;NA;NA;6;8;1;0;NA;NA;NA;NA;NA;NA;NA;9;9;2;1;8;NA;1;6;8;10;0;10;5;16;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 08:41;3024;ARE;EN;NA;NA;NA;NA;NA;7;7;10;7;5;10;5;10;10;10;NA;NA;NA;;7;6;NA;NA;NA;NA;NA;5;0;0;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;NA;NA;NA;NA;8;9;4;0;NA;5;10;0;10;8;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;NA;16;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 08:59;381;ARE;EN;10;2;4;5;10;6;7;10;5;5;5;5;6;8;6;NA;NA;NA;;7;7;NA;NA;NA;5;2;0;0;0;0;8;7;10;9;0;0;5;5;8;9;4;5;5;NA;NA;8;9;9;9;5;6;5;5;7;6;5;5;5;5;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;40;4;9;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;0
27/05/2020 09:08;148;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;7;8;0;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;5;5;2;2;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;5
27/05/2020 09:27;915;ARE;EN;9;1;9;9;9;9;10;9;1;1;NA;NA;NA;NA;NA;90;10;0;;7;2;5;3;1;8;9;9;1;9;1;8;10;9;0;0;0;9;9;9;9;9;9;9;9;9;NA;NA;NA;NA;2;10;9;1;9;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;60;80;7;4;7;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;0
27/05/2020 10:14;623;ARE;EN;5;0;10;10;10;10;10;10;10;10;10;10;5;10;10;30;50;20;;9;5;3;3;1;5;5;5;0;5;5;5;10;10;10;5;5;5;10;5;7;5;7;9;10;10;8;5;8;7;5;10;5;5;10;5;5;0;2;5;0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20;30;6;12;4;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;5
27/05/2020 13:16;313;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6;9;0;7;6;4;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 16:48;28;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
27/05/2020 18:30;2196;ARE;EN;9;1;9;9;10;8;8;8;7;7;9;9;2;5;4;95;2.5;2.5;;8;6;5;5;5;4;3;8;6;6;5;8;9;9;9;2;7;8;5;9;7;6;5;9;9;9;8;7;7;9;9;9;2;1;NA;5;8;5;7;5;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;50;50;5;16;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;0
27/05/2020 21:16;1865;ARE;EN;10;0;10;10;10;10;10;10;8;10;10;10;10;10;10;50;25;25;;2;4;5;5;5;5;5;9;5;8;10;5;10;10;10;0;2;5;5;5;5;5;8;5;9;10;NA;NA;NA;NA;7;7;8;7;NA;7;8;2;8;7;1;10;10;5;0;0;9;0;2;8;10;50;30;5;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
28/05/2020 02:26;1950;ARE;EN;10;0;10;10;10;8;8;10;8;10;1;10;1;10;10;80;10;10;;8;4;3;3;3;2;2;8;8;8;8;2;10;10;10;0;0;9;9;10;10;10;8;8;10;10;8;6;6;7;2;6;10;2;2;3;7;2;2;2;2;10;10;2;2;10;10;0;10;10;10;100;100;8;9;9;50 cents;300 minutes;4 hours;1;;47;3;2;1;;7;1;1;1;213;7
28/05/2020 05:09;639287;ARE;EN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;;;;NA;;NA;NA;NA;NA;;NA;NA;NA;NA;;NA
