"","RecordedDate","Duration_sec","Country","Language","physical_contact_1","physical_contact_2","physical_contact_3","physical_contact_4","physical_contact_5","physical_hygiene_1","physical_hygiene_2","physical_hygiene_3","physical_hygiene_4","physical_hygiene_5","policy_support_1","policy_support_2","policy_support_3","policy_support_4","policy_support_5","generosity_1","generosity_2","generosity_3","psych_wellbeing1","psych_wellbeing2","collective_narcis_1","collective_narcis_2","collective_narcis_3","national_identity_1","national_identity_2","Conspiracy_theories_1","Conspiracy_theories_2","Conspiracy_theories_3","Conspiracy_theories_4","open_mindedness_1","open_mindedness_2","open_mindedness_3","open_mindedness_4","open_mindness_5","open_mindness_6","morality_as_cooperat_1","morality_as_cooperat_2","morality_as_cooperat_3","morality_as_cooperat_4","morality_as_cooperat_5","morality_as_cooperat_6","morality_as_cooperat_7","trait_optimism_1","trait_optimism_2","social_belonging_1","social_belonging_2","social_belonging_3","social_belonging_4","trait_self_control_1","trait_self_control_2","trait_self_control_3","trait_self_control_4","self_esteem","narcissism_1","narcissism_2","narcissism_3","narcissism_4","narcissism_5","narcissism_6","Moral_ID_1","Moral_ID_2","Moral_ID_3","Moral_ID_4","Moral_ID_5","Moral_ID_6","Moral_ID_7","Moral_ID_8","Moral_ID_9","Moral_ID_10","risk_perception_1","risk_perception_2","political_ideology","moral_circle","health_cond","CRT1","CRT2","CRT3","sex","sex_other","age","marital_status","children","employ_status","employ_status_other","Ladder","urban","tested_positive","know_tested_positive","AttCheck_nobots","AttCheck2"
"647","10/05/2020 00:36",704,"MOROCCO","ARABIC",10,0,6,10,10,NA,NA,NA,NA,NA,10,10,10,10,10,NA,NA,NA,10,10,NA,NA,NA,10,10,10,9,10,10,0,10,10,10,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,10,10,10,10,3,10,NA,10,10,5,10,10,0,10,10,10,0,9,10,0,10,5,10,NA,NA,10,5,NA,"","","",2,"",26,3,0,4,"",5,1,1,2,"213",NA
"648","10/05/2020 00:36",536,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,2,10,10,0,10,10,10,NA,NA,5,NA,8,"","","",2,"",20,1,0,4,"",1,1,1,1,"213",NA
"649","10/05/2020 00:37",289,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",21,1,0,4,"",5,1,1,1,"213",NA
"650","10/05/2020 00:47",825,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,6,6,NA,NA,NA,NA,NA,20,50,30,4,4,10,2,10,10,7,NA,NA,NA,NA,2,10,10,0,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,9,NA,NA,NA,NA,NA,NA,5,5,0,8,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,10,10,"","","",2,"",25,2,NA,1,"",6,1,1,1,"213",NA
"651","10/05/2020 00:50",241,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,10,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,7,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",20,1,0,4,"",5,1,1,1,"213",NA
"652","10/05/2020 00:55",1020,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,50,40,10,6,5,10,10,9,7,5,5,5,5,3,4,10,10,10,0,0,5,5,5,6,5,5,5,6,7,5,7,7,9,5,8,5,5,10,5,5,0,7,5,2,8,9,8,0,7,3,6,6,6,7,30,0,5,16,7,"","","",2,"",18,1,0,4,"",5,1,1,1,"213",0
"653","10/05/2020 00:55",282,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","",2,"",21,1,0,4,"",5,1,1,1,"213",NA
"654","10/05/2020 00:56",1115,"MOROCCO","ARABIC",4,6,4,4,10,8,7,10,9,8,6,10,10,10,10,70,25,5,5,5,6,8,6,10,4,6,1,1,4,3,10,10,10,0,3,7,6,10,9,4,6,4,6,6,6,7,7,7,9,8,7,6,8,4,6,0,7,5,2,8,8,6,0,5,2,6,6,5,9,40,20,NA,6,10,"50","300","4",2,"",19,1,0,4,"",9,1,1,1,"213",8
"655","10/05/2020 00:56",563,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,8,8,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,8,8,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,NA,NA,7,9,7,2,10,6,6,0,7,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,5,NA,10,"","","",2,"",23,1,0,1,"",4,1,1,1,"213",NA
"656","10/05/2020 00:58",628,"MOROCCO","ARABIC",10,0,0,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,40,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,8,8,8,1,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",20,1,0,4,"",8,1,1,1,"213",NA
"657","10/05/2020 01:03",1157,"MOROCCO","ARABIC",10,0,5,0,0,10,10,10,10,10,5,0,0,0,0,50,25,25,7,6,10,10,10,10,5,4,4,5,5,0,8,10,10,0,2,5,5,7,7,5,2,6,8,10,1,8,10,10,2,5,0,1,5,10,7,0,10,0,0,10,10,6,0,9,0,2,8,6,5,70,0,5,5,10,"","","",2,"",20,1,NA,4,"",5,1,1,1,"213",5
"658","10/05/2020 01:03",671,"MOROCCO","ARABIC",9,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,6,5,NA,NA,NA,8,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,8,9,9,10,8,8,9,7,9,NA,NA,NA,NA,NA,NA,10,10,10,0,10,9,0,10,9,10,20,30,4,NA,10,"","","",1,"",21,1,0,3,"",5,1,1,2,"213",NA
"659","10/05/2020 01:07",1569,"MOROCCO","ARABIC",10,0,5,10,10,10,10,10,10,10,10,10,10,10,10,30,50,20,6,NA,10,6,6,8,8,10,5,1,4,1,10,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,8,10,8,8,8,9,7,9,6,5,9,6,5,0,6,3,0,10,10,10,0,9,8,0,10,9,10,40,80,5,16,NA,"","","",2,"",19,1,0,4,"",5,1,1,1,"213",NA
"660","10/05/2020 01:14",332,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,9,9,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",18,1,0,4,"",5,1,1,1,"213",NA
"661","10/05/2020 01:32",674,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",20,1,0,4,"",NA,NA,NA,NA,NA,NA
"662","10/05/2020 01:51",318,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,8,10,0,0,NA,4,8,0,9,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,"","","",2,"",30,1,0,4,"",5,1,1,2,"213",NA
"663","10/05/2020 01:55",818,"MOROCCO","ARABIC",10,10,9,10,10,9,9,10,10,3,10,10,10,10,10,20,50,30,6,7,10,10,10,9,9,0,0,0,0,0,9,9,9,0,1,9,9,9,10,9,3,3,8,8,9,10,10,10,7,10,8,3,9,6,7,0,8,3,0,8,8,1,0,9,10,1,10,10,0,10,50,4,9,6,"50","","",2,"",22,1,0,4,"",5,1,1,2,"213",7
"664","10/05/2020 02:05",2026,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,8,4,10,NA,NA,NA,NA,NA,10,8,0,10,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"","","",2,"",19,1,0,4,"",5,1,1,1,"213",NA
"665","10/05/2020 02:06",2948,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,50,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,0,5,0,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,0,0,0,0,0,1,5,10,NA,NA,NA,NA,5,"","","",1,"",18,1,0,4,"",5,1,1,1,"213",NA
"666","10/05/2020 02:20",2462,"MOROCCO","ARABIC",5,0,10,10,10,10,10,10,10,10,0,5,5,5,5,50,25,25,5,7,5,0,10,10,0,0,0,0,0,0,10,10,10,0,8,5,5,5,5,5,5,5,8,5,5,10,10,10,5,7,3,2,7,0,10,0,10,10,0,10,10,7,0,10,5,5,5,5,10,20,0,5,16,10,"","","",2,"",20,1,0,4,"",5,1,1,1,"213",10
"667","10/05/2020 02:47",1063,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,NA,NA,NA,4,4,NA,NA,NA,10,10,NA,NA,NA,NA,0,10,10,10,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",28,3,0,4,"",3,1,1,1,"213",NA
"668","10/05/2020 03:23",211,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,5,1,8,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",23,2,0,1,"",9,1,1,1,"213",NA
"669","10/05/2020 03:52",196,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",19,1,0,4,"",5,1,1,1,"213",NA
"670","10/05/2020 03:53",861,"MOROCCO","ARABIC",8,1,8,9,10,9,9,9,8,7,0,0,0,0,0,50,40,10,7,8,8,8,5,8,6,8,8,10,8,4,8,8,8,2,2,8,8,8,8,2,4,1,8,8,6,6,7,9,7,6,3,3,6,3,3,2,8,5,5,7,7,8,2,5,6,5,3,2,8,0,30,2,14,5,"50","3","15",1,"",35,3,0,1,"",5,1,1,1,"213",5
"671","10/05/2020 05:11",299,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,NA,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,8,8,8,8,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",29,2,0,1,"",6,1,1,1,"213",NA
"672","10/05/2020 05:30",589,"MOROCCO","ARABIC",10,0,10,10,10,10,9,10,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,10,10,10,10,0,10,10,5,10,10,10,10,10,4,0,10,NA,NA,NA,NA,NA,NA,10,10,10,0,10,10,0,10,10,10,NA,NA,2,NA,5,"","","",2,"",20,1,0,4,"",5,1,1,2,"213",NA
"673","10/05/2020 05:43",1410,"MOROCCO","ARABIC",10,0,10,0,0,7,10,10,10,8,10,10,10,10,10,70,25,5,5,5,7,3,9,10,10,5,5,1,0,3,10,10,8,0,5,10,5,9,9,5,3,2,8,6,5,8,7,6,6,7,8,7,6,5,6,0,7,6,0,10,8,4,0,6,7,1,7,2,6,0,10,5,3,4,"50","300","4",1,"",24,1,0,2,"",7,1,1,1,"213",6
"674","10/05/2020 06:26",534,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,50,40,10,7,6,NA,NA,NA,NA,NA,3,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,2,8,8,NA,NA,NA,NA,0,3,10,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,"","","",1,"",25,3,0,1,"",1,1,1,1,"213",NA
"675","10/05/2020 06:33",628,"MOROCCO","ARABIC",10,0,10,10,10,6,6,10,6,10,NA,NA,NA,NA,NA,NA,NA,NA,6,3,10,4,10,10,10,NA,NA,NA,NA,4,10,7,7,0,0,10,10,10,10,0,0,0,NA,NA,NA,NA,NA,NA,8,4,0,4,6,NA,NA,NA,NA,NA,NA,10,8,8,0,6,0,6,9,1,10,30,60,NA,11,6,"","","",1,"",38,1,0,6,"free trade",8,1,1,1,"213",NA
"676","10/05/2020 06:46",397,"MOROCCO","ARABIC",10,0,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,50,50,NA,NA,NA,NA,NA,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,4,5,7,2,4,NA,4,3,1,8,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,"","","",1,"",42,1,0,1,"",5,1,1,2,"213",NA
"677","10/05/2020 08:23",689,"MOROCCO","ARABIC",9,0,10,8,10,6,6,10,3,3,10,10,10,10,10,50,30,20,3,7,5,7,7,10,6,5,2,3,3,4,9,8,7,0,3,9,9,10,7,7,5,2,9,10,7,7,5,5,5,7,7,7,8,5,3,0,10,4,0,8,5,2,0,4,0,0,6,4,10,NA,NA,6,NA,5,"","","",1,"",24,1,0,1,"",4,1,1,1,"213",NA
"678","10/05/2020 11:52",153,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",24,1,0,4,"",4,NA,NA,NA,NA,NA
"679","10/05/2020 12:19",471,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",52,3,2,6,"liberal profession",6,NA,NA,NA,NA,NA
"680","10/05/2020 12:36",41056,"MOROCCO","ARABIC",10,0,0,10,10,NA,NA,NA,NA,NA,10,10,10,10,10,50,25,25,NA,NA,10,0,10,10,10,5,5,5,5,0,10,10,10,0,0,9,5,8,10,0,9,9,9,10,9,9,9,10,7,10,0,0,5,10,8,0,10,10,0,10,10,10,0,8,8,1,5,5,8,50,50,5,7,10,"","","",1,"",18,1,0,4,"",5,1,1,1,"213",NA
"681","10/05/2020 13:05",170,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",48,1,0,1,"",3,1,1,1,"213",NA
"682","10/05/2020 13:56",482,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,10,10,10,0,0,NA,NA,NA,5,NA,5,5,NA,NA,5,6,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,"","","",1,"",27,1,0,1,"",6,1,1,1,"213",NA
"683","10/05/2020 14:00",891,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,10,10,10,10,10,10,80,20,0,7,6,8,3,3,6,4,0,0,0,0,7,9,9,10,0,7,6,4,9,9,4,7,1,7,7,6,6,7,8,8,7,8,7,7,6,2,0,6,6,0,7,8,7,0,6,7,0,6,1,5,10,70,4,NA,8,"","","",1,"",35,3,0,6,"",4,1,1,1,"213",NA
"684","10/05/2020 14:53",1256,"MOROCCO","ARABIC",5,2,9,8,10,8,8,10,8,9,10,10,10,10,10,80,20,0,3,6,8,8,7,10,10,8,6,8,2,2,8,8,8,2,3,7,7,8,7,3,4,1,7,5,7,7,7,8,5,7,6,4,6,6,6,2,7,5,0,8,9,6,0,6,5,2,7,7,9,50,40,5,5,7,"","","",2,"",43,1,0,1,"",5,1,1,1,"213",5
"685","10/05/2020 15:16",682,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,4,1,10,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",40,3,2,1,"",5,1,1,1,"213",NA
"686","10/05/2020 15:18",1039,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,6,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",1,"",42,3,1,2,"",6,1,1,1,"213",NA
"687","10/05/2020 15:33",52512,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,9,10,10,10,10,10,10,80,10,10,7,5,10,6,10,10,10,0,0,0,0,8,10,10,8,0,2,8,8,10,10,8,10,10,6,6,10,9,10,10,7,7,0,0,6,7,8,0,8,8,0,10,10,10,0,10,6,0,3,5,10,0,30,2,1,9,"","","",1,"",25,1,0,6,"working remotely",5,1,1,1,"213",0
"688","10/05/2020 17:31",2187,"MOROCCO","ARABIC",10,0,10,10,10,7,7,5,7,5,10,10,10,10,10,50,50,0,7,3,0,0,0,10,10,NA,NA,NA,NA,2,10,10,10,0,0,7,7,10,8,0,0,0,8,8,7,7,9,10,8,10,10,7,7,0,0,0,0,0,10,10,10,0,0,7,5,8,7,6,8,50,10,4,16,10,"50","3","4",1,"",38,1,0,1,"",8,1,1,1,"213",6
"689","10/05/2020 18:40",273,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,0,8,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",40,2,0,6,"",5,1,1,1,"213",NA
"690","10/05/2020 18:53",803,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,55,45,NA,NA,10,7,5,8,8,NA,NA,NA,NA,0,10,10,10,0,0,NA,NA,NA,NA,NA,NA,NA,10,10,10,10,10,10,NA,NA,NA,NA,NA,0,0,0,0,0,0,10,10,5,0,5,5,0,5,7,0,NA,NA,NA,16,9,"","","",2,"",25,1,0,4,"",3,1,1,1,"213",NA
"691","10/05/2020 18:56",63,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,"","","",2,"",23,1,0,4,"",3,1,1,1,"213",NA
"692","10/05/2020 19:00",183,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,"","","",2,"",25,1,0,4,"",3,1,1,1,"213",NA
"693","10/05/2020 19:04",192,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,10,10,10,10,NA,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",24,1,0,4,"",NA,1,1,1,"213",NA
"694","10/05/2020 19:09",264,"MOROCCO","ARABIC",10,0,10,10,10,10,10,10,10,NA,10,10,10,10,10,0,50,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",25,1,0,4,"",NA,1,1,1,"213",NA
"695","10/05/2020 19:15",569,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0,0,5,5,NA,NA,NA,NA,NA,5,5,5,5,5,5,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,"","","",1,"",40,3,6,1,"",10,3,1,1,"213",NA
"696","10/05/2020 22:03",75340,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",2,"",19,1,0,4,"",NA,NA,NA,NA,NA,NA
"697","10/05/2020 23:13",440,"MOROCCO","ARABIC",NA,NA,NA,NA,NA,8,8,10,8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,10,5,NA,NA,NA,NA,2,10,10,10,0,5,NA,NA,NA,NA,NA,NA,NA,8,10,5,8,9,6,NA,NA,NA,NA,10,0,8,0,5,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,50,NA,NA,NA,"","","",1,"",39,1,1,1,"",4,1,1,1,"213",NA
"698","11/05/2020 00:43",2753,"MOROCCO","ARABIC",10,0,10,10,10,8,8,10,10,10,10,10,10,10,10,80,20,0,NA,NA,10,8,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,10,10,NA,5,NA,NA,NA,NA,5,10,NA,NA,NA,16,8,"","","",1,"",33,3,1,1,"",5,1,1,1,"213",NA
