"","condition","study_order","BL_adhere_1","BL_avoid_1","BL_avoid_2","BL_avoid_3","motiv_1","motiv_2","motiv_3","motiv_4","motiv_5","motiv_6","motiv_7","motiv_8","defy_1","defy_2","defy_3","defy_4","intention_1w","avoid_1w_1","avoid_1w_2","avoid_1w_3","intention_6m","avoid_6m_1","avoid_6m_2","avoid_6m_3","avoid_6m_4","avoid_6m_5","avoid_6m_6","avoid_6m_7","manip_1","r_manip_2","r_manip_3","age","gender","educ","essen_job","COUNID","month"
"16095","no_message","001_first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,"ISR","June"
"16096","controlling_message","001_first",6,7,7,6,1,6,6,6,2,2,NA,7,1,1,2,4,7,7,7,6,20,24,23,24,23,20,20,12,7,7,7,NA,"Male",NA,NA,"MKD","June"
"16097","no_message","003_first",7,7,7,7,7,7,7,7,1,4,7,7,1,1,1,1,7,7,7,7,6,24,23,24,24,24,20,24,7,3,1,NA,"Female",NA,NA,"COL","June"
"16098","no_message","001_first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,"June"
"16099","controlling_message","003_first",5,5,5,5,4,6,6,6,4,4,NA,6,1,1,4,5,6,5,4,6,24,24,16,24,24,18,24,24,5,4,4,NA,"Female",NA,NA,"FRA","June"
"16100","no_message","001_first",6,6,6,6,2,6,6,6,2,2,6,6,2,2,2,2,7,6,6,6,24,10,4,24,12,12,24,24,6,5,5,NA,"Female",NA,NA,"NZL","June"
"16101","no_message","001_first",6,6,7,7,6,5,6,3,5,3,7,7,2,1,5,1,6,6,7,6,23,24,23,24,24,23,24,24,2,6,7,NA,"Female",NA,NA,"FRA","June"
"16102","no_message","001_first",7,7,7,7,4,7,7,6,5,4,7,7,7,5,4,1,7,6,7,7,24,24,23,24,24,24,23,24,7,7,2,NA,"Female",NA,NA,"ARG","June"
"16103","controlling_message","001_first",6,6,6,6,5,6,6,7,5,7,7,6,3,5,5,2,6,6,6,6,24,24,24,24,24,24,24,24,3,1,3,NA,"Female",NA,NA,"CAN","June"
"16104","controlling_message","001_first",6,4,6,6,5,7,7,7,4,5,7,7,1,3,3,1,6,5,7,7,21,24,8,24,24,15,24,24,1,2,3,NA,"Female",NA,NA,"NOR","June"
"16105","no_message","001_first",4,3,6,6,6,6,6,7,5,6,7,7,2,4,2,2,6,2,6,7,15,22,10,20,18,23,22,24,6,5,3,NA,"Male",NA,NA,"NLD","June"
"16106","controlling_message","001_first",7,6,1,2,4,6,7,7,5,3,6,7,5,1,2,1,7,7,1,2,22,24,24,24,24,24,12,24,4,3,6,NA,"Female",NA,NA,"CRI","June"
"16107","no_message","003_first",6,1,1,2,5,6,5,5,3,4,6,7,1,2,3,2,6,1,1,2,24,24,24,24,24,0,0,24,3,4,3,NA,"Male",NA,NA,"CRI","June"
"16108","controlling_message","001_first",7,7,7,7,4,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,7,4,3,NA,"Female",NA,NA,"CRI","June"
"16109","no_message","003_first",5,4,6,5,2,4,5,4,5,4,5,5,2,2,2,2,5,5,6,5,8,0,0,8,24,2,0,0,2,4,4,NA,"Male",NA,NA,"FRA","June"
"16110","controlling_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16111","controlling_message","003_first",4,4,3,3,1,6,5,6,3,1,6,6,1,1,1,1,5,3,5,1,24,0,0,0,24,24,24,24,1,2,2,NA,"Female",NA,NA,"FRA","June"
"16112","controlling_message","003_first",6,7,7,6,2,5,5,5,4,1,6,7,1,4,1,1,6,6,7,6,24,24,8,24,24,24,0,12,2,2,3,NA,"Male",NA,NA,"USA","June"
"16113","controlling_message","003_first",6,6,6,6,7,7,6,6,7,6,6,7,1,1,1,1,7,7,7,7,18,24,8,24,8,6,5,6,7,5,4,NA,"Female",NA,NA,"AUS","June"
"16114","no_message","001_first",3,5,7,7,1,7,7,7,1,3,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,7,1,1,NA,"Female",NA,NA,"TUR","June"
"16115","controlling_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16116","no_message","003_only",6,1,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"COL","June"
"16117","no_message","003_first",6,7,7,7,5,5,3,5,5,5,5,1,4,7,7,4,7,7,7,7,24,24,24,24,24,24,24,24,2,1,1,NA,"Male",NA,NA,"CRI","June"
"16118","controlling_message","001_first",5,4,3,4,5,6,5,5,6,5,6,6,5,3,4,4,5,5,6,6,20,20,10,24,20,20,10,20,5,2,4,NA,"Male",NA,NA,"USA","June"
"16119","controlling_message","003_only",7,3,7,7,7,7,7,7,5,7,7,7,5,5,6,5,7,7,7,7,24,NA,NA,NA,NA,NA,NA,NA,7,2,2,NA,"Male",NA,NA,NA,"June"
"16120","no_message","003_first",4,6,5,6,2,2,5,2,5,2,1,2,3,5,5,5,5,3,6,6,8,2,2,4,24,24,4,24,3,2,5,NA,"Female",NA,NA,"POL","June"
"16121","no_message","003_first",5,3,3,1,4,3,5,6,5,5,3,5,6,5,5,4,3,5,3,1,10,0,6,10,10,12,24,24,4,3,3,NA,"Female",NA,NA,"POL","June"
"16122","controlling_message","001_first",4,6,5,6,7,7,7,7,7,7,7,7,1,1,1,1,6,3,6,6,24,2,6,0,1,0,1,4,6,3,4,NA,"Female",NA,NA,"NOR","June"
"16123","no_message","001_first",6,5,7,1,5,7,7,6,2,1,7,6,1,3,5,4,6,6,1,1,24,24,24,24,24,24,8,24,6,3,4,NA,"Female",NA,NA,"COL","June"
"16124","no_message","003_first",5,4,6,4,5,4,5,3,6,5,5,6,3,5,5,5,2,2,3,3,6,0,0,2,2,0,4,4,3,2,2,NA,"Female",NA,NA,"FRA","June"
"16125","controlling_message","003_first",6,7,7,7,3,6,2,6,3,2,6,7,1,2,2,2,6,6,7,7,24,24,24,24,24,24,24,24,4,2,3,NA,"Female",NA,NA,"FRA","June"
"16126","no_message","001_first",6,5,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"NOR","June"
"16127","no_message","001_first",5,2,6,3,2,4,6,5,5,1,6,7,3,5,6,2,6,2,6,3,24,5,0,6,24,5,24,24,2,3,3,NA,"Female",NA,NA,"FRA","June"
"16128","no_message","001_first",6,6,6,6,2,5,6,6,5,2,4,6,2,6,5,6,7,4,4,2,24,24,12,12,24,24,24,0,4,2,1,NA,"Female",NA,NA,"POL","June"
"16129","no_message","003_first",2,2,2,2,5,6,7,6,6,7,6,6,7,7,7,7,1,7,7,6,0,24,4,24,12,4,1,24,7,1,3,NA,"Female",NA,NA,"POL","June"
"16130","controlling_message","001_first",7,7,7,7,1,7,5,7,2,2,6,7,4,2,1,1,7,7,7,7,12,12,8,8,18,18,18,18,5,2,2,NA,"Female",NA,NA,"RUS","June"
"16131","controlling_message","001_first",5,5,3,1,4,7,6,7,2,1,7,7,1,1,1,1,6,6,2,2,10,10,4,10,10,10,4,5,4,4,4,NA,"Male",NA,NA,"DZA","June"
"16132","no_message","001_first",5,3,5,4,1,7,7,7,4,4,7,7,4,1,4,4,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"CRI","June"
"16133","controlling_message","003_first",4,5,5,5,5,5,5,4,6,5,5,6,4,5,5,5,6,6,6,5,4,3,12,24,14,2,4,12,5,2,3,NA,"Female",NA,NA,"SGP","June"
"16134","no_message","001_first",6,6,6,6,4,7,3,7,5,3,7,6,3,2,2,2,4,7,7,7,8,24,24,9,24,9,0,0,5,2,2,NA,"Female",NA,NA,"POL","June"
"16135","controlling_message","001_first",7,6,2,1,5,7,7,7,6,6,7,7,2,3,4,5,6,6,7,7,22,22,16,19,21,22,22,22,5,3,5,NA,"Female",NA,NA,"TUR","June"
"16136","no_message","003_first",7,7,6,7,7,7,7,7,6,7,7,7,1,1,1,1,7,6,7,7,2,2,1,12,3,10,2,10,7,7,7,NA,"Female",NA,NA,"VNM","June"
"16137","no_message","001_first",5,6,7,7,5,7,7,7,5,5,7,7,2,5,5,6,6,6,7,7,24,24,8,10,24,20,16,24,7,3,5,NA,"Female",NA,NA,"TUR","June"
"16138","autonomy_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16139","no_message","001_first",4,1,6,6,5,5,7,6,5,4,6,7,3,4,3,3,6,2,6,6,4,8,0,2,4,8,24,24,6,2,2,NA,"Female",NA,NA,"FRA","June"
"16140","controlling_message","001_first",7,7,7,6,1,7,7,7,1,4,7,7,1,1,1,1,7,6,7,6,24,2,4,15,20,2,8,24,7,7,7,NA,"Female",NA,NA,"CRI","June"
"16141","autonomy_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16142","no_message","003_first",1,1,1,1,2,3,2,1,1,2,1,5,3,7,5,2,1,1,2,2,0,0,0,4,0,0,0,0,4,3,1,NA,"Female",NA,NA,"FRA","June"
"16143","controlling_message","001_first",6,1,1,1,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,7,7,8,8,20,8,11,12,15,7,6,6,NA,"Female",NA,NA,"USA","June"
"16144","controlling_message","003_first",5,5,2,4,2,5,4,5,4,3,5,5,2,2,2,2,4,5,2,3,24,24,24,24,24,24,24,24,5,3,5,NA,"Male",NA,NA,NA,"June"
"16145","controlling_message","001_first",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Other",NA,NA,NA,"June"
"16146","no_message","003_first",3,3,4,5,3,5,6,5,6,6,5,7,2,3,1,1,4,3,3,2,24,20,8,24,20,4,4,4,5,4,6,NA,"Female",NA,NA,"NZL","June"
"16147","no_message","003_first",4,3,5,3,3,6,5,5,6,7,5,6,6,7,7,6,6,6,5,4,4,1,0,4,0,1,1,0,5,4,2,NA,"Male",NA,NA,"MAR","June"
"16148","no_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16149","controlling_message","001_first",1,2,3,5,1,2,2,1,2,3,2,2,4,4,4,5,1,2,2,1,7,7,3,5,8,3,3,10,4,4,4,NA,"Female",NA,NA,"BGR","June"
"16150","controlling_message","003_first",6,7,6,7,6,6,6,7,6,5,7,7,1,1,1,1,6,7,6,7,12,24,24,4,24,24,12,24,7,6,3,NA,"Male",NA,NA,"MEX","June"
"16151","controlling_message","001_first",7,7,7,7,7,7,7,7,7,7,7,7,6,6,6,6,6,6,6,6,3,3,2,6,6,3,6,2,4,3,3,NA,"Female",NA,NA,"NZL","June"
"16152","no_message","003_first",3,7,5,7,1,4,4,4,4,4,1,1,1,1,1,1,1,1,5,7,4,0,0,24,0,24,0,24,7,4,4,NA,"Female",NA,NA,"POL","June"
"16153","no_message","003_first",2,7,5,6,6,6,4,7,4,1,6,6,6,2,1,1,3,6,4,6,6,24,4,24,24,10,24,24,7,4,6,NA,"Male",NA,NA,"BGR","June"
"16154","no_message","001_first",4,4,2,2,4,2,2,4,6,2,4,4,4,6,6,6,4,4,6,2,0,24,12,4,24,24,4,24,2,2,2,NA,"Female",NA,NA,"BGR","June"
"16155","controlling_message","003_first",4,4,4,4,6,5,4,5,5,6,2,7,1,1,1,1,3,2,3,3,8,20,8,24,16,12,24,24,5,4,6,NA,"Male",NA,NA,"FRA","June"
"16156","no_message","003_first",7,6,7,7,5,6,7,5,6,5,7,7,3,4,2,2,7,6,7,7,24,24,3,21,24,24,24,24,6,6,6,NA,"Female",NA,NA,"AUS","June"
"16157","no_message","001_first",5,6,6,6,3,6,6,6,4,4,6,6,2,2,2,2,5,6,6,6,24,24,24,24,24,24,24,24,5,5,5,NA,"Male",NA,NA,"NOR","June"
"16158","controlling_message","001_first",5,6,6,7,7,6,5,7,1,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,12,24,7,2,3,NA,"Female",NA,NA,"MEX","June"
"16159","no_message","003_first",2,3,2,2,4,5,5,4,4,1,6,6,1,6,5,4,5,1,1,3,4,15,1,0,15,15,4,24,7,3,4,NA,"Male",NA,NA,"DEU","June"
"16160","controlling_message","003_first",6,5,4,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,12,6,6,6,18,3,6,15,7,1,1,NA,"Female",NA,NA,"COL","June"
"16161","no_message","001_first",3,2,6,3,5,5,5,5,3,6,5,5,1,5,1,1,3,5,6,5,11,11,10,17,20,14,15,16,NA,NA,NA,NA,"Female",NA,NA,"NOR","June"
"16162","no_message","003_only",7,6,7,7,1,7,7,7,1,1,7,7,1,1,1,1,7,6,7,7,24,24,4,24,24,24,4,24,6,7,7,NA,"Female",NA,NA,"PRT","June"
"16163","autonomy_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16164","no_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16165","controlling_message","003_first",2,2,2,1,7,6,7,7,1,7,7,7,1,1,1,1,5,3,3,7,24,24,0,23,0,24,24,24,7,7,7,NA,"Female",NA,NA,"TUR","June"
"16166","no_message","001_first",6,7,7,6,1,6,7,7,4,1,7,7,1,1,1,1,4,7,4,5,24,24,24,24,24,24,24,24,5,7,7,NA,"Female",NA,NA,"SLO","June"
"16167","no_message","001_first",5,5,4,1,7,5,7,6,5,5,6,7,1,1,1,1,7,5,7,5,24,24,0,20,24,24,24,24,5,3,4,NA,"Female",NA,NA,"POL","June"
"16168","no_message","003_first",7,6,7,6,4,5,5,7,5,4,5,6,4,4,4,3,4,5,7,4,24,0,5,5,12,0,4,3,5,2,2,NA,"Female",NA,NA,"PRT","June"
"16169","no_message","001_first",5,2,1,2,5,7,5,7,3,2,6,7,1,1,1,1,5,5,4,1,17,23,15,24,24,24,12,24,7,7,6,NA,"Other",NA,NA,"POL","June"
"16170","controlling_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16171","no_message","003_first",2,2,1,3,6,5,5,6,4,5,6,6,2,2,3,4,3,2,2,2,24,24,12,24,24,4,24,24,3,2,3,NA,"Female",NA,NA,"FRA","June"
"16172","no_message","001_first",6,1,3,2,5,6,7,7,3,5,6,7,1,5,2,2,7,1,4,2,24,24,14,24,24,14,24,24,4,5,2,NA,"Female",NA,NA,"POL","June"
"16173","controlling_message","001_first",6,2,1,3,5,7,7,7,1,6,7,7,1,1,1,1,7,5,7,5,24,7,24,6,24,3,22,20,7,7,7,NA,"Female",NA,NA,"POL","June"
"16174","controlling_message","001_first",6,5,6,6,4,5,5,7,5,3,6,7,3,5,4,2,6,5,7,7,24,24,0,24,23,24,20,24,3,3,7,NA,"Male",NA,NA,"USA","June"
"16175","no_message","001_first",7,3,7,7,1,7,6,7,2,1,7,7,1,7,1,1,7,2,7,7,12,12,4,16,16,16,24,4,5,3,4,NA,"Female",NA,NA,"FRA","June"
"16176","no_message","003_first",6,5,2,1,2,5,5,7,1,1,7,7,1,1,1,1,7,7,7,7,24,15,10,9,0,0,2,0,6,6,7,NA,"Female",NA,NA,"BGR","June"
"16177","no_message","001_first",6,7,6,6,5,6,6,6,5,5,7,7,1,1,1,1,7,7,6,7,8,24,24,24,20,20,24,24,2,4,6,NA,"Female",NA,NA,"SGP","June"
"16178","no_message","001_first",7,6,3,1,2,7,6,7,2,4,7,7,1,1,1,1,5,6,6,7,24,24,6,24,24,24,24,24,4,5,4,NA,"Male",NA,NA,"POL","June"
"16179","controlling_message","003_first",6,6,7,6,1,5,7,7,4,1,7,7,1,1,1,1,6,5,7,5,24,24,24,24,24,24,24,24,1,2,2,NA,"Female",NA,NA,"FRA","June"
"16180","no_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16181","controlling_message","001_first",6,6,7,6,6,6,6,6,6,5,5,6,1,5,1,1,5,6,7,6,12,10,8,8,24,8,4,2,6,3,4,NA,"Female",NA,NA,"POL","June"
"16182","controlling_message","003_first",6,6,6,6,5,7,6,7,6,7,7,7,1,1,1,1,6,5,6,6,24,4,2,24,10,10,4,24,6,4,6,NA,"Female",NA,NA,"NZL","June"
"16183","controlling_message","001_first",5,3,2,1,5,6,6,6,7,7,6,7,5,6,7,6,3,3,7,7,20,24,1,24,24,24,24,24,5,1,1,NA,"Female",NA,NA,"BGR","June"
"16184","no_message","001_first",6,7,7,6,3,7,6,7,1,2,7,7,5,2,1,5,6,7,7,6,24,24,24,3,24,1,1,24,7,6,2,NA,"Female",NA,NA,"POL","June"
"16185","controlling_message","001_first",5,6,6,6,2,4,2,5,4,4,5,5,4,5,5,4,5,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,3,3,NA,NA,"Male",NA,NA,"GRC","June"
"16186","no_message","001_first",7,6,7,7,7,7,6,6,5,6,7,7,2,5,1,4,7,7,7,7,24,24,20,24,24,24,24,24,6,3,6,NA,"Male",NA,NA,"USA","June"
"16187","no_message","003_first",4,5,6,7,2,5,5,6,3,3,6,7,3,5,5,6,5,3,6,7,6,24,4,24,9,20,24,24,5,3,3,NA,"Male",NA,NA,NA,"June"
"16188","controlling_message","001_first",7,7,7,7,6,7,7,7,4,2,6,7,4,5,5,4,7,7,7,7,24,24,20,24,24,22,24,2,1,1,6,NA,"Male",NA,NA,"FRA","June"
"16189","controlling_message","001_first",4,5,3,4,5,5,6,7,5,4,7,7,2,2,2,1,5,5,5,2,12,24,0,24,24,24,3,24,3,3,4,NA,"Male",NA,NA,"TUR","June"
"16190","no_message","001_first",1,3,4,2,1,1,1,1,5,7,1,1,7,7,7,7,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,NA,"Female",NA,NA,"POL","June"
"16191","no_message","001_first",4,4,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,"NOR","June"
"16192","controlling_message","003_first",2,3,2,4,5,5,3,3,1,6,3,6,3,5,3,5,3,1,5,1,4,2,0,3,2,0,0,0,7,6,5,NA,"Male",NA,NA,"POL","June"
"16193","no_message","003_first",5,5,4,5,5,6,7,6,5,6,1,3,2,6,1,1,6,6,5,5,24,24,8,12,24,12,12,24,1,7,2,NA,"Male",NA,NA,"TUR","June"
"16194","controlling_message","001_first",5,5,5,1,4,6,4,7,1,1,5,7,4,4,3,1,5,3,7,2,24,24,0,24,24,24,24,24,5,1,4,NA,"Female",NA,NA,"FRA","June"
"16195","no_message","003_first",5,3,6,3,2,7,6,6,2,2,6,7,2,3,5,4,2,2,5,6,8,2,1,4,2,3,8,24,5,1,3,NA,"Female",NA,NA,"FRA","June"
"16196","controlling_message","001_first",1,5,3,3,1,1,1,1,4,1,1,1,7,7,7,7,1,1,1,1,0,0,0,0,0,0,0,0,4,1,1,NA,"Male",NA,NA,"POL","June"
"16197","no_message","001_first",7,7,7,7,1,7,7,7,6,4,7,7,1,4,1,2,7,7,7,7,24,24,24,24,24,24,24,24,6,7,6,NA,"Female",NA,NA,"IRAN","June"
"16198","controlling_message","001_first",7,1,2,1,4,4,6,6,4,3,6,7,2,2,2,2,6,7,7,7,24,0,0,0,0,0,0,0,4,4,4,NA,"Female",NA,NA,"FRA","June"
"16199","controlling_message","001_first",7,5,6,6,3,6,5,7,2,2,7,5,4,5,4,5,6,6,5,5,4,4,3,24,11,1,10,24,5,5,2,NA,"Female",NA,NA,"CRI","June"
"16200","controlling_message","003_first",7,4,2,2,1,7,6,6,1,3,7,7,1,1,1,1,7,4,2,2,24,24,10,24,24,10,24,24,7,4,4,NA,"Female",NA,NA,"FRA","June"
"16201","no_message","003_first",4,3,1,6,2,6,5,5,3,3,6,7,6,1,1,1,7,5,7,5,24,24,0,0,24,24,0,24,5,2,7,NA,"Female",NA,NA,"USA","June"
"16202","no_message","003_first",6,6,3,2,4,6,6,7,4,4,6,6,1,1,1,2,6,6,6,6,24,24,24,24,24,24,24,24,4,4,1,NA,"Female",NA,NA,"NOR","June"
"16203","controlling_message","003_first",4,2,2,2,1,4,1,4,1,1,6,7,1,2,1,1,6,6,6,7,12,24,15,20,22,22,24,24,1,3,3,NA,"Female",NA,NA,"NLD","June"
"16204","controlling_message","003_only",6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"ARG","June"
"16205","controlling_message","003_first",4,6,4,1,1,4,6,5,6,1,6,6,2,4,5,4,4,5,5,1,8,24,8,24,NA,12,24,24,2,1,2,NA,"Female",NA,NA,"FRA","June"
"16206","autonomy_message","003_first",4,2,4,4,5,6,6,5,5,5,5,6,2,5,3,1,3,2,3,2,24,14,3,24,20,12,24,20,5,4,5,NA,"Female",NA,NA,"NOR","July"
"16207","autonomy_message","001_first",4,5,6,4,4,5,7,6,7,7,7,7,1,3,2,4,5,5,5,3,24,17,8,24,21,2,0,24,2,2,4,NA,"Male",NA,NA,"CAN","July"
"16208","autonomy_message","003_first",5,6,3,4,5,4,5,6,5,4,5,7,5,5,5,6,6,5,3,4,6,20,5,24,23,23,6,24,5,3,2,NA,"Male",NA,NA,"AUT","July"
"16209","autonomy_message","003_first",5,5,5,5,4,4,3,4,3,6,4,5,5,5,4,3,5,3,4,5,4,6,3,4,6,6,8,5,4,4,3,NA,"Male",NA,NA,"ISR","July"
"16210","autonomy_message","003_first",7,2,4,1,7,7,7,7,7,7,7,7,1,1,1,1,7,7,7,6,12,20,6,24,3,6,24,24,1,7,7,NA,"Female",NA,NA,"ARM","July"
"16211","autonomy_message","003_first",6,6,7,7,2,7,7,7,5,5,7,7,1,1,1,1,7,2,1,1,20,8,12,24,24,20,8,24,5,5,7,NA,"Female",NA,NA,"CAN","July"
"16212","autonomy_message","003_first",6,6,7,7,4,6,6,6,2,2,6,6,1,1,1,1,6,6,6,7,24,24,24,24,24,24,24,24,6,4,6,NA,"Female",NA,NA,"FRA","July"
"16213","autonomy_message","001_first",4,3,3,3,5,3,3,5,5,5,4,4,4,4,4,4,3,3,5,3,2,24,4,10,24,2,2,2,4,4,4,NA,"Female",NA,NA,"DEU","July"
"16214","autonomy_message","001_first",4,2,2,1,4,4,5,3,6,1,6,4,2,2,5,2,3,6,3,4,3,9,1,2,8,9,12,13,4,4,5,NA,"Male",NA,NA,"BGR","July"
"16215","autonomy_message","003_first",4,2,6,2,4,4,4,6,5,4,6,6,2,2,2,2,4,4,6,4,24,24,24,24,24,24,24,24,5,3,4,NA,"Female",NA,NA,"CZE","July"
"16216","autonomy_message","003_first",4,5,2,2,5,4,7,7,6,5,7,7,1,3,3,2,5,4,7,7,6,23,3,24,16,13,20,24,6,7,6,NA,"Female",NA,NA,"DEU","July"
"16217","autonomy_message","001_first",6,6,7,7,2,6,6,6,5,4,6,7,2,4,5,4,7,7,7,7,24,24,24,24,24,24,24,24,5,4,4,NA,"Male",NA,NA,"SRB","July"
"16218","autonomy_message","001_first",6,3,3,2,4,5,4,5,4,4,6,6,2,2,2,2,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"SWE","July"
"16219","autonomy_message","001_first",7,1,1,1,7,7,7,7,6,7,7,7,1,1,7,4,7,7,7,7,24,24,24,24,24,24,24,24,7,7,7,NA,"Female",NA,NA,"COL","July"
"16220","autonomy_message","001_first",6,4,6,6,6,5,6,6,6,6,6,6,2,2,3,2,6,6,7,6,4,20,23,24,0,20,0,0,6,5,4,NA,"Female",NA,NA,NA,"July"
"16221","autonomy_message","001_first",4,1,5,5,5,6,5,4,5,6,5,5,5,3,6,6,4,7,2,4,4,3,5,5,5,5,6,6,6,6,4,NA,"Male",NA,NA,"AUT","July"
"16222","autonomy_message","001_first",6,1,7,6,4,7,7,7,1,7,7,7,5,1,1,1,7,1,1,1,9,9,4,24,24,24,4,24,4,5,4,NA,"Female",NA,NA,"DEU","July"
"16223","autonomy_message","003_only",5,6,5,1,7,7,7,7,1,7,7,7,1,1,1,1,6,6,1,1,20,24,10,0,23,24,0,0,NA,NA,NA,NA,"Male",NA,NA,NA,"July"
"16224","autonomy_message","001_first",7,3,3,3,6,6,7,7,5,6,6,6,1,3,2,2,6,6,6,5,24,24,24,24,24,3,3,6,7,4,5,NA,"Female",NA,NA,"CAN","July"
"16225","autonomy_message","003_first",6,4,4,3,NA,6,6,6,3,3,4,7,NA,NA,NA,NA,5,5,5,5,NA,16,1,2,2,2,5,3,7,5,NA,NA,"Female",NA,NA,"PAK","July"
"16226","autonomy_message","001_first",4,2,6,5,5,4,4,4,5,4,4,5,5,5,5,4,5,1,5,5,2,2,0,1,1,2,1,0,3,3,3,NA,"Male",NA,NA,"USA","July"
"16227","autonomy_message","003_first",3,1,4,3,6,7,5,6,7,7,7,7,1,2,2,1,6,6,7,7,24,24,10,24,24,24,24,24,2,1,3,NA,"Female",NA,NA,"CZE","July"
"16228","autonomy_message","003_first",6,3,4,3,2,6,4,6,3,6,7,7,2,2,4,2,4,4,5,5,8,5,3,8,8,10,12,15,4,6,1,NA,"Male",NA,NA,"MAR","July"
"16229","autonomy_message","001_first",7,7,7,7,7,7,7,7,1,1,7,7,1,1,7,4,7,7,7,7,22,22,20,17,24,22,24,24,7,7,4,NA,"Other",NA,NA,"PAK","July"
"16230","autonomy_message","001_first",7,3,1,3,3,NA,5,7,7,NA,7,7,NA,4,5,6,7,3,2,4,NA,24,23,24,24,NA,21,24,7,3,3,NA,"Male",NA,NA,NA,"July"
"16231","autonomy_message","001_first",2,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"CZE","July"
